,SMILES,InChIKey,inchi_connectivity,pchembl_value_Mean,Year
125,O=C1C(=Cc2cccn2-c2ccccc2)C(=O)c2c1cccc2,GOMJZFRPZZCHDO-UHFFFAOYSA-N,GOMJZFRPZZCHDO,5.34,2008
126,COc1ccc(NC=C2C(=O)CCc3c2oc2cc(Cl)c(O)c(Cl)c32)cc1,GOSOFAONCKLXHN-UHFFFAOYSA-N,GOSOFAONCKLXHN,5.37,2008
127,O=C(O)c1cc(-c2ccc(Oc3ccccc3)cc2)cc(-c2ccccc2)n1,GOYRHGQCANQEJI-UHFFFAOYSA-N,GOYRHGQCANQEJI,5.03,2018
128,Cc1cc(OCCCc2c(C(=O)NS(=O)(=O)c3ccccc3)[nH]c3c2ccc(Cl)c3-c2c(C)[nH]nc2C)cc(C)c1Cl,GQXICACCQKXKRX-UHFFFAOYSA-N,GQXICACCQKXKRX,6.83,2016
129,CCOc1ccc(-c2cc(C(=O)O)nn2-c2ccc(Oc3ccccc3)cc2)cc1,GRDDGUBYUUVVGI-UHFFFAOYSA-N,GRDDGUBYUUVVGI,6.35,2016
130,Cc1cc(OCCCc2c(C(=O)O)[nH]c3c2cccc3-c2c(C)n(C)nc2CN2CCCCC2)cc(C)c1Cl,GSXVVMUSIZPWMH-UHFFFAOYSA-N,GSXVVMUSIZPWMH,7.4,2017
131,O=C(O)c1cc(S(=O)(=O)Nc2c(C(F)(F)F)cccc2)c2ccccc2c1O,GUIFYVYGJNYGTJ-UHFFFAOYSA-N,GUIFYVYGJNYGTJ,5.39,2016
132,Cc1cc(OCCCc2c(C(=O)NS(=O)(=O)CCNC(=O)c3cn(C)c4c3cccc4)[nH]c3ccccc23)cc(C)c1Cl,GUKNVQSEBBJHKI-UHFFFAOYSA-N,GUKNVQSEBBJHKI,6.37,2016
133,O=C(O)CSc1cc(NS(=O)(=O)c2cccs2)c2ccccc2c1O,GVAXUAIZKLJWSB-UHFFFAOYSA-N,GVAXUAIZKLJWSB,5.81,2014
134,COc1ccc(Oc2ccc3c(=C(C#N)C#N)c(=O)c4cccc2c43)cc1,GVKROZXKOSQFDA-UHFFFAOYSA-N,GVKROZXKOSQFDA,5.31,2013
135,CC(C)c1ccc(Sc2cnc(O)c(C#N)c2)cc1,GWTWLBDUTCWFSW-UHFFFAOYSA-N,GWTWLBDUTCWFSW,6.0600000000000005,2013
136,COc1c2ccccc2c(NS(=O)(=O)c2cc(-c3ccccc3)ccc2)cc1SCC(=O)O,GXBTYQWJRDTUMK-UHFFFAOYSA-N,GXBTYQWJRDTUMK,4.62,2014
137,CC1=C(C2=C(C)C(=O)c3c(cc(O)c(O)c3C(C)C)C2=O)C(=O)c2c(C1=O)c(C(C)C)c(O)c(O)c2,GYYXKPBLWDDQQK-UHFFFAOYSA-N,GYYXKPBLWDDQQK,7.6,2010
138,Cc1cc(OCCCc2c(C(=O)NS(=O)(=O)c3cc(CNC(=O)C(C)C)ccc3)[nH]c3c2ccc(Cl)c3-c2c(C)n(C)nc2C)cc(C)c1Cl,GZKGTLYHWUBJEK-UHFFFAOYSA-N,GZKGTLYHWUBJEK,7.535,2016
139,CC(C)=CCCC1=CCC(C(=O)O)C(c2ccccc2)C1,GZLLWIUBFDJKDF-UHFFFAOYSA-N,GZLLWIUBFDJKDF,5.235,2017
140,COC(=O)CCCCN=Cc1c2c(O)c(-c3c(C)cc4c(C(C)C)c(O)c(O)c(C=NCCCCC(=O)OC)c4c3O)c(C)cc2c(C(C)C)c(O)c1O,GZSJFIAESZNUFR-UHFFFAOYSA-N,GZSJFIAESZNUFR,6.86,2016
141,O=C(c1ccc(P(=O)(O)O)cc1O)c1c(-n2c(C(=O)c3c(O)cc(P(=O)(O)O)cc3)cc(Cl)c2Cl)c(Cl)c(Cl)[nH]1,HAOZEIGBKYXKEC-UHFFFAOYSA-N,HAOZEIGBKYXKEC,5.46,2015
142,O=C(O)c1c(CCCOc2ccc3CCCCc3c2)c2cccc3c2n1CCS3,HASLVVNHEHIJPI-UHFFFAOYSA-N,HASLVVNHEHIJPI,6.39,2015
143,CC(C)(C)c1ccc(OCCCn2ccc3cc(OCc4c(C(=O)O)cccc4)ccc32)cc1,HBHKYDJZELTNAN-UHFFFAOYSA-N,HBHKYDJZELTNAN,6.51,2017
144,Cc1cc(OCCCc2c(C(=O)NS(=O)(=O)CCNC(=O)c3ccc[nH]3)[nH]c3cc(Cl)ccc23)cc(C)c1Cl,HFCBKAAPWROWEM-UHFFFAOYSA-N,HFCBKAAPWROWEM,6.11,2016
145,CCC(C)(C)c1ccc(Sc2ccc3C4=C(C#N)C(=O)N=C4c4cccc2c43)cc1,HFPAJOBPOFBWTH-UHFFFAOYSA-N,HFPAJOBPOFBWTH,6.02,2011
146,Cc1cc(OCCCc2c(C(=O)O)[nH]c3c2cccc3-c2c(C)n(C)nc2C)cc(C)c1Cl,HGAMIPPZOZUKQJ-UHFFFAOYSA-N,HGAMIPPZOZUKQJ,6.95,2017
147,Cc1cc(OCCCc2c3C(=O)N(c4cccc5c(C(=O)O)cccc45)CCCn3c3c2ccc(Cl)c3-c2c(C)n(C)nc2C)cc(C)c1Cl,HHCOJLNHWQAODR-UHFFFAOYSA-N,HHCOJLNHWQAODR,9.0,2018
148,Cc1cc(OCCCc2c(C(=O)NS(=O)(=O)CCNC(=O)c3ccccc3C(F)(F)F)[nH]c3cc(Cl)ccc23)cc(C)c1Cl,HJKPOBRXJDMTHB-UHFFFAOYSA-N,HJKPOBRXJDMTHB,7.75,2016
149,O=C(O)c1c(Cl)c2c(cccc2)s1,HJTMIYKPPPYDRJ-UHFFFAOYSA-N,HJTMIYKPPPYDRJ,3.88,2013
150,Cc1cc(OCCCc2c(C(=O)Nc3ccc(C(=O)O)o3)[nH]c3c2ccc(Cl)c3-c2c(C)n(C)nc2C)cc(C)c1Cl,HKIVCPFWGABZSS-UHFFFAOYSA-N,HKIVCPFWGABZSS,7.51,2018
151,O=c1cc(-c2c(Cl)cccc2)oc2c1c(O)ccc2NS(=O)(=O)c1cc(Cl)cc(Cl)c1O,HMNLBODGLBXMJO-UHFFFAOYSA-N,HMNLBODGLBXMJO,5.47,2008
152,O=C(OCC(=O)N1CCN(C(=O)c2ccco2)CC1)c1cc(-c2ccco2)nc2ccccc12,HMSBOTBYKOECEA-UHFFFAOYSA-N,HMSBOTBYKOECEA,5.285,2008
153,O=C(C=Cc1cccc(Cl)c1)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1,HNCYBOXDZDUUEO-UHFFFAOYSA-N,HNCYBOXDZDUUEO,5.89,2016
154,O=C(O)CCCCCN1C(=O)C(=Cc2ccc(-c3ccc(Cl)cc3)o2)SC1=S,HNIZZXVYVLSUHU-UHFFFAOYSA-N,HNIZZXVYVLSUHU,5.9,2008
155,CC(=O)Nc1ccc(Nc2nc(Nc3ccc(NC(C)=O)cc3)c([N+](=O)[O-])cn2)cc1,HNJBGZILIPINTO-UHFFFAOYSA-N,HNJBGZILIPINTO,5.12,2008
156,Cc1cc(Oc2ccc(CC3SC(=O)N(CC(=O)O)C3=O)cc2)cc(C)c1Cl,HNJWCMXJDKLPSG-UHFFFAOYSA-N,HNJWCMXJDKLPSG,4.99,2018
157,Cc1cc(OCCCc2c(C(=O)NS(=O)(=O)CCNC(=O)CC3CCCCC3)[nH]c3ccccc23)cc(C)c1Cl,HOKCDCDULXEZBD-UHFFFAOYSA-N,HOKCDCDULXEZBD,5.96,2016
158,Cc1ccc(C=CC(=O)Nc2cc(NC(=O)C=Cc3ccc(C)o3)c([N+](=O)[O-])cc2)o1,HOKVZBUGMQEHAA-UHFFFAOYSA-N,HOKVZBUGMQEHAA,5.67,2008
159,O=C(O)c1cc(S(=O)(=O)NCC2CCCCC2)c2ccccc2c1O,HOPDZELMPICECF-UHFFFAOYSA-N,HOPDZELMPICECF,5.14,2016
160,Cc1cc(OCCCc2c(C(=O)O)sc3c(Cl)cccc23)cc(C)c1Cl,HPLRRUUZIYNNGV-UHFFFAOYSA-N,HPLRRUUZIYNNGV,6.12,2013
161,COc1ccc(OCCCn2ccc3ccc(OCC(=O)O)cc32)cc1,HPMKEJGBIQUUBF-UHFFFAOYSA-N,HPMKEJGBIQUUBF,5.36,2017
162,O=C(O)c1cc(S(=O)(=O)Nc2ccc(Cl)cc2)c2ccccc2c1O,HTZLXGBKGMWQAM-UHFFFAOYSA-N,HTZLXGBKGMWQAM,5.72,2016
163,O=C(O)c1cc(S(=O)(=O)Nc2ccc(Oc3cccc4ccccc34)cc2)c2ccccc2c1O,HUVMSVVLGFEMKU-UHFFFAOYSA-N,HUVMSVVLGFEMKU,7.09,2016
164,O=C(C=Cc1ccc(Cl)cc1)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1,HVFCPAJZPFPRJF-UHFFFAOYSA-N,HVFCPAJZPFPRJF,5.57,2016
165,Cc1cc(OCCCc2c(C(=O)Nc3nc(C(=O)O)ccc3)[nH]c3c2ccc(Cl)c3-c2c(C)n(C)nc2C)cc(C)c1Cl,HWAFIBSNQWOIQW-UHFFFAOYSA-N,HWAFIBSNQWOIQW,7.02,2018
166,O=C(O)c1ccc(COc2ccc(C=C3SC(=S)N(c4ccc(I)cc4)C3=O)cc2)cc1,HWNSQXHWQPBURT-UHFFFAOYSA-N,HWNSQXHWQPBURT,5.8,2015
167,Cc1cc(Oc2ccc(C=C3SC(=O)N(C(CC(C)C)C(=O)O)C3=O)cc2)cc(C)c1Cl,IAAARCIENVFTHV-UHFFFAOYSA-N,IAAARCIENVFTHV,6.19,2018
168,O=C(O)CSc1c(O)c2c(cccc2)c(NS(=O)(=O)N2CCN(c3ccccc3)CC2)c1,IAZITAFETOAICY-UHFFFAOYSA-N,IAZITAFETOAICY,5.65,2014
169,O=C(O)c1cc(-c2ccc(Oc3ccccc3)cc2)cc(-c2ccc3OCOc3c2)n1,ICDHJNQCTCPLRT-UHFFFAOYSA-N,ICDHJNQCTCPLRT,4.42,2018
170,Cc1cc(OCCCc2c(C(=O)O)n3CCOc4c(Cl)ccc2c43)cc(C)c1Cl,IDBFWRWCAUOMEX-UHFFFAOYSA-N,IDBFWRWCAUOMEX,8.05,2015
171,CC1=C(C2=C(C)C(=O)c3c(cc(O)c(O)c3Cc3ccccc3)C2=O)C(=O)c2c(C1=O)c(Cc1ccccc1)c(O)c(O)c2,IEJPMWKHSOLTHK-UHFFFAOYSA-N,IEJPMWKHSOLTHK,7.273333333333333,2010
172,Cc1c(Cl)ccc(OCCCn2ccc3ccc(OCC(=O)O)cc32)c1,IFSSMHUCTCTMHR-UHFFFAOYSA-N,IFSSMHUCTCTMHR,5.0,2017
173,O=C(O)c1cc(S(=O)(=O)Nc2cccc(Br)c2)c2ccccc2c1O,IMEDQDQJCFEBNZ-UHFFFAOYSA-N,IMEDQDQJCFEBNZ,5.25,2016
174,Cc1cc(OCCCc2c(C(=O)NS(=O)(=O)c3ccccc3)[nH]c3c2ccc(Cl)c3-c2c(C)n(C)nc2C)cc(C)c1Cl,IMSUUGYBPOJQPW-UHFFFAOYSA-N,IMSUUGYBPOJQPW,7.48,2016
175,CC(C)CC(C(=O)O)N1C(=O)SC(=Cc2ccc(C(C)(C)C)cc2)C1=O,INSWWZYXYNDVSP-UHFFFAOYSA-N,INSWWZYXYNDVSP,5.65,2018
176,COC(=O)CCCN=Cc1c2c(O)c(-c3c(C)cc4c(C(C)C)c(O)c(O)c(C=NCCCC(=O)OC)c4c3O)c(C)cc2c(C(C)C)c(O)c1O,IOXKTMYZXBRGSF-UHFFFAOYSA-N,IOXKTMYZXBRGSF,6.345,2016
177,Cc1cc(OCCCc2c3C(=O)N(c4cc(C(=O)O)cc5c4OCO5)CCCn3c3c2ccc(Cl)c3-c2c(C)n(C)nc2C)cc(C)c1Cl,IPYGEWCBSZWZNU-UHFFFAOYSA-N,IPYGEWCBSZWZNU,8.7075,2018
178,O=C(O)c1c(CCc2cccc3c2cccc3)c2c(cccc2)o1,IRIRYEAKZCFSIR-UHFFFAOYSA-N,IRIRYEAKZCFSIR,5.02,2013
179,O=C(O)c1cc(-c2ccc(Br)cc2)cc(-c2ccc(Cl)cc2)n1,ITOBZMIQSQJRDL-UHFFFAOYSA-N,ITOBZMIQSQJRDL,4.4,2018
180,CC(C)(C)OC(=O)N1CC(Oc2ccc(-c3ccccc3)cc2)CC1C(=O)NC(Cc1ccc(Br)cc1)C(=O)NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,IVYZUCJQHVXRQI-UHFFFAOYSA-N,IVYZUCJQHVXRQI,5.66,2015
181,CCCCNC(=O)c1cc(O)c(O)c(O)c1NC(=O)c1ccccc1,IWZMHFXKLAUBEP-UHFFFAOYSA-N,IWZMHFXKLAUBEP,5.7,2013
182,Cc1cc(OCCCc2c3C(=O)N(c4cc(C(=O)O)ccn4)CCCn3c3c2ccc(Cl)c3-c2c(C)n(C)nc2C)cc(C)c1Cl,IXXFVSWCZIPWPF-UHFFFAOYSA-N,IXXFVSWCZIPWPF,8.02,2018
183,Cc1ccccc1C=CC(=O)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1,IYNYVDXHLBFLIF-UHFFFAOYSA-N,IYNYVDXHLBFLIF,6.08,2016
184,O=C(O)c1cc(S(=O)(=O)Nc2ccc3ccccc3c2)c2ccccc2c1O,JAMJDESZLZEKIH-UHFFFAOYSA-N,JAMJDESZLZEKIH,5.34,2016
185,O=C(Cc1csc(N2CCOCC2)n1)NN=Cc1c(O)c(O)c(O)cc1,JCHNLKWQETXWGW-UHFFFAOYSA-N,JCHNLKWQETXWGW,5.45,2008
186,O=C(NCCO)Nc1cc2c(cc1)nc(-c1ccco1)c(-c1ccco1)n2,JCKIKRVDPZFUHY-UHFFFAOYSA-N,JCKIKRVDPZFUHY,6.24,2008
187,O=C(Cc1cccs1)Nc1nnc(Cc2ccccc2)s1,JDAKJOKHVHDECZ-UHFFFAOYSA-N,JDAKJOKHVHDECZ,5.205,2008
188,Cc1cc(OCCCc2c(C(=O)NS(=O)(=O)CCNC(=O)c3n[nH]c(-c4c(O)cccc4)c3)[nH]c3cc(Cl)ccc23)cc(C)c1Cl,JDKOAPLWVFCYIU-UHFFFAOYSA-N,JDKOAPLWVFCYIU,6.51,2016
189,Cc1ccncc1-c1c2[nH]c(C(=O)NS(=O)(=O)c3ccccc3)c(CCCOc3cc(C)c(Cl)c(C)c3)c2ccc1,JDLPWUZBGRFKAE-UHFFFAOYSA-N,JDLPWUZBGRFKAE,7.44,2016
190,Cc1cc(OCCCn2ccc3ccc(OCC(=O)O)cc32)cc(C)c1,JDQKKZCICMSOSQ-UHFFFAOYSA-N,JDQKKZCICMSOSQ,4.9,2017
191,Cc1cc(Oc2ccc3C4=C(C#N)C(=O)N=C4c4cccc2c43)ccc1,JECDGNOBGBDIPY-UHFFFAOYSA-N,JECDGNOBGBDIPY,6.35,2011
192,O=C(O)c1c(CCCOc2ccc3ncccc3c2)c2c(cccc2)[nH]1,JFVBJAUNZGZXBK-UHFFFAOYSA-N,JFVBJAUNZGZXBK,4.21,2013
193,CC1CC(=O)c2c(cc3c(-c4c(O)cc(O)c5c(O)c6c(cc45)OC(C)CC6=O)c(O)cc(O)c3c2O)O1,JGQBYBXYRUCBQY-UHFFFAOYSA-N,JGQBYBXYRUCBQY,5.83,2008
194,O=C(O)c1c2NC(C(=O)O)C3CC(Sc4c([N+](=O)[O-])cccc4)C(Cl)C3c2ccc1,JGVHSWXYIOECCL-UHFFFAOYSA-N,JGVHSWXYIOECCL,5.66,2008
195,Cc1c(C(=O)O)oc2c1ccc(Cl)c2,JHAVUEBXBBRYED-UHFFFAOYSA-N,JHAVUEBXBBRYED,4.64,2013
196,COC(=O)CNC(=O)c1c(CCCOc2cc(C)c(Cl)c(C)c2)c2c(cccc2)[nH]1,JHOBUXINUPBGAZ-UHFFFAOYSA-N,JHOBUXINUPBGAZ,5.5,2018
197,COc1c(NC(=O)c2c(O)cc3ccc(Br)cc3c2)cccc1,JIEINYQEXWLMCU-UHFFFAOYSA-N,JIEINYQEXWLMCU,5.58,2008
198,COc1c(O)c(OC)cc(C(Nc2ncccc2)c2c(O)c3c(ccc(C)n3)cc2)c1,JIJUNVBLNUUGJC-UHFFFAOYSA-N,JIJUNVBLNUUGJC,6.11,2008
199,CN(C)c1ccc(Oc2ccc3C4=C(C#N)C(=O)N=C4c4cccc2c43)cc1,JMXGHXAEFGLVRZ-UHFFFAOYSA-N,JMXGHXAEFGLVRZ,6.91,2011
200,COc1ccc(-c2ccc(Cn3cc(C(=O)NC(Cc4c[nH]c5ccccc45)C(=O)NS(=O)(=O)c4ccc(C)cc4)c4c3cccc4)cc2)cc1,JNTPUFJEJAHTHK-UHFFFAOYSA-N,JNTPUFJEJAHTHK,6.28,2017
201,COc1ccccc1C=CC(=O)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1,JPYRVUWFSUOEJM-UHFFFAOYSA-N,JPYRVUWFSUOEJM,5.07,2016
202,Cc1c(C(=O)O)n2CCCc3cccc1c32,JQFKQKBNLSPLHW-UHFFFAOYSA-N,JQFKQKBNLSPLHW,4.05,2015
203,O=c1c2c(nc(-c3ccccc3)n1Cc1ccccc1)c(O)c(O)c(O)c2,JQFLKAJQKGNCSW-UHFFFAOYSA-N,JQFLKAJQKGNCSW,5.92,2013
204,COc1c(OC)c(-c2ncc(C=C3SC(=S)N(C(Cc4ccccc4)C(=O)O)C3=O)cc2)ccc1,JQTVGMOPYOBVAL-UHFFFAOYSA-N,JQTVGMOPYOBVAL,5.88,2010
205,Cc1cc(OCCCc2c(C(=O)NS(=O)(=O)c3ccncc3)[nH]c3ccccc23)cc(C)c1Cl,JTLPBIUYANETOW-UHFFFAOYSA-N,JTLPBIUYANETOW,6.47,2016
206,COc1cc(C=CC(=O)Nc2ccc(C(=O)NS(=O)(=O)c3ccc(NCCSc4ccccc4)c([N+](=O)[O-])c3)cc2)ccc1,JVHXRIVLIHFPMN-UHFFFAOYSA-N,JVHXRIVLIHFPMN,6.1,2016
207,Cc1cc(OCCCc2c(C(=O)NCCC(=O)O)[nH]c3ccccc23)cc(C)c1Cl,JWQSJGVPMKWDMM-UHFFFAOYSA-N,JWQSJGVPMKWDMM,6.24,2018
208,CCC(C)(C)c1ccc(Oc2ccc3C4=C(C#N)C(=O)N=C4c4cccc2c43)cc1,JWYGLQPJXUFCTO-UHFFFAOYSA-N,JWYGLQPJXUFCTO,6.01,2011
209,Cc1cc(OCCCc2c(C(=O)NS(=O)(=O)CCNC(=O)c3ccccc3F)[nH]c3ccccc23)cc(C)c1Cl,JZKGOXRJWHSWCJ-UHFFFAOYSA-N,JZKGOXRJWHSWCJ,6.47,2016
210,CC(=O)NCCS(=O)(=O)NC(=O)c1c(CCCOc2cc(C)c(Cl)c(C)c2)c2c(cccc2)[nH]1,JZXOPFNWUSAZOE-UHFFFAOYSA-N,JZXOPFNWUSAZOE,6.18,2016
211,CC(C)COc1ccc(-c2cc(C(=O)O)nn2-c2ccccc2)cc1,KAOKRVGFJLGJRV-UHFFFAOYSA-N,KAOKRVGFJLGJRV,5.09,2016
212,CCCCCCN=C1C(=O)NC2=C1c1c3c2cccc3c(Sc2ccc(OC)cc2)cc1,KAVJRUFVDNKWQL-UHFFFAOYSA-N,KAVJRUFVDNKWQL,7.11,2013
213,Cc1c(-c2c(O)c(C=O)c3c(O)c(O)c(C(C)C)cc3c2)c(O)c2c(C=O)c(O)c(O)c(C(C)C)c2c1,KCXHDKMLQFEYLA-UHFFFAOYSA-N,KCXHDKMLQFEYLA,6.75,2018
214,O=C(O)c1cc(S(=O)(=O)NCc2ccccc2)c2ccccc2c1O,KFYCLGDNWSQMFJ-UHFFFAOYSA-N,KFYCLGDNWSQMFJ,4.25,2016
215,O=C(CC(Cc1ccc(Cl)cc1)C(=O)O)c1ccc(C2CCCCC2)cc1,KJBPATWYHUCNMF-UHFFFAOYSA-N,KJBPATWYHUCNMF,4.7,2014
216,CC(C)(C)Oc1ccc(OCCCn2c(C(N)=O)cc3ccc(OCC(=O)O)cc32)cc1,KKLVLUYEYGRNKX-UHFFFAOYSA-N,KKLVLUYEYGRNKX,5.27,2017
217,Cc1cc(OCCCc2c(C(=O)NS(=O)(=O)CCNC(=O)c3ccco3)[nH]c3cc(Cl)ccc23)cc(C)c1Cl,KLFPHYXJXWJDKF-UHFFFAOYSA-N,KLFPHYXJXWJDKF,7.28,2016
218,N#Cc1cc(Sc2ccccc2)cnc1O,KLOBHSFZQDLPNJ-UHFFFAOYSA-N,KLOBHSFZQDLPNJ,5.48,2013
219,O=C(O)CSc1cc(NS(=O)(=O)c2ccc(-c3ccc(F)cc3F)cc2)c2ccccc2c1O,KLSYTKGODWWAFP-UHFFFAOYSA-N,KLSYTKGODWWAFP,6.476666666666667,2014
220,COC(=O)CCCCCN=Cc1c2c(O)c(-c3c(C)cc4c(C(C)C)c(O)c(O)c(C=NCCCCCC(=O)OC)c4c3O)c(C)cc2c(C(C)C)c(O)c1O,KMMRTGSXFORUFY-UHFFFAOYSA-N,KMMRTGSXFORUFY,6.71,2016
221,O=C(O)c1c(CCCOc2ccc(Oc3ccccc3)cc2)c2c(cccc2)[nH]1,KODNRTSAKHAGCK-UHFFFAOYSA-N,KODNRTSAKHAGCK,5.19,2013
222,CC(C)(C)OC(=O)N1CC(Oc2ccc(-c3ccccc3)cc2)CC1C(=O)NC(Cc1ccc(Br)cc1)C(=O)NS(=O)(=O)c1ccccc1,KOFWISPABAWEHI-UHFFFAOYSA-N,KOFWISPABAWEHI,5.92,2015
223,Cc1ccc(-c2ccc(OC3CC(C(=O)NC(Cc4ccccc4)C(=O)NS(=O)(=O)c4ccc(Cl)c([N+](=O)[O-])c4)N(C(=O)OC(C)(C)C)C3)cc2)cc1,KOYXUTSDUYAPIZ-UHFFFAOYSA-N,KOYXUTSDUYAPIZ,6.25,2015
224,O=C(O)c1c(CCCOc2cccc3c2cc[nH]3)c2c(cccc2)[nH]1,KPFYHZZHNULACT-UHFFFAOYSA-N,KPFYHZZHNULACT,4.85,2013
225,O=C(O)c1cc(S(=O)(=O)Nc2ccc(Oc3ccccc3)cc2)c2ccccc2c1O,KQZIXPIGEBHCOH-UHFFFAOYSA-N,KQZIXPIGEBHCOH,5.94,2016
226,O=C(O)c1cc(S(=O)(=O)NCc2ccc(Cl)cc2)c2ccccc2c1O,KRLITVFCQFXSTJ-UHFFFAOYSA-N,KRLITVFCQFXSTJ,4.68,2016
227,Cc1cc2c(c(O)c1-c1c(C)cc3c(C(C)C)c(O)c(O)c(C=NCC(=O)O)c3c1O)c(C=NCC(=O)O)c(O)c(O)c2C(C)C,KSUWNCNJOCESIT-UHFFFAOYSA-N,KSUWNCNJOCESIT,6.92,2016
228,Cc1ccc(-c2cccc3c2[nH]c(C(=O)O)c3CCCOc2cccc3ccccc23)cc1,KSYDLXJTLGBEDR-UHFFFAOYSA-N,KSYDLXJTLGBEDR,5.93,2015
229,CC(C)(C)OC(=O)N1CC(Oc2ccc(-c3ccccc3)cc2)CC1C(=O)NC(Cc1ccccc1)C(=O)NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,KTFJQBUGIWKFON-UHFFFAOYSA-N,KTFJQBUGIWKFON,6.03,2015
230,Cc1cc(OCCCc2c(C(=O)NS(=O)(=O)c3ccc(C(=O)O)o3)[nH]c3c2ccc(Cl)c3-c2c(C)[nH]nc2C)cc(C)c1Cl,KTNNYAXNCQVPIU-UHFFFAOYSA-N,KTNNYAXNCQVPIU,9.44,2016
231,O=C(O)c1c(CCCOc2cccc3ccccc23)c2c([nH]1)c(-c1ccccc1)ccc2,KTRRVUAMYYAKSN-UHFFFAOYSA-N,KTRRVUAMYYAKSN,6.085,2015
232,Cc1ccc2c(Cl)c(C(=O)O)sc2c1,KWGVHWHFCFSQAZ-UHFFFAOYSA-N,KWGVHWHFCFSQAZ,4.4,2013
233,O=C(O)CSc1cc(NS(=O)(=O)Cc2ccc(Cl)cc2)c2ccccc2c1O,KWOGXXULKCPPGD-UHFFFAOYSA-N,KWOGXXULKCPPGD,5.28,2014
234,N#CC(C#N)=c1c(=O)c2cccc3c(Oc4ccc(Cl)cc4)ccc1c32,KYXYOAYQWRWUIV-UHFFFAOYSA-N,KYXYOAYQWRWUIV,5.37,2013
235,O=C(O)c1ccc(COc2ccc(C=C3SC(=S)N(c4ccc(Br)cc4)C3=O)cc2)cc1,KZIGHPDMLXCFDK-UHFFFAOYSA-N,KZIGHPDMLXCFDK,6.16,2015
236,O=C(O)c1cc(S(=O)(=O)Nc2cc(-c3ccccc3)ccc2)c2ccccc2c1O,KZQOMSULEJYOHX-UHFFFAOYSA-N,KZQOMSULEJYOHX,5.73,2016
237,Cc1ccc(Sc2ccc3C4=C(C#N)C(=O)N=C4c4cccc2c43)cc1,LBKGRTQSOMJWJJ-UHFFFAOYSA-N,LBKGRTQSOMJWJJ,5.82,2011
238,O=C(O)CSc1c(O)c2c(cccc2)c(NS(=O)(=O)c2cccc(-c3ccccc3)c2)c1,LBXNABMPJYFQLL-UHFFFAOYSA-N,LBXNABMPJYFQLL,6.42,2014
239,Cc1cc(OCCCc2c(C(=O)NS(=O)(=O)c3cc(CNC(=O)c4cocc4)ccc3)[nH]c3c2ccc(Cl)c3-c2c(C)n(C)nc2C)cc(C)c1Cl,LCLPIOHJGZKBQV-UHFFFAOYSA-N,LCLPIOHJGZKBQV,7.85,2016
240,Cc1cc(OCCCc2c(C(=O)O)sc3cc(Cl)ccc23)cc(C)c1Cl,LDHKTVULLKPADL-UHFFFAOYSA-N,LDHKTVULLKPADL,6.6,2013
241,COc1c2ccccc2c(NS(=O)(=O)c2ccc(-c3ccccc3)cc2)cc1SCC(=O)O,LDKXKPXMNXCPOR-UHFFFAOYSA-N,LDKXKPXMNXCPOR,4.7,2014
242,Cc1cc(Oc2ccc(C=C3SC(=O)N(CC(=O)O)C3=O)cc2)cc(C)c1Cl,LFSBCBBSWOKDJZ-UHFFFAOYSA-N,LFSBCBBSWOKDJZ,5.63,2018
243,Cc1cc(Oc2ccc(C=C3SC(=O)N(C(C)C(=O)O)C3=O)cc2)cc(C)c1Cl,LGKWJROSQFESLU-UHFFFAOYSA-N,LGKWJROSQFESLU,5.635,2018
244,CN(C)c1ccc(NC(=O)c2cn(-c3ccccc3)nc2-c2cccs2)cc1,LOPGINRZVURMPZ-UHFFFAOYSA-N,LOPGINRZVURMPZ,5.61,2008
245,CC(C)Oc1ccc(C(=O)Nc2ccc(N(C)C)cc2)cc1,LPLHISIAAPYRSG-UHFFFAOYSA-N,LPLHISIAAPYRSG,5.35,2008
246,O=C(NN=Cc1cc(O)c(O)cc1)c1ccc(CSc2cccc3cccnc23)cc1,LPMTXYXHUWBBOH-UHFFFAOYSA-N,LPMTXYXHUWBBOH,5.34,2008
247,CC(=O)NCc1cccc(S(=O)(=O)NC(=O)c2c(CCCOc3cc(C)c(Cl)c(C)c3)c3c([nH]2)c(-c2c(C)n(C)nc2C)c(Cl)cc3)c1,LQKRTTLTEQKXRW-UHFFFAOYSA-N,LQKRTTLTEQKXRW,7.67,2016
248,CC(C)c1ccc(Oc2ccc3C4=C(C#N)C(=O)N=C4c4cccc2c43)cc1,LQPUNUIMIHGZEE-UHFFFAOYSA-N,LQPUNUIMIHGZEE,6.745,2011
