,SMILES,InChIKey,inchi_connectivity,pchembl_value_Mean,Year
112,O=C(Nc1nc2c(cccc2)s1)c1c2CN(c3nc(C(=O)O)c(CCCOc4ccc(-n5ncc6c5ncnc6)cc4)s3)CCc2ccc1,LMOJCFKMCAPGGY-UHFFFAOYSA-N,LMOJCFKMCAPGGY,6.77,2014
113,O=C(NS(=O)(=O)c1cccc([N+](=O)[O-])c1)C(Cc1ccccc1)N1C(=O)NC(Cc2ccc(-c3ccc(Cl)cc3)cc2)C1=O,LPRJNULURVOLPV-UHFFFAOYSA-N,LPRJNULURVOLPV,4.82,2015
114,CC(C)c1ccc(Oc2ccc3C4=C(C#N)C(=O)N=C4c4cccc2c43)cc1,LQPUNUIMIHGZEE-UHFFFAOYSA-N,LQPUNUIMIHGZEE,6.359999999999999,2011
115,O=C(OC1Cc2c(cc(O)cc2O)OC1c1cc(O)c(O)cc1)c1cc(O)c(O)c(O)c1,LSHVYAFMTMFKBA-UHFFFAOYSA-N,LSHVYAFMTMFKBA,6.52,2007
116,O=C(NS(=O)(=O)c1ccc(Cl)cc1)C(Cc1ccccc1)N1C(=O)C(=Cc2ccc(-c3ccccc3)cc2)SC1=S,LSRSDYUCERXVEN-UHFFFAOYSA-N,LSRSDYUCERXVEN,6.29,2015
117,CCCC(=C1SC(=S)N(C(CC(C)C)C(=O)O)C1=O)c1ccccc1,LTESOAGUHITHPM-UHFFFAOYSA-N,LTESOAGUHITHPM,4.87,2007
118,COC1(CC(C)(C)C)CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(NC(CCN(C)C)CSc4ccccc4)c([N+](=O)[O-])c3)cc2)CC1,LTNBYBULDRYDLJ-UHFFFAOYSA-N,LTNBYBULDRYDLJ,7.8,2007
119,O=C(O)c1c(CCCOc2cccc3ccccc23)c2cccc3c2n1CCO3,LWIJJFXBSZFQMN-UHFFFAOYSA-N,LWIJJFXBSZFQMN,5.24,2015
120,O=C(NS(=O)(=O)c1cc([N+](=O)[O-])c(Cl)cc1)C(Cc1ccccc1)N1C(=O)C(=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)cc2)SC1=S,LXFPBEUNDZXSKO-UHFFFAOYSA-N,LXFPBEUNDZXSKO,5.62,2015
121,O=C(Nc1nc2c(cccc2)s1)c1c2CN(c3nc(C(=O)O)c(CCCOc4ccc(-n5cccn5)cc4)s3)CCc2ccc1,LYRRMZZQPATMEV-UHFFFAOYSA-N,LYRRMZZQPATMEV,6.82,2014
122,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCC4(CC3)CC(c3ccccc3)=NO4)cc2)cc1[N+](=O)[O-],MBESHNJYUQJFTA-UHFFFAOYSA-N,MBESHNJYUQJFTA,7.45,2007
123,Cc1ccc(S(=O)(=O)NC(=O)C(Cc2ccccc2)N2C(=O)C(=Cc3ccc(-c4ccccc4)cc3)SC2=S)cc1,MBJDUEXPIYPSAL-UHFFFAOYSA-N,MBJDUEXPIYPSAL,6.103333333333333,2015
124,Cc1cc(OCCCc2c(C(=O)O)[nH]c3cc(Cl)ccc23)cc(C)c1Cl,MCMWRWKXPXXZAS-UHFFFAOYSA-N,MCMWRWKXPXXZAS,6.06,2013
125,O=C(O)C(Cc1ccccc1)N1C(=O)C(=Cc2ccc(OCCOc3ccc(C=C4SC(=S)N(C(Cc5ccccc5)C(=O)O)C4=O)cc3)cc2)SC1=S,MEWOLNCWQUCYPM-UHFFFAOYSA-N,MEWOLNCWQUCYPM,5.77,2008
126,CSCCC(C(=O)O)N1C(=O)C(=Cc2ccc(Br)cc2)SC1=S,MGWJFVUZXCZWFY-UHFFFAOYSA-N,MGWJFVUZXCZWFY,4.16,2007
127,COC(=O)CCN=Cc1c2c(O)c(-c3c(C)cc4c(C(C)C)c(O)c(O)c(C=NCCC(=O)OC)c4c3O)c(C)cc2c(C(C)C)c(O)c1O,MLTSXBOQPIPUPW-UHFFFAOYSA-N,MLTSXBOQPIPUPW,7.05,2016
128,O=C(NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(Cc1c[nH]c2c1cccc2)N1C(=O)C(=Cc2ccc(-c3ccc(Cl)cc3)cc2)SC1=S,MLYRKALYFLZCFQ-UHFFFAOYSA-N,MLYRKALYFLZCFQ,6.17,2015
129,Cc1c(C(=O)NCCCN2CCN(C)CC2)c(-c2cc(N3CCN(c4ccc(NS(=O)(=O)c5ccccc5)cc4)CC3)ccc2)c(-c2ccc(Cl)cc2)n1C,MMOVKWAFRJUUCC-UHFFFAOYSA-N,MMOVKWAFRJUUCC,6.25,2012
130,CN(CCCc1ccccc1)S(=O)(=O)c1c(O)c(O)c(O)c(C(=O)N2CCc3c(cc(S(=O)(=O)NCCc4ccccc4)cc3)C2)c1,MSGQUTXPOGRULO-UHFFFAOYSA-N,MSGQUTXPOGRULO,6.96,2007
131,COC1(Cc2cc(Cl)ccc2)CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(NC(CCN(C)C)CSc4ccccc4)c([N+](=O)[O-])c3)cc2)CC1,MSYLNZXHGMUOOS-UHFFFAOYSA-N,MSYLNZXHGMUOOS,8.74,2007
132,COc1ccc(Oc2ccc3C4=C(C#N)C(=O)N=C4c4cccc2c43)cc1,MTVXIMCLUYDUHS-UHFFFAOYSA-N,MTVXIMCLUYDUHS,6.52,2011
133,COc1cc(CCC(=O)N(C)C)ccc1-c1ccc(C(=O)NS(=O)(=O)c2cc([N+](=O)[O-])c(NCCSc3ccccc3)cc2)cc1,MZLVRSXAQZHURB-UHFFFAOYSA-N,MZLVRSXAQZHURB,6.4,2006
134,CC(C(=O)N1CCOCC1)N1C(=O)C(=Cc2ccc(Br)cc2)SC1=S,NFLJIEYTKIMWIW-UHFFFAOYSA-N,NFLJIEYTKIMWIW,4.16,2007
135,CN(C)CCCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCC(C)(C)CC3)cc2)cc1[N+](=O)[O-],NIOPGFLOQNHRPP-UHFFFAOYSA-N,NIOPGFLOQNHRPP,7.04,2006
136,O=C(O)c1c(CCCOc2cccc3ccccc23)c2cccc3c2n1CCS3,NKNPHHGNUNPDRP-UHFFFAOYSA-N,NKNPHHGNUNPDRP,5.51,2015
137,CC1(C)CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(NC(CCN4CCOCC4)CSc4ccccc4)c([N+](=O)[O-])c3)cc2)CC1,NLJIRQSWGBPYHN-UHFFFAOYSA-N,NLJIRQSWGBPYHN,6.695,2006
138,O=C(Nc1nc2c(cccc2)s1)c1c2CN(c3nc(C(=O)O)c(CCOc4cccc(-n5ncc6c5ncnc6)c4)s3)CCc2ccc1,NLTMWGNDANWOHE-UHFFFAOYSA-N,NLTMWGNDANWOHE,7.0,2014
139,O=C(CCc1ccccc1)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1,NNNSNOXNCDVQGR-UHFFFAOYSA-N,NNNSNOXNCDVQGR,5.36,2016
140,Cc1ccc(S(=O)(=O)NC(=O)C(Cc2ccccc2)N2C(=O)NC(Cc3ccc(-c4cc(C)ccc4)cc3)C2=O)cc1,NQCKTLVJCZRTNE-UHFFFAOYSA-N,NQCKTLVJCZRTNE,4.89,2015
141,Cc1c(C(=O)N(c2ccc(O)cc2)c2cn(C)nc2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3c(cccc3)CC2CN2CCOCC2)n1C,NUMXZEYOUGENSA-UHFFFAOYSA-N,NUMXZEYOUGENSA,8.469999999999999,2015
142,Cc1c(-c2ccc(-c3c(C)oc4c(c(O)c(O)c(O)c4CC(C)C)c3=O)cc2)c(=O)c2c(o1)c(CC(C)C)c(O)c(O)c2O,NVRYRFIEVFCEGP-UHFFFAOYSA-N,NVRYRFIEVFCEGP,7.77,2007
143,Cc1c(C(=O)N(c2ccccc2)c2cnc3c(c2)CCN3C)cc(-c2cc(Cl)ccc2C(=O)N2Cc3c(cccc3)CC2CN2CCOCC2)n1C,NVVCFVDAKPTXMM-UHFFFAOYSA-N,NVVCFVDAKPTXMM,7.74,2015
144,O=C(O)C(Cc1ccccc1)N1C(=O)C(=Cc2ccc(Br)cc2)SC1=S,NWNRPXAZPNUBGV-UHFFFAOYSA-N,NWNRPXAZPNUBGV,4.85,2007
145,Cc1cc(OCCCc2c(C(=O)O)n3CCSc4cccc2c43)cc(C)c1Cl,NZEFYOHVASXLPS-UHFFFAOYSA-N,NZEFYOHVASXLPS,5.64,2015
146,O=C(O)CSc1c(O)c2c(cccc2)c(NS(=O)(=O)c2ccc(-c3ccc(Cl)cc3)cc2)c1,NZJRLTZEJDEFLT-UHFFFAOYSA-N,NZJRLTZEJDEFLT,5.21,2014
147,CN(C)C(=O)N1CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(NCCSc4ccccc4)c([N+](=O)[O-])c3)cc2)CC1,NZRSGQHCNCNOLL-UHFFFAOYSA-N,NZRSGQHCNCNOLL,5.45,2006
148,COc1cc(CCCN2CCOCC2)ccc1-c1ccc(C(=O)NS(=O)(=O)c2ccc(NC(CCN(C)C)CSc3ccccc3)c([N+](=O)[O-])c2)cc1,ODNXRXAXPHKAQQ-UHFFFAOYSA-N,ODNXRXAXPHKAQQ,6.305,2006
149,CC(C)c1cc2c(cc1)c(=Nc1ccc(Oc3ccccc3)cc1)c1c(c(O)c(O)c(O)c1)n2C(=O)c1ccc(C(C)(C)C)cc1,OHKYOKMELIFONA-UHFFFAOYSA-N,OHKYOKMELIFONA,7.25,2016
150,O=C1NC2=C(C1=NCCCc1ccccc1)c1ccc(Sc3ccc(OO)cc3)c3cccc2c13,OHUMWVDIZFUPRC-UHFFFAOYSA-N,OHUMWVDIZFUPRC,7.24,2013
151,CCOc1ccc(-c2c(NC(=O)c3ccccc3)c(C(=O)O)nn2-c2ccc(Oc3ccccc3)cc2)cc1,OMNHLSACIDVOIX-UHFFFAOYSA-N,OMNHLSACIDVOIX,6.07,2016
152,O=C(NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1)C(Cc1ccccc1)N1C(=O)NC(Cc2ccc(-c3ccc(Cl)cc3)cc2)C1=O,OQKABKQHXVJGKK-UHFFFAOYSA-N,OQKABKQHXVJGKK,5.43,2015
153,Cc1cc(C=CC(=O)Nc2ccc(C(=O)NS(=O)(=O)c3ccc(NCCSc4ccccc4)c([N+](=O)[O-])c3)cc2)ccc1,ORLFBORQSLQBHH-UHFFFAOYSA-N,ORLFBORQSLQBHH,5.77,2016
154,Cc1c(C(=O)N(c2ccc(O)cc2)c2cn(C)nc2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3c(cccc3)CC2CN2CCN3CCOCC3C2)n1C,OSMMZUVYLQLXOG-UHFFFAOYSA-N,OSMMZUVYLQLXOG,8.455,2015
155,COc1cc(CCCN2CCOCC2)ccc1-c1ccc(C(=O)NS(=O)(=O)c2cc([N+](=O)[O-])c(NC(CCCN(C)C)CSc3ccccc3)cc2)cc1,OVYKEJLIVZMZRM-UHFFFAOYSA-N,OVYKEJLIVZMZRM,6.5,2006
156,O=C(O)c1ccc([N+](=O)[O-])c(COc2ccc(C=C3SC(=S)N(c4ccc([N+](=O)[O-])cc4)C3=O)cc2)c1,OZOZREGYUXCMJJ-UHFFFAOYSA-N,OZOZREGYUXCMJJ,5.51,2015
157,Cc1c(-c2c(C)cc3c(C(C)C)c(O)c(O)cc3c2O)c(O)c2cc(O)c(O)c(C(C)C)c2c1,PBJKWGWHZVXBGU-UHFFFAOYSA-N,PBJKWGWHZVXBGU,5.87,2009
158,O=Cc1ccc(-c2ccc(CC3NC(=O)N(C(Cc4ccccc4)C(=O)NS(=O)(=O)c4ccc(Cl)c([N+](=O)[O-])c4)C3=O)cc2)cc1,PBLHMWGKXSXLDD-UHFFFAOYSA-N,PBLHMWGKXSXLDD,4.89,2015
159,COc1ccc(C=CC(=O)Nc2ccc(C(=O)NS(=O)(=O)c3ccc(NCCSc4ccccc4)c([N+](=O)[O-])c3)cc2)cc1,PGMIJPOMKAAJFV-UHFFFAOYSA-N,PGMIJPOMKAAJFV,5.89,2016
160,O=C(O)c1csc(N2CCc3c(C2)c(C(=O)Nc2nc4c(cccc4)s2)ccc3)n1,PHCCZZHEZZPUGG-UHFFFAOYSA-N,PHCCZZHEZZPUGG,5.04,2014
161,Cc1cc(OCCCc2c(C(=O)O)n3CCCc4c(Cl)ccc2c43)cc(C)c1Cl,POKYVKHUQBRKCF-UHFFFAOYSA-N,POKYVKHUQBRKCF,6.11,2015
162,CC(C)c1c(Cc2cc(C(=O)Nc3ccc(S(=O)(=O)c4c(C(C)(C)C)cccc4)cc3)c(O)c(O)c2O)cccc1,PQAPVTKIEGUPRN-UHFFFAOYSA-N,PQAPVTKIEGUPRN,6.466666666666666,2006
163,COc1ccccc1Oc1ccc2C3=C(C#N)C(=O)N=C3c3cccc1c32,PRNJUJSNFAYRNO-UHFFFAOYSA-N,PRNJUJSNFAYRNO,6.05,2011
164,COc1ccc2c(c1)CCc1cc(OC)ccc1[N+]([O-])=[N+]2[O-],PSEWIQFVVLQNNL-UHFFFAOYSA-N,PSEWIQFVVLQNNL,5.19,2001
165,COc1c(Cc2c(C(C)C)cccc2)cc(C(=O)Nc2ccc(S(=O)(=O)c3ccccc3C(C)(C)C)cc2)c(OC)c1OC,PYRLGOIPDCITMO-UHFFFAOYSA-N,PYRLGOIPDCITMO,4.6,2006
166,Cc1c(-c2c(C)cc3c(C(C)C)c(O)c(O)c(C=O)c3c2O)c(O)c2c(C=O)c(O)c(O)c(C(C)C)c2c1,QBKSWRVVCFFDOT-UHFFFAOYSA-N,QBKSWRVVCFFDOT,6.135625,2006
167,Cc1c(-c2ccc(N3CCc4c(C3)c(C(=O)Nc3nc5c(cccc5)s3)ccc4)nc2C(=O)O)cnn1CC12CC3CC(CC(C3)C1)C2,QCQQONWEDCOTBV-UHFFFAOYSA-N,QCQQONWEDCOTBV,8.21,2016
168,Cc1cc(OCCCc2c(C(=O)O)[nH]c3cc(Cl)ccc23)ccc1Cl,QCVCOYWNENRIEG-UHFFFAOYSA-N,QCVCOYWNENRIEG,5.85,2013
169,CC(C)c1c(O)c(O)c(O)c(C(=O)N2CCc3c(cc(S(=O)(=O)NCCc4ccccc4)cc3)C2)c1,QDGGZDBYCDBSGQ-UHFFFAOYSA-N,QDGGZDBYCDBSGQ,6.23,2007
170,O=C(Nc1ccccc1)c1c(O)c(O)c(O)c(Cc2ccccc2)c1,QFCGWKILQYTRID-UHFFFAOYSA-N,QFCGWKILQYTRID,5.173333333333333,2006
171,CN(C)CC#Cc1ccc(OCCCc2c(C(=O)O)nc(N3CCc4c(C3)c(C(=O)Nc3nc5c(cccc5)s3)ccc4)s2)c(Cl)c1,QGATUSVXNWAPRF-UHFFFAOYSA-N,QGATUSVXNWAPRF,6.55,2014
172,O=C(Cc1ccccc1)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1,QGCMSMQORLMKPB-UHFFFAOYSA-N,QGCMSMQORLMKPB,5.4,2016
173,CCOc1ccc(-c2cc(C(=O)O)nn2-c2ccccc2)cc1,QHXBYJRUEXSIEL-UHFFFAOYSA-N,QHXBYJRUEXSIEL,5.21,2016
174,COc1cc(CCCN(C)C)ccc1-c1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1,QJXYANOGESSWIK-UHFFFAOYSA-N,QJXYANOGESSWIK,5.91,2006
175,COc1ccccc1N1C(=O)C(=Cc2cccc(OCc3ccc(C(=O)O)cc3)c2)SC1=S,QLPXUPVIXOBYSH-UHFFFAOYSA-N,QLPXUPVIXOBYSH,5.8,2015
176,O=C(NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(Cc1ccc(Br)cc1)N1C(=O)C(=Cc2ccc(-c3ccc(C(F)(F)F)cc3)cc2)SC1=S,QTXBPYQQJZVKQZ-UHFFFAOYSA-N,QTXBPYQQJZVKQZ,6.05,2015
177,O=C(C=Cc1ccccc1C(F)(F)F)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1,REDKMAYZALKKRQ-UHFFFAOYSA-N,REDKMAYZALKKRQ,5.77,2016
178,COc1cc(CCCN2CCOCC2)ccc1-c1ccc(C(=O)NS(=O)(=O)c2ccc(NC(CSc3ccccc3)CC(=O)N(C)C)c([N+](=O)[O-])c2)cc1,REHZPUBHLVXFPB-UHFFFAOYSA-N,REHZPUBHLVXFPB,6.92,2006
179,CC1=NN(c2nc(-c3ccccc3)cs2)C(=O)C1=Cc1ncc[nH]1,REIKSWQMCGHUHP-UHFFFAOYSA-N,REIKSWQMCGHUHP,5.7,2015
180,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnc3c(c2)ccn3C)cc(-c2cc(Cl)ccc2C(=O)N2Cc3c(cccc3)CC2CN2CCN(C)CC2)n1C,RHLOMMKLDRCLAQ-UHFFFAOYSA-N,RHLOMMKLDRCLAQ,8.7,2015
181,Cc1c(C(=O)N(c2ccc(O)cc2)c2cn(C)c(C#N)c2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3c(cccc3)CC2CN2CCOCC2)n1C,RIIZYGXLARDION-UHFFFAOYSA-N,RIIZYGXLARDION,8.515,2015
182,Cc1cccc(-c2ccc(CC3NC(=O)N(C(Cc4ccccc4)C(=O)NS(=O)(=O)c4ccc(Cl)c([N+](=O)[O-])c4)C3=O)cc2)c1,RKJXISLZPZCUCS-UHFFFAOYSA-N,RKJXISLZPZCUCS,5.36,2015
183,Cc1c(C(=O)NCCCN2CCN(C)CC2)c(-c2cc(N3CCN(c4ccc(NS(=O)(=O)c5cccc(F)c5)cc4)CC3)ccc2)c(-c2ccc(Cl)cc2)n1C,RLJYSFMWNSHSPL-UHFFFAOYSA-N,RLJYSFMWNSHSPL,6.6,2012
184,CCCCN=C1C(=O)NC2=C1c1c3c2cccc3c(Oc2ccc(C(C)C)cc2)cc1,RRAOKGXYLVNIAW-UHFFFAOYSA-N,RRAOKGXYLVNIAW,6.49,2013
185,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCC(=Cc4ccccc4C(F)(F)F)CC3)cc2)cc1[N+](=O)[O-],RSGYTDGOUIXVMA-UHFFFAOYSA-N,RSGYTDGOUIXVMA,8.7,2007
186,O=C(O)c1c(CCCOc2cccc3ccccc23)c2cccc3c2n1CCC[S+]3[O-],RWBITVLVWMQUOJ-UHFFFAOYSA-N,RWBITVLVWMQUOJ,4.8,2015
187,O=C(NS(=O)(=O)c1ccccc1)C(Cc1c[nH]c2c1cccc2)N1C(=O)C(=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)cc2)SC1=S,RWEIEFDBEOCZKL-UHFFFAOYSA-N,RWEIEFDBEOCZKL,6.27,2015
188,O=C(O)CSc1cc(NS(=O)(=O)c2ccccc2-c2ccccc2)c2ccccc2c1O,RXYYPYDPEDTDSR-UHFFFAOYSA-N,RXYYPYDPEDTDSR,4.62,2014
189,O=C(NS(=O)(=O)c1ccccc1)C(Cc1ccc(Br)cc1)N1C(=O)C(=Cc2ccc(-c3ccc(Cl)cc3)cc2)SC1=S,RYQDANONZXIWFO-UHFFFAOYSA-N,RYQDANONZXIWFO,6.33,2015
190,Cc1ccccc1N1C(=O)C(=Cc2cccc(OCc3ccc(C(=O)O)cc3)c2)SC1=S,SBUUWMLPOCXDGC-UHFFFAOYSA-N,SBUUWMLPOCXDGC,5.51,2015
191,CC(=C1SC(=S)N(C(CC(C)C)C(=O)O)C1=O)c1ccccc1,SCEVCEGSVQEIQX-UHFFFAOYSA-N,SCEVCEGSVQEIQX,4.67,2007
192,CCCCN=C1C(=O)NC2=C1c1c3c2cccc3c(Sc2ccc(N)cc2)cc1,SGWMAESMAPTEEP-UHFFFAOYSA-N,SGWMAESMAPTEEP,6.72,2013
193,Cc1c(-c2c(C)cc3c(C(C)C)c(O)c(O)c(C=NCCCC(=O)O)c3c2O)c(O)c2c(C=NCCCC(=O)O)c(O)c(O)c(C(C)C)c2c1,SLACVTBRGGXEOK-UHFFFAOYSA-N,SLACVTBRGGXEOK,6.63,2016
194,Cc1c(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC(CCN(C)C)CSc5ccccc5)c([N+](=O)[O-])c4)cc3)CC2)cccc1,SMQYDTWNUNHOFH-UHFFFAOYSA-N,SMQYDTWNUNHOFH,8.35,2007
195,O=C(C=Cc1cccc(C(F)(F)F)c1)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1,SNSDYKQFGBFTKR-UHFFFAOYSA-N,SNSDYKQFGBFTKR,5.58,2016
196,CN(C)CC#Cc1ccc(OCCCc2c(C(=O)O)nc(N3CCc4c(C3)c(C(=O)Nc3nc5c(cccc5)s3)ccc4)s2)c(F)c1,SOYCFODXNRVBTI-UHFFFAOYSA-N,SOYCFODXNRVBTI,7.115,2014
197,O=c1c(O)cccc2c1c(O)c(O)cc2C1Oc2c(CC1O)c(O)cc(O)c2,SPQGLWVRJNKSPU-UHFFFAOYSA-N,SPQGLWVRJNKSPU,6.54,2010
198,O=C(O)c1c(CCCOc2ccc(Cl)c3ccccc23)c2cccc3c2n1CCS3,SPYVTODDKXWTQY-UHFFFAOYSA-N,SPYVTODDKXWTQY,5.96,2015
199,O=C(NS(=O)(=O)c1cc([N+](=O)[O-])c(Cl)cc1)C(Cc1ccccc1)N1C(=O)C(=Cc2ccc(-c3ccccc3)cc2)SC1=S,SUZSSGSBCPFCBQ-UHFFFAOYSA-N,SUZSSGSBCPFCBQ,6.27,2015
200,Cc1ccc(S(=O)(=O)N2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC(CCN(C)C)CSc5ccccc5)c([N+](=O)[O-])c4)cc3)CC2)cc1,SVVXHOLCHCAPEW-UHFFFAOYSA-N,SVVXHOLCHCAPEW,8.21,2007
201,O=C(NS(=O)(=O)c1cc([N+](=O)[O-])c(NCCSc2ccccc2)cc1)c1ccc(-c2ccc(F)cc2)cc1,SWGIDRBGIJDBQO-UHFFFAOYSA-N,SWGIDRBGIJDBQO,6.36,2006
202,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCC(=Cc4ccccc4Cl)CC3)cc2)cc1[N+](=O)[O-],SXJFWYOKAIEGEZ-UHFFFAOYSA-N,SXJFWYOKAIEGEZ,9.15,2007
203,COc1ccccc1N1C(=O)C(=Cc2ccc(OCc3ccc(C(=O)O)cc3)cc2)SC1=S,SYALXDPIEWWOEL-UHFFFAOYSA-N,SYALXDPIEWWOEL,5.7,2015
204,Cc1ccc(O)c(Cn2c(-c3ccccc3)nc3c(cc(O)c(O)c3O)c2=O)c1,SYEGIOUDEHFYQT-UHFFFAOYSA-N,SYEGIOUDEHFYQT,6.75,2013
205,O=C(Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1)c1ccccc1,TVPSJQIEGFPHDV-UHFFFAOYSA-N,TVPSJQIEGFPHDV,5.77,2012
206,CC1(C)CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(NCCSc4ccccc4)c([N+](=O)[O-])c3)cc2)CC1,TZOBOAHCWXVNEO-UHFFFAOYSA-N,TZOBOAHCWXVNEO,6.72,2006
207,COC(=O)CN=Cc1c2c(O)c(-c3c(C)cc4c(C(C)C)c(O)c(O)c(C=NC(=O)OC)c4c3O)c(C)cc2c(C(C)C)c(O)c1O,UBAPMKADBUUOTN-UHFFFAOYSA-N,UBAPMKADBUUOTN,8.3,2016
208,CN(C)CC#Cc1ccc(OCCCc2c(C(=O)O)nc(N3CCc4c(C3)c(C(=O)Nc3nc5c(cccc5)s3)ccc4)s2)cc1,UBVFEVVNFNKDNY-UHFFFAOYSA-N,UBVFEVVNFNKDNY,7.22,2014
209,CCOc1c(N=Nc2c(O)n(-c3nc(-c4ccccc4)cs3)nc2C)cccc1,UBZKIJYXDHHDFN-UHFFFAOYSA-N,UBZKIJYXDHHDFN,5.52,2015
210,CC(C)c1ccc(-n2nc(C(=O)O)cc2-c2ccc(OCc3ccccc3)cc2)cc1,UENGMGNNNAYDNG-UHFFFAOYSA-N,UENGMGNNNAYDNG,6.42,2016
211,O=C(C=Cc1ccc(C(F)(F)F)cc1)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1,UFAJKVWLOKHZLD-UHFFFAOYSA-N,UFAJKVWLOKHZLD,5.7,2016
212,CC(C)c1ccc(O)c(Cn2c(-c3ccccc3)nc3c(cc(O)c(O)c3O)c2=O)c1,UGGKGLCTXKBKQS-UHFFFAOYSA-N,UGGKGLCTXKBKQS,5.95,2013
213,O=C1N=C2C(=C1NCCCc1ccccc1)c1ccc(N3CCSCC3)c3cccc2c13,UIMDYSCARYVYQT-UHFFFAOYSA-N,UIMDYSCARYVYQT,7.31,2013
214,CC(C)Oc1ccc(-c2cc(C(=O)O)nn2-c2ccccc2)cc1,UKGNVPWMQUQOGC-UHFFFAOYSA-N,UKGNVPWMQUQOGC,5.16,2016
215,COC1(Cc2ccccc2C)CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(NC(CCN(C)C)CSc4ccccc4)c([N+](=O)[O-])c3)cc2)CC1,ULAIPSLGMQQQIW-UHFFFAOYSA-N,ULAIPSLGMQQQIW,8.85,2007
216,CC(C)c1ccc(Oc2ccc3C4=C(NC(=O)C4=NCCCc4ccccc4)c4cccc2c43)cc1,UQGNXYDWNJQPQF-UHFFFAOYSA-N,UQGNXYDWNJQPQF,7.38,2013
217,C=C(c1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1)c1c(C)cc2c(c1)C(C)(C)CCC2(C)C,UQOYPUQPZRJYPK-UHFFFAOYSA-N,UQOYPUQPZRJYPK,5.38,2016
218,COc1ccc(Sc2ccc3C4=C(C#N)C(=O)N=C4c4cccc2c43)cc1,UQVOXUZIGHRSOD-UHFFFAOYSA-N,UQVOXUZIGHRSOD,6.02,2013
219,O=C(Nc1nc2c(cccc2)s1)c1c2CN(c3nc(C(=O)O)c(CCCOc4cccc(-n5ncc6c5ncnc6)c4)s3)CCc2ccc1,URCPGANLXHSKPY-UHFFFAOYSA-N,URCPGANLXHSKPY,6.66,2014
220,COc1ccc(C(=O)Nc2ccc(C(=O)NS(=O)(=O)c3ccc(NCCSc4ccccc4)c([N+](=O)[O-])c3)cc2)cc1,UXKLXWUPKCCRON-UHFFFAOYSA-N,UXKLXWUPKCCRON,6.1,2012
221,CCOC(=O)C1=C(C)N=c2sc(=Cc3cn(Cc4ccc(-c5ccccc5)cc4)c4ccccc34)c(=O)n2C1c1ccccc1,UXLHUPGETZEDBZ-UHFFFAOYSA-N,UXLHUPGETZEDBZ,6.28,2016
222,O=C(NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(Cc1ccccc1)N1C(=O)C(=Cc2ccc(-c3ccc(C(F)(F)F)cc3)cc2)SC1=S,VGUQQJLVVIMEFQ-UHFFFAOYSA-N,VGUQQJLVVIMEFQ,6.07,2015
223,Cc1c(N(C(=O)c2c(C)n(C)c(-c3cc(Cl)ccc3C(=O)N3Cc4c(cccc4)CC3CN3CCOCC3)c2)c2ccc(O)cc2)cc(C#N)n1C,VNNWQLOUMFCVJD-UHFFFAOYSA-N,VNNWQLOUMFCVJD,8.68,2015
