,SMILES,InChIKey,inchi_connectivity,pchembl_value_Mean,Year
224,CC(C)CC(C(=O)O)N1C(=O)C(=C(c2ccccc2)c2ccc(-c3ccccc3)cc2)SC1=S,VOAXBLPJWRNYKU-UHFFFAOYSA-N,VOAXBLPJWRNYKU,5.71,2007
225,Cc1c(C(=O)N(c2ccc(O)cc2)c2cccc(C#N)c2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3c(cccc3)CC2CN2CCOCC2)n1C,VOGHXGCONPXIKM-UHFFFAOYSA-N,VOGHXGCONPXIKM,8.41,2015
226,Cc1c(-c2ccccc2)c(=O)c2c(o1)c(CC(C)C)c(O)c(O)c2O,VOKVHQWUUIPROY-UHFFFAOYSA-N,VOKVHQWUUIPROY,6.47,2007
227,Cc1c(N(C(=O)c2c(C)n(C)c(-c3cc4c(cc3C(=O)N3Cc5c(cccc5)CC3CN3CCOCC3)OCCO4)c2)c2ccc(O)cc2)cc(C#N)n1C,VOTWMWZEFASSLY-UHFFFAOYSA-N,VOTWMWZEFASSLY,8.51,2015
228,O=C(O)c1csc(-c2ccc3CCCC(=NNc4nc5c(cccc5)s4)c3c2)n1,VQBHQKNPDJBYMG-UHFFFAOYSA-N,VQBHQKNPDJBYMG,5.3,2013
229,CN(C)CC#Cc1c(F)cc(OCCCc2c(C(=O)O)nc(N3CCc4c(C3)c(C(=O)Nc3nc5c(cccc5)s3)ccc4)s2)c(F)c1,VSBDSKDORLCGKF-UHFFFAOYSA-N,VSBDSKDORLCGKF,7.05,2014
230,Cc1cc(OCCCc2c(C(=O)O)n3CCCSc4cccc2c43)cc(C)c1Cl,VTXXZVJSZRWWRU-UHFFFAOYSA-N,VTXXZVJSZRWWRU,5.43,2015
231,CCC(C)c1ccc(Oc2ccc3C4=C(C#N)C(=O)N=C4c4cccc2c43)cc1,VTYCCCCZIPADRN-UHFFFAOYSA-N,VTYCCCCZIPADRN,6.8,2011
232,CCOc1c(N=Nc2c(O)n(-c3cccc(-c4ccc(N(C)C)cc4)c3)nc2C)cccc1,VWAHPKXYXYLIIU-UHFFFAOYSA-N,VWAHPKXYXYLIIU,5.38,2015
233,CCCCN=C1C(=O)NC2=C1c1c3c2cccc3c(N2CCSCC2)cc1,VWXKRYCZXIHSPX-UHFFFAOYSA-N,VWXKRYCZXIHSPX,6.7,2013
234,O=C(Nc1c(O)c(O)c(O)cc1C(=O)NCc1ccccc1)c1ccccc1,VYQFVFZWQVNTIH-UHFFFAOYSA-N,VYQFVFZWQVNTIH,5.88,2013
235,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCC(=Cc4ccccc4C#N)CC3)cc2)cc1[N+](=O)[O-],VZPPLAMKJVEBAM-UHFFFAOYSA-N,VZPPLAMKJVEBAM,7.89,2007
236,O=C(C=Cc1ccccc1Cl)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1,WCCURKPGTWDEPT-UHFFFAOYSA-N,WCCURKPGTWDEPT,6.22,2016
237,O=C(O)CSc1cc(NS(=O)(=O)c2ccc(-c3ccccc3)cc2)c2ccccc2c1O,WDSIRVXGKDXLAU-UHFFFAOYSA-N,WDSIRVXGKDXLAU,5.05,2014
238,O=C(O)c1c(CCCOc2cccc3c2cccc3)c2c(cccc2)s1,WEKMYYBVUYSISQ-UHFFFAOYSA-N,WEKMYYBVUYSISQ,5.01,2013
239,CCCCCCN=C1C(=O)NC2=C1c1c3c2cccc3c(N2CCSCC2)cc1,WIAHPNNINQUXBH-UHFFFAOYSA-N,WIAHPNNINQUXBH,7.02,2013
240,Cc1ccccc1Oc1ccc2C3=C(C#N)C(=O)N=C3c3cccc1c32,WJGYEKOJLFTYIV-UHFFFAOYSA-N,WJGYEKOJLFTYIV,5.84,2011
241,O=C(O)c1c(CCCOc2cccc3ccccc23)c2cccc3c2n1CCCS3,WLXWGKQBHKCGOD-UHFFFAOYSA-N,WLXWGKQBHKCGOD,5.0,2015
242,O=C(OC1Cc2c(cc(O)cc2O)OC1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,WMBWREPUVVBILR-UHFFFAOYSA-N,WMBWREPUVVBILR,6.55,2007
243,O=C(O)c1c(CCCOc2c3CCCCc3ccc2)c2cccc3c2n1CCS3,WOGLKUSZJCJORI-UHFFFAOYSA-N,WOGLKUSZJCJORI,5.43,2015
244,COC1(Cc2ccccc2F)CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(NC(CCN(C)C)CSc4ccccc4)c([N+](=O)[O-])c3)cc2)CC1,WOKKFKCBYMRFBZ-UHFFFAOYSA-N,WOKKFKCBYMRFBZ,8.51,2007
245,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCC4(CC3)CC(Cc3ccccc3)=NO4)cc2)cc1[N+](=O)[O-],WPDFQZLKJJZIJX-UHFFFAOYSA-N,WPDFQZLKJJZIJX,8.19,2007
246,O=C(O)CSc1cc(NS(=O)(=O)c2ccc(Br)cc2)c2ccccc2c1O,WUGANDSUVKXMEC-UHFFFAOYSA-N,WUGANDSUVKXMEC,5.04,2014
247,O=C(NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(Cc1ccccc1)N1C(=O)C(=Cc2ccc(-c3ccccc3)cc2)SC1=S,WVMYPBNXMFMJJY-UHFFFAOYSA-N,WVMYPBNXMFMJJY,6.35,2015
248,O=C(NS(=O)(=O)c1ccccc1)C(Cc1ccc(Br)cc1)N1C(=O)C(=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)cc2)SC1=S,WVYGCYJTGGCNTL-UHFFFAOYSA-N,WVYGCYJTGGCNTL,6.38,2015
249,O=C(O)c1ccc([N+](=O)[O-])c(COc2ccc(C=C3SC(=S)N(c4ccccc4)C3=O)cc2)c1,XANRDXIWJCUKFA-UHFFFAOYSA-N,XANRDXIWJCUKFA,5.05,2015
250,COc1cc(O)c2c(=O)cc(-c3cc(O)c(O)cc3Cc3ccccc3)oc2c1,XEDIVVGQTOTJSS-UHFFFAOYSA-N,XEDIVVGQTOTJSS,5.89,2016
251,O=C(NS(=O)(=O)c1cc([N+](=O)[O-])c(Cl)cc1)C(Cc1ccccc1)N1C(=O)C(=Cc2ccc(-c3ccc(Cl)cc3)cc2)SC1=S,XHKNIWAQOMDZOS-UHFFFAOYSA-N,XHKNIWAQOMDZOS,5.72,2015
252,Cc1c(C(=O)N(c2ccc(O)cc2)c2cn(C)nc2)cc(-c2cc(F)ccc2C(=O)N2Cc3c(cccc3)CC2CN2CCOCC2)n1C,XJAHZBYUSLAMHD-UHFFFAOYSA-N,XJAHZBYUSLAMHD,8.055,2015
253,CCn1c(-c2cc3c(cc2C(=O)N2Cc4c(cccc4)CC2CN2CCOCC2)OCO3)cc(C(=O)N(c2ccc(O)cc2)c2cn(C)nc2)c1C,XJLOYNJOPADPGD-UHFFFAOYSA-N,XJLOYNJOPADPGD,8.08,2015
254,Cc1c(C(=O)N(c2ccc(O)cc2)c2cn(C3CCOC3)nc2)cc(-c2cc(F)ccc2C(=O)N2Cc3c(cccc3)CC2CN2CCOCC2)n1C,XJOFGWJUEHAPBP-UHFFFAOYSA-N,XJOFGWJUEHAPBP,7.6,2015
255,CCC(C)C(C(=O)NS(=O)(=O)c1ccccc1)N1C(=O)C(=Cc2ccc(-c3ccccc3)cc2)SC1=S,XLIXBBVJVMZVOY-UHFFFAOYSA-N,XLIXBBVJVMZVOY,6.39,2015
256,CCOc1ccccc1N=Nc1c(O)n(-c2cc(-c3ccc(N(C)C)cc3)cc(O)c2)nc1C,XMCXDWMEPUPLSC-UHFFFAOYSA-N,XMCXDWMEPUPLSC,4.92,2015
257,CC(C)Oc1ccc(C(=O)Nc2c(-c3ccc(OC(C)C)cc3)n(-c3ccc(Oc4ccccc4)cc3)nc2C(=O)O)cc1,XMMSWQSSUYVMCR-UHFFFAOYSA-N,XMMSWQSSUYVMCR,6.695,2016
258,COC1(Cc2ccccc2)CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(NC(CCN(C)C)CSc4ccccc4)c([N+](=O)[O-])c3)cc2)CC1,XMUXSYFVLMWJFR-UHFFFAOYSA-N,XMUXSYFVLMWJFR,8.09,2007
259,O=C(O)c1c(CCCOc2cccc3ccccc23)c2cccc3c2n1CCC3,XOMAOOTVWOCYAD-UHFFFAOYSA-N,XOMAOOTVWOCYAD,5.14,2015
260,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCC(=Cc4ccc(F)cc4)CC3)cc2)cc1[N+](=O)[O-],XRDADZJPQLAHCT-UHFFFAOYSA-N,XRDADZJPQLAHCT,8.47,2007
261,Cc1cc(OCCCc2c(C(=O)O)n3CCSc4cccc2c43)ccc1Cl,XWIOEODLFVLVCY-UHFFFAOYSA-N,XWIOEODLFVLVCY,5.2,2015
262,CCCCCCN=C1C(=O)NC2=C1c1c3c2cccc3c(Oc2ccc(C(C)C)cc2)cc1,XWZAPHLZFDMUHL-UHFFFAOYSA-N,XWZAPHLZFDMUHL,6.74,2013
263,COc1cc(CCC(=O)N2CCOCC2)ccc1-c1ccc(C(=O)NS(=O)(=O)c2cc([N+](=O)[O-])c(NCCSc3ccccc3)cc2)cc1,XXGDZWWCGYEYSL-UHFFFAOYSA-N,XXGDZWWCGYEYSL,6.44,2006
264,Cc1c(Cl)c(C)cc(OCCCc2c(C(=O)O)n(C)c3ccccc23)c1,XYIJQMZUCQCNMO-UHFFFAOYSA-N,XYIJQMZUCQCNMO,5.13,2013
265,O=C(NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(Cc1ccc(Br)cc1)N1C(=O)C(=Cc2ccc(-c3ccc(Cl)cc3)cc2)SC1=S,XZEBFHCFALOIHZ-UHFFFAOYSA-N,XZEBFHCFALOIHZ,6.15,2015
266,O=C(NS(=O)(=O)c1cc([N+](=O)[O-])c(Cl)cc1)C(Cc1ccccc1)N1C(=O)C(=Cc2ccc(-c3ccc(C(F)(F)F)cc3)cc2)SC1=S,XZKKVJIAMXSHEG-UHFFFAOYSA-N,XZKKVJIAMXSHEG,6.06,2015
267,CC(C)COc1ccc(C(=O)Nc2c(-c3ccc(OC(C)C)cc3)n(-c3ccc(Oc4ccccc4)cc3)nc2C(=O)O)cc1,YFJFMRRMGIOCHI-UHFFFAOYSA-N,YFJFMRRMGIOCHI,5.85,2016
268,CCOc1ccc(-c2c(NC(=O)c3ccc(OC(C)C)cc3)c(C(=O)O)nn2-c2ccc(Oc3ccccc3)cc2)cc1,YGMNUAIEAAWEDE-UHFFFAOYSA-N,YGMNUAIEAAWEDE,7.55,2016
269,CC1=NN(c2nc(-c3ccccc3)cs2)C(=O)C1=Cc1ccc2ccccc2c1,YIFNDDDVTPQXMK-UHFFFAOYSA-N,YIFNDDDVTPQXMK,5.7,2015
270,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4NC4CCCCC4)CC3)cc2)cc1[N+](=O)[O-],YLMURQOFHMQRRU-UHFFFAOYSA-N,YLMURQOFHMQRRU,8.46,2007
271,CC(C)Oc1ccc(-c2cc(C(=O)O)nn2-c2ccc(Oc3ccccc3)cc2)cc1,YMZIQERIFKUTOB-UHFFFAOYSA-N,YMZIQERIFKUTOB,6.03,2016
272,CC1=NN(c2nc(-c3ccccc3)cs2)C(=O)C1=CC(c1ccccc1)c1ccccc1,YNCKUVWUXFTUOR-UHFFFAOYSA-N,YNCKUVWUXFTUOR,5.8,2015
273,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)Nc2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1[N+](=O)[O-],YOBQZXHKWPNPCD-UHFFFAOYSA-N,YOBQZXHKWPNPCD,7.66,2012
274,O=C(NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(Cc1c[nH]c2c1cccc2)N1C(=O)C(=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)cc2)SC1=S,YOCJSFHRFHXGMO-UHFFFAOYSA-N,YOCJSFHRFHXGMO,7.1,2015
275,CC1OC2(CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC(CCN(C)C)CSc5ccccc5)c([N+](=O)[O-])c4)cc3)CC2)N(Cc2ccccc2)C1=O,YOWVHFCSBZXUDJ-UHFFFAOYSA-N,YOWVHFCSBZXUDJ,8.02,2007
276,CC1=NN(c2nc(-c3ccccc3)cs2)C(=O)C1=Cc1ccc(-c2ccccc2)cc1,YPLBYQXNSWCZEB-UHFFFAOYSA-N,YPLBYQXNSWCZEB,5.8,2015
277,COc1ccccc1CC1(OC)CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(NC(CCN(C)C)CSc4ccccc4)c([N+](=O)[O-])c3)cc2)CC1,YTDTWJFCCHKDOW-UHFFFAOYSA-N,YTDTWJFCCHKDOW,8.8,2007
278,O=C(O)C(Cc1c[nH]c2c1cccc2)N1C(=O)C(=Cc2ccc(Br)cc2)SC1=S,YWNIWYSIZUOBBC-UHFFFAOYSA-N,YWNIWYSIZUOBBC,5.54,2007
279,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCC(=Cc4cnccc4)CC3)cc2)cc1[N+](=O)[O-],YWPKBEPJHDRETK-UHFFFAOYSA-N,YWPKBEPJHDRETK,7.17,2007
280,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(C(=O)Nc4ccccc4)CC3)cc2)cc1[N+](=O)[O-],YXKBOKPOXNALDG-UHFFFAOYSA-N,YXKBOKPOXNALDG,6.52,2007
281,O=c1cc(-c2cc(O)c(O)cc2Cc2ccccc2)oc2c1c(O)cc(O)c2,YZHNQMGHXBKYIT-UHFFFAOYSA-N,YZHNQMGHXBKYIT,5.34,2016
282,O=C(NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(Cc1ccccc1)N1C(=O)C(=Cc2ccc(-c3ccc(Cl)cc3)cc2)SC1=S,ZCMOJVOIAUAYFM-UHFFFAOYSA-N,ZCMOJVOIAUAYFM,6.18,2015
283,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(C(=O)c4ccccc4)CC3)cc2)cc1[N+](=O)[O-],ZCOASPBHOFKONX-UHFFFAOYSA-N,ZCOASPBHOFKONX,7.21,2007
284,Nc1ccc(Sc2ccc3C4=C(NC(=O)C4=NCCCc4ccccc4)c4cccc2c43)cc1,ZGHTVVBYVVYAHB-UHFFFAOYSA-N,ZGHTVVBYVVYAHB,7.7,2013
285,O=C(NS(=O)(=O)c1ccccc1)C(Cc1c[nH]c2c1cccc2)N1C(=O)C(=Cc2ccc(-c3ccccc3)cc2)SC1=S,ZMWRIPJEMXMBTN-UHFFFAOYSA-N,ZMWRIPJEMXMBTN,6.14,2015
286,COc1cc(CN(C)C)ccc1-c1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1,ZOEQZRDHXXEEAC-UHFFFAOYSA-N,ZOEQZRDHXXEEAC,5.34,2006
287,COC(=O)c1ccc(-c2ccc(C=C3SC(=S)N(C(Cc4ccccc4)C(=O)NS(=O)(=O)c4cc([N+](=O)[O-])c(Cl)cc4)C3=O)cc2)cc1,ZQZMIHSCFJTHMT-UHFFFAOYSA-N,ZQZMIHSCFJTHMT,5.85,2015
288,Cc1cc(OCCCc2c(C(=O)O)[nH]c3ccccc23)ccc1Cl,ZSWWJMJGPVWUMG-UHFFFAOYSA-N,ZSWWJMJGPVWUMG,5.04,2013
289,CCOc1ccc(-c2c(NC(=O)c3ccc(C(C)(C)C)cc3)c(C(=O)O)nn2-c2ccc(Oc3ccccc3)cc2)cc1,ZVNNFQPPAUZMTQ-UHFFFAOYSA-N,ZVNNFQPPAUZMTQ,6.39,2016
290,O=C(NS(=O)(=O)c1ccc(NCCSc2ccccc2)c([N+](=O)[O-])c1)c1ccc(C(=O)c2ccccc2)cc1,ZWNZDXMRVIGCFE-UHFFFAOYSA-N,ZWNZDXMRVIGCFE,5.47,2016
