,status_efflux,papyrus_SMILES,papyrus_inchi_key,inchi_connectivity
1165,1.0,CN1CCCN(CC(=O)NCCCC2CCCC2)CC1,IGDGSKZTNLOTLC-UHFFFAOYSA-N,IGDGSKZTNLOTLC
1166,1.0,COc1c(-c2cc3ccc(NS(C)(=O)=O)cc3c(=O)o2)cc(-c2ccc[nH]c2=O)cc1C(C)(C)C,KFKYTAVFBQWLAZ-UHFFFAOYSA-N,KFKYTAVFBQWLAZ
1167,1.0,O=C(CCN1CCN(C(=O)C2CC2)CC1)NC1CCCCC1,QFEABEHCPHKCPD-UHFFFAOYSA-N,QFEABEHCPHKCPD
1168,1.0,CN1C[C@@H](c2cc(F)cc(F)c2)N(CC(=O)Nc2ccc3c(c2)C[C@@]2(C3)C(=O)Nc3ncccc32)C(=O)C1(C)C,MBVVEHIHYLQRBC-QABMSTFYSA-N,MBVVEHIHYLQRBC
1169,1.0,COCC(Oc1cc(CC2C[SH](O)CC(NC(C)c3cccc(C(C)(C)C)c3)C2O)cc(F)c1N)C(F)(F)F,WHFWCFAGFTXYNN-UHFFFAOYSA-N,WHFWCFAGFTXYNN
1170,1.0,CS(=O)(=O)C1CCN(c2cccc3c2ccn3-c2ccnc(NC3CCC(C(=O)N4CCC(O)CC4)CC3)n2)CC1,BKDFUBKUTUBYSW-UHFFFAOYSA-N,BKDFUBKUTUBYSW
1171,1.0,Nc1ncnc2c1c(C(=O)c1cccc(NC(=O)Nc3ccc(Cl)cc3)c1)cn2C1CCCC1,JZSLVCXMHPNGNA-UHFFFAOYSA-N,JZSLVCXMHPNGNA
1172,1.0,CS(=O)(=O)N(CCC(F)(F)F)c1c(Cl)c(Cl)cc2[nH]c(=O)c(=O)[nH]c12,YFJDLZNHABYACJ-UHFFFAOYSA-N,YFJDLZNHABYACJ
1173,1.0,COCC(Oc1cc(CC2C[SH](O)CC(NCc3cc(CC(C)(C)C)on3)C2O)cc(F)c1N)C(F)(F)F,USOBHJULHTVHNV-UHFFFAOYSA-N,USOBHJULHTVHNV
1174,1.0,CN(C(=O)C(N)Cc1ccccc1)C(Cc1ccccc1)C(N)=O,DWMKCXGQQSHKOR-UHFFFAOYSA-N,DWMKCXGQQSHKOR
1175,1.0,COc1c(C=Cc2ccc(NS(C)(=O)=O)cc2)cc(-c2ccc[nH]c2=O)cc1C1(C)COC1,IECMFDJLSHKDRR-UHFFFAOYSA-N,IECMFDJLSHKDRR
1176,1.0,C=CCN(CC=C)C(=O)[C@@]1(c2ccsc2)C[C@H]1CN,POGCTVQQHWBYLG-DZGCQCFKSA-N,POGCTVQQHWBYLG
1177,1.0,CN(C(=O)CCC(C1CCCCC1)N1Cc2cc(Oc3ccccc3)ccc2N=C1N)C1CCCCC1,JKQCQYBXDQPJNC-UHFFFAOYSA-N,JKQCQYBXDQPJNC
1178,1.0,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,NDAZATDQFDPQBD-UHFFFAOYSA-N,NDAZATDQFDPQBD
1179,1.0,CC(C)(C)c1cccc(CNC2C[SH](O)CC(Cc3cc(F)c(N)c(OCC(F)(F)F)c3)C2O)c1,FQLKNQBPKGVZGC-UHFFFAOYSA-N,FQLKNQBPKGVZGC
1180,1.0,CN1C[C@@](C)(c2cc(F)cc(F)c2)N(CC(=O)Nc2cnc3c(c2)C[C@@]2(C3)C(=O)Nc3ncccc32)C(=O)C12CCCC2,FWXOVZFVLYDPOD-CONSDPRKSA-N,FWXOVZFVLYDPOD
1181,1.0,C=C(F)CN(CCOC)C(=O)[C@@]1(c2ccsc2)C[C@H]1CN,WDJLGAAWPRVZRR-DZGCQCFKSA-N,WDJLGAAWPRVZRR
1182,1.0,COc1cc(CC2C[SH](O)CC(NCc3cccc(C(C)(C)C)c3)C2O)cc(F)c1N,DYMKOWHRXLYSCJ-UHFFFAOYSA-N,DYMKOWHRXLYSCJ
1183,1.0,COc1ccc(C)cc1NC(=O)Nc1cccc(C(=O)c2cn(C3CCCC3)c3ncnc(N)c23)c1,GYFAPMADUQCILZ-UHFFFAOYSA-N,GYFAPMADUQCILZ
1184,1.0,CN1CC(c2c[nH]c3cc(-n4ccc(-c5ccc(Cl)cc5)cc4=O)ccc23)C1,BXLCZBUXHOIRET-UHFFFAOYSA-N,BXLCZBUXHOIRET
1185,1.0,CC(C)(C)c1ccnc(CNC2CS(=O)(=O)CC(Cc3cc(F)c(N)c(OC(C(F)(F)F)C(F)(F)F)c3)C2O)c1,BXBKECSXPXOHQB-UHFFFAOYSA-N,BXBKECSXPXOHQB
1186,1.0,O=c1cc(OCc2ccccc2)ccn1-c1ccc2c(C3CN(CCF)C3)c[nH]c2c1,HSSYJLUDDDEVOO-UHFFFAOYSA-N,HSSYJLUDDDEVOO
1187,1.0,COc1cccc(-c2cccc(C3(c4ccncc4)N=C(N)N4CC(F)(F)CN=C43)c2)c1F,RECVUKARQVUVBY-UHFFFAOYSA-N,RECVUKARQVUVBY
1188,1.0,CC(C)(C)c1cccc(CNC2CS(=O)(=O)CC(Cc3cc(F)c(N)c(OCCF)c3)C2O)c1,CZVMWVSTYZAQPV-UHFFFAOYSA-N,CZVMWVSTYZAQPV
1189,1.0,CC(C)(O)c1cccc(CNC2CS(=O)(=O)CC(Cc3cc(F)c(N)c(OC(C(F)(F)F)C(F)(F)F)c3)C2O)c1,IWBWMEKXFWHGKV-UHFFFAOYSA-N,IWBWMEKXFWHGKV
1190,1.0,CC(Sc1nnc(-c2ccc(NC(=O)c3ccc(Cl)c(Cl)c3)cc2)n1C)C(=O)O,WWMLVGNQRBNFRK-UHFFFAOYSA-N,WWMLVGNQRBNFRK
1191,1.0,Cn1c(OCC(C)(C)C(=O)O)nnc1-c1ccc(NC(=O)c2ccc3ccccc3c2)cc1,ONAIAPRXRRJXAV-UHFFFAOYSA-N,ONAIAPRXRRJXAV
1192,1.0,CC(Oc1cc(CC2CS(=O)(=O)CC(NCc3cccc(C(C)(C)C)c3)C2O)cc(F)c1N)C(F)(F)F,ULGBCGLZQYCGRH-UHFFFAOYSA-N,ULGBCGLZQYCGRH
1193,1.0,COc1cncc(-c2cccc(C3(c4ccc(OC(F)F)cc4)N=C(N)N4CC(F)(F)CN=C43)c2)c1,GIMSIOKOSRIQLD-UHFFFAOYSA-N,GIMSIOKOSRIQLD
1194,1.0,CC(C)(C)c1cccc(CNC2CS(=O)(=O)CC(Cc3cc(F)c(N)c(CC(O)C(F)(F)F)c3)C2O)c1,GCVKLIOGBJALOK-UHFFFAOYSA-N,GCVKLIOGBJALOK
1195,1.0,Cc1nc2ccccc2n1Cc1ccc(C(=O)N(C)C2CCN(C(C)C)C2)cc1,HCMZXLHYLYQXTP-UHFFFAOYSA-N,HCMZXLHYLYQXTP
1196,1.0,Cc1cc(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)nn1CC(O)CN,YZDZFELRGNTLSQ-UHFFFAOYSA-N,YZDZFELRGNTLSQ
1197,1.0,CC(C)(C)c1cccc(CNC2CS(=O)(=O)CC(Cc3ccc4[nH]cc(CC(F)(F)F)c4c3)C2O)c1,OXBSBQCQNMHCTP-UHFFFAOYSA-N,OXBSBQCQNMHCTP
1198,1.0,COc1ccccc1C(O)c1cc(Cl)cc(OC(C)C)c1N(CC(C)(C)C)C(=O)CCC(=O)N1CCCC(C(=O)O)C1,CLELLBMJLWSCHW-UHFFFAOYSA-N,CLELLBMJLWSCHW
1199,1.0,CCCCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCNCC,QEULZLVHLYBHJN-ZRDIBKRKSA-N,QEULZLVHLYBHJN
1200,1.0,COc1cc(NC(=O)c2ccccc2F)ccc1-c1nnc(NCCCN2CCCCC2)o1,HXNBYYPGRZHDKJ-UHFFFAOYSA-N,HXNBYYPGRZHDKJ
1201,1.0,CN(C)C(=O)c1ccc(C(=C2CCN(Cc3cscn3)CC2)c2ccccn2)cc1,ARTNWBGMVYZVIZ-UHFFFAOYSA-N,ARTNWBGMVYZVIZ
1202,1.0,Cc1cnc(C2CC3Cc4[nH]ncc4C(C2)N3S(=O)(=O)c2ccc(C(F)(F)F)nc2)o1,LEBFIEKFLKFSDA-UHFFFAOYSA-N,LEBFIEKFLKFSDA
1203,1.0,COc1cc(C(=O)N2CC[C@](O)(COc3ccccc3C(F)(F)F)C2)ccc1-n1cnc(C)c1,PFVGEBKBTKZMRD-HSZRJFAPSA-N,PFVGEBKBTKZMRD
1204,1.0,Cn1c2c(c3cc(S(=O)(=O)c4c[nH]c5ccccc45)ccc31)C1CCC(C2)N1,BESNZYMZQGHFDT-UHFFFAOYSA-N,BESNZYMZQGHFDT
1205,1.0,CC(C)NC(=O)C(C)(C)COc1nnc(-c2ccc(NC(=O)c3ccc4ccccc4c3)cc2)n1C,HGVAUKDAUUZGRV-UHFFFAOYSA-N,HGVAUKDAUUZGRV
1206,1.0,COc1cc(C(=O)NCc2nnc(-c3cccc(Cl)c3)o2)ccc1-n1cnc(C)c1,AXPZNRBYXQGQGG-UHFFFAOYSA-N,AXPZNRBYXQGQGG
1207,1.0,NC(=O)n1nc(NCC(=O)NC2CN(C3CCC(c4ccc5c(c4)OCO5)CC3)C2)c2cc(C(F)(F)F)ccc21,DFOPMFXQYWVKQK-UHFFFAOYSA-N,DFOPMFXQYWVKQK
1208,1.0,CCCOC1CNC(C(O)C(Cc2cc(F)cc(F)c2)NC(=O)C(C)N2CCC(CC(C)C)C2=O)C1,BJPUGAOPNNOBLI-UHFFFAOYSA-N,BJPUGAOPNNOBLI
1209,1.0,CCN(CC)C(=O)c1ccc(C(=C2CCN(Cc3ccc(F)cc3)CC2)c2ccc(NC(C)=O)cc2)cc1,FAQVYBZKVQCYIH-UHFFFAOYSA-N,FAQVYBZKVQCYIH
1210,1.0,COCCOc1cc(CC2CS(=O)(=O)CC(NCc3cccc(C(C)(C)C)c3)C2O)cc(F)c1N,OWRCJHJKEDPHJO-UHFFFAOYSA-N,OWRCJHJKEDPHJO
1211,1.0,O=S(=O)(c1ccc(Cl)cc1)N1C2Cc3[nH]ncc3C1CC(c1csnn1)C2,REEPZLFUFBRGRO-UHFFFAOYSA-N,REEPZLFUFBRGRO
1212,1.0,COc1ccccc1C(O)c1cc(Cl)cc(OCC(C)(C)C)c1N(CC(C)(C)C)C(=O)CCC(=O)N1CCCC(C(=O)O)C1,QLESLSWFDOITID-UHFFFAOYSA-N,QLESLSWFDOITID
1213,1.0,Cn1c(CCC(=O)O)nnc1-c1ccc(NC(=O)c2ccc3ccccc3c2)cc1,UDGUIMYKGUQDSW-UHFFFAOYSA-N,UDGUIMYKGUQDSW
1214,1.0,CCCCC1CCN(C(C)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2CC(OCCC)CN2)C1=O,NCNBQNSEYDEPDM-UHFFFAOYSA-N,NCNBQNSEYDEPDM
1215,1.0,Cn1c2c(c3cc(S(=O)(=O)c4cccc(Cl)c4)ccc31)C1CCC(C2)N1,DCGVXRIATHGRTP-UHFFFAOYSA-N,DCGVXRIATHGRTP
1216,1.0,O=C(CN1CCNCC1)NC1CCCCC1,RTFADALJKSFJDZ-UHFFFAOYSA-N,RTFADALJKSFJDZ
1217,1.0,CC(C)(C)c1cccc(CNC2CS(=O)(=O)CC(Cc3cc(F)c(N)c(OC4COC4)c3)C2O)c1,SDEDNCZAWZKEDI-UHFFFAOYSA-N,SDEDNCZAWZKEDI
1218,1.0,CCOC(=O)c1cc2cc(-c3cc(C(=O)NCc4ccc(C(=O)O)cc4)nn3C)ccc2[nH]1,MMJPVSDTLGFIQW-UHFFFAOYSA-N,MMJPVSDTLGFIQW
1219,1.0,CCN(CC)C(=O)c1ccc(C(=C2CCN(Cc3ccc(F)cc3)CC2)c2cccc(NC(C)=O)c2)cc1,ZESALACGSZAQTP-UHFFFAOYSA-N,ZESALACGSZAQTP
1220,1.0,Cc1nnc(C2CC3Cc4[nH]ncc4C(C2)N3S(=O)(=O)c2ccc(Cl)cc2)s1,CUGHGQZFDYOJGX-UHFFFAOYSA-N,CUGHGQZFDYOJGX
1221,1.0,COc1ccccc1C(O)c1cc(Cl)cc(OC)c1N(CC(C)(C)C)C(=O)CCC(=O)N1CCCC(C(=O)O)C1,XZJASQNBVQYQIC-UHFFFAOYSA-N,XZJASQNBVQYQIC
1222,1.0,COc1cc(NC(=O)c2ccccc2F)ccc1-c1nnc(NCCCCN2CCCCC2)o1,LWZACJZVDHZBCL-UHFFFAOYSA-N,LWZACJZVDHZBCL
1223,1.0,CN1CC(c2c[nH]c3cc(-n4ccc(OCc5ccccc5)cc4=O)ccc23)C1,VENQEUPIUTUQBC-UHFFFAOYSA-N,VENQEUPIUTUQBC
1224,1.0,Nc1c(F)cc(CC2CS(=O)(=O)CC(N)C2O)cc1OC(C(F)(F)F)C(F)(F)F,RPVMIXUYCQNVRD-UHFFFAOYSA-N,RPVMIXUYCQNVRD
1225,1.0,O=c1c2c3n(c(=O)cc2[nH]n1-c1ccccc1Cl)CCCN(Cc1cccnc1)C3,YANXHZXVCKVHPB-UHFFFAOYSA-N,YANXHZXVCKVHPB
1226,1.0,CN1CC(c2c[nH]c3cc(-n4ccc(OCc5ccccc5F)cc4=O)ccc23)C1,KMMWYEGCINPOGT-UHFFFAOYSA-N,KMMWYEGCINPOGT
1227,1.0,O=C1Cn2c(-c3ccoc3)c(C3CCCCC3)c3ccc(cc32)C(=O)NS(=O)(=O)C/C=C\CCN1,RRJASEKAQIQCPY-KXFIGUGUSA-N,RRJASEKAQIQCPY
1228,1.0,O=c1c2c3n(c(=O)cc2[nH]n1-c1ccccc1Cl)CCCN(Cc1ccccn1)C3,XCEHGPJYDIOHTC-UHFFFAOYSA-N,XCEHGPJYDIOHTC
1229,1.0,COc1ccccc1C(O)c1cc(Cl)cc(C)c1N(CC(C)(C)C)C(=O)CCC(=O)N1CCCC(C(=O)O)C1,JDTXKBCPQWOGDH-UHFFFAOYSA-N,JDTXKBCPQWOGDH
1230,1.0,Cc1cnc(C2CC3Cc4[nH]ncc4C(C2)N3S(=O)(=O)c2ccc(C(F)(F)F)nc2)s1,LFEROJSQMPEGCL-UHFFFAOYSA-N,LFEROJSQMPEGCL
1231,1.0,CCc1cc(CC2CS(=O)(=O)CC(NCc3cccc(C(C)(C)C)c3)C2O)cc(F)c1NC(=O)CN(C)C,VCWNSMCBQGSOIZ-UHFFFAOYSA-N,VCWNSMCBQGSOIZ
1232,1.0,C[C@@]1(c2cc(F)cc(F)c2)CNC2(CCCC2)C(=O)N1CC(=O)Nc1ccc2c(c1)C[C@@]1(C2)C(=O)Nc2ncccc21,GWAJYOYPXYSDHT-IOWSJCHKSA-N,GWAJYOYPXYSDHT
1233,1.0,CCCO[C@H]1CN[C@@H]([C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)C(CCc2ccccc2)N2CC[C@@](CC(C)C)(NC(C)=O)C2=O)C1,LPZOLMFQGUDKQH-JJNHRXKCSA-N,LPZOLMFQGUDKQH
1234,1.0,CCCCOc1ncc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc(=O)c2nn(CCN(C)C)c(CC)c2[nH]1,KYLOFMQLLNEPBT-UHFFFAOYSA-N,KYLOFMQLLNEPBT
1235,1.0,CCc1cc(CC2CS(=O)(=O)CC(NCc3cccc(C(C)(C)C)c3)C2O)cc(F)c1NC(C)=O,MJXQUEMDNFSOMU-UHFFFAOYSA-N,MJXQUEMDNFSOMU
1236,1.0,COCC(Oc1cc(CC2CS(=O)(=O)CC(NCc3cccc(C(C)(C)C)c3)C2O)cc(F)c1N)C(F)(F)F,OJCPUZZPOIXSSB-UHFFFAOYSA-N,OJCPUZZPOIXSSB
1237,1.0,CCN(C)C(=O)c1ccc(C(=C2CCN(Cc3ccc(F)cc3)CC2)c2ccccc2NC(C)=O)cc1,YXXTUTAADKSONB-UHFFFAOYSA-N,YXXTUTAADKSONB
1238,1.0,CN1CC(N2CCc3cc(-n4ccc(OCc5ccccc5)cc4=O)ccc32)C1,MSFJSSSKPPVGMF-UHFFFAOYSA-N,MSFJSSSKPPVGMF
1239,1.0,CCOc1cc(Cl)cc(C(O)c2ccccc2OC)c1N(CC(C)(C)C)C(=O)CCC(=O)N1CCCC(C(=O)O)C1,HFJSVTAXTAZKIH-UHFFFAOYSA-N,HFJSVTAXTAZKIH
1240,1.0,CC(C)S(=O)(=O)NCC1CCC(NC(=O)CN2CCc3cc(Cl)ccc32)CC1,CXQZLLASRGZUFU-UHFFFAOYSA-N,CXQZLLASRGZUFU
1241,1.0,CCCN1CCC[C@@]12CCN(C(C)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(C(C)C)c1)C2=O,MOXAMLWWFJKUEH-AJYHYLFSSA-N,MOXAMLWWFJKUEH
1242,1.0,CC(C)(C)c1cccc(CNC2CS(=O)(=O)CC(Cc3ccc(N)nc3)C2O)c1,GBGOGYLTHBEOED-UHFFFAOYSA-N,GBGOGYLTHBEOED
1243,1.0,CCOc1ncc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc(=O)c2nn(CCN3CCOCC3)c(CC)c2[nH]1,WPJWZCHYDYHXID-UHFFFAOYSA-N,WPJWZCHYDYHXID
1244,1.0,CN(C)CC(=O)Nc1ccc(CC2CS(=O)(=O)CC(NCc3cccc(C(C)(C)C)c3)C2O)cc1F,MPFKNFHORVXLRK-UHFFFAOYSA-N,MPFKNFHORVXLRK
1245,1.0,CN(C)CCNC(=O)C(C)(C)COc1nnc(-c2ccc(NC(=O)c3ccc4ccccc4c3)cc2)n1C,RVRRCQOMAPHLDL-UHFFFAOYSA-N,RVRRCQOMAPHLDL
1246,1.0,CCN(CC)C(=O)c1ccc(C(=C2CCN(Cc3cscn3)CC2)c2ccccn2)cc1,MLCSQCQQXKVRFQ-UHFFFAOYSA-N,MLCSQCQQXKVRFQ
1247,1.0,CC1CN(C(=O)Cc2nc(=O)cc(N3CCOCC3)[nH]2)c2ccccc21,CBPIBWZOJGKQSF-UHFFFAOYSA-N,CBPIBWZOJGKQSF
1248,1.0,COc1cc2c(cc1OC)CN(Cc1cccc(-c3ccccc3)c1)CC2,OVNSGEVSIXKNMG-UHFFFAOYSA-N,OVNSGEVSIXKNMG
1249,1.0,O=C(Cc1nc(=O)cc(N2CCOCC2)[nH]1)N1CCc2c(-c3ccncc3)cccc21,QFOFHWPQHOESHM-UHFFFAOYSA-N,QFOFHWPQHOESHM
1250,1.0,COc1ccc2c(c1)[C@@H]1C[C@]1(C(=O)N1[C@@H]3CC[C@H]1CN(C)C3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,ZTTKEBYSXUCBSE-QDFUAKMASA-N,ZTTKEBYSXUCBSE
1251,1.0,O=C(Cc1nc(=O)cc(N2CCOCC2)[nH]1)N1CCc2c(F)cccc21,NNXWAJVWAVPAPZ-UHFFFAOYSA-N,NNXWAJVWAVPAPZ
1252,1.0,COc1cc2c(cc1OC)CN(Cc1ccc3ccccc3c1)CC2,PJCLDWQOWBBYNN-UHFFFAOYSA-N,PJCLDWQOWBBYNN
1253,1.0,COc1cc2c(cc1OC)CN(Cc1ccccc1-c1ccccc1)CC2,VRNLKRDGOACJDA-UHFFFAOYSA-N,VRNLKRDGOACJDA
1254,1.0,O=C(C1CC2(CCN(C3CCOCC3)CC2)C1)N1CCN(C2CCC2)CC1,CRWYIZWOHXWIGZ-UHFFFAOYSA-N,CRWYIZWOHXWIGZ
1255,1.0,O=C(Cc1nc(=O)cc(N2CCOCC2)[nH]1)N1CCc2c(-c3ccccc3)cccc21,WBLYYZMOJFRKFU-UHFFFAOYSA-N,WBLYYZMOJFRKFU
1256,1.0,COc1cc2c(cc1OC)CN(Cc1ccc3cc(O)ccc3c1)CC2,JFAYTFXDARWVEK-UHFFFAOYSA-N,JFAYTFXDARWVEK
1257,1.0,CC(=O)NC1CCN(c2ccc(C3=NOC(CNS(=O)(=O)C(C)C)C3)cc2F)C1,XCANXEILGPMNGT-UHFFFAOYSA-N,XCANXEILGPMNGT
1258,1.0,Nc1nc(-c2ccc(OCC3CCOC3)c(C(F)(F)F)c2)c(Cl)c(=O)[nH]1,CMUSWEIFTDZTPG-UHFFFAOYSA-N,CMUSWEIFTDZTPG
1259,1.0,COc1cc2c(cc1OC)CN(C(=O)c1ccc(-c3ccc(O)cc3)cc1)CC2,LYPDNXWQAHHSHJ-UHFFFAOYSA-N,LYPDNXWQAHHSHJ
1260,1.0,O=C(CCc1nc(=O)c2ccccc2[nH]1)N1CCN(C(=O)c2ccc(F)cc2)CC1,RVVWRWXVZJUBNU-UHFFFAOYSA-N,RVVWRWXVZJUBNU
1261,1.0,CCC(NC)C(=O)NC(C(=O)N1CC2Cc3ccccc3N2CC1C(=O)NC1CCOc2ccccc21)C1CCCCC1,TYXHMZBEDPKUQY-UHFFFAOYSA-N,TYXHMZBEDPKUQY
1262,1.0,O=C(NC1C2CC3CC1CC(O)(C3)C2)c1cnc(NC2CCOC2)nc1C1CCCC1,VMTZDIHMLVWUQZ-UHFFFAOYSA-N,VMTZDIHMLVWUQZ
1263,1.0,COc1ccc(Nc2cc(NC3CCCCC3N)nnc2C(N)=O)nc1OC,STNAXKXNXRFLMU-UHFFFAOYSA-N,STNAXKXNXRFLMU
1264,1.0,Cc1ccc(Nc2cc(NC3CCCCC3N)nnc2C(N)=O)nc1C,XJZVCDVZCRLIKN-UHFFFAOYSA-N,XJZVCDVZCRLIKN
1265,1.0,O=C(Cc1nc(=O)cc(N2CCOCC2)[nH]1)N1CCc2c(Br)cccc21,VLUJVXBQLNFVKM-UHFFFAOYSA-N,VLUJVXBQLNFVKM
1266,1.0,Cc1ccc(N2CCN(C(=O)C3CN(C4CCOCC4)CC3c3ccc(Cl)cc3)CC2)c(C(NC(=O)CCN(C)C)C(C)C)c1,XJIWJTAALOWWFJ-UHFFFAOYSA-N,XJIWJTAALOWWFJ
1267,1.0,COc1cc(COc2ccccc2CCc2ccccc2)cc(OC)c1,BTYCHLFPEZYCNJ-UHFFFAOYSA-N,BTYCHLFPEZYCNJ
1268,1.0,COc1ccc(-c2ccc(-n3cc(NC(N)=O)c(C(N)=O)n3)cc2C)cc1C,PPZKBXPUTQVUBO-UHFFFAOYSA-N,PPZKBXPUTQVUBO
1269,1.0,CC[C@]1(c2cccc(NS(C)(=O)=O)c2)[C@@H]2CN(CCCC3(O)CCCCC3)C[C@@H]21,XETMHMVSMOVVBI-SGRGSNTQSA-N,XETMHMVSMOVVBI
1270,1.0,COc1cc(F)c(-c2ccc(-n3cc(NC(N)=O)c(C(N)=O)n3)cc2C)c(F)c1,KVLVWTNOGZYWTP-UHFFFAOYSA-N,KVLVWTNOGZYWTP
1271,1.0,COc1cccc(CCc2ccccc2NCc2cccc(OC)c2OC)c1,DNMIEUYXHWQBLV-UHFFFAOYSA-N,DNMIEUYXHWQBLV
1272,1.0,CNc1nc(Nc2cnn(C3CCN(C4COC4)CC3)c2C)ncc1C(F)(F)F,ZIEBOMWLUGWKRY-UHFFFAOYSA-N,ZIEBOMWLUGWKRY
1273,1.0,Cc1cc(O)ccc1-c1ccc(-n2cc(NC(N)=O)c(C(N)=O)n2)cc1C,TZZSQLUXEXIBKL-UHFFFAOYSA-N,TZZSQLUXEXIBKL
1274,1.0,CNC(=O)C(C)(C)n1cc(Nc2ncc(C(F)(F)F)c(NC)n2)c(C)n1,ZQPKOSBVHGIUIN-UHFFFAOYSA-N,ZQPKOSBVHGIUIN
1275,1.0,COc1cccc2c1CCN2C(=O)Cc1nc(=O)cc(N2CCOCC2)[nH]1,BIXKKBQECSTCMN-UHFFFAOYSA-N,BIXKKBQECSTCMN
1276,1.0,CN(C)CCC(Oc1ccc(NC(=O)Nc2ccc3c(ccn3C)c2)cc1)c1ccccc1,ZBOLBANDASCDQQ-UHFFFAOYSA-N,ZBOLBANDASCDQQ
1277,1.0,Cc1nc([C@](C)(O)CO)sc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2-n2nccn2)c1,DIXMBHMNEHPFCX-MCMMXHMISA-N,DIXMBHMNEHPFCX
1278,1.0,COc1cccc(CCc2ccccc2NCc2ccc(OC)c(OC)c2)c1,IPXHDKAGTKPTNS-UHFFFAOYSA-N,IPXHDKAGTKPTNS
1279,1.0,COc1cc(OC)c(/C=C/S(=O)(=O)Cc2cnc(OC)c(NS(C)(=O)=O)c2)c(OC)c1,HEBBDGMHRHUJRY-VOTSOKGWSA-N,HEBBDGMHRHUJRY
1280,1.0,O=C(Cc1nc(=O)cc(N2CCOCC2)[nH]1)N1CCc2c(-c3cccnc3)cccc21,GXZTVBBVCJUSKC-UHFFFAOYSA-N,GXZTVBBVCJUSKC
1281,1.0,Cc1cc(-n2cc(NC(N)=O)c(C(N)=O)n2)ccc1-c1ccc(O)c(F)c1,UHYFVRLAOSAAHV-UHFFFAOYSA-N,UHYFVRLAOSAAHV
1282,1.0,COC1=C2C(C)[C@@H](OC(=O)C(O)C(CC(C)C)NC(=O)OC(C)(C)C)C[C@@](O)([C@@H](OC(=O)c3ccccc3)[C@@H]3[C@]4(OC(C)=O)CO[C@@H]4CC[C@@]3(C)C1=O)C2(C)C,WRJXHAAHRITAMC-KINFTHGFSA-N,WRJXHAAHRITAMC
1283,1.0,CN1CCN(c2cccc3c2CCN3C(=O)Cc2nc(=O)cc(N3CCOCC3)[nH]2)CC1,RWWRRZNPLVRCJF-UHFFFAOYSA-N,RWWRRZNPLVRCJF
1284,1.0,CN(C)C(=O)c1ccc(Nc2cc3[nH]c(-c4cnn(C)c4)cc3cn2)c(Cl)c1,STYHVKGHURWWNT-UHFFFAOYSA-N,STYHVKGHURWWNT
1285,1.0,CC(C)Cc1cc(-n2c3c(c4c2CC(C)(C)CC4=O)CCN(C)C3)cc2c1C(=O)NCC2,JEHITPSPEWPKHP-UHFFFAOYSA-N,JEHITPSPEWPKHP
1286,1.0,COc1cc(OC)c(/C=C/S(=O)(=O)Cc2ccc(OC)c(NS(C)(=O)=O)n2)c(OC)c1,WVNLNSGTKWPSFL-CMDGGOBGSA-N,WVNLNSGTKWPSFL
1287,1.0,CC(C)S(=O)(=O)N1CCC2(CCN(C(=O)N3CCCN(C4CCC4)CC3)C2)CC1,BNEMFTSNVXZPSV-UHFFFAOYSA-N,BNEMFTSNVXZPSV
1288,1.0,O=C(CCc1nc(=O)c2ccccc2[nH]1)N1CCN(C(=O)c2cccs2)CC1,YMIQFFBYZDVYBQ-UHFFFAOYSA-N,YMIQFFBYZDVYBQ
1289,1.0,CC1(C)CN(C(=O)Cc2nc(=O)cc(N3CCOCC3)[nH]2)c2ccccc21,SONKMXSQGHFTFK-UHFFFAOYSA-N,SONKMXSQGHFTFK
1290,1.0,O=C(Cc1nc(=O)cc(N2CCOCC2)[nH]1)N1CCc2c1cccc2C(F)(F)F,JVFSDXQBBQIWBM-UHFFFAOYSA-N,JVFSDXQBBQIWBM
1291,1.0,COc1cc(-c2ccc(-n3cc(NC(N)=O)c(C(N)=O)n3)cc2C)ccc1O,SSKUYPHIUNEULS-UHFFFAOYSA-N,SSKUYPHIUNEULS
1292,1.0,O=C(Cc1nc(=O)cc(N2CCOCC2)[nH]1)N1CCc2cc(F)ccc21,LXISESLTVSOLPF-UHFFFAOYSA-N,LXISESLTVSOLPF
1293,1.0,Cc1cccc2c1CCN2C(=O)Cc1nc(=O)cc(N2CCOCC2)[nH]1,XJNOEUSVGFJGLV-UHFFFAOYSA-N,XJNOEUSVGFJGLV
1294,1.0,COc1cc2c(cc1OC)CN(C(=O)c1ccc3cc(O)ccc3c1)CC2,AYRZVGHKMPMVSE-UHFFFAOYSA-N,AYRZVGHKMPMVSE
