,status_efflux,papyrus_SMILES,papyrus_inchi_key,inchi_connectivity
1763,0.0,CC(=O)OC[C@]12C(OC(=O)c3ccccc3)C(=O)C3[C@@H](OC(C)=O)[C@]1(OC3(C)C)[C@H](C)C[C@H](OC(C)=O)[C@@H]2O,ZIVIDPAKHDFBIX-JQANBXQKSA-N,ZIVIDPAKHDFBIX
1764,1.0,CC(=O)OC[C@]12C(OC(=O)c3ccccc3)C(=O)C3[C@@H](OC(C)=O)[C@]1(OC3(C)C)[C@H](C)C[C@H](OC(C)=O)[C@@H]2OC(C)=O,IGLHPAWCWLWQAK-UDACADDVSA-N,IGLHPAWCWLWQAK
1765,1.0,CC(=O)OC[C@]12C(OC(=O)c3ccccc3)C(=O)C3[C@@H](OC(C)=O)[C@]1(OC3(C)C)[C@H](C)C[C@H](OC(C)=O)[C@@H]2OC(=O)c1ccccc1,UPKPCBUBBFEYEF-MRGVOMCDSA-N,UPKPCBUBBFEYEF
1766,1.0,CC(=O)O[C@@H]1[C@H]2[C@@H](OC(=O)c3ccccc3)[C@@H](OC(=O)c3ccccc3)[C@]3(CO)[C@@H](OC(=O)c4ccccc4)[C@@H](OC(=O)c4ccccc4)C[C@@H](C)[C@@]13OC2(C)C,PEMSGZQCEDDEGL-UHPPAMLESA-N,PEMSGZQCEDDEGL
1767,0.0,CC(=O)OC[C@]12[C@H](OC(=O)c3ccccc3)[C@H](OC(=O)c3ccccc3)[C@@H]3[C@@H](OC(C)=O)[C@]1(OC3(C)C)[C@H](C)C[C@H](OC(=O)c1ccccc1)[C@@H]2OC(C)=O,FLSLDMAEEUGUQI-SHPXBDENSA-N,FLSLDMAEEUGUQI
1768,1.0,CC(=O)OC[C@@]12[C@@H](OC(=O)c3ccccc3)CC[C@@](C)(O)[C@]13OC(C)(C)[C@H]([C@@H](OC(=O)c1ccccc1)[C@H]2OC(=O)c1ccccc1)[C@H]3OC(C)=O,NNJSHWQUZCBWFH-OFBMIMMCSA-N,NNJSHWQUZCBWFH
1769,1.0,CCCCCO[C@@H]1[C@@H]2[C@@H](OC(C)=O)[C@@]3(OC2(C)C)[C@@](COC(C)=O)([C@@H](OC(C)=O)CC[C@@]3(C)O)[C@@H]1OC(=O)c1ccccc1,LYFCNJIUYNHKFP-BKGUSVJPSA-N,LYFCNJIUYNHKFP
1770,0.0,CC(=O)O[C@H]1[C@@H]2[C@@H](OC(C)=O)[C@@]3(OC2(C)C)[C@](C)([C@H]1OC(=O)c1ccccc1)[C@@H](OC(=O)c1ccccc1)[C@@H](OC(=O)c1ccccc1)C[C@@]3(C)O,PXDXQOQNFDIAAF-BCEZJGSMSA-N,PXDXQOQNFDIAAF
1771,1.0,CC(=O)O[C@H]1[C@@H]2[C@@H](OC(C)=O)[C@]3(OC2(C)C)[C@H](C)C[C@H](OC(=O)c2cccnc2)[C@H](OC(=O)c2ccccc2)[C@@]3(C)[C@H]1OC(=O)c1ccccc1,BQVGZDYZYXCBOZ-IPGGTLSNSA-N,BQVGZDYZYXCBOZ
1772,1.0,CC(=O)O[C@@H]1[C@H]2[C@H](O)[C@H](OC(=O)c3ccccc3)[C@]3(C)[C@@H](OC(=O)c4ccccc4)[C@@H](OC(=O)c4ccccc4)C[C@@](C)(O)[C@@]13OC2(C)C,GCEVIODPDGBRSE-SXRHJRLGSA-N,GCEVIODPDGBRSE
1773,1.0,CC(=O)O[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)[C@H]([C@H](OC(=O)c4ccccc4)[C@H](OC(=O)c4ccccc4)[C@]2(C)[C@H]1OC(=O)c1ccccc1)[C@H]3OC(C)=O,XLYDCSRKHWFINQ-BCEZJGSMSA-N,XLYDCSRKHWFINQ
1774,1.0,CC(=O)OC[C@]12[C@@H](OC(=O)c3ccccc3)[C@@H](OC(=O)c3ccccc3)[C@@H]3[C@@H](OC(C)=O)[C@]1(OC3(C)C)[C@H](C)C[C@H](OC(C)=O)[C@@H]2OC(C)=O,ZMFWEJXNCWIVOL-FPJSXKKWSA-N,ZMFWEJXNCWIVOL
1775,1.0,CC(=O)OC[C@]12[C@@H](OC(=O)c3ccccc3)[C@@H](OC(=O)c3ccccc3)[C@@H]3[C@@H](OC(C)=O)[C@]1(OC3(C)C)[C@](C)(O)C[C@H](OC(C)=O)[C@@H]2OC(C)=O,HROADJGQUKVYRU-IZLQSXDYSA-N,HROADJGQUKVYRU
1776,1.0,CC(=O)O[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)[C@H]([C@H](OC(=O)c4ccccc4)[C@H](OC(=O)c4ccccc4)[C@]2(CO)[C@H]1OC(C)=O)[C@H]3OC(C)=O,YFFWLVHQZDPHKC-YVZSNWEISA-N,YFFWLVHQZDPHKC
1777,1.0,CC(=O)OC[C@]12[C@@H](OCc3ccccc3)C[C@@H]3[C@@H](OCc4ccccc4)[C@]1(OC3(C)C)[C@](C)(O)C[C@H](OC(=O)c1cccnc1)[C@@H]2OC(C)=O,FGMVOGJVFMNBBO-RQBJGGMLSA-N,FGMVOGJVFMNBBO
1778,1.0,CC(=O)OC[C@]12[C@@H](OC(=O)c3ccccc3)C[C@@H]3[C@@H](OC(=O)c4ccccc4)[C@]1(OC3(C)C)[C@H](C)C[C@H](OC(=O)c1cccnc1)[C@@H]2OC(C)=O,FOVSOBBPLQBYPS-RQSHUPDLSA-N,FOVSOBBPLQBYPS
1779,1.0,CC(=O)OC[C@]12[C@@H](OC(=O)c3ccccc3)C[C@@H]3[C@@H](OC(C)=O)[C@]1(OC3(C)C)[C@H](C)C[C@H](OC(=O)c1ccccc1)[C@@H]2OC(C)=O,NDGSLRUFUIEVLM-HDWLWNEUSA-N,NDGSLRUFUIEVLM
1780,1.0,CC(=O)OC[C@]12[C@@H](OC(=O)c3ccccc3)C[C@@H]3[C@@H](OC(C)=O)[C@]1(OC3(C)C)[C@H](C)C[C@H](OC(C)=O)[C@@H]2OC(C)=O,PBBYYGCXAHKQFJ-YLMNRMNTSA-N,PBBYYGCXAHKQFJ
1781,1.0,CC(=O)OC[C@]12[C@@H](OC(=O)c3ccccc3)C[C@@H]3[C@@H](OC(C)=O)[C@]1(OC3(C)C)[C@](C)(O)C[C@H](OC(C)=O)[C@@H]2OC(C)=O,SUKGHCPJNGDNSA-FADIBSPTSA-N,SUKGHCPJNGDNSA
1782,1.0,CC(=O)OC[C@]12[C@@H](OC(=O)c3ccco3)C[C@@H]3[C@@H](OC(C)=O)[C@]1(OC3(C)C)[C@](C)(O)C[C@H](OC(=O)c1ccco1)[C@@H]2OC(=O)c1ccco1,PFXTXDULDOUAAQ-CAQSNDCKSA-N,PFXTXDULDOUAAQ
1783,1.0,CCCCCO[C@H]1[C@@H](OC(=O)c2ccco2)C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]12COC(C)=O)[C@H]3OC(C)=O,JHVUZRGIXVLEAG-WCIXNYCWSA-N,JHVUZRGIXVLEAG
1784,1.0,CC(=O)OC[C@]12[C@@H](OC(=O)c3ccccc3)C[C@@H]3[C@@H](OC(=O)c4ccccc4)[C@]1(OC3(C)C)[C@](C)(O)C[C@H](OC(C)=O)[C@@H]2OC(C)=O,PNZVRNRYBVTQAP-FDBQTCDUSA-N,PNZVRNRYBVTQAP
1785,1.0,CC(=O)OC[C@]12[C@@H](OC(=O)c3ccco3)C[C@@H]3[C@@H](OC(=O)c4ccco4)[C@]1(OC3(C)C)[C@](C)(O)C[C@H](OC(C)=O)[C@@H]2OC(C)=O,UIECACVRTPYSCK-GMMQTXTBSA-N,UIECACVRTPYSCK
1786,1.0,CC(=O)O[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]12C)[C@H]3OC(=O)C(F)(F)F,BVYKEKLQULWZQZ-BKGHEZOZSA-N,BVYKEKLQULWZQZ
1787,1.0,CC(=O)O[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]12C)[C@H]3OC(=O)C(C)(C)C,WNXMTDUOZWCBKX-WRXBARQZSA-N,WNXMTDUOZWCBKX
1788,1.0,CC(=O)O[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]12C)[C@H]3OC(=O)c1cccc2ccccc12,VPDYLDIRNIBTIL-XZTRIHAISA-N,VPDYLDIRNIBTIL
1789,1.0,CCCCCCCCCCCC(=O)O[C@@H]1[C@H]2C[C@H](OC(=O)c3ccco3)[C@]3(C)[C@@H](OC(C)=O)[C@@H](OC(=O)c4ccccc4)C[C@@](C)(O)[C@@]13OC2(C)C,ZAZJLXPLHYBQOW-DLALOPTISA-N,ZAZJLXPLHYBQOW
1790,1.0,CCCCCO[C@@H]1[C@H]2C[C@H](OC(=O)c3ccco3)[C@]3(C)[C@@H](OC(C)=O)[C@@H](OC(=O)c4ccccc4)C[C@@](C)(O)[C@@]13OC2(C)C,OABBQBQJZZLCQK-UGCDXGKPSA-N,OABBQBQJZZLCQK
1791,1.0,CC(=O)O[C@@H]1[C@H]2C[C@H](OC(=O)c3ccco3)[C@]3(C)[C@@H](OC(C)=O)[C@@H](OC(=O)c4ccccc4)C[C@@](C)(O)[C@@]13OC2(C)C,ULHAEQMYHVOPAQ-FTLSXCLFSA-N,ULHAEQMYHVOPAQ
1792,1.0,CC(=O)O[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]12C)[C@H]3O,FOZBWZULAJBTRQ-PVVWQKAKSA-N,FOZBWZULAJBTRQ
1793,1.0,CC(=O)O[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]2(C)[C@H]1OC(C)=O)[C@H]3OC(=O)c1ccccc1,QGHHUGUJBSYRBI-FTLSXCLFSA-N,QGHHUGUJBSYRBI
1794,0.0,CC(=O)O[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]2(C)[C@H]1OC(C)=O)[C@H]3OC(=O)C(F)(F)F,CCWVECXEROQWBX-OTJUSODOSA-N,CCWVECXEROQWBX
1795,1.0,CC(=O)O[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]2(C)[C@H]1OC(C)=O)[C@H]3OC(=O)C(C)(C)C,ZCCKTWONJLKNEI-FZPDJCEMSA-N,ZCCKTWONJLKNEI
1796,1.0,CC(=O)O[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]2(C)[C@H]1OC(C)=O)[C@H]3OC(=O)c1cccc2ccccc12,XGALYOMHIBHTTM-YAFWCZIYSA-N,XGALYOMHIBHTTM
1797,1.0,CCCCCCCCCCCC(=O)O[C@@H]1[C@H]2C[C@H](OC(=O)c3ccco3)[C@]3(C)[C@@H](OC(C)=O)[C@@H](OC(C)=O)C[C@@](C)(O)[C@@]13OC2(C)C,ZRMBWKODPINHJF-ZQLVPLGJSA-N,ZRMBWKODPINHJF
1798,1.0,CCCCCO[C@@H]1[C@H]2C[C@H](OC(=O)c3ccco3)[C@]3(C)[C@@H](OC(C)=O)[C@@H](OC(C)=O)C[C@@](C)(O)[C@@]13OC2(C)C,SMKXUFBJIYLHHB-OSWBYEMOSA-N,SMKXUFBJIYLHHB
1799,0.0,CC(=O)O[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]2(C)[C@H]1OC(C)=O)[C@H]3OC(C)=O,YYWVLZFGYSCNIJ-TUJURTSYSA-N,YYWVLZFGYSCNIJ
1800,0.0,CC(=O)O[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]2(C)[C@H]1OC(C)=O)[C@H]3O,FDLIOTNOCLUUOP-LYHYJRNDSA-N,FDLIOTNOCLUUOP
1801,1.0,CC(=O)O[C@@H]1[C@H]2C[C@H](OC(=O)c3ccco3)[C@]3(C)[C@@H](OC(C)=O)[C@@H](OC(=O)c4ccco4)C[C@@](C)(O)[C@@]13OC2(C)C,FHEIQFBGQDHGKU-FLNYCKEOSA-N,FHEIQFBGQDHGKU
1802,1.0,CC(=O)O[C@H]1[C@@H](OC(=O)c2ccco2)C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]12C)[C@H]3O,JXQLGVFTAKWAOV-YSGVRMLJSA-N,JXQLGVFTAKWAOV
1803,1.0,CC(=O)O[C@H]1CC[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]12C)[C@H]3OC(=O)c1ccco1,JBUYOXQZPWCCTC-NWSGTKMESA-N,JBUYOXQZPWCCTC
1804,1.0,CC(=O)O[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]2(C)[C@H]1OC(=O)c1ccccc1)[C@H]3OC(=O)c1ccco1,XECYEQPZNKDZBP-QINZXMGZSA-N,XECYEQPZNKDZBP
1805,0.0,CC(=O)O[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]2(C)[C@H]1O)[C@H]3OC(=O)c1ccco1,ZCQXSBNRWUJABD-JCBWYCNPSA-N,ZCQXSBNRWUJABD
1806,1.0,CC(=O)O[C@H]1[C@@H](OC(=O)c2cccnc2)C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]12C)[C@H]3OC(=O)c1ccco1,GBLOXJJRCWJRJJ-ZGCYDNCESA-N,GBLOXJJRCWJRJJ
1807,1.0,CCCCCO[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]2(C)[C@H]1OC(C)=O)[C@H]3OC(=O)c1ccco1,ISJKTKUYWUHOHW-MWHDTRAWSA-N,ISJKTKUYWUHOHW
1808,1.0,CCCO[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]2(C)[C@H]1OC(C)=O)[C@H]3OC(=O)c1ccco1,FOPXXSNSOUZYTD-XEUMRDSQSA-N,FOPXXSNSOUZYTD
1809,1.0,CC(=O)O[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]12C)[C@H]3OC(=O)c1ccco1,LAADBCXDDPNBAA-QINZXMGZSA-N,LAADBCXDDPNBAA
1810,1.0,CC(=O)O[C@H]1[C@@H](O)C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]12C)[C@H]3OC(=O)c1ccco1,LZVIADMYMDRIDU-DJZVOGDHSA-N,LZVIADMYMDRIDU
1811,1.0,CC(=O)O[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]2(C)[C@H]1OC(C)=O)[C@H]3OC(=O)c1ccco1,ZIJTXZAMPUCYSG-FLNYCKEOSA-N,ZIJTXZAMPUCYSG
1812,1.0,O=C(Nc1ccc(CCN2CCc3ccccc3C2)cc1)Nc1ccccc1NC(=O)c1cnc2ccccc2c1,ZITINVMPJYNKEP-UHFFFAOYSA-N,ZITINVMPJYNKEP
1813,1.0,O=C(Nc1ccccc1C(=O)Nc1ccc(CCN2CCc3ccccc3C2)cc1)c1cnc2ccccc2c1,JCKRZMGEVAGHHV-UHFFFAOYSA-N,JCKRZMGEVAGHHV
1814,1.0,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccccc3NC(=O)c3ccccc3)cc1)CC2,AEXVPZYELNSRFS-UHFFFAOYSA-N,AEXVPZYELNSRFS
1815,1.0,COc1cccc(CCc2ccccc2OCc2ccncc2)c1,KTLXHJOVDOVZBD-UHFFFAOYSA-N,KTLXHJOVDOVZBD
1816,0.0,c1ccc(CCc2ccccc2OCc2ccncc2)cc1,ZERZNONQTWORKG-UHFFFAOYSA-N,ZERZNONQTWORKG
1817,0.0,COc1cccc(CCc2ccccc2OCc2ccccn2)c1,SVQZVYLEABSIDJ-UHFFFAOYSA-N,SVQZVYLEABSIDJ
1818,0.0,c1ccc(CCc2ccccc2OCc2ccccn2)cc1,XVQTWFFAIBVICX-UHFFFAOYSA-N,XVQTWFFAIBVICX
1819,1.0,COc1cccc(CCc2ccccc2NCc2cccc(OC)c2)c1,DRROXUBCBJIALG-UHFFFAOYSA-N,DRROXUBCBJIALG
1820,1.0,COc1cccc(CCc2ccccc2OCc2cc(OC)cc(OC)c2)c1,CWYHQUPRFLWJRR-UHFFFAOYSA-N,CWYHQUPRFLWJRR
1821,1.0,COc1cccc(CCc2ccccc2OCc2ccc(OC)c(OC)c2)c1,VGVVMHKOBMJFEB-UHFFFAOYSA-N,VGVVMHKOBMJFEB
1822,0.0,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)C[C@@H]4OC(=O)C(=C)[C@H]4CCCC)CC[C@@H]23)C[C@@H](O)[C@H](C)[C@@H]1O,MOILCHAIWOKCMX-PTIQDJESSA-N,MOILCHAIWOKCMX
1823,0.0,COc1cccc(CCc2ccccc2OCc2ccccc2)c1,SDDBNQDQBZPCGB-UHFFFAOYSA-N,SDDBNQDQBZPCGB
1824,1.0,COc1ccc2c(c1)/C(=C/CCN1CCc3cc(OC)c(OC)cc3C1)CCC2,IQMBOMLUAIPKTA-QGMBQPNBSA-N,IQMBOMLUAIPKTA
1825,1.0,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc4ccccc4cn3)cc1)CC2,RJSOUZKIJXBVSO-UHFFFAOYSA-N,RJSOUZKIJXBVSO
1826,1.0,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cnc4ccccc4n3)cc1)CC2,OWDKQYZKJSCJLQ-UHFFFAOYSA-N,OWDKQYZKJSCJLQ
1827,1.0,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccc4ccccc4c3)cc1)CC2,SNASXRQDKMDEGV-UHFFFAOYSA-N,SNASXRQDKMDEGV
1828,1.0,O=C(Nc1ccc(CCN2CCc3ccccc3C2)cc1)c1cnc2ccccc2c1,QEJZMMQJUXSSHX-UHFFFAOYSA-N,QEJZMMQJUXSSHX
1829,1.0,O=C(Nc1ccc(CCN2CCc3ccccc3C2)cc1)c1ccc([N+](=O)[O-])cc1,GYKIUADIZSYZGZ-UHFFFAOYSA-N,GYKIUADIZSYZGZ
1830,1.0,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccc([N+](=O)[O-])cc3)cc1)CC2,JMEQSJIJVWFGMT-UHFFFAOYSA-N,JMEQSJIJVWFGMT
1831,0.0,O=C(Nc1ccc(CCN2CCc3ccccc3C2)cc1)c1ccccc1[N+](=O)[O-],SGQWLVLTMUGAHO-UHFFFAOYSA-N,SGQWLVLTMUGAHO
1832,1.0,COc1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1OC,WKEBQZAUNGERGA-UHFFFAOYSA-N,WKEBQZAUNGERGA
1833,1.0,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccccc3NC(=O)c3ccc(C)cc3)cc1)CC2,YKXTXQJFMGBJLD-UHFFFAOYSA-N,YKXTXQJFMGBJLD
1834,1.0,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccccc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,TZASTBIDWCFCGN-UHFFFAOYSA-N,TZASTBIDWCFCGN
1835,1.0,CC1=CC2c3c(O)c4c(c(O)c3OC(C)(C)C2CC1)C1CC(C)CCC1C(C)(C)O4,QSUUOVWCWNOKJD-UHFFFAOYSA-N,QSUUOVWCWNOKJD
1836,1.0,COc1ccc2c(c1)OCC1=C2c2c(O)c(O)c3c(c2OC1(C)C)OC(C)(C)C1COc2cc(OC)ccc2C31,BPUNLWXZFFMTJH-UHFFFAOYSA-N,BPUNLWXZFFMTJH
1837,1.0,COc1ccc2c(c1)CO[C@@H]1C2=c2c(O)c3c(c(O)c2OC1(C)C)=C1c2ccc(OC)cc2OCC1C(C)(C)O3,GQRXZZDJCGEMCJ-DPEBFZNWSA-N,GQRXZZDJCGEMCJ
1838,1.0,CC1(C)Oc2c(O)c3c(c(O)c2=C2c4cc(Br)cc(Br)c4OCC21)OC(C)(C)[C@@H]1OCc2c(Br)cc(Br)cc2C=31,YZDBBSXWQDBKQO-GMTYSHBUSA-N,YZDBBSXWQDBKQO
1839,1.0,COc1cccc(CCc2ccccc2OCCN2CCN(c3cccc(Cl)c3)CC2)c1,WJOBMOSDDUOLKK-UHFFFAOYSA-N,WJOBMOSDDUOLKK
1840,0.0,COc1cccc(CCc2ccccc2OCCN2CCN(c3cccc(C(F)(F)F)c3)CC2)c1,PXVPRODQEGDLBS-UHFFFAOYSA-N,PXVPRODQEGDLBS
1841,1.0,COc1cccc(CCc2ccccc2OCCCN2CCN(c3cccc(C(F)(F)F)c3)CC2)c1,ZYTBQQBJAVGRKU-UHFFFAOYSA-N,ZYTBQQBJAVGRKU
1842,1.0,COc1cccc(CCc2ccccc2OCCCCN2CCN(c3cccc(C(F)(F)F)c3)CC2)c1,JGSPPIYFQDHZNR-UHFFFAOYSA-N,JGSPPIYFQDHZNR
1843,0.0,COc1cccc(CCc2ccccc2OCCN2CCN(c3ccccc3OC)CC2)c1,XSDFRRJDAYISQR-UHFFFAOYSA-N,XSDFRRJDAYISQR
1844,1.0,COc1cccc(CCc2ccccc2OCCCCN2CCN(c3ccccc3OC)CC2)c1,HPZUBMVVAGACEL-UHFFFAOYSA-N,HPZUBMVVAGACEL
1845,0.0,COc1cccc(CCc2ccccc2OCCN2CCN(c3ccc(F)cc3)CC2)c1,SDSWHYXPIOTKDV-UHFFFAOYSA-N,SDSWHYXPIOTKDV
1846,1.0,COc1cccc(CCc2ccccc2OCCCN2CCN(c3ccc(F)cc3)CC2)c1,PGVXQVRAFUTSIL-UHFFFAOYSA-N,PGVXQVRAFUTSIL
1847,1.0,COc1cccc(CCc2ccccc2OCCCCN2CCN(c3ccc(F)cc3)CC2)c1,DTCOBDNXWXNEKW-UHFFFAOYSA-N,DTCOBDNXWXNEKW
1848,1.0,COc1cccc(CCc2ccccc2OCCCN2CCN(C)CC2)c1,QKYNUPXNXUUVHU-UHFFFAOYSA-N,QKYNUPXNXUUVHU
1849,1.0,COc1cccc(CCc2ccccc2OCCCCCN2CCN(C)CC2)c1,LLXLPZBGURLCLX-UHFFFAOYSA-N,LLXLPZBGURLCLX
1850,0.0,COc1cccc(CCc2ccccc2OCCN2CCc3ccccc3C2)c1,WUPKYOOSVMVCQT-UHFFFAOYSA-N,WUPKYOOSVMVCQT
1851,1.0,COc1cccc(CCc2ccccc2OCCN2CCc3cc(OC)c(OC)cc3C2)c1,FOYIKIOMXHXEQA-UHFFFAOYSA-N,FOYIKIOMXHXEQA
1852,1.0,COc1cccc(CCc2ccccc2OCCCN2CCc3cc(OC)c(OC)cc3C2)c1,BKBFXPYTVYLRLP-UHFFFAOYSA-N,BKBFXPYTVYLRLP
1853,1.0,COc1cccc(CCc2ccccc2OCCCCCN2CCc3cc(OC)c(OC)cc3C2)c1,UZHJKQAEGCHEJR-UHFFFAOYSA-N,UZHJKQAEGCHEJR
1854,1.0,C[N+](C)=c1ccc2c(-c3ccccc3)c3cc4c5c(c3sc-2c1)CCCN5CCC4,SZLAHMQFHATYMF-UHFFFAOYSA-N,SZLAHMQFHATYMF
1855,0.0,C[N+](C)=c1ccc2c(-c3ccc(C(=S)N4CCOCC4)s3)c3cc4c5c(c3sc-2c1)CCCN5CCC4,PICHAYLYSDQBGI-UHFFFAOYSA-N,PICHAYLYSDQBGI
1856,1.0,O[C@@H](COc1cccc2ncccc12)CN1CCN([C@@H]2c3ccccc3[C@@H]3[C@H](c4ccccc42)C3(Cl)Cl)CC1,ISHQZWGKIWGKBX-DBEBIPAYSA-N,ISHQZWGKIWGKBX
1857,0.0,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(=O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(O)oc3c2C)OC1(C)C,DYYIUCVAQGRACE-KGSXXDOSSA-N,DYYIUCVAQGRACE
1858,0.0,CCOC(=O)c1c(NC(=S)Nc2ccc(C(=O)O)cc2)sc2c1CCCC2,WQZZALMJKSNTBT-UHFFFAOYSA-N,WQZZALMJKSNTBT
1859,1.0,COC(=O)c1ccc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1cccnc1,PLGXAYFAOKJBKP-UHFFFAOYSA-N,PLGXAYFAOKJBKP
1860,1.0,COC(=O)c1ccc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1cnc(C)cn1,MMLZVVUSFLUJIM-UHFFFAOYSA-N,MMLZVVUSFLUJIM
1861,1.0,COC(=O)c1ccc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1ccc2ncccc2c1,WDTJXSRPRRUIIV-UHFFFAOYSA-N,WDTJXSRPRRUIIV
1862,1.0,COC(=O)c1ccc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1cnc2ccccc2n1,PFSYTCDBLGSLFB-UHFFFAOYSA-N,PFSYTCDBLGSLFB
1863,1.0,COC(=O)c1ccc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1ccc2ccccc2n1,FCDNRJDHYPWDHC-UHFFFAOYSA-N,FCDNRJDHYPWDHC
1864,1.0,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccc4ccccc4n3)cc1)CC2,SVOYOGJLJFYPQH-UHFFFAOYSA-N,SVOYOGJLJFYPQH
1865,1.0,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccc4c(c3)OCO4)cc1)CC2,QNSFKMNBRGMLDG-UHFFFAOYSA-N,QNSFKMNBRGMLDG
1866,1.0,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)/C=C/c3ccccc3)cc1)CC2,KMEUCDRCYYFJRQ-JLHYYAGUSA-N,KMEUCDRCYYFJRQ
1867,1.0,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)/C=C/c3ccccc3[N+](=O)[O-])cc1)CC2,VFBAMLGLZJGKAV-FMIVXFBMSA-N,VFBAMLGLZJGKAV
1868,1.0,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)/C=C/c3ccc(Cl)cc3)cc1)CC2,HPERWTYTDIGYGD-KPKJPENVSA-N,HPERWTYTDIGYGD
1869,1.0,COc1cc(/C=C/C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)c([N+](=O)[O-])cc1OC,HJSBLJRBBRYJDI-JXMROGBWSA-N,HJSBLJRBBRYJDI
1870,1.0,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)COc3ccccc3)cc1)CC2,GBYDFXOHYQLWKK-UHFFFAOYSA-N,GBYDFXOHYQLWKK
