,status_influx,papyrus_SMILES,papyrus_inchi_key,inchi_connectivity
541,1.0,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,JFIOVJDNOJYLKP-UHFFFAOYSA-N,JFIOVJDNOJYLKP
542,1.0,COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@@H]3N(C)CC2)CC[N+]1(C)C,JFJZZMVDLULRGK-URLMMPGGSA-O,JFJZZMVDLULRGK
543,1.0,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(Cn1cc(CCc2ccccc2)nn1)NC(=O)C(CO)NC(=O)CN)C(N)=O,HCIUBYMUNUSUNO-UHFFFAOYSA-N,HCIUBYMUNUSUNO
544,1.0,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(Cn1cc(Cc2ccccc2)nn1)NC(=O)C(CO)NC(=O)CN)C(N)=O,DLHLAUJNPITBMI-UHFFFAOYSA-N,DLHLAUJNPITBMI
545,1.0,NC(Cc1ccc(O)c(Cc2ccccc2)c1)C(=O)O,FULCCCZBEUTMED-UHFFFAOYSA-N,FULCCCZBEUTMED
546,0.0,COC(=O)c1cc(C)cc(CC(N)C(=O)O)c1,NFNNFFRHXLDFNV-UHFFFAOYSA-N,NFNNFFRHXLDFNV
547,1.0,NC(Cc1cccc(Cc2ccccc2)c1)C(=O)O,WDAJRFDYHJVFMA-UHFFFAOYSA-N,WDAJRFDYHJVFMA
548,1.0,NC(Cc1cccc(-c2ccccc2)c1)C(=O)O,XXPHIHDDXCFWMS-UHFFFAOYSA-N,XXPHIHDDXCFWMS
549,0.0,CNC(=O)c1cccc(CC(N)C(=O)O)c1,MOUPFWHCJUMJAN-UHFFFAOYSA-N,MOUPFWHCJUMJAN
550,0.0,CC(=O)c1cccc(CC(N)C(=O)O)c1,IBCKYXVMEMSMQM-UHFFFAOYSA-N,IBCKYXVMEMSMQM
551,0.0,COC(=O)c1cccc(CC(N)C(=O)O)c1,DCMBHDKEVFGGFS-UHFFFAOYSA-N,DCMBHDKEVFGGFS
552,0.0,COC(=O)Cc1cccc(CC(N)C(=O)O)c1,UUYOJJYHZFAUQI-UHFFFAOYSA-N,UUYOJJYHZFAUQI
553,0.0,CC(C)(C)OC(=O)c1cccc(CC(N)C(=O)O)c1,ZFAGSQFMGXPASJ-UHFFFAOYSA-N,ZFAGSQFMGXPASJ
554,0.0,NC(Cc1cccc(C(=O)OCCO)c1)C(=O)O,XKUGEYZFKRHITK-UHFFFAOYSA-N,XKUGEYZFKRHITK
555,0.0,NC(Cc1ccc(OC(=O)NCCc2ccc(O)c(O)c2)cc1)C(=O)O,RKRDSKYZMBDOCT-UHFFFAOYSA-N,RKRDSKYZMBDOCT
556,0.0,NC(Cc1cccc(C(=O)NCCc2ccc(O)c(O)c2)c1)C(=O)O,SBINIUGKIMWCGA-UHFFFAOYSA-N,SBINIUGKIMWCGA
557,0.0,CCS(=O)(=O)c1ccc2oc(-c3ccc4c(c3)C=C[C@H](O)[C@H]4O)nc2c1,NYOSMIIPIQXLMM-WMZOPIPTSA-N,NYOSMIIPIQXLMM
558,1.0,FC(F)(F)Oc1ccc(/N=c2\ssnc2Cl)nc1,VHNMNFSCLSUTHD-AUWJEWJLSA-N,VHNMNFSCLSUTHD
559,1.0,Nc1cc(COc2c(Cl)cc(CC(N)C(=O)O)cc2Cl)c2oc(-c3ccccc3)nc2c1,XNRZJPQTMQZBCE-UHFFFAOYSA-N,XNRZJPQTMQZBCE
560,0.0,CNC(=O)COc1ccc(-c2c(C#N)c(NC(=O)c3cccc(CC(N)C(=O)O)c3)n3c(nc4ccccc43)c2C#N)cc1,MLNOOVGSMCJSCE-UHFFFAOYSA-N,MLNOOVGSMCJSCE
561,0.0,CC1(C)CC[C@]2(C(=O)NCC(F)(F)F)CC[C@]3(C)C(C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,UBRASLQCAYTTEB-FUARBKCBSA-N,UBRASLQCAYTTEB
562,0.0,CC1(C)CC[C@]2(C(=O)n3ccnc3)CC[C@]3(C)C(C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,ITFBYYCNYVFPKD-UVPXPBJQSA-N,ITFBYYCNYVFPKD
563,0.0,COC(=O)[C@]12CCC(C)(C)C[C@H]1C1C(=O)C=C3[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,WPTTVJLTNAWYAO-FUARBKCBSA-N,WPTTVJLTNAWYAO
564,1.0,CC(C)CCN1CCN([C@@H](CNCc2ccccc2)CC2CCCCC2)C[C@@H]1CC(C)C,GCNDGNXMQOEIIO-WDYNHAJCSA-N,GCNDGNXMQOEIIO
565,1.0,COC(=O)NC(C)C(=O)N1CCC(CCc2c(N)nc(C)nc2Cl)CC1,CTAGBUIPLIEQID-UHFFFAOYSA-N,CTAGBUIPLIEQID
566,1.0,Cc1nc(N)c(CCC2CCN(C(=O)C(C)NC(=O)c3cnc(C)s3)CC2)c(Cl)n1,KLRWUOFULIPURB-UHFFFAOYSA-N,KLRWUOFULIPURB
567,1.0,Cc1n[nH]cc1C(=O)NC(C)C(=O)N1CCC(CCc2c(C)nc(Cl)nc2N)CC1,XMPTZLSWBARYOE-UHFFFAOYSA-N,XMPTZLSWBARYOE
568,1.0,Cc1nc(C(F)(F)F)nc(N)c1CCC1CCN(C(=O)C(C)NC(=O)c2ccnn2C)CC1,FJLGBNQKFIHNGX-UHFFFAOYSA-N,FJLGBNQKFIHNGX
569,1.0,CC(NC(=O)c1ccn(C)n1)C(=O)N1CCC(CCc2c(N)nc(N)nc2Cl)CC1,DDNFORUESGOAET-UHFFFAOYSA-N,DDNFORUESGOAET
570,1.0,CC(NC(=O)C1CC1)C(=O)N1CCC(CCc2c(N)nc(N)nc2Cl)CC1,OHEQORXVQPCHAQ-UHFFFAOYSA-N,OHEQORXVQPCHAQ
571,1.0,C[C@@H](O)C(NC(=O)C1CCCN1C(=O)C(CO)NC(=O)C(Cc1cccc2ccccc12)NC(=O)C(CN)NC(=O)C(CO)NC(=O)CN)C(N)=O,OXOPLJKMWZGJTQ-PNAPECLXSA-N,OXOPLJKMWZGJTQ
572,1.0,CC1(C)C(=O)C(C#N)=C[C@]2(C)[C@H]3CC[C@]4(C)CCC[C@H]4[C@@H]3CC[C@@H]12,XZVXQIBHMFEQPK-KIHPVRBWSA-N,XZVXQIBHMFEQPK
573,1.0,CCNC(=O)[C@]12CCC(C)(C)C[C@H]1C1C(=O)C=C3[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,RZRQJICXYQPEQJ-JMFLSPGUSA-N,RZRQJICXYQPEQJ
574,1.0,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(Cn1cc(CCCc2ccccc2)nn1)NC(=O)C(CO)NC(=O)CN)C(N)=O,VIVIFJSCGWLIIQ-UHFFFAOYSA-N,VIVIFJSCGWLIIQ
575,1.0,Cc1nc(C(F)(F)F)ccc1COc1cc(Cl)c2cc(CC(=O)O)sc2c1Cl,RWBDAOBCFDZDSF-UHFFFAOYSA-N,RWBDAOBCFDZDSF
576,1.0,O=C(O)c1ccc2oc(SCc3ccc(Cl)cc3Cl)nc2c1,XJWRLMFEUPVROI-UHFFFAOYSA-N,XJWRLMFEUPVROI
577,1.0,Cc1nc2ncnn2c(N)c1Cc1ccc(Br)c(OC(F)F)n1,AZHBLVQIWNQJLF-UHFFFAOYSA-N,AZHBLVQIWNQJLF
578,1.0,Cc1nc2nonc2c(N)c1CN1CCC(OC(F)(F)F)CC1,WGCQGXYLXMBLPP-UHFFFAOYSA-N,WGCQGXYLXMBLPP
579,1.0,Cc1nc2nonc2c(N)c1Cn1ccc(-c2cccc(C(F)(F)F)n2)n1,PEMOKRBTCSJWJN-UHFFFAOYSA-N,PEMOKRBTCSJWJN
580,1.0,COc1cc(C(F)(F)F)ccc1Cc1c(C)nc2nonc2c1N,QZAGZJOGIKVNCE-UHFFFAOYSA-N,QZAGZJOGIKVNCE
581,1.0,Cc1nc2nonc2c(N)c1Cc1ccc(C#N)c(NC2CC2)n1,FFSUJBAEJTXBRA-UHFFFAOYSA-N,FFSUJBAEJTXBRA
582,0.0,C[C@@]12CCC[C@H]1[C@@H]1CC[C@H]3CC(=O)C(Br)=C[C@]3(C)[C@H]1CC2,FBRNKWMVKROLNN-VRBUCKFRSA-N,FBRNKWMVKROLNN
583,1.0,C[C@@]12CCC[C@H]1[C@@H]1CC[C@H]3CC(=O)C(C#N)=C[C@]3(C)[C@H]1CC2,IWDCXOKCJYHVAW-BGZMIMFDSA-N,IWDCXOKCJYHVAW
584,1.0,Cc1[nH]cnc1CSCCNc1ncccn1,MNGRAPYYTJTLKV-UHFFFAOYSA-N,MNGRAPYYTJTLKV
585,0.0,CNC(=O)COc1ccc(C2=C(C#N)C(=NC(=O)c3cccc(CC(N)C(=O)O)c3)N3C4C=CC=CC4=NC3C2C#N)cc1,FMDSXLFDERBOEZ-UHFFFAOYSA-N,FMDSXLFDERBOEZ
586,1.0,C[C@](N)(Cc1ccc(O)c(F)c1)C(=O)O,STUMEFJLAPRRME-JTQLQIEISA-N,STUMEFJLAPRRME
587,1.0,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,SGUAFYQXFOLMHL-UHFFFAOYSA-N,SGUAFYQXFOLMHL
588,1.0,C=C[C@H]1C[N@+]2(C)CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,SJTSZVLGFLZBFK-UIHPHKDJSA-N,SJTSZVLGFLZBFK
589,1.0,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O,LPMXVESGRSUGHW-HBYQJFLCSA-N,LPMXVESGRSUGHW
590,1.0,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,XUKUURHRXDUEBC-KAYWLYCHSA-N,XUKUURHRXDUEBC
591,1.0,NC(Cc1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,HZCBWYNLGPIQRK-UHFFFAOYSA-N,HZCBWYNLGPIQRK
592,1.0,C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O,JKKFKPJIXZFSSB-CBZIJGRNSA-N,JKKFKPJIXZFSSB
593,1.0,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,FBOZXECLQNJBKD-UHFFFAOYSA-N,FBOZXECLQNJBKD
594,1.0,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,LSHVYAFMTMFKBA-TZIWHRDSSA-N,LSHVYAFMTMFKBA
595,1.0,COC(=O)c1ccccc1-c1c2ccc(N)cc2[o+]c2cc(N)ccc12,ZWODABSNRKVFCK-UHFFFAOYSA-N,ZWODABSNRKVFCK
596,1.0,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,RFDAIACWWDREDC-FRVQLJSFSA-N,RFDAIACWWDREDC
597,1.0,COc1cccc(OC)c1-c1ccc(CC(C(=O)O)N(C=O)c2c(Cl)cccc2Cl)cc1,SNRRKTQMVCADSZ-UHFFFAOYSA-N,SNRRKTQMVCADSZ
598,1.0,C[C@]12CC[C@H](OS(=O)(=O)O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,CZWCKYRVOZZJNM-USOAJAOKSA-N,CZWCKYRVOZZJNM
599,1.0,CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1,MXFWWQICDIZSOA-UHFFFAOYSA-N,MXFWWQICDIZSOA
600,1.0,CC(NC(=O)C(N)Cc1ccc(O)cc1)C(=O)NC(Cc1ccccc1)C(=O)NC(CCC(=O)O)C(=O)NC(C(=O)NC(C(=O)NCC(N)=O)C(C)C)C(C)C,NUNBRHVOPFWRRG-UHFFFAOYSA-N,NUNBRHVOPFWRRG
601,1.0,CCCCCCCC(=O)CC[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O,TVHAZVBUYQMHBC-SNHXEXRGSA-N,TVHAZVBUYQMHBC
602,1.0,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,AIJTTZAVMXIJGM-UHFFFAOYSA-N,AIJTTZAVMXIJGM
603,1.0,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,JOATXPAWOHTVSZ-UHFFFAOYSA-N,JOATXPAWOHTVSZ
604,1.0,O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,VGYFMXBACGZSIL-MCBHFWOFSA-N,VGYFMXBACGZSIL
605,1.0,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,IDYZIJYBMGIQMJ-UHFFFAOYSA-N,IDYZIJYBMGIQMJ
606,1.0,NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,AUYYCJSJGJYCDS-UHFFFAOYSA-N,AUYYCJSJGJYCDS
607,1.0,O=C1OC(c2ccc(O)c(S(=O)(=O)O)c2)(c2ccc(O)c(S(=O)(=O)O)c2)c2c(Br)c(Br)c(Br)c(Br)c21,OHTXTCNTQJFRIG-UHFFFAOYSA-N,OHTXTCNTQJFRIG
608,1.0,CC(C)(C)NC(=O)C1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1,QWAXKHKRTORLEM-PVCXOJBVSA-N,QWAXKHKRTORLEM
609,1.0,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,RWTNPBWLLIMQHL-UHFFFAOYSA-N,RWTNPBWLLIMQHL
610,1.0,C[C@@H]1Cc2c(Cl)cc(C(=O)NC(Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,RWQKHEORZBHNRI-INHVJJQHSA-N,RWQKHEORZBHNRI
611,1.0,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,MYSWGUAQZAJSOK-UHFFFAOYSA-N,MYSWGUAQZAJSOK
612,1.0,NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,XUIIKFGFIJCVMT-UHFFFAOYSA-N,XUIIKFGFIJCVMT
613,1.0,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,JCKYGMPEJWAADB-UHFFFAOYSA-N,JCKYGMPEJWAADB
614,1.0,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,CJBJHOAVZSMMDJ-HEXNFIEUSA-N,CJBJHOAVZSMMDJ
615,1.0,CCCCN(CCCC)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)C(C(=O)O)[C@@H]1c1ccc(OC)cc1,MOTJMGVDPWRKOC-CUWFNYONSA-N,MOTJMGVDPWRKOC
616,1.0,CC(C)CC1NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(CC(=O)O)NC(=O)C(Cc2c[nH]c3ccccc23)NC1=O,VYCMAAOURFJIHD-UHFFFAOYSA-N,VYCMAAOURFJIHD
617,1.0,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O[C@@H]1OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,MTKNDAQYHASLID-MZCZEQTOSA-N,MTKNDAQYHASLID
618,1.0,CCCCC[C@H](O)/C=C/[C@@H]1C(C/C=C\CCCC(=O)O)C(=O)C[C@H]1O,XEYBRNLFEZDVAW-CASDQVHDSA-N,XEYBRNLFEZDVAW
619,1.0,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,GOEMGAFJFRBGGG-UHFFFAOYSA-N,GOEMGAFJFRBGGG
620,1.0,CC(C)=c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1=CC[C@@H](O)C[C@@H](O)CC(=O)O,DRLXVNRHGMULCY-IAGOWNOFSA-N,DRLXVNRHGMULCY
621,1.0,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,XUBOMFCQGDBHNK-UHFFFAOYSA-N,XUBOMFCQGDBHNK
622,1.0,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,WMBWREPUVVBILR-WIYYLYMNSA-N,WMBWREPUVVBILR
623,1.0,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,ZBMZVLHSJCTVON-UHFFFAOYSA-N,ZBMZVLHSJCTVON
624,1.0,C[C@@H](O)C1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(SC3CN(C4=NCCS4)C3)[C@H](C)[C@H]12,SNUDIPVBUUXCDG-MYIUUGPWSA-N,SNUDIPVBUUXCDG
625,1.0,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1,YXRDKMPIGHSVRX-OOJCLDBCSA-N,YXRDKMPIGHSVRX
626,1.0,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,WBWWGRHZICKQGZ-HZAMXZRMSA-N,WBWWGRHZICKQGZ
627,1.0,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,ZEKZLJVOYLTDKK-UHFFFAOYSA-N,ZEKZLJVOYLTDKK
628,1.0,CC1(C)SSC(C)(C)C(NC(=O)C(N)Cc2ccc(O)cc2)C(=O)NCC(=O)NC(Cc2ccccc2)C(=O)NC1C(=O)O,MCMMCRYPQBNCPH-UHFFFAOYSA-N,MCMMCRYPQBNCPH
629,0.0,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,MLDQJTXFUGDVEO-UHFFFAOYSA-N,MLDQJTXFUGDVEO
630,0.0,CCC(C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,TUZYXOIXSAXUGO-RXYRLICESA-N,TUZYXOIXSAXUGO
631,0.0,CCCCC/C=C\C/C=C\C=C\C=C\[C@@H](SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)[C@@H](O)CCCC(=O)O,GWNVDXQDILPJIG-SWOVEEFNSA-N,GWNVDXQDILPJIG
632,0.0,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,DDLIGBOFAVUZHB-UHFFFAOYSA-N,DDLIGBOFAVUZHB
633,0.0,CCCC[N+](C)(CCCC)CCCC,HJHUXWBTVVFLQI-UHFFFAOYSA-N,HJHUXWBTVVFLQI
634,0.0,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C=O)C(C(=O)CO)CC[C@@H]12,PQSUYGKTWSAVDQ-LNXQYSHSSA-N,PQSUYGKTWSAVDQ
635,0.0,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,JYGXADMDTFJGBT-VWUMJDOOSA-N,JYGXADMDTFJGBT
636,0.0,CCCCCCCC(=O)CC[C@@H]1[C@@H](C/C=C\CCCC(=O)OC(C)C)[C@@H](O)C[C@H]1O,XXUPXHKCPIKWLR-JHUOEJJVSA-N,XXUPXHKCPIKWLR
637,0.0,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CCCC1C(=O)O,GBXSMTUPTTWBMN-UHFFFAOYSA-N,GBXSMTUPTTWBMN
638,0.0,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,LTMHDMANZUZIPE-PUGKRICDSA-N,LTMHDMANZUZIPE
