,status_influx,papyrus_SMILES,papyrus_inchi_key,inchi_connectivity
0,1.0,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,OGJPXUAPXNRGGI-UHFFFAOYSA-N,OGJPXUAPXNRGGI
1,1.0,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,VWPOSFSPZNDTMJ-UHFFFAOYSA-N,VWPOSFSPZNDTMJ
2,1.0,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,BHQCQFFYRZLCQQ-OELDTZBJSA-N,BHQCQFFYRZLCQQ
3,0.0,NCCc1ccc(Oc2ccc(O)cc2)c(I)c1,XIINYOJWNGOUPF-UHFFFAOYSA-N,XIINYOJWNGOUPF
4,0.0,COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2,HPNSFSBZBAHARI-UHFFFAOYSA-N,HPNSFSBZBAHARI
5,0.0,COc1c(C)c2c(c(OC3OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c1CC=C(C)CCC(=O)O)C(=O)OC2,BYFGTSAYQQIUCN-URYOTEEKSA-N,BYFGTSAYQQIUCN
6,0.0,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,SNGREZUHAYWORS-UHFFFAOYSA-N,SNGREZUHAYWORS
7,0.0,NC(CCC(=O)NC(CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)NCC(=O)O)C(=O)O,FXEUKVKGTKDDIQ-UHFFFAOYSA-N,FXEUKVKGTKDDIQ
8,0.0,CCOc1ccc(CC(CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O)cc1,AQOXEJNYXXLRQQ-UHFFFAOYSA-N,AQOXEJNYXXLRQQ
9,1.0,CC(C)n1c(C=C[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,FJLGEFLZQAZZCD-OALUTQOASA-N,FJLGEFLZQAZZCD
10,1.0,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,GJPICJJJRGTNOD-UHFFFAOYSA-N,GJPICJJJRGTNOD
11,1.0,Cc1ccccc1C(=O)N1CCC(=NOS(=O)(=O)O)c2ccc(Cl)cc21,QQCSUWGQBREWRO-UHFFFAOYSA-N,QQCSUWGQBREWRO
12,1.0,Brc1ccc(Oc2ccc(Br)cc2Br)c(Br)c1,XYBSIYMGXVUVGY-UHFFFAOYSA-N,XYBSIYMGXVUVGY
13,1.0,Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)cc1Br,RZXIRSKYBISPGF-UHFFFAOYSA-N,RZXIRSKYBISPGF
14,1.0,O=C(O)c1ccc(NC(=O)C(CC2CCCC2)n2cnc(C(F)(F)F)c2)nc1,GKMLFBRLRVQVJO-UHFFFAOYSA-N,GKMLFBRLRVQVJO
15,1.0,COCc1c(-c2ccc(F)cc2)c(=CC[C@@H](O)C[C@@H](O)CC(=O)O)c(C(C)C)nc1=C(C)C,CDHNVTRRQNLWKA-WOJBJXKFSA-N,CDHNVTRRQNLWKA
16,1.0,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,UCHDWCPVSPXUMX-JGCGQSQUSA-N,UCHDWCPVSPXUMX
17,1.0,Cc1ccc(-n2[nH]c(C)c(N=Nc3cccc(-c4cccc(C(=O)O)c4)c3O)c2=O)cc1C,SVOQIEJWJCQGDQ-UHFFFAOYSA-N,SVOQIEJWJCQGDQ
18,1.0,O=C(O)C[C@H](O)C[C@H](O)CCn1c(-c2ccc(F)cc2)nc(C(=O)NCc2cccc(F)c2)c1C1CC1,MTCOKKTVNVFMCS-FGZHOGPDSA-N,MTCOKKTVNVFMCS
19,1.0,O=C(O)C1O[C@@H](Oc2ccc([C@@H]3C(CC[C@H](O)c4ccc(F)cc4)C(=O)N3c3ccc(F)cc3)cc2)[C@H](O)[C@@H](O)[C@@H]1O,UOFYCFMTERCNEW-SGSUOIHRSA-N,UOFYCFMTERCNEW
20,1.0,CC#CCC(C)[C@H](O)C=C[C@@H]1[C@H]2CC(=CCCCC(=O)O)C[C@H]2C[C@H]1O,HIFJCPQKFCZDDL-XZCJVGAVSA-N,HIFJCPQKFCZDDL
21,1.0,CCCCC[C@H](O)C=C[C@H]1OC(O)C[C@H](O)[C@@H]1CC=CCCCC(=O)O,XNRNNGPBEPRNAR-YLQJXANPSA-N,XNRNNGPBEPRNAR
22,0.0,Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2C=O,VVIAGPKUTFNRDU-UEWDXFNNSA-N,VVIAGPKUTFNRDU
23,0.0,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,GNBHRKFJIUUOQI-UHFFFAOYSA-N,GNBHRKFJIUUOQI
24,0.0,Cc1c(C)c2c(c(C)c1OS(=O)(=O)O)CCC(C)(COc1ccc(Cc3sc(=O)[nH]c3O)cc1)O2,NLJKZNWTIBFEPA-UHFFFAOYSA-N,NLJKZNWTIBFEPA
25,0.0,CC(C)(C)COc1ccc(-n2cc(C(=O)O)cn2)cc1C#N,AETHRPHBGJAIBT-UHFFFAOYSA-N,AETHRPHBGJAIBT
26,0.0,C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC1OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,VRMSCBRLZUCJBX-DIQQBHKDSA-N,VRMSCBRLZUCJBX
27,0.0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,HEFNNWSXXWATRW-UHFFFAOYSA-N,HEFNNWSXXWATRW
28,0.0,CC(C)OC(=O)CCCC=CC[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,GGXICVAJURFBLW-VCDBXAJLSA-N,GGXICVAJURFBLW
29,0.0,C[C@H](CC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,QYYDXDSPYPOWRO-JHMCBHKWSA-N,QYYDXDSPYPOWRO
30,0.0,CC(O)CC1NC(=O)C2Cc3c([nH]c4ccccc34)SCC(NC(=O)C(C(C)O)NC(=O)C(C)NC1=O)C(=O)N1CC(O)CC1C(=O)NC(C)C(=O)N2,QFBWBPWXLYXNHF-UHFFFAOYSA-N,QFBWBPWXLYXNHF
31,0.0,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,JLRGJRBPOGGCBT-UHFFFAOYSA-N,JLRGJRBPOGGCBT
32,1.0,Nc1nc(=O)c2ncn(COC(CO)CO)c2[nH]1,IRSCQMHQWWYFCW-UHFFFAOYSA-N,IRSCQMHQWWYFCW
33,1.0,CN=C(NC#N)NCCSCc1[nH]cnc1C,AQIXAKUUQRKLND-UHFFFAOYSA-N,AQIXAKUUQRKLND
34,1.0,c1ccc(C2(N3CCCCC3)CCCCC2)cc1,JTJMJGYZQZDUJJ-UHFFFAOYSA-N,JTJMJGYZQZDUJJ
35,1.0,CN(C)CC1CCCCC1(O)c1cccc(O)c1,UWJUQVWARXYRCG-UHFFFAOYSA-N,UWJUQVWARXYRCG
36,1.0,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,YBHILYKTIRIUTE-UHFFFAOYSA-N,YBHILYKTIRIUTE
37,1.0,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,PTOAARAWEBMLNO-KVQBGUIXSA-N,PTOAARAWEBMLNO
38,1.0,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,KQKPFRSPSRPDEB-UHFFFAOYSA-N,KQKPFRSPSRPDEB
39,1.0,CN=C(C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,XPZQPVYGEOEOKS-UHFFFAOYSA-N,XPZQPVYGEOEOKS
40,1.0,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,XWTYSIMOBUGWOL-UHFFFAOYSA-N,XWTYSIMOBUGWOL
41,1.0,CC(C)NC[C@H](O)COc1ccc(CC(N)=O)cc1,METKIMKYRPQLGS-LBPRGKRZSA-N,METKIMKYRPQLGS
42,1.0,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,LSLYOANBFKQKPT-UHFFFAOYSA-N,LSLYOANBFKQKPT
43,1.0,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,JQSHBVHOMNKWFT-DTORHVGOSA-N,JQSHBVHOMNKWFT
44,1.0,CC(C)[N+]1(C)[C@@H]2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2,OEXHQOGQTVQTAT-IPHBXJNRSA-N,OEXHQOGQTVQTAT
45,1.0,C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,HOOSGZJRQIVJSZ-UHFFFAOYSA-N,HOOSGZJRQIVJSZ
46,1.0,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,BPZSYCZIITTYBL-UHFFFAOYSA-N,BPZSYCZIITTYBL
47,1.0,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,ANGKOCUUWGHLCE-UHFFFAOYSA-N,ANGKOCUUWGHLCE
48,1.0,CC[C@H](NC(C)C)[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,FKNXQNWAXFXVNW-BLLLJJGKSA-N,FKNXQNWAXFXVNW
49,1.0,CC(O)(CNC1CC1)COc1ccccc1-c1cc(C(N)=O)c(NC(N)=O)s1,KTPBZNRBJZFXCY-UHFFFAOYSA-N,KTPBZNRBJZFXCY
50,1.0,CNc1nccc(-c2cc3cc(C(=O)NC(CN(c4ccccc4)c4ccccn4)C(=O)O)ccc3[nH]2)n1,ICBAJJBPHLBVEN-UHFFFAOYSA-N,ICBAJJBPHLBVEN
51,1.0,NC(=O)Nc1cc(-c2ccccc2O)sc1C(N)=O,HLYYZHSRKHRCFV-UHFFFAOYSA-N,HLYYZHSRKHRCFV
52,1.0,CCOC(=O)Nc1nc(C(N)=O)c(NC(N)=O)s1,NSKHIVFCVLJSFR-UHFFFAOYSA-N,NSKHIVFCVLJSFR
53,1.0,COCCN1CC[C@H](Oc2ccccc2-c2cc(C(N)=O)c(NC(N)=O)s2)C1,BRNZAKQKEABRDF-LBPRGKRZSA-N,BRNZAKQKEABRDF
54,1.0,NC(=O)Nc1sc(-c2ccccc2O[C@@H]2CN[C@H](CF)C2)cc1C(N)=O,WGFAAHIWNLBDFX-UWVGGRQHSA-N,WGFAAHIWNLBDFX
55,1.0,COC[C@@H]1C[C@H](Oc2ccccc2-c2cc(C(N)=O)c(NC(N)=O)s2)CN1,GHNNMGCIUWTMQU-QWRGUYRKSA-N,GHNNMGCIUWTMQU
56,1.0,NC(=O)Nc1sc(-c2cc(F)cc(Br)c2O[C@H]2CCNC2)cc1C(N)=O,IUFDYLQRGBLZKH-QMMMGPOBSA-N,IUFDYLQRGBLZKH
57,1.0,NC(=O)COc1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)c(OCc2ccccc2)c1,JELBPJNCMYNJHN-UHFFFAOYSA-N,JELBPJNCMYNJHN
58,1.0,CC(C)NC(C)COc1ccccc1-c1cc(C(N)=O)c(NC(N)=O)s1,NVEIXEFXOYEIJY-UHFFFAOYSA-N,NVEIXEFXOYEIJY
59,1.0,CCC(C)NCC(O)COc1ccccc1-c1cc(C(N)=O)c(NC(N)=O)s1,ZGMWEENJNXBREE-UHFFFAOYSA-N,ZGMWEENJNXBREE
60,1.0,C[N+]1(C)CCCC(c2cc(-c3c(O)cccc3OCC3CC3)nc3c2COC(=O)N3)C1,ZUTKEQYLAVSOKY-UHFFFAOYSA-O,ZUTKEQYLAVSOKY
61,1.0,CCS(=O)(=O)c1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)cc1,BLFFDDSISGGHMW-UHFFFAOYSA-N,BLFFDDSISGGHMW
62,1.0,CN1CCC(COc2ccccc2-c2cc(C(N)=O)c(NC(N)=O)s2)C1,BDGMCPUJLSQUEV-UHFFFAOYSA-N,BDGMCPUJLSQUEV
63,1.0,CCOCCNCC(O)COc1ccccc1-c1cc(C(N)=O)c(NC(N)=O)s1,IJEWHIKAYANADC-UHFFFAOYSA-N,IJEWHIKAYANADC
64,1.0,NC(=O)Nc1sc(-c2ccccc2O[C@@H]2CN[C@H](CO)C2)cc1C(N)=O,ZJADKQFETPWPJU-UWVGGRQHSA-N,ZJADKQFETPWPJU
65,1.0,NC(=O)Nc1sc(-c2ccccc2OCC2CCCNC2)cc1C(N)=O,YFVSBTPKBCLQPR-UHFFFAOYSA-N,YFVSBTPKBCLQPR
66,1.0,NC(=O)Nc1sc(-c2ccccc2OCC(O)CNCCO)cc1C(N)=O,DNZCUJPOBGCHLI-UHFFFAOYSA-N,DNZCUJPOBGCHLI
67,1.0,COC(=O)c1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)c(O)c1,TULMCWRPWQZUGJ-UHFFFAOYSA-N,TULMCWRPWQZUGJ
68,1.0,CS(=O)(=O)N1CC=C(c2cc(C(N)=O)c(NC(N)=O)s2)CC1,JGQVMJADKPCNOA-UHFFFAOYSA-N,JGQVMJADKPCNOA
69,1.0,CCS(=O)(=O)N1CC=C(c2cc(C(N)=O)c(NC(N)=O)s2)CC1,HBGZRQLZCUWVLG-UHFFFAOYSA-N,HBGZRQLZCUWVLG
70,1.0,CCNCC(O)COc1ccccc1-c1cc(C(N)=O)c(NC(N)=O)s1,GFEMAJJSMSCUDR-UHFFFAOYSA-N,GFEMAJJSMSCUDR
71,1.0,CC(Oc1ccccc1-c1cc(C(N)=O)c(NC(N)=O)s1)C(N)=O,PTJYIGOCOSQPKD-UHFFFAOYSA-N,PTJYIGOCOSQPKD
72,1.0,C[C@@H](N)COc1ccccc1-c1cc(C(N)=O)c(NC(N)=O)s1,BGKIHTSJQWYABS-MRVPVSSYSA-N,BGKIHTSJQWYABS
73,1.0,NC(=O)Nc1sc(-c2cc(Cl)ccc2O[C@H]2CCNC2)cc1C(N)=O,WRBFAMCVPVLDOG-VIFPVBQESA-N,WRBFAMCVPVLDOG
74,1.0,CC(C)NC(=O)Nc1nc(C(N)=O)c(NC(N)=O)s1,SOLLNQIOYNOLOU-UHFFFAOYSA-N,SOLLNQIOYNOLOU
75,1.0,NC(=O)c1cnc(N)c2cc(-c3ccccc3OC3CCNC3)sc12,BUVVGOSANOVPPV-UHFFFAOYSA-N,BUVVGOSANOVPPV
76,1.0,CNCCOc1ccccc1-c1cc(C(N)=O)c(NC(N)=O)s1,UOLYRCVSRILPEU-UHFFFAOYSA-N,UOLYRCVSRILPEU
77,1.0,NC(=O)Nc1sc(-c2ccccc2OC[C@@H]2CCNC2)cc1C(N)=O,XVNIKHJHBYVNID-SNVBAGLBSA-N,XVNIKHJHBYVNID
78,1.0,NC(=O)Nc1sc(-c2ccccc2OC2CNC2)cc1C(N)=O,JATLYEOSXJJASN-UHFFFAOYSA-N,JATLYEOSXJJASN
79,1.0,NC(=O)Nc1sc(-c2ccccc2OC2CCCNCC2)cc1C(N)=O,TZGQBWHLUAYDJE-UHFFFAOYSA-N,TZGQBWHLUAYDJE
80,1.0,NC(=O)Nc1sc(-c2ccc(O)cc2O)cc1C(N)=O,RMCNMGIFOIAUNO-UHFFFAOYSA-N,RMCNMGIFOIAUNO
81,1.0,CNCC(O)COc1ccccc1-c1cc(C(N)=O)c(NC(N)=O)s1,JBYXPRIVEXKUOC-UHFFFAOYSA-N,JBYXPRIVEXKUOC
82,1.0,NC(=O)COc1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)cc1,DKJNMJHIRZIJDQ-UHFFFAOYSA-N,DKJNMJHIRZIJDQ
83,1.0,NC(=O)Nc1sc(-c2ccccc2OC2CCNCC2)cc1C(N)=O,BXDIGQDHWUHRAU-UHFFFAOYSA-N,BXDIGQDHWUHRAU
84,1.0,CC(=N)N[C@H](CNC(=O)c1nc(Cl)c(N)nc1N)Cc1ccccc1C,HPFURSBLVUSLGW-LBPRGKRZSA-N,HPFURSBLVUSLGW
85,1.0,NC(=O)Nc1sc(-c2ccccc2OC2CCNC2)nc1C(N)=O,IDQPBWYCQAOXKI-UHFFFAOYSA-N,IDQPBWYCQAOXKI
86,1.0,C[N+]1(C)CCCC(c2cc(-c3c(O)cccc3OCC3CC3)nc(N)c2C#N)C1,ISCNFTCLGRMVFK-UHFFFAOYSA-O,ISCNFTCLGRMVFK
87,1.0,C[N+](C)(C)CC(O)COc1ccccc1-c1cc(C(N)=O)c(NC(N)=O)s1,LRQYFZKLHMXCJX-UHFFFAOYSA-O,LRQYFZKLHMXCJX
88,1.0,N#Cc1ccc(OC2CCNC2)c(-c2cc(C(N)=O)c(NC(N)=O)s2)c1,LSURYHMYIRZBGK-UHFFFAOYSA-N,LSURYHMYIRZBGK
89,1.0,C[N+]1(C)CCC(Oc2ccccc2-c2cc(C(N)=O)c(NC(N)=O)s2)C1,ULTDOZRLXLILGZ-UHFFFAOYSA-O,ULTDOZRLXLILGZ
90,1.0,NC(=O)Nc1sc(-c2cccc(OC3CCNC3)c2)cc1C(N)=O,XHUSGSUWISLEJZ-UHFFFAOYSA-N,XHUSGSUWISLEJZ
91,1.0,NCCOc1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)cc1,KULFIIXTHOTPDX-UHFFFAOYSA-N,KULFIIXTHOTPDX
92,1.0,NC(=O)Nc1sc(-c2ccc(OC3CCNC3)cc2)cc1C(N)=O,GRIIDYGAJBBZJB-UHFFFAOYSA-N,GRIIDYGAJBBZJB
93,1.0,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12,LERNTVKEWCAPOY-DZZGSBJMSA-N,LERNTVKEWCAPOY
94,1.0,O=C(NCCNC[C@@H](O)COc1ccc(O)cc1)N1CCOCC1,DXPOSRCHIDYWHW-CQSZACIVSA-N,DXPOSRCHIDYWHW
95,0.0,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,ZBNZXTGUTAYRHI
96,0.0,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,HHZIURLSWUIHRB-UHFFFAOYSA-N,HHZIURLSWUIHRB
97,0.0,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,XGALLCVXEZPNRQ-UHFFFAOYSA-N,XGALLCVXEZPNRQ
98,0.0,COc1ccc(CC(N)C(=O)N[C@H]2[C@@H](O)[C@H](n3cnc4c(N(C)C)ncnc43)O[C@@H]2CO)cc1,RXWNCPJZOCPEPQ-ZRKVXJNMSA-N,RXWNCPJZOCPEPQ
99,0.0,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,HBNPJJILLOYFJU-VMPREFPWSA-N,HBNPJJILLOYFJU
100,0.0,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,SNPPWIUOZRMYNY-UHFFFAOYSA-N,SNPPWIUOZRMYNY
101,0.0,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,QZUDBNBUXVUHMW-UHFFFAOYSA-N,QZUDBNBUXVUHMW
102,0.0,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,LEBVLXFERQHONN-UHFFFAOYSA-N,LEBVLXFERQHONN
103,0.0,CNC1(c2ccccc2Cl)CCCCC1=O,YQEZLKZALYSWHR-UHFFFAOYSA-N,YQEZLKZALYSWHR
104,0.0,COc1ccc(C[C@@H]2NC[C@@H](O)[C@@H]2OC(C)=O)cc1,YKJYKKNCCRKFSL-BFHYXJOUSA-N,YKJYKKNCCRKFSL
105,0.0,CN1N=C2CCN(C(=O)C(COCc3ccccc3)NC(=O)C(C)(C)N)C[C@@]2(Cc2ccccc2)C1=O,KVLLHLWBPNCVNR-AALRHGRASA-N,KVLLHLWBPNCVNR
106,0.0,CCN1C[C@]2(OC(=O)c3ccccc3NC(C)=O)CC[C@H](OC)[C@@]34[C@@H]2C[C@@H]([C@@H]13)[C@@]1(O)C[C@H](OC)[C@H]2C[C@@H]4[C@]1(O)[C@H]2OC,NWBWCXBPKTTZNQ-QOQRDJBUSA-N,NWBWCXBPKTTZNQ
107,0.0,N=C(NC(=O)c1nc(Cl)c(N)nc1N)Nc1ccccc1,NIOHELZQFBGCEO-UHFFFAOYSA-N,NIOHELZQFBGCEO
108,0.0,CC(C)(C)OC(=O)N1CC[C@@H](COc2ccccc2-c2cc(C(N)=O)c(NC(N)=O)s2)C1,IJHZFJITOPEXKR-CYBMUJFWSA-N,IJHZFJITOPEXKR
109,0.0,CC(C)(C)OC(=O)N1CC=C(c2cc(C(N)=O)c(NC(N)=O)s2)CC1,ZGKKLVJMNPQUFJ-UHFFFAOYSA-N,ZGKKLVJMNPQUFJ
110,0.0,NC(=O)Nc1sc(-c2ccc(Cl)cc2)cc1C(N)=O,WPYPRHJBDHULLS-UHFFFAOYSA-N,WPYPRHJBDHULLS
111,0.0,CNc1nccc(-c2cc3cc(C(=O)NC(CN(c4ccccc4)c4ccccn4)C(=O)OC)ccc3[nH]2)n1,BHWJZFUTTXRWPE-UHFFFAOYSA-N,BHWJZFUTTXRWPE
112,0.0,CC1(C)CN(CC(=O)N2CCCC2)C(C(=O)Nc2cc(Cl)cc3c2[nH]c2cnccc23)CO1,GXVJNIMBOAMEPI-UHFFFAOYSA-N,GXVJNIMBOAMEPI
113,0.0,O=C1Nc2nc(-c3c(O)cccc3OCC3CC3)cc(C3CCCNC3)c2CO1,IGJVFGZEWDGDOO-UHFFFAOYSA-N,IGJVFGZEWDGDOO
114,0.0,COc1cc(C(F)(F)F)ccc1-c1cc(C(N)=O)c(NC(N)=O)s1,MKPQFLNETIRQPE-UHFFFAOYSA-N,MKPQFLNETIRQPE
115,0.0,CC(=O)Nc1cc(Cl)c(O)cc1OC[C@@](C)(O)CNC1CCN(Cc2ccc(Cl)cc2)CC1,CPIUYOMCHIGWAP-DEOSSOPVSA-N,CPIUYOMCHIGWAP
116,0.0,Cc1c(-c2ccnn2-c2ccc(C#N)cc2)cc(C(=O)NCCC[N+](C)(C)C)c(=O)n1-c1cccc(C(F)(F)F)c1,CAMKOXHBYIJASR-UHFFFAOYSA-O,CAMKOXHBYIJASR
117,0.0,N#Cc1ccc(-n2nccc2-c2ccc(=O)n(-c3cccc(C(F)(F)F)c3)c2CN)cc1,CJQWZOYUARIEJP-UHFFFAOYSA-N,CJQWZOYUARIEJP
118,0.0,N#Cc1ccc(-n2nccc2-c2cc(C(N)=O)c(=O)n(-c3cccc(C(F)(F)F)c3)c2CN)cc1,MSMUCNQHCHVERI-UHFFFAOYSA-N,MSMUCNQHCHVERI
119,0.0,Cc1c(-c2ccnn2-c2ccc(C#N)cc2)cc(C(=O)NCCCNC(C)C)c(=O)n1-c1cccc(C(F)(F)F)c1,OYFKJLOOPMGMLN-UHFFFAOYSA-N,OYFKJLOOPMGMLN
120,0.0,Cc1c(-c2ccnn2-c2ccc(C#N)cc2)cc(C(=O)NCCCN(C)C)c(=O)n1-c1cccc(C(F)(F)F)c1,UGIPGXZXVPZBPZ-UHFFFAOYSA-N,UGIPGXZXVPZBPZ
121,0.0,CCNC(=O)C1O[C@@H](n2cnc3c(NC(CC)CC)nc(NCCNC(=O)Nc4cc[n+](C)cc4)nc32)[C@H](O)[C@@H]1O,VHFJCFMYSOWKQJ-LLHTUKDZSA-O,VHFJCFMYSOWKQJ
122,0.0,CCNC(=O)C1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCN)cc4)nc32)[C@H](O)[C@@H]1O,KAALKHJMFAROHR-LAGODOEZSA-N,KAALKHJMFAROHR
123,0.0,CCNC(=O)C1O[C@@H](n2cnc3c(NC(CC)CC)nc(NCCNC(=O)Nc4ccncc4)nc32)[C@H](O)[C@@H]1O,QKTKJFJGXRGWJJ-DAZYMWJRSA-N,QKTKJFJGXRGWJJ
124,0.0,CCNC(=O)C1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CC[N+](C)(C)C)cc4)nc32)[C@H](O)[C@@H]1O,NTZHHNNGFMSYPZ-LLHTUKDZSA-O,NTZHHNNGFMSYPZ
125,0.0,O=C(N[C@H]1CC[C@@H](n2c(=O)c3cc(F)cnc3n(-c3cccc(-c4ccc(O)cc4CN4CCNCC4)c3)c2=O)CC1)c1cn2cc(F)ccc2n1,BIIGVLUTGSXJFX-HNRBIFIRSA-N,BIIGVLUTGSXJFX
126,0.0,Cc1ccc(O)c(C(=O)N[C@H]2CC[C@@H](NC(=O)c3cc(F)cnc3Oc3cccc(-c4ccc(CN5C[C@@H](C)N[C@@H](C)C5)cc4CN4CCOCC4)c3)CC2)c1,JHTLYFBBYQROBV-DZHYTCOUSA-N,JHTLYFBBYQROBV
127,0.0,CC(C)(c1ccccn1)C(N)c1ccccc1F,ONQKJTUUZBHGAN-UHFFFAOYSA-N,ONQKJTUUZBHGAN
128,0.0,CC1(C)Cc2c(CN3CCC4(CC3)CCN(C(=O)c3ccnc(N)c3)CC4)cccc2O1,RWGFKKGYHOTXRZ-UHFFFAOYSA-N,RWGFKKGYHOTXRZ
129,0.0,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,GIIZNNXWQWCKIB-UHFFFAOYSA-N,GIIZNNXWQWCKIB
130,0.0,CCc1oc2ccc(O)cc2c1C(=O)c1ccc(O)cc1,CGUSGHJDNCSDGH-UHFFFAOYSA-N,CGUSGHJDNCSDGH
131,0.0,CCc1oc2ccc(OC)cc2c1C(=O)c1cc(Br)c(O)c(Br)c1,LAENDNBFKZKHLA-UHFFFAOYSA-N,LAENDNBFKZKHLA
132,0.0,CCc1cc2c(C(=O)c3ccc(OC)cc3)cc(Br)c(O)c2o1,OUIKBAUKQYEGQB-UHFFFAOYSA-N,OUIKBAUKQYEGQB
133,0.0,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,YXOLAZRVSSWPPT-UHFFFAOYSA-N,YXOLAZRVSSWPPT
134,0.0,CCc1oc2cc(O)c(Br)cc2c1C(=O)c1cc(Br)c(O)c(Br)c1,PWXOHBHYWAQZIE-UHFFFAOYSA-N,PWXOHBHYWAQZIE
135,0.0,COc1ccc2nccc(SC3(C(=O)O)CCC3)c2c1,GGRHUZYQEPPMKD-UHFFFAOYSA-N,GGRHUZYQEPPMKD
136,0.0,N#CCCc1ccc2nccc(SC3(C(=O)O)CCC3)c2c1,JKUYCINLQCCRRW-UHFFFAOYSA-N,JKUYCINLQCCRRW
137,0.0,O=C(O)C1(Sc2ccnc3ccc(Br)cc23)CCCC1,GGHJJKMZKBPJRM-UHFFFAOYSA-N,GGHJJKMZKBPJRM
138,0.0,O=c1c(CC[S+](O)c2ccccc2)c(O)n(-c2ccccc2)n1-c1ccccc1,VESRCPPWLJEJIB-UHFFFAOYSA-O,VESRCPPWLJEJIB
