,status_pampa,papyrus_SMILES,papyrus_inchi_key,inchi_connectivity
1031,1.0,CC1=C2C[C@H]3[C@@H](CC[C@@H]4C[C@H](NS(C)(=O)=O)CC[C@@]43C)[C@@H]2CC[C@@]2(C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,HZLFFNCLTRVYJG-WWGOJCOQSA-N,HZLFFNCLTRVYJG
1032,1.0,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,SGDBTWWWUNNDEQ-UHFFFAOYSA-N,SGDBTWWWUNNDEQ
1033,1.0,N=c1c2c(-c3ccccc3)cn(Cc3ccccc3)c2ncn1CCN,RQADIIDNBUAZQV-UHFFFAOYSA-N,RQADIIDNBUAZQV
1034,1.0,Nc1nc2c(s1)CCN(Cc1ccc(Cl)cc1)CC2,QHNGFZZXGOFXPN-UHFFFAOYSA-N,QHNGFZZXGOFXPN
1035,1.0,Cn1nnnc1Sc1ncnc2scc(-c3ccc[nH]3)c12,QBDCQPFFYLAJJK-UHFFFAOYSA-N,QBDCQPFFYLAJJK
1036,1.0,CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,NZLBHDRPUJLHCE-UHFFFAOYSA-N,NZLBHDRPUJLHCE
1037,1.0,CNc1oc(-c2cccc(Cl)c2Cl)nc1C#N,DGGBONAICBOTBD-UHFFFAOYSA-N,DGGBONAICBOTBD
1038,1.0,CCNC(=O)c1cc2c(-c3cc(OCCN4CCCC4)c(Cl)cc3Cl)nc(N)nc2s1,WJUNQSYQHHIVFX-UHFFFAOYSA-N,WJUNQSYQHHIVFX
1039,1.0,C/C1=C\CC[C@]2(C)OC2C(=O)c2c(C)coc2C1,CVIVANCKIBYAOP-GYDFTSFRSA-N,CVIVANCKIBYAOP
1040,1.0,C[C@H](Nc1nc(N[C@H](C)C(F)(F)F)nc(-c2cccc(Cl)n2)n1)C(F)(F)F,QCZAWDGAVJMPTA-KNVOCYPGSA-N,QCZAWDGAVJMPTA
1041,1.0,COc1ccc2c(c[n+](C)c3c4cc5c(cc4ccc23)OCO5)c1OC,LLEJIEBFSOEYIV-UHFFFAOYSA-N,LLEJIEBFSOEYIV
1042,1.0,N#Cc1c[nH]c2c(C(=O)N3CCN(CCc4ccc(F)cc4)CC3)cccc12,AQRLDDAFYYAIJP-UHFFFAOYSA-N,AQRLDDAFYYAIJP
1043,1.0,O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)N1CC(F)(F)C1,JCHAWRDHMUSLMM-UPHRSURJSA-N,JCHAWRDHMUSLMM
1044,1.0,CCC(=O)O[C@@H](OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)CC1C(=O)O)C(C)C,BIDNLKIUORFRQP-FOIKNETQSA-N,BIDNLKIUORFRQP
1045,1.0,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,NDAZATDQFDPQBD-UHFFFAOYSA-N,NDAZATDQFDPQBD
1046,1.0,COCCn1cnc2c(c(-c3ccccc3)c(-c3ccccc3)n2CCc2ccccc2)c1=N,SAZYWQASLPAVAJ-UHFFFAOYSA-N,SAZYWQASLPAVAJ
1047,1.0,COc1cc2nc(N3CCC(N4CCCCC4)CC3)nc(NC3CCCCCC3)c2cc1OC,WYVBISCFCHREDA-UHFFFAOYSA-N,WYVBISCFCHREDA
1048,1.0,Cc1ccnc(NC(c2cccc(O)c2)c2ccc3ccc(C)nc3c2O)c1,DVZKOAUVYRODMT-UHFFFAOYSA-N,DVZKOAUVYRODMT
1049,1.0,COc1ccc(-n2nc(C(F)F)cc2-c2ccc([S+](C)O)cc2)cc1,ZYIQQAOTFGAKJH-UHFFFAOYSA-N,ZYIQQAOTFGAKJH
1050,1.0,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,ZQDWXGKKHFNSQK-UHFFFAOYSA-N,ZQDWXGKKHFNSQK
1051,1.0,N=c1c2c(-c3ccccc3)cn(Cc3ccccc3)c2ncn1CCO,AVSWESRNPLZOQD-UHFFFAOYSA-N,AVSWESRNPLZOQD
1052,1.0,CN1CCN(c2ccc(C(=O)Nc3[nH]nc4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,HAYYBYPASCDWEQ-UHFFFAOYSA-N,HAYYBYPASCDWEQ
1053,1.0,CCOc1ccc(-c2nn3ncccc3c2-c2ccc(S(C)(=O)=O)cc2)cc1,NXMZBNYLCVTRGB-UHFFFAOYSA-N,NXMZBNYLCVTRGB
1054,1.0,N=c1c2c(-c3ccccc3)cn(Cc3ccccc3)c2ncn1CCCCO,XKMCCTZCZZXNLJ-UHFFFAOYSA-N,XKMCCTZCZZXNLJ
1055,1.0,c1ccc(CNCCNCc2ccccc2)cc1,JUHORIMYRDESRB-UHFFFAOYSA-N,JUHORIMYRDESRB
1056,1.0,Oc1ccc2[nH]c(CN3CCC(Cc4ccccc4F)CC3)nc2c1,RJZREMJRJAYQCL-UHFFFAOYSA-N,RJZREMJRJAYQCL
1057,1.0,c1nc(NC2CCCCCC2)c2cc(CNC[C@H]3CCCO3)sc2n1,SASNRPJKZVJWQW-OAHLLOKOSA-N,SASNRPJKZVJWQW
1058,1.0,COc1cc(C(C)C)c(Oc2cnc(NC(CO)CO)nc2N)cc1I,PAYROHWFGZADBR-UHFFFAOYSA-N,PAYROHWFGZADBR
1059,1.0,N=c1c2c(-c3ccccc3)cn(Cc3ccccc3)c2ncn1[C@@H]1CCCC[C@H]1N,UVDKONSCZZCQAK-FGZHOGPDSA-N,UVDKONSCZZCQAK
1060,1.0,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1,WJEOLQLKVOPQFV-UHFFFAOYSA-N,WJEOLQLKVOPQFV
1061,1.0,CN(C)C(=O)NC1CCC(CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,KPWSJANDNDDRMB-UHFFFAOYSA-N,KPWSJANDNDDRMB
1062,1.0,COc1ccc2c(c1)C(c1ccc(F)cc1)=C(CN1CCCC1)CO2,VMMKGVRPILDZML-UHFFFAOYSA-N,VMMKGVRPILDZML
1063,1.0,Cc1ccc(CN2C(=O)C(=O)c3cc(Br)cc(C)c32)cc1,YAQUHAGUTWROKM-UHFFFAOYSA-N,YAQUHAGUTWROKM
1064,1.0,Cc1nc2c([nH]1)-c1ccccc1N(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)CC2,IKENVDNFQMCRTR-UHFFFAOYSA-N,IKENVDNFQMCRTR
1065,1.0,COCCNC(=O)c1ccc(-c2ncc3cnc(-c4cccc(F)c4)cn23)cc1,NLZRGTLGEZMJOK-UHFFFAOYSA-N,NLZRGTLGEZMJOK
1066,1.0,NC(=O)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1,WEVYNIUIFUYDGI-UHFFFAOYSA-N,WEVYNIUIFUYDGI
1067,1.0,O=C(NCc1cnccn1)c1ccc(-c2ncc3cnc(-c4cccc(F)c4)cn23)cc1,RQIVNJOOPXMGRU-UHFFFAOYSA-N,RQIVNJOOPXMGRU
1068,1.0,Cn1nnnc1Sc1ncnc2scc(-c3ccc([N+](=O)[O-])cc3)c12,XKMWYIMATZNWHS-UHFFFAOYSA-N,XKMWYIMATZNWHS
1069,1.0,CCC1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21,RUJBDQSFYCKFAA-UHFFFAOYSA-N,RUJBDQSFYCKFAA
1070,1.0,N=c1c2c(-c3ccccc3)c(-c3ccccc3)n(Cc3ccccc3)c2ncn1CCNc1ccncc1,HYEIDZYLIOTLFQ-UHFFFAOYSA-N,HYEIDZYLIOTLFQ
1071,1.0,CN(C)CCN(C)C(=O)c1ccc(-c2ncc3cnc(-c4cccc(F)c4)cn23)cc1,SFRLYMJPHQKCTK-UHFFFAOYSA-N,SFRLYMJPHQKCTK
1072,1.0,Cc1cc2c(C(N)=O)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)COCC2,RDALZZCKQFLGJP-UHFFFAOYSA-N,RDALZZCKQFLGJP
1073,1.0,N=c1c2c(-c3ccccc3)cn(Cc3ccccc3)c2ncn1CCCCCO,WSBSFDGQKUPTGZ-UHFFFAOYSA-N,WSBSFDGQKUPTGZ
1074,1.0,CCCN(CCC)C1CCc2cccc(O)c2C1,ASXGJMSKWNBENU-UHFFFAOYSA-N,ASXGJMSKWNBENU
1075,1.0,O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)s1,PQHLRGARXNPFCF-UHFFFAOYSA-N,PQHLRGARXNPFCF
1076,1.0,Cc1onc(-c2ccccc2Cl)c1C(=O)NC1C(=O)N2C(C(=O)O)C(C)(C)S[C@H]12,LQOLIRLGBULYKD-MQBCKMQZSA-N,LQOLIRLGBULYKD
1077,1.0,CC(C)C(=O)OCc1cccc(OC(=O)C2N3C(=O)C(NC(=O)Cc4ccccc4)[C@H]3SC2(C)C)c1,MGKUHWMKIYHWOJ-UBVWURDFSA-N,MGKUHWMKIYHWOJ
1078,1.0,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N/OC(C)(C)C,UIVFUQKYVFCEKJ-OPTOVBNMSA-N,UIVFUQKYVFCEKJ
1079,1.0,CC(C)c1cc(-c2n[nH]c(=O)n2-c2ccc3c(ccn3C)c2)c(O)cc1O,RVAQIUULWULRNW-UHFFFAOYSA-N,RVAQIUULWULRNW
1080,1.0,COCCN(C)Cc1ccc2nc3sc(C(=O)N(C)C4CCCCC4)cn3c2c1,AQINBUDFKZIGCN-UHFFFAOYSA-N,AQINBUDFKZIGCN
1081,1.0,N=c1c2c(-c3ccccc3)c(-c3ccccc3)n(Cc3ccccc3)c2ncn1CCN,MEFVBAWWGWLVGX-UHFFFAOYSA-N,MEFVBAWWGWLVGX
1082,1.0,O=C(c1cccc(N2Cc3cccc(Cl)c3C2=O)c1)N1CCC2(CC1)CCN(c1ccncc1)CC2,ARYQHSWJGHCGJS-UHFFFAOYSA-N,ARYQHSWJGHCGJS
1083,1.0,COc1ccc(-c2c(Cl)ncn2-c2ccc(S(N)(=O)=O)cc2)cc1F,KYXDNECMRLFQMZ-UHFFFAOYSA-N,KYXDNECMRLFQMZ
1084,1.0,CS/C=C/C(=O)O[C@@H]1CC=C2CC(=O)C(=C(C)C)C[C@]2(C)[C@H]1C,LVLQYABIVQGIKP-IJIKXCSASA-N,LVLQYABIVQGIKP
1085,1.0,Cn1nnnc1Sc1ncnc2scc(-c3cccc(C#N)c3)c12,XJSVFXUBKVGTTL-UHFFFAOYSA-N,XJSVFXUBKVGTTL
1086,1.0,CN(C)CCn1cnc2c(c(-c3ccccc3)c(-c3ccccc3)n2Cc2ccccc2)c1=N,NCGFDLIJPLVXDT-UHFFFAOYSA-N,NCGFDLIJPLVXDT
1087,1.0,Cc1ccc(-c2c(C(=O)CCl)n(CCCO)c3ncnc(N)c23)cc1,PELFTNQHGSITLB-UHFFFAOYSA-N,PELFTNQHGSITLB
1088,1.0,C[C@@]12CCCCC[C@@H](Cc3ccc(O)cc31)[C@H]2N,VTMVHDZWSFQSQP-APHBMKBZSA-N,VTMVHDZWSFQSQP
1089,1.0,NC(=O)N1CCC(CC(=O)N2CCC([C@H]3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,DHMTURDWPRKSOA-RUZDIDTESA-N,DHMTURDWPRKSOA
1090,1.0,C=CCNc1c(O)cc2c(O)c1C=C(C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)C=CC=C(C)C(=O)N2,CREFNIMWTPMWOS-IGFMKSIBSA-N,CREFNIMWTPMWOS
1091,1.0,Cn1nnnc1Sc1ncnc2scc(-c3ccc(C(=O)OC(C)(C)C)cc3)c12,LHGZZJUBWUMICP-UHFFFAOYSA-N,LHGZZJUBWUMICP
1092,1.0,N=c1c2c(-c3ccccc3)c(-c3ccccc3)n(CCc3ccccc3)c2ncn1CCCO,KQPFZBRFMWSEIY-UHFFFAOYSA-N,KQPFZBRFMWSEIY
1093,1.0,Cn1nnnc1Sc1ncnc2scc(-c3ccc(C#N)cc3)c12,HCEMNQMDDCPNJR-UHFFFAOYSA-N,HCEMNQMDDCPNJR
1094,1.0,CC(=CC=C1C[C@]1(C)c1ccc2c(c1)C(C)(C)CCC2(C)C)CC(=O)O,VUORZRRTNSRXGD-XMMPIXPASA-N,VUORZRRTNSRXGD
1095,1.0,CCN1CCN(C(=O)c2ccc3c(c2)N(Cc2cc(C)ccc2C)C(=O)c2ccccc2S3(=O)=O)CC1,QVGHIJQMNWTANH-UHFFFAOYSA-N,QVGHIJQMNWTANH
1096,1.0,O=C(Nc1cnc(Cl)nc1)c1ccc(F)c(F)c1,IIBSHMFXVWTQSJ-UHFFFAOYSA-N,IIBSHMFXVWTQSJ
1097,1.0,O=C(O)C1CCc2cc(C3CCCCC3)c(Cl)cc21,OIRAEJWYWSAQNG-UHFFFAOYSA-N,OIRAEJWYWSAQNG
1098,1.0,C[C@@H]1COCCN1c1cc(-c2ccnn2C)c2ccnc(-c3cc[nH]n3)c2n1,YBXRSCXGRPSTMW-CYBMUJFWSA-N,YBXRSCXGRPSTMW
1099,1.0,FC(F)(F)c1ccc(N2CCNCC2)nc1Cl,QZYYPQAYSFBKPW-UHFFFAOYSA-N,QZYYPQAYSFBKPW
1100,1.0,O=C(NC1CCC(O)CC1)c1ccc(-c2ncc3cnc(-c4cccc(F)c4)cn23)cc1,GKWJTXYMMAJYET-UHFFFAOYSA-N,GKWJTXYMMAJYET
1101,1.0,Cc1ccccc1CN1CCn2c(nn(CC3COc4ccccc4O3)c2=O)C1=O,DBZMVIKIFFASIR-UHFFFAOYSA-N,DBZMVIKIFFASIR
1102,1.0,CCn1c(=O)n([C@@H]2CCN(CC3CCCCCCC3)C[C@H]2CO)c2ccccc21,MBGVUMXBUGIIBQ-LEWJYISDSA-N,MBGVUMXBUGIIBQ
1103,1.0,C=c1c(C(=O)NCCN(CC)CC)c(C)[nH]c1=Cc1c(O)[nH]c2ccc(F)cc12,MAXXXDSMDPPTEE-UHFFFAOYSA-N,MAXXXDSMDPPTEE
1104,1.0,CC1(C)S[C@@H]2C(NC(=O)C3(N)CCCCC3)C(=O)N2C1C(=O)O,HGBLNBBNRORJKI-NWGYLPEXSA-N,HGBLNBBNRORJKI
1105,1.0,CC(=O)O[C@H]1C[C@@H](C)O[C@H]2O[C@@H]3CC4CC[C@@H]5C(CC[C@]6(C)[C@@H](C7=CC(=O)OC7)CC[C@]56O)[C@@]4(C=O)C[C@H]3O[C@]21O,OXKMZIABKYHLAR-CZISGLKOSA-N,OXKMZIABKYHLAR
1106,1.0,CSc1nc(N)cc(Oc2ccc(-c3n[nH]c(Nc4cccc(C(F)(F)F)c4)n3)cc2)n1,CMYHZFCJPORPHY-UHFFFAOYSA-N,CMYHZFCJPORPHY
1107,1.0,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,ZEWQUBUPAILYHI-UHFFFAOYSA-N,ZEWQUBUPAILYHI
1108,1.0,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,GPKJTRJOBQGKQK-UHFFFAOYSA-N,GPKJTRJOBQGKQK
1109,1.0,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)C(C(C)C)N1CCCNC1=O,KJHKTHWMRKYKJE-QZKHDZGUSA-N,KJHKTHWMRKYKJE
1110,1.0,Cn1c2cc([S+](C)O)sc2c2cnn(Cc3ccccc3F)c(=O)c21,JORUUSHMEZMJOI-UHFFFAOYSA-N,JORUUSHMEZMJOI
1111,1.0,COc1cc(Cc2cnc(N)nc2N)c(C(C)C)cc1OC,PYNPWUIBJMVRIG-UHFFFAOYSA-N,PYNPWUIBJMVRIG
1112,1.0,CN(C)CC1CCOC1(c1ccccc1)c1ccccc1,BOTHKNZTGGXFEQ-UHFFFAOYSA-N,BOTHKNZTGGXFEQ
1113,1.0,O=C(NCCCO)c1ccc(-c2ncc3cnc(-c4cccc(F)c4)cn23)cc1,MJISTPRKTBEXEH-UHFFFAOYSA-N,MJISTPRKTBEXEH
1114,1.0,O=C(O)C[C@H]1CCc2c1[nH]c1ccc(OCc3ccc(C4CCCC4)c(C(F)(F)F)c3)cc21,MVGWUTBTXDYMND-QGZVFWFLSA-N,MVGWUTBTXDYMND
1115,1.0,CCOc1ccc(C2C(C(=O)Nc3ccccc3OC)C(C)=Nc3c(C(=O)Nc4cccc(C)c4)cnn32)cc1,BEWNKLSSURQEKZ-UHFFFAOYSA-N,BEWNKLSSURQEKZ
1116,1.0,O=C(C[C@@H]1NCCC[C@H]1O)Cn1cnc2cc(Br)c(Cl)cc2c1=O,LVASCWIMLIKXLA-LSDHHAIUSA-N,LVASCWIMLIKXLA
1117,1.0,Cc1cc(-c2nc(C(=O)Nc3cn(C4CCOCC4)nc3C(N)=O)co2)ccn1,JANBIXNDYNRYQP-UHFFFAOYSA-N,JANBIXNDYNRYQP
1118,1.0,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,CXOFVDLJLONNDW-UHFFFAOYSA-N,CXOFVDLJLONNDW
1119,1.0,O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,QOYHHIBFXOOADH-UHFFFAOYSA-N,QOYHHIBFXOOADH
1120,1.0,C=c1c(C(=O)NC[C@H](O)CN2CCOCC2)c(C)[nH]c1=Cc1c(O)[nH]c2ccc(F)cc12,QYNOKJAAVXJFDG-INIZCTEOSA-N,QYNOKJAAVXJFDG
1121,1.0,O=C(NCc1ccc(OC(F)(F)F)cc1)c1c2ccccc2c(O)n1C1CCOCC1,PUJRKTXCTGFOFF-UHFFFAOYSA-N,PUJRKTXCTGFOFF
1122,1.0,C[N+](C)([O-])CCNc1ccc(NCC[N+](C)(C)[O-])c2c(O)c3c(c(O)c12)C(=O)C=CC3=O,FOALFYDLPRPLMJ-UHFFFAOYSA-N,FOALFYDLPRPLMJ
1123,1.0,N=C(N)NCCCCCCC(=O)NC(=O)C(O)NCCCCNCCCN,DYRLWKBVSWPUST-UHFFFAOYSA-N,DYRLWKBVSWPUST
1124,1.0,O=C1N=c2ccc(C(=O)c3ccco3)cc2=C1Cc1cc(Cl)c(O)c(Cl)c1,JEJCIAOOSYVOKA-UHFFFAOYSA-N,JEJCIAOOSYVOKA
1125,1.0,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)CC2S(=O)(=O)C1(C)C,OHPVYKXTRACOSQ-UHFFFAOYSA-N,OHPVYKXTRACOSQ
1126,1.0,O=C(NC1CCC(O)CC1)c1ccc(-c2ncc3cnc(-c4ccccc4)cn23)cc1,GOFQIKIRIDDQMZ-UHFFFAOYSA-N,GOFQIKIRIDDQMZ
1127,1.0,CCCN(CCC)CCc1cccc2[nH]c(O)cc12,FBYFJOVKHROJSY-UHFFFAOYSA-N,FBYFJOVKHROJSY
1128,1.0,C[C@@H]1COCCN1c1cc(C2(S(C)(=N)=O)CC2)nc(-c2ccnc3[nH]ccc23)n1,OHUHVTCQTUDPIJ-RNHBAAACSA-N,OHUHVTCQTUDPIJ
1129,1.0,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3cc(C)n(C)n3)nc21,JCINBYQJBYJGDM-UHFFFAOYSA-N,JCINBYQJBYJGDM
1130,1.0,O=C(NCCCN1CCCC1=O)c1ccc(-c2ncc3cnc(-c4ccccc4)cn23)cc1,RTVBDYSQLNAKQI-UHFFFAOYSA-N,RTVBDYSQLNAKQI
1131,1.0,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,GBABOYUKABKIAF-IELIFDKJSA-N,GBABOYUKABKIAF
1132,1.0,Nc1nc2c(c(N3CCNCC3)n1)CC=C1O[C@H]3CCCC[C@H]3C12,UKEGGLXTKHMXEB-JZHZUCMVSA-N,UKEGGLXTKHMXEB
1133,1.0,Cc1cccc(-n2nnnc2S(C)(=O)=O)c1,ZJWBUCWHESKUAV-UHFFFAOYSA-N,ZJWBUCWHESKUAV
1134,1.0,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C(C(=O)O)C(C)(C)S[C@H]12,UIOFUWFRIANQPC-MQBCKMQZSA-N,UIOFUWFRIANQPC
1135,1.0,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,FEJKLNWAOXSSNR-UHFFFAOYSA-N,FEJKLNWAOXSSNR
1136,1.0,COC(=O)c1cccc(Cn2cnc3c(c(-c4ccccc4)c(-c4ccccc4)n3CCc3ccccc3)c2=N)c1,GYMVPZGEUDSIGB-UHFFFAOYSA-N,GYMVPZGEUDSIGB
1137,1.0,O=C(c1ccc(-c2ncc3cnc(-c4cccc(F)c4)cn23)cc1)N1CC(O)C1,XKNNPRXCFYVLLI-UHFFFAOYSA-N,XKNNPRXCFYVLLI
1138,1.0,CCCN(CCC)C1CCc2ccc(O)cc2C1,BLYMJBIZMIGWFK-UHFFFAOYSA-N,BLYMJBIZMIGWFK
1139,1.0,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,NQDJXKOVJZTUJA-UHFFFAOYSA-N,NQDJXKOVJZTUJA
1140,1.0,CCc1ccc(C2C(C(=O)Nc3ccccc3OC)C(C)=Nc3c(C(=O)Nc4ccc(C)cc4)cnn32)cc1,ZPMIGMJAUMBTKO-UHFFFAOYSA-N,ZPMIGMJAUMBTKO
1141,1.0,COC(=O)CC(C(=O)OC)n1cnc2c(c(-c3ccccc3)cn2Cc2ccccc2)c1=N,PNYQAWNPQOFOBS-UHFFFAOYSA-N,PNYQAWNPQOFOBS
1142,1.0,CNCCCOc1cc(F)c(-c2c(Cl)nc3ncnn3c2N[C@@H](C)C(F)(F)F)c(F)c1,ZUZPCOQWSYNWLU-VIFPVBQESA-N,ZUZPCOQWSYNWLU
1143,1.0,CC(Oc1ccccc1)C(=O)NC1C(=O)N2C(C(=O)O)C(C)(C)S[C@H]12,NONJJLVGHLVQQM-CIPDSAHDSA-N,NONJJLVGHLVQQM
1144,1.0,O=S(=O)(Nc1cc(Cl)c(Oc2cnc3ccccc3c2)c(Cl)c1)c1ccc(Cl)cc1Cl,NMRWDFUZLLQSBN-UHFFFAOYSA-N,NMRWDFUZLLQSBN
1145,1.0,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,VSJKWCGYPAHWDS-FQEVSTJZSA-N,VSJKWCGYPAHWDS
1146,1.0,O=C(NCCCn1ccnc1)c1ccc(-c2ncc3cnc(-c4ccccc4)cn23)cc1,BQOZGAFZPAZACD-UHFFFAOYSA-N,BQOZGAFZPAZACD
1147,1.0,N=c1c2c(-c3ccccc3)cn(Cc3ccccc3)c2ncn1[C@H](CO)Cc1ccccc1,CWMUQJJMYFVGAN-DEOSSOPVSA-N,CWMUQJJMYFVGAN
1148,1.0,C[C@]12CCCN1CC1=NNC(=O)c3cc(F)cc4[nH]c2c1c34,DENYZIUJOTUUNY-MRXNPFEDSA-N,DENYZIUJOTUUNY
1149,1.0,CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(N)=O)c(NC4CCC(O)CC4)c3)c2C1,ZFVRYNYOPQZKDG-UHFFFAOYSA-N,ZFVRYNYOPQZKDG
1150,1.0,O=C1C[C@@]2(C(=O)N1)C(=O)N(Cc1ccc(Br)cc1F)C(=O)c1cccn12,QCVNMNYRNIMDKV-QGZVFWFLSA-N,QCVNMNYRNIMDKV
1151,1.0,COCCNCCCn1c(C(=O)CF)c(-c2ccc(C)cc2)c2c(N)ncnc21,UPTQGXMIZXGVSC-UHFFFAOYSA-N,UPTQGXMIZXGVSC
1152,1.0,CN(C)c1cc2c(cc1Sc1nc3c(N)nccc3n1CCNCC(C)(C)C)OCO2,RVJIQAYFTOPTKK-UHFFFAOYSA-N,RVJIQAYFTOPTKK
1153,1.0,O=C(c1ccc(-c2ncc3cnc(-c4ccccc4)cn23)cc1)N1CCS(=O)(=O)CC1,FSFYZMPSKMLUIV-UHFFFAOYSA-N,FSFYZMPSKMLUIV
1154,1.0,Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21,ACWZRVQXLIRSDF-UHFFFAOYSA-N,ACWZRVQXLIRSDF
1155,1.0,O=C1C=CC(=O)c2c1c(O)c1c(NCCNCCO)ccc(NCCNCCO)c1c2O,BWGNRRGTNFKGQK-UHFFFAOYSA-N,BWGNRRGTNFKGQK
1156,1.0,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,CEUORZQYGODEFX-UHFFFAOYSA-N,CEUORZQYGODEFX
1157,1.0,CC1(C#N)CCN(c2c(C(=O)N3CCN(S(C)(=O)=O)CC3)cnc3ccc(F)cc23)CC1,SIGXVLVHXOJBCM-UHFFFAOYSA-N,SIGXVLVHXOJBCM
1158,1.0,Cc1ccc(NC(=O)c2ccc(CN3CCNCC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,BQQYXPHRXIZMDM-UHFFFAOYSA-N,BQQYXPHRXIZMDM
1159,1.0,Nc1nc(C(CCC(=O)O)C(=O)N=C2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1,LLLXKOHOTQDYHM-CHDNKPGVSA-N,LLLXKOHOTQDYHM
1160,1.0,Cc1ccc(-c2c(C(=O)CF)n(CCCO)c3ncnc(N)c23)cc1,IKLGYJACVCXYIL-UHFFFAOYSA-N,IKLGYJACVCXYIL
1161,1.0,COc1cc(-c2nc(Cn3nnc(C(=O)Nc4cc(C)cc(C)c4)c3C)c(C)o2)cc(OC)c1OC,CZVRVFAIHRCIFQ-UHFFFAOYSA-N,CZVRVFAIHRCIFQ
1162,1.0,C[C@@H](O)C1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(SC3CN(C4=NCCS4)C3)[C@H](C)[C@H]12,SNUDIPVBUUXCDG-MYIUUGPWSA-N,SNUDIPVBUUXCDG
1163,1.0,CCN(CC)CCNc1ccc2ncn3c4ccc(O)cc4c(=O)c1c23,CUNDRHORZHFPLY-UHFFFAOYSA-N,CUNDRHORZHFPLY
1164,1.0,CC(=O)Nc1c2sscc-2n(C)c1=O,MHMRAFONCSQAIA-UHFFFAOYSA-N,MHMRAFONCSQAIA
1165,1.0,CN1N=C2CCN(C(=O)C(COCc3ccccc3)NC(=O)C(C)(C)N)C[C@]2(Cc2ccccc2)C1=O,KVLLHLWBPNCVNR-WNWQKLGWSA-N,KVLLHLWBPNCVNR
1166,1.0,Cc1ccn(-c2cc(Cl)ccc2[C@@H](Oc2cc(-c3ccc(CC(N)C(=O)O)cc3)nc(N)n2)C(F)(F)F)n1,NCLGDOBQAWBXRA-LMNIDFBRSA-N,NCLGDOBQAWBXRA
1167,1.0,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,PYZRQGJRPPTADH-UHFFFAOYSA-N,PYZRQGJRPPTADH
1168,1.0,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,IEDVJHCEMCRBQM-UHFFFAOYSA-N,IEDVJHCEMCRBQM
