,status_pampa,papyrus_SMILES,papyrus_inchi_key,inchi_connectivity
892,1.0,Cc1cc(NC(=O)c2cc([N+](=O)[O-])ccc2Cl)cc(-c2nc3ccccc3s2)c1O,AJXSRPLWXPZCBF-UHFFFAOYSA-N,AJXSRPLWXPZCBF
893,1.0,Cc1cc(NC(=O)Nc2ccccc2OC(F)(F)F)c2ccccc2n1,IOBYFFYRLCCNLS-UHFFFAOYSA-N,IOBYFFYRLCCNLS
894,1.0,Cc1nc(-c2ccc(S(C)(=O)=O)c([N+](=O)[O-])c2)sc1C(=O)N1CCCCC1,ZZBJVVMXMMDHEW-UHFFFAOYSA-N,ZZBJVVMXMMDHEW
895,1.0,CN1C(C(=O)NC2CC2)=C(Cl)c2ccccc2S1(=O)=O,GUPOVMAPIAYVNR-UHFFFAOYSA-N,GUPOVMAPIAYVNR
896,1.0,Cc1[nH]c2ccccc2c(=O)c1C=CC(=O)OC(C)(C)C,PJWBALPXELFZST-UHFFFAOYSA-N,PJWBALPXELFZST
897,1.0,CC(C)=CCc1c(O)cc2c(c1O)C(=O)C1=CC3C(=O)C4(CC=C(C)C)OC[C@H]([C@H]3CN(CCO)CCO)[C@]14O2,UPCIGEOMOBPQFK-YQLOBILISA-N,UPCIGEOMOBPQFK
898,1.0,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3C(C1)C2,YNGVZJKKHQZTOO-UHFFFAOYSA-N,YNGVZJKKHQZTOO
899,0.0,Cc1c(Cl)cccc1CCCCOc1ccc(C#Cc2cccc3c(CC(=O)O)c(C)n(CCCCC(=O)O)c23)cc1,DKHWMPGXVSFESM-UHFFFAOYSA-N,DKHWMPGXVSFESM
900,1.0,COc1ccc2c(=O)c(C(C)=O)c(-c3ccc4c(c3)OCO4)[nH]c2c1,GPAFKZWSIWELAU-UHFFFAOYSA-N,GPAFKZWSIWELAU
901,1.0,COc1ccc(F)cc1CNCCCNc1ccnc2cc(Oc3cccc(N(C)C)c3)ccc12,BPOAUWBFJOUOKG-UHFFFAOYSA-N,BPOAUWBFJOUOKG
902,1.0,CCOC(=O)c1c(-c2cccc(F)c2)[nH]c2cc(OC)ccc2c1=O,OOYKRIOBYWCBMV-UHFFFAOYSA-N,OOYKRIOBYWCBMV
903,1.0,O=[N+]([O-])OCCOc1ccc(/C=[N+](\[O-])Cc2ccccc2)cc1,ILUCBKSXBIRUOR-LGMDPLHJSA-N,ILUCBKSXBIRUOR
904,1.0,CCN(CC)C(=O)Oc1ccc2c(c1)O/C(=C\c1ccc(OCCN3CCCCC3)cc1)C2=O,UZWFCWJJWBZPHJ-BWAHOGKJSA-N,UZWFCWJJWBZPHJ
905,1.0,Fc1ccc(Cc2ccc3c(NCCCNCc4ccco4)ccnc3c2)cc1,PQOOKVHVPNCBFW-UHFFFAOYSA-N,PQOOKVHVPNCBFW
906,1.0,C/C(=C/C[C@@]12OC(C)(C)[C@@H]3CC(=CC4C(=O)c5c(O)cccc5O[C@]431)C2=O)COC(=O)CN(C)C,HTASZWIXGKHZOR-IIBMLRTHSA-N,HTASZWIXGKHZOR
907,1.0,Cc1cc(NC(=O)Nc2ccc(F)c(F)c2)c2ccccc2n1,PQDQXZBTLSPWDP-UHFFFAOYSA-N,PQDQXZBTLSPWDP
908,1.0,O=c1c2c([nH]c3ccc(-c4ccc(C(F)(F)F)cc4)cc13)CCCC2,IBIQNUWEMGJYTE-UHFFFAOYSA-N,IBIQNUWEMGJYTE
909,1.0,CCOC(=O)c1c(-c2cccc(Oc3ccccc3)c2)[nH]c2cc(OC)c(F)cc2c1=O,ZFKZCGYBLXYLJA-UHFFFAOYSA-N,ZFKZCGYBLXYLJA
910,1.0,COc1ccccc1-c1ccc([C@H](C)Nc2cncc(N3C(=O)OC[C@@H]3C(C)C)n2)cc1,ORFUGZARPBMXMB-LAUBAEHRSA-N,ORFUGZARPBMXMB
911,1.0,Cc1cc(SC(Cc2ccccc2)c2ccc(-c3ccc(C(F)(F)F)cc3)cc2)ccc1OCC(=O)O,NDMVMGJRCVLXQH-UHFFFAOYSA-N,NDMVMGJRCVLXQH
912,1.0,C=c1c(O)c(O)cc2c1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)NCCN(C(C)C)C(C)C)CC[C@]3(C)CC[C@]12C,DRPQEYFXCWUZGA-SUNMMQDUSA-N,DRPQEYFXCWUZGA
913,1.0,C=c1c(O)c(O)cc2c1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)NCCN4CCN(C)CC4)CC[C@]3(C)CC[C@]12C,IGELWPUULWMNGV-WFVGHVPHSA-N,IGELWPUULWMNGV
914,1.0,O=C(Nc1cccc(O)c1)Nc1nc2ccc(F)cc2s1,CCZBZTQJBZLSOM-UHFFFAOYSA-N,CCZBZTQJBZLSOM
915,1.0,O=c1c2c([nH]c3ccc(Cl)cc13)CCC(F)(F)C2,LXLLRBCNSXBCNK-UHFFFAOYSA-N,LXLLRBCNSXBCNK
916,0.0,O=C(NC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2cc(O)ccc2o1,HWFAMARPORWDKE-UHFFFAOYSA-N,HWFAMARPORWDKE
917,1.0,COc1cccc(OC)c1-c1nc(C(=O)NC(CC(C)C)C(=O)O)cn1-c1ccnc2cc(Cl)ccc12,OUZUXYQXCXYGMX-UHFFFAOYSA-N,OUZUXYQXCXYGMX
918,1.0,Cc1ccccc1CN1CCC(CC(=O)NCCc2c[nH]c3ccccc23)CC1,LZDWBBQKRMLWKK-UHFFFAOYSA-N,LZDWBBQKRMLWKK
919,1.0,CC1=CC2Cc3nc4ccccc4c(NCCCCCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3C(C1)C2,HJOZPGZWSXZPTB-UHFFFAOYSA-N,HJOZPGZWSXZPTB
920,1.0,CCOC(=O)C1C(C)=Nc2nc3c(c(N)c2C1c1ccccc1)CCCC3,HSWTUAONRDQBHN-UHFFFAOYSA-N,HSWTUAONRDQBHN
921,1.0,CN(C)CCC(=O)NN1c2ccccc2Sc2cc(Cl)ccc21,OGSIAWJVXJZZOI-UHFFFAOYSA-N,OGSIAWJVXJZZOI
922,1.0,Cc1c2cc[nH]cc2c(C)c2c1nc1ccccc12,DMIWIJAIZZONNT-UHFFFAOYSA-N,DMIWIJAIZZONNT
923,1.0,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)[C@H]2SC1,BOEGTKLJZSQCCD-QKFMDRJYSA-N,BOEGTKLJZSQCCD
924,1.0,Cc1[nH]c2ccccc2c1C1(O)C(=O)N(Cc2ccccc2)c2ccc(Cl)cc21,VUUGHFZXXFTFQA-UHFFFAOYSA-N,VUUGHFZXXFTFQA
925,1.0,COc1cc(OC)c(OC)cc1CN1CCc2nc(N3CCN(c4ccccc4F)CC3)ncc2C1,UAHFFTYFDVZGFK-UHFFFAOYSA-N,UAHFFTYFDVZGFK
926,1.0,Cc1ccc(-c2csc3ncnc(Sc4nnnn4C)c23)cc1,JUNNWNYKUUVREG-UHFFFAOYSA-N,JUNNWNYKUUVREG
927,1.0,Cn1nnnc1Sc1ncnc2scc(-c3ccc(Cl)cc3)c12,UFJAIMORMYXBTD-UHFFFAOYSA-N,UFJAIMORMYXBTD
928,1.0,Cn1nnnc1Sc1ncnc2scc(-c3cccc(F)c3)c12,FMABFSDXQZDQEM-UHFFFAOYSA-N,FMABFSDXQZDQEM
929,1.0,Cn1nnnc1Sc1ncnc2scc(-c3ccc(C(F)(F)F)cc3)c12,YLOIWTHVMDILDR-UHFFFAOYSA-N,YLOIWTHVMDILDR
930,1.0,CC(=O)c1cc2c(s1)c1cnn(Cc3ccccc3F)c(=O)c1n2C,VQFDKGMHSLXKBA-UHFFFAOYSA-N,VQFDKGMHSLXKBA
931,1.0,N=c1c2c(-c3ccccc3)cn(Cc3ccccc3)c2ncn1C(CO)(CO)CO,BLGLCLYHBPYHHF-UHFFFAOYSA-N,BLGLCLYHBPYHHF
932,1.0,Nc1ccc(-c2ccc3ncc4ccc(=O)n(-c5cccc(C(F)(F)F)c5)c4c3c2)cn1,GUXXEUUYCAYESJ-UHFFFAOYSA-N,GUXXEUUYCAYESJ
933,1.0,CC1(C)S[C@@H]2C(N3C(=O)C(c4ccccc4)NC3(C)C)C(=O)N2C1C(=O)O,DXVUYOAEDJXBPY-WHUXOIGISA-N,DXVUYOAEDJXBPY
934,1.0,CC(C)CC(C(=O)NC(Cc1ccc(OCc2ccccc2)cc1)C(=O)NC(C)(C)C)N(C)Cc1ccc(C(C)(C)C)cc1,GCDHMGROXQUFNR-UHFFFAOYSA-N,GCDHMGROXQUFNR
935,1.0,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OCC1C[C@@H]2CN(C)C[C@@H]2C1,HVXKQKFEHMGHSL-GOOCMWNKSA-N,HVXKQKFEHMGHSL
936,1.0,O=C(Nc1ccccc1)N1CCC(Cc2cnc3ccccc3c2)CC1,BIODYGOZWZNCAG-UHFFFAOYSA-N,BIODYGOZWZNCAG
937,1.0,Cc1ccccc1N(C)C1CN([S+](=O)(O)c2cccc(C(F)(F)F)c2)C1,BTHKDLDJBKQLHE-UHFFFAOYSA-O,BTHKDLDJBKQLHE
938,1.0,Cc1cc(CNC(=O)c2ccc3c(c2)n(CC2CC2)c(=O)n3C2CCCCC2)on1,OHSMTKLVCHFYEF-UHFFFAOYSA-N,OHSMTKLVCHFYEF
939,1.0,CC(=O)OC(C)OC(=O)C(C)c1ccc(-c2ccccc2)c(F)c1,ALIVXCSEERJYHU-UHFFFAOYSA-N,ALIVXCSEERJYHU
940,1.0,CN(C)C[C@@H]1CCn2cc(c3ccccc32)-c2c(O)[nH]c(O)c2-c2cn(c3ccccc23)CCO1,DABMHGIPJLZGRT-SFHVURJKSA-N,DABMHGIPJLZGRT
941,1.0,Clc1ccc(CN[C@H]2CCN(c3ncc(Br)cn3)C2)c(Cl)c1,PXQNLQLMRMROSB-ZDUSSCGKSA-N,PXQNLQLMRMROSB
942,1.0,CCC[C@@H](NC(=O)N1C(=O)C(CC)(CC)[C@@H]1Oc1ccc(C(=O)N2CCN(C)CC2)cc1)c1ccc2c(c1)OCO2,ZSDCIRYNTCVTMF-GIGWZHCTSA-N,ZSDCIRYNTCVTMF
943,1.0,O=C(O)C1CN(Cc2ccc(-c3nc4cc(Cc5ccccc5F)ccc4s3)c(F)c2)C1,GVXGVDIXINMAAL-UHFFFAOYSA-N,GVXGVDIXINMAAL
944,1.0,COc1cc(/C=C/C(=O)NCCn2c(C(F)(F)F)cc3ccccc32)cc(OC)c1OC,WUYOECAJFJFUFC-CMDGGOBGSA-N,WUYOECAJFJFUFC
945,1.0,CCN(CC)CCNc1ccc(C)c2sc3ccccc3c(=O)c12,FBQPGGIHOFZRGH-UHFFFAOYSA-N,FBQPGGIHOFZRGH
946,1.0,CN1CCN(C(=O)Cc2c[nH]c3ncc(-c4ccccc4Oc4ccccc4)cc23)CC1,MUACOSYOMRJSIC-UHFFFAOYSA-N,MUACOSYOMRJSIC
947,1.0,COc1ccc(Cn2c(-c3ccccc3)c(-c3ccccc3)c3c(=N)n(CC4CCCO4)cnc32)cc1,IGPKYGOSBCZJNA-UHFFFAOYSA-N,IGPKYGOSBCZJNA
948,1.0,Cn1nnnc1Sc1ncnc2scc(-c3cccc(C(F)(F)F)c3)c12,VLYWPFPPMYHFIY-UHFFFAOYSA-N,VLYWPFPPMYHFIY
949,1.0,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,JFIOVJDNOJYLKP-UHFFFAOYSA-N,JFIOVJDNOJYLKP
950,1.0,COc1ccc(CCn2cnc3c(c(-c4ccccc4)c(-c4ccccc4)n3Cc3ccccc3)c2=N)cc1OC,UUSIUROFVFSCGV-UHFFFAOYSA-N,UUSIUROFVFSCGV
951,1.0,COc1ccc(CCn2cnc3c(c(-c4ccccc4)cn3Cc3ccccc3)c2=N)cc1OC,XJHYHIYCRDUTPX-UHFFFAOYSA-N,XJHYHIYCRDUTPX
952,1.0,CC=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)[C@H]2SC1,WDLWHQDACQUCJR-QWQCLYJRSA-N,WDLWHQDACQUCJR
953,1.0,COc1ccc(CCNC(=O)CCc2c(C)c3cc4c(C)coc4cc3oc2=O)cc1,UNPJGSCZLSQTCW-UHFFFAOYSA-N,UNPJGSCZLSQTCW
954,1.0,COc1ccc(Cn2c(-c3ccccc3)c(-c3ccccc3)c3c(=N)n(CCCCO)cnc32)cc1,SXLQGTVWGMWWON-UHFFFAOYSA-N,SXLQGTVWGMWWON
955,1.0,COc1ccc(Cn2c(-c3ccccc3)c(-c3ccccc3)c3c(=N)n(CCO)cnc32)cc1,ZVDASOIAYWCHFJ-UHFFFAOYSA-N,ZVDASOIAYWCHFJ
956,1.0,O=C1CCCC2=NC(Nc3nc4ccccc4o3)=NC(c3[nH]ncc3Cl)C12,ZMZHKQBIRWLJMP-UHFFFAOYSA-N,ZMZHKQBIRWLJMP
957,1.0,COc1ccc(Cn2c(-c3ccccc3)c(-c3ccccc3)c3c(=N)n(CC(OC)OC)cnc32)cc1,JSHYJRYMCGRZIQ-UHFFFAOYSA-N,JSHYJRYMCGRZIQ
958,1.0,CCOc1ccc(CCNC(=O)c2cc3ccccc3n2Cc2cccc(C)n2)cc1OCC,XACWFPJBEOBCHI-UHFFFAOYSA-N,XACWFPJBEOBCHI
959,1.0,Cn1c2cc(C=O)sc2c2cnn(Cc3ccccc3F)c(=O)c21,WZZCTWMITOXLPX-UHFFFAOYSA-N,WZZCTWMITOXLPX
960,1.0,N=c1c2c(-c3ccccc3)c(-c3ccccc3)n(CCc3ccccc3)c2ncn1CC1CCCO1,AODNEAOHAZSRSP-UHFFFAOYSA-N,AODNEAOHAZSRSP
961,1.0,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1,MNHDKMDLOJSCGN-UHFFFAOYSA-N,MNHDKMDLOJSCGN
962,1.0,Cn1nnnc1Sc1ncnc2scc(-c3cccc4ccccc34)c12,IJEUXOPSDMCMRX-UHFFFAOYSA-N,IJEUXOPSDMCMRX
963,1.0,N=c1c2c(-c3ccccc3)c(-c3ccccc3)n(Cc3ccccc3)c2ncn1CCCCO,KTFBLDDBYQUTCL-UHFFFAOYSA-N,KTFBLDDBYQUTCL
964,1.0,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,LIRYPHYGHXZJBZ
965,1.0,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C,WVUNYSQLFKLYNI-UHFFFAOYSA-N,WVUNYSQLFKLYNI
966,1.0,CCOC(=O)c1ccc(NC(=O)c2sc3nc4c(cc3c2N)N2CCC4CC2)cc1,PEWHPHIJNNDLKF-UHFFFAOYSA-N,PEWHPHIJNNDLKF
967,1.0,CNCCC=C1c2ccccc2CCc2ccccc21,PHVGLTMQBUFIQQ-UHFFFAOYSA-N,PHVGLTMQBUFIQQ
968,1.0,Cn1nnnc1Sc1ncnc2scc(-c3cccs3)c12,FXAAMSINVBCCQT-UHFFFAOYSA-N,FXAAMSINVBCCQT
969,1.0,CC(C)C[C@H](CO)Nc1nc(S[C@@H](C)c2ccccc2)nc2nc(N)sc12,ZMQSLMZOWVGBSM-GXTWGEPZSA-N,ZMQSLMZOWVGBSM
970,1.0,NC(=O)c1ccc(-c2ncc3cnc(-c4cccc(F)c4)cn23)cc1,TUOPYHXZFQELHH-UHFFFAOYSA-N,TUOPYHXZFQELHH
971,1.0,Cn1nnnc1Sc1ncnc2scc(-c3ccc4c(c3)OCO4)c12,TTWDAOGBFIRZMA-UHFFFAOYSA-N,TTWDAOGBFIRZMA
972,1.0,COC(Cn1cnc2c(c(-c3ccccc3)c(-c3ccccc3)n2CCc2ccccc2)c1=N)OC,VQBNAGNDGUTFER-UHFFFAOYSA-N,VQBNAGNDGUTFER
973,1.0,CNC1CCC(N(Cc2ccc(OC)c(-c3ccc(C#N)cc3)c2)C(=O)c2sc3ccccc3c2Cl)CC1,TUEJIDNHDMASIC-UHFFFAOYSA-N,TUEJIDNHDMASIC
974,1.0,N=c1c2c(-c3ccccc3)c(-c3ccccc3)n(Cc3ccccc3)c2ncn1C1CCN(Cc2ccccc2)CC1,QSESVSCDAIZBHL-UHFFFAOYSA-N,QSESVSCDAIZBHL
975,1.0,COCCn1cnc2c(c(-c3ccccc3)c(-c3ccccc3)n2Cc2ccc(OC)cc2)c1=N,NQOPYWGRGWIJIM-UHFFFAOYSA-N,NQOPYWGRGWIJIM
976,1.0,CCOC(CCCn1cnc2c(c(-c3ccccc3)c(-c3ccccc3)n2Cc2ccccc2)c1=N)OCC,PDSMFVHSAAEVQG-UHFFFAOYSA-N,PDSMFVHSAAEVQG
977,1.0,CC(C)CNc1ccnc(NCc2csc(-c3ccccc3)n2)n1,DGRJOOOHPBSAHD-UHFFFAOYSA-N,DGRJOOOHPBSAHD
978,1.0,N=c1c2c(-c3ccccc3)cn(Cc3ccccc3)c2ncn1Cc1ccco1,YNVACCOOLJSYOL-UHFFFAOYSA-N,YNVACCOOLJSYOL
979,1.0,CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1,GKHIVNAUVKXIIY-UHFFFAOYSA-N,GKHIVNAUVKXIIY
980,1.0,Cc1cccc(-c2csc3ncnc(Sc4nnnn4C)c23)c1,JVJHLZGDUGMTEO-UHFFFAOYSA-N,JVJHLZGDUGMTEO
981,1.0,N=c1c2c(-c3ccccc3)c(-c3ccccc3)n(Cc3ccccc3)c2ncn1CCO,QTIHLJJOEVXLFE-UHFFFAOYSA-N,QTIHLJJOEVXLFE
982,1.0,COc1ccc(N(C)c2nc(C)nc3ccccc23)cc1,SNHCRNMVYDHVDT-UHFFFAOYSA-N,SNHCRNMVYDHVDT
983,1.0,COc1cccc(-c2csc3ncnc(Sc4nnnn4C)c23)c1,HTGWZEXCLHOICY-UHFFFAOYSA-N,HTGWZEXCLHOICY
984,1.0,N=c1c2c(-c3ccccc3)c(-c3ccccc3)n(CCc3ccccc3)c2ncn1CCCCO,QVWKCHUPLIHDIM-UHFFFAOYSA-N,QVWKCHUPLIHDIM
985,1.0,N=c1c2c(-c3ccccc3)cn(Cc3ccccc3)c2ncn1C1CCC(O)CC1,JBXSXNCFLVMCPD-UHFFFAOYSA-N,JBXSXNCFLVMCPD
986,1.0,COc1ccc(C)cc1Nc1c2c(nc3ccccc13)CCC2,GOQCYAVABDHTNR-UHFFFAOYSA-N,GOQCYAVABDHTNR
987,1.0,Nc1c(C(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)sc2nc3c(cc12)N1CCC3CC1,KLHNCJBQJMQVFV-UHFFFAOYSA-N,KLHNCJBQJMQVFV
988,1.0,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc4ncccc4c3)c(F)c2)ccn1,WVXNSAVVKYZVOE-UHFFFAOYSA-N,WVXNSAVVKYZVOE
989,1.0,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,RJMUSRYZPJIFPJ
990,1.0,Cc1cccc(C#Cc2cc(F)cc(C#N)c2)n1,ZGEXQIMQZVRTDZ-UHFFFAOYSA-N,ZGEXQIMQZVRTDZ
991,1.0,N=c1c2c(-c3ccccc3)cn(Cc3ccc(Br)cc3)c2ncn1CCCCO,GGIQNGFKHWECSM-UHFFFAOYSA-N,GGIQNGFKHWECSM
992,1.0,N=c1c2c(-c3ccccc3)c(-c3ccccc3)n(Cc3ccccc3)c2ncn1CC1CCCO1,GXCHOLNGMLYCRT-UHFFFAOYSA-N,GXCHOLNGMLYCRT
993,1.0,O=C(Nc1ccc2[nH]c(=O)oc2c1)C(=O)N1CCC(Cc2ccc(F)cc2)CC1,GKGRZLGAQZPEHO-UHFFFAOYSA-N,GKGRZLGAQZPEHO
994,1.0,O=C(NCC1(N2CCN(c3ccccc3)CC2)CCOCC1)c1cccnc1Sc1ccccc1,XREFXUCWSYMIOG-UHFFFAOYSA-N,XREFXUCWSYMIOG
995,1.0,COc1ccc(Cn2c(-c3ccccc3)c(-c3ccccc3)c3c(=N)n(CCCCCO)cnc32)cc1,AFHOZJDMBDPAGM-UHFFFAOYSA-N,AFHOZJDMBDPAGM
996,1.0,Cc1onc(-c2c(Cl)cccc2Cl)c1CC(=O)NCc1ccc(OCC(F)(F)F)nc1,SOEIDCOJJGHLKZ-UHFFFAOYSA-N,SOEIDCOJJGHLKZ
997,1.0,N=c1c2c(-c3ccccc3)c(-c3ccccc3)n(Cc3ccccc3)c2ncn1CCCCCO,XYWGUPKDZFRAEZ-UHFFFAOYSA-N,XYWGUPKDZFRAEZ
998,1.0,CC[C@@H](c1ccc(F)c(F)c1)n1c(C(=O)OC)c(-c2ccno2)[nH]c1=S,SYARXICKXVXWNA-LBPRGKRZSA-N,SYARXICKXVXWNA
999,1.0,c1ccc(Nc2nc3c(s2)CCCc2[nH]ncc2-3)nc1,DBISXWCOHGUFSF-UHFFFAOYSA-N,DBISXWCOHGUFSF
1000,1.0,Cc1ccc(-n2c(C)cc(-c3nnc4n3CCCCC4)c2C)cc1,QKPPIMNVHFZLLI-UHFFFAOYSA-N,QKPPIMNVHFZLLI
1001,1.0,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(N=CN3CCCCCC3)[C@H]2SC1(C)C,NPGNOVNWUSPMDP-VMBOVVBDSA-N,NPGNOVNWUSPMDP
1002,1.0,COC(Cn1cnc2c(c(-c3ccccc3)c(-c3ccccc3)n2Cc2ccccc2)c1=N)OC,FNGOAYBTWAXPAN-UHFFFAOYSA-N,FNGOAYBTWAXPAN
1003,1.0,CCC(=O)C1=C(c2ccc(F)cc2)N(C(=O)CC)n2cnnc2S1,ICXZCPYJXARILC-UHFFFAOYSA-N,ICXZCPYJXARILC
1004,1.0,CCCCC=CCC(=O)CCc1ccc(O)c(OC)c1,LVCXAKWFQYYXLU-UHFFFAOYSA-N,LVCXAKWFQYYXLU
1005,1.0,N=c1c2c(-c3ccccc3)c(-c3ccccc3)n(CCc3ccccc3)c2ncn1CCCCCO,CMAMUPAPMZCSJO-UHFFFAOYSA-N,CMAMUPAPMZCSJO
1006,1.0,CCCCOC(=O)NS(=O)(=O)c1sc(CC(C)C)cc1-c1ccc(Cn2ccnc2)cc1,XTEOJPUYZWEXFI-UHFFFAOYSA-N,XTEOJPUYZWEXFI
1007,1.0,CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c43)C2C1,ZZJYIKPMDIWRSN-KOVVYZNRSA-N,ZZJYIKPMDIWRSN
1008,1.0,NC1CCN(C(=O)C2CCCN(c3nc(-c4ccccc4)nc4c3CCC4)C2)CC1,FECFLGLBRXVBBC-UHFFFAOYSA-N,FECFLGLBRXVBBC
1009,1.0,COCCn1cnc2c(c(-c3ccccc3)c(-c3ccccc3)n2Cc2ccccc2)c1=N,JNSGKFYVDZWSNX-UHFFFAOYSA-N,JNSGKFYVDZWSNX
1010,1.0,Cn1nnnc1Sc1ncnc2scc(-c3ccsc3)c12,DBCSPALPUCNROA-UHFFFAOYSA-N,DBCSPALPUCNROA
1011,1.0,Cc1nc(C2CCCCC2)c(-c2ccc(S(N)(=O)=O)c(F)c2)o1,MIMJSJSRRDZIPW-UHFFFAOYSA-N,MIMJSJSRRDZIPW
1012,1.0,CNc1cc(OC)c(C(=O)N[C@H]2CCN(Cc3ccccc3)[C@H]2C)cc1Cl,KRVOJOCLBAAKSJ-KSSFIOAISA-N,KRVOJOCLBAAKSJ
1013,1.0,CC(=O)c1cc(C(=O)N[C@@H](C)Cn2ccc(-c3ccc(C#N)c(Cl)c3)n2)[nH]n1,GMBPVBVTPBWIKC-NSHDSACASA-N,GMBPVBVTPBWIKC
1014,1.0,N#Cc1ccc(C(=O)Nc2ccc(Cl)c(-c3nc4ncccc4o3)c2)c(F)c1,VFTVZZCNEZEYRR-UHFFFAOYSA-N,VFTVZZCNEZEYRR
1015,1.0,COc1ccccc1NC(=O)C1C(C)=Nc2c(C(=O)Nc3cccc(C)c3)cnn2C1c1ccccc1Cl,AGHSATSZQZSBER-UHFFFAOYSA-N,AGHSATSZQZSBER
1016,1.0,COc1ccc(Cn2c(-c3ccccc3)c(-c3ccccc3)c3c(=N)n(N4CCOCC4)cnc32)cc1,UNKBIGKDQMISFS-UHFFFAOYSA-N,UNKBIGKDQMISFS
1017,1.0,Cn1nnnc1Sc1ncnc2scc(-c3ccc(Br)cc3)c12,OYFRFXHZWLMGDU-UHFFFAOYSA-N,OYFRFXHZWLMGDU
1018,1.0,O=C1/C(=C\c2ccccc2)C[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)C1O5,WXOUFNFMPVMGFZ-WNTSOKFTSA-N,WXOUFNFMPVMGFZ
1019,1.0,CCC(=O)N1CCN(c2ccc(-n3c(=O)ccc4cnc5ccc(-c6cnc7ccccc7c6)cc5c43)cc2C(F)(F)F)CC1,AKCRNFFTGXBONI-UHFFFAOYSA-N,AKCRNFFTGXBONI
1020,1.0,CC(C)(C(=O)O)c1ccc([C@@H](O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,RWTNPBWLLIMQHL-LJAQVGFWSA-N,RWTNPBWLLIMQHL
1021,1.0,N=c1c2c(-c3ccccc3)cn(Cc3ccc(Br)cc3)c2ncn1CCCN1CCN(c2ccccc2)CC1,QRENGZGYVDZYPV-UHFFFAOYSA-N,QRENGZGYVDZYPV
1022,1.0,N=c1c2c(-c3ccccc3)c(-c3ccccc3)n(Cc3ccccc3)c2ncn1C1CCC(O)CC1,WSMXAUJFLWRPNT-UHFFFAOYSA-N,WSMXAUJFLWRPNT
1023,1.0,N#Cc1cccc(-c2nc(-c3cccnc3)no2)c1,HGFXDSQLRSWUBO-UHFFFAOYSA-N,HGFXDSQLRSWUBO
1024,1.0,CN(C)CCn1cnc2c(c(-c3ccccc3)c(-c3ccccc3)n2CCc2ccccc2)c1=N,CLTUNXYONDLOOL-UHFFFAOYSA-N,CLTUNXYONDLOOL
1025,1.0,CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C,TZDUHAJSIBHXDL-UHFFFAOYSA-N,TZDUHAJSIBHXDL
1026,1.0,N#Cc1cccc(NC(=O)c2sc3nc4c(cc3c2N)N2CCC4CC2)c1,RGRCISYVIDYKQZ-UHFFFAOYSA-N,RGRCISYVIDYKQZ
1027,1.0,COCCn1cnc2c(c(-c3ccccc3)cn2Cc2ccccc2)c1=N,FFIVMGPSBDSHKG-UHFFFAOYSA-N,FFIVMGPSBDSHKG
1028,1.0,Cc1cc(C)nc(NC(=S)N2CCN(c3ccc(C(F)(F)F)cn3)CC2)c1,HHKPPMSUPATMKP-UHFFFAOYSA-N,HHKPPMSUPATMKP
1029,1.0,Cn1nnnc1Sc1ncnc2scc(-c3cccc(Cl)c3)c12,UCPHDGROVFOLTK-UHFFFAOYSA-N,UCPHDGROVFOLTK
1030,1.0,N#Cc1ccnc(Nc2cc(C3CCN(C4COC4)CC3)cc(N3CCC(F)(F)C3)n2)c1,RHFIAUKMKYHHFA-UHFFFAOYSA-N,RHFIAUKMKYHHFA
