,Activity_ID,Quality,source,CID,SMILES,connectivity,InChIKey,InChI,InChI_AuxInfo,target_id,TID,accession,Protein_Type,AID,doc_id,Year,all_doc_ids,all_years,type_IC50,type_EC50,type_KD,type_Ki,type_other,Activity_class,relation,pchembl_value,pchembl_value_Mean,pchembl_value_StdDev,pchembl_value_SEM,pchembl_value_N,pchembl_value_Median,pchembl_value_MAD
362064,VTYCCCCZIPADRN_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.166224,CCC(C)c1ccc(Oc2ccc3C4=C(C#N)C(=O)N=C4c4cccc2c43)cc1,VTYCCCCZIPADRN,VTYCCCCZIPADRN-UHFFFAOYSA-N,"InChI=1S/C25H18N2O2/c1-3-14(2)15-7-9-16(10-8-15)29-21-12-11-18-22-17(21)5-4-6-19(22)24-23(18)20(13-26)25(28)27-24/h4-12,14H,3H2,1-2H3","""AuxInfo=1/0/N:1,4,2,24,25,23,6,29,7,28,12,11,16,3,5,8,26,13,22,15,10,27,14,21,18,17,20,19,9/E:(7,8)(9,10)/rA:29CCCCCCCCOCCCCCCCNCONCCCCCCCCC/rB:s1;s2;s3;s3;d5;s6;d7;s8;s9;d10;s11;d12;s13;w?14;s15;t16;s15;d18;s18;s14w?20;s21;d22;s23;d24;s10s25;s13s22d26;s8;s5d28;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860;EntrezID:596,P10415,WT,CHEMBL1827900,PMID:21684048,2011.0,PMID:21684048,2011,0,0,0,1,,,=,6.8,6.8,0.0,0.0,1.0,6.8,0.0
362232,VUDNYXCCWOOPAN_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.360939,Cc1cc(OCCCn2c(C(N)=O)cc3ccc(OCc4ccccc4C(=O)O)cc32)cc(C)c1Cl,VUDNYXCCWOOPAN,VUDNYXCCWOOPAN-UHFFFAOYSA-N,"InChI=1S/C28H27ClN2O5/c1-17-12-22(13-18(2)26(17)29)35-11-5-10-31-24-15-21(9-8-19(24)14-25(31)27(30)32)36-16-20-6-3-4-7-23(20)28(33)34/h3-4,6-9,12-15H,5,10-11,16H2,1-2H3,(H2,30,32)(H,33,34)","""AuxInfo=1/1/N:1,34,23,24,7,22,25,16,17,8,6,3,32,14,30,20,2,33,15,21,18,4,26,31,10,35,11,27,36,12,9,13,28,29,5,19/E:(1,2)(12,13)(17,18)(33,34)/rA:36CCCCOCCCNCCNOCCCCCOCCCCCCCCOOCCCCCCCl/rB:s1;d2;s3;s4;s5;s6;s7;s8;s9;s10;s11;d11;d10;s14;d15;s16;d17;s18;s19;s20;d21;s22;d23;s24;s21d25;s26;d27;s27;s18;s9s15d30;d4;s32;s33;s2d33;s35;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL4015012,PMID:28343875,2017.0,PMID:28343875,2017,0,0,0,1,,,=,6.07,6.07,0.0,0.0,1.0,6.07,0.0
363004,VVILYNHSRXZKRA_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.379736,COC(=O)C12C=CC(CC(=O)Nc3ccc(Cl)cc3)CC1CC(C)=CC2C=C(Cl)c1ccc(C(=O)O)cc1,VVILYNHSRXZKRA,VVILYNHSRXZKRA-UHFFFAOYSA-N,"InChI=1S/C30H29Cl2NO5/c1-18-13-22-15-19(16-27(34)33-25-9-7-24(31)8-10-25)11-12-30(22,29(37)38-2)23(14-18)17-26(32)20-3-5-21(6-4-20)28(35)36/h3-12,14,17,19,22-23H,13,15-16H2,1-2H3,(H,33,34)(H,35,36)","""AuxInfo=1/1/N:24,1,31,38,32,37,15,18,14,19,7,6,22,25,20,9,27,23,8,30,33,21,26,16,13,28,10,34,3,5,17,29,12,11,35,36,4,2/E:(3,4)(5,6)(7,8)(9,10)(35,36)/rA:38COCOCCCCCCONCCCCClCCCCCCCCCCCClCCCCCOOCC/rB:s1;s2;d3;s3;s5;w?6;s7;s8;s9;d10;s10;s12;d13;s14;d15;s16;s16;s13d18;s8;s5s20;s21;s22;s23;w?23;s5s25;s26;w?27;s28;s28;d30;s31;d32;s33;d34;s34;s33;s30d37;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL4148756,PMID:29453135,2018.0,PMID:29453135,2018,0,0,0,1,,,=,6.16,6.16,0.0,0.0,1.0,6.16,0.0
363359,VWAHPKXYXYLIIU_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.259734,CCOc1c(N=Nc2c(O)n(-c3cccc(-c4ccc(N(C)C)cc4)c3)nc2C)cccc1,VWAHPKXYXYLIIU,VWAHPKXYXYLIIU-UHFFFAOYSA-N,"InChI=1S/C26H27N5O2/c1-5-33-24-12-7-6-11-23(24)27-28-25-18(2)29-31(26(25)32)22-10-8-9-20(17-22)19-13-15-21(16-14-19)30(3)4/h6-17,32H,5H2,1-4H3","""AuxInfo=1/0/N:1,29,22,23,2,31,32,14,15,13,30,33,18,25,19,24,26,28,17,16,20,12,5,4,8,9,6,7,27,21,11,10,3/E:(3,4)(13,14)(15,16)/rA:33CCOCCNNCCONCCCCCCCCCNCCCCCNCCCCCC/rB:s1;s2;s3;d4;s5;w?6;s7;d8;s9;s9;s11;d12;s13;d14;s15;s16;d17;s18;d19;s20;s21;s21;s20;s17d24;s12d16;s11;s8d27;s28;s5;d30;s31;s4d32;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL3417878,PMID:25668341,2015.0,PMID:25668341,2015,0,0,0,1,,,=,5.38,5.38,0.0,0.0,1.0,5.38,0.0
363471,VWGHDJKYTHUPAS_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.415364,C=C(C)c1c(-c2cccc(Cl)c2C)c2c(ncnc2NC(Cc2ccccc2)C(=O)O)s1,VWGHDJKYTHUPAS,VWGHDJKYTHUPAS-UHFFFAOYSA-N,"InChI=1S/C25H22ClN3O2S/c1-14(2)22-20(17-10-7-11-18(26)15(17)3)21-23(27-13-28-24(21)32-22)29-19(25(30)31)12-16-8-5-4-6-9-16/h4-11,13,19H,1,12H2,2-3H3,(H,30,31)(H,27,28,29)","""AuxInfo=1/1/N:1,3,13,26,25,27,8,24,28,7,9,22,17,2,12,23,6,10,21,5,14,4,19,15,29,11,18,16,20,30,31,32/E:(5,6)(8,9)(30,31)/rA:32CCCCCCCCCCClCCCCNCNCNCCCCCCCCCOOS/rB:d1;s2;s2;d4;s5;d6;s7;d8;s9;s10;s6d10;s12;s5;d14;s15;d16;s17;s14d18;s19;s20;s21;s22;d23;s24;d25;s26;s23d27;s21;d29;s29;s4s15;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL4375085,PMID:31339316,2019.0,PMID:31339316,2019,0,0,0,1,,,=,5.27,5.27,0.0,0.0,1.0,5.27,0.0
363947,VWXKRYCZXIHSPX_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.201411,CCCCN=C1C(=O)NC2=C1c1c3c2cccc3c(N2CCSCC2)cc1,VWXKRYCZXIHSPX,VWXKRYCZXIHSPX-UHFFFAOYSA-N,"InChI=1S/C22H23N3OS/c1-2-3-9-23-21-19-15-7-8-17(25-10-12-27-13-11-25)14-5-4-6-16(18(14)15)20(19)24-22(21)26/h4-8H,2-3,9-13H2,1H3,(H,23,24,26)","""AuxInfo=1/1/N:1,2,3,16,17,15,27,26,4,21,25,22,24,18,12,14,19,13,11,10,6,7,5,9,20,8,23/E:(10,11)(12,13)/rA:27CCCCNCCONCCCCCCCCCCNCCSCCCC/rB:s1;s2;s3;s4;w?5;s6;d7;s7;s9;s6w?10;s11;d12;s10s13;d14;s15;d16;s13s17;d18;s19;s20;s21;s22;s23;s20s24;s19;s12d26;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,EntrezID:596;ChEMBL:CHEMBL4860;ChEMBL:CHEMBL4860,P10415,WT,CHEMBL2318340,PMID:23206987,2013.0,PMID:23206987,2013,0,0,1,0,,,=,6.7,6.7,0.0,0.0,1.0,6.7,0.0
364382,VXUUQGFCAHVYRP_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.392557,CC(C)(C)OC(=O)NC(Cc1ccc(OCc2ccccc2)cc1)C(=O)NS(=O)(=O)c1ccc(NCCCc2ccccc2)c([N+](=O)[O-])c1,VXUUQGFCAHVYRP,VXUUQGFCAHVYRP-UHFFFAOYSA-N,"InChI=1S/C36H40N4O8S/c1-36(2,3)48-35(42)38-32(23-27-16-18-29(19-17-27)47-25-28-13-8-5-9-14-28)34(41)39-49(45,46)30-20-21-31(33(24-30)40(43)44)37-22-10-15-26-11-6-4-7-12-26/h4-9,11-14,16-21,24,32,37H,10,15,22-23,25H2,1-3H3,(H,38,42)(H,39,41)","""AuxInfo=1/1/N:1,3,4,42,20,41,43,19,21,37,40,44,18,22,38,12,24,13,23,32,33,36,10,49,16,39,11,17,14,31,34,9,45,25,6,2,35,8,27,46,26,7,47,48,29,30,15,5,28/E:(1,2,3)(6,7)(8,9)(11,12)(13,14)(16,17)(18,19)(43,44)(45,46)/CRV:40.5,49.6/rA:49CCCCOCONCCCCCCOCCCCCCCCCCONSOOCCCCNCCCCCCCCCCN+OO-C/rB:s1;s2;s2;s2;s5;d6;s6;s8;s9;s10;d11;s12;d13;s14;s15;s16;d17;s18;d19;s20;s17d21;s14;s11d23;s9;d25;s25;s27;d28;d28;s28;d31;s32;d33;s34;s35;s36;s37;s38;d39;s40;d41;s42;s39d43;s34;s45;d46;s46;s31d45;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL4236686,PMID:30170927,2018.0,PMID:30170927,2018,0,0,0,1,,,=,5.82,5.82,0.0,0.0,1.0,5.82,0.0
364939,VYQFVFZWQVNTIH_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.221669,O=C(Nc1c(O)c(O)c(O)cc1C(=O)NCc1ccccc1)c1ccccc1,VYQFVFZWQVNTIH,VYQFVFZWQVNTIH-UHFFFAOYSA-N,"InChI=1S/C21H18N2O5/c24-16-11-15(21(28)22-12-13-7-3-1-4-8-13)17(19(26)18(16)25)23-20(27)14-9-5-2-6-10-14/h1-11,24-26H,12H2,(H,22,28)(H,23,27)","""AuxInfo=1/1/N:20,26,19,21,25,27,18,22,24,28,11,16,17,23,12,9,4,7,5,2,13,15,3,10,8,6,1,14/E:(3,4)(5,6)(7,8)(9,10)/rA:28OCNCCOCOCOCCCONCCCCCCCCCCCCC/rB:d1;s2;s3;d4;s5;s5;s7;d7;s9;s9;s4d11;s12;d13;s13;s15;s16;d17;s18;d19;s20;s17d21;s2;d23;s24;d25;s26;s23d27;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL2437893,PMID:24095762,2013.0,PMID:24095762,2013,0,0,0,1,,,=,5.88,5.88,0.0,0.0,1.0,5.88,0.0
365064,VYXJULKGMXJVGI_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.420629,O=C(c1c2CCCCn2c(-c2cc3c(cc2C(=O)N2Cc4c(cccc4)CC2CN2CCOCC2)OCO3)c1)N(c1ccccc1)c1ccc(O)cc1,VYXJULKGMXJVGI,VYXJULKGMXJVGI-UHFFFAOYSA-N,"InChI=1S/C43H42N4O6/c48-34-15-13-32(14-16-34)47(31-10-2-1-3-11-31)43(50)37-23-39(45-17-7-6-12-38(37)45)35-24-40-41(53-28-52-40)25-36(35)42(49)46-26-30-9-5-4-8-29(30)22-33(46)27-44-18-20-51-21-19-44/h1-5,8-11,13-16,23-25,33,48H,6-7,12,17-22,26-28H2","""AuxInfo=1/0/N:44,43,45,24,25,6,7,23,26,42,46,5,48,53,49,52,8,31,35,32,34,27,39,12,15,20,29,37,22,21,41,47,28,50,11,16,3,4,10,13,14,17,2,30,9,19,40,51,18,1,33,38,36/E:(2,3)(10,11)(13,14)(15,16)(18,19)(20,21)/rA:53OCCCCCCCNCCCCCCCCONCCCCCCCCCCNCCOCCOCOCNCCCCCCCCCCOCC/rB:d1;s2;d3;s4;s5;s6;s7;s4s8;s9;s10;d11;s12;d13;s14;s11d15;s16;d17;s17;s19;s20;d21;s22;d23;s24;s21d25;s22;s19s27;s28;s29;s30;s31;s32;s33;s30s34;s14;s36;s13s37;s3d10;s2;s40;d41;s42;d43;s44;s41d45;s40;d47;s48;d49;s50;s50;s47d52;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL4398470,PMID:31129454,2019.0,PMID:31129454,2019,0,0,0,1,,,=,8.89,8.89,0.0,0.0,1.0,8.89,0.0
365407,VZPPLAMKJVEBAM_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.68248,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCC(=Cc4ccccc4C#N)CC3)cc2)cc1[N+](=O)[O-],VZPPLAMKJVEBAM,VZPPLAMKJVEBAM-UHFFFAOYSA-N,"InChI=1S/C38H40N6O5S2/c1-42(2)21-20-32(27-50-34-10-4-3-5-11-34)40-36-17-16-35(25-37(36)44(46)47)51(48,49)41-38(45)29-12-14-33(15-13-29)43-22-18-28(19-23-43)24-30-8-6-7-9-31(30)26-39/h3-17,24-25,32,40H,18-23,27H2,1-2H3,(H,41,45)","""AuxInfo=1/1/N:1,3,12,11,13,37,38,36,39,10,14,27,46,28,45,18,17,32,43,5,4,31,44,34,47,41,7,33,26,35,40,6,29,9,19,16,48,24,42,15,23,2,30,49,25,50,51,21,22,8,20/E:(1,2)(4,5)(10,11)(12,13)(14,15)(18,19)(22,23)(46,47)(48,49)/CRV:44.5,51.6/rA:51CNCCCCCSCCCCCCNCCCCSOONCOCCCCNCCCCCCCCCCCNCCCCCCN+OO-/rB:s1;s2;s2;s4;s5;s6;s7;s8;d9;s10;d11;s12;s9d13;s6;s15;d16;s17;d18;s19;d20;d20;s20;s23;d24;s24;d26;s27;d28;s29;s30;s31;s32;w?33;s34;d35;s36;d37;s38;s35d39;s40;t41;s33;s30s43;s29;s26d45;s19;s16d47;s48;d49;s49;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,EntrezID:596;ChEMBL:CHEMBL4860,P10415,WT,CHEMBL909602,PMID:17256834,2007.0,PMID:17256834,2007,0,0,0,1,,,=,7.89,7.89,0.0,0.0,1.0,7.89,0.0
366690,WCCURKPGTWDEPT_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.306357,O=C(C=Cc1ccccc1Cl)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1,WCCURKPGTWDEPT,WCCURKPGTWDEPT-UHFFFAOYSA-N,"InChI=1S/C30H25ClN4O6S2/c31-26-9-5-4-6-21(26)12-17-29(36)33-23-13-10-22(11-14-23)30(37)34-43(40,41)25-15-16-27(28(20-25)35(38)39)32-18-19-42-24-7-2-1-3-8-24/h1-17,20,32H,18-19H2,(H,33,36)(H,34,37)","""AuxInfo=1/1/N:34,33,35,7,8,6,32,36,9,15,42,4,14,43,24,25,3,28,29,41,5,16,13,31,23,10,26,37,2,17,11,27,12,19,38,1,18,39,40,21,22,30,20/E:(2,3)(7,8)(10,11)(13,14)(38,39)(40,41)/CRV:35.5,43.6/rA:43OCCCCCCCCCClNCCCCCONSOOCCCCNCCSCCCCCCCN+OO-CCC/rB:d1;s2;w?3;s4;d5;s6;d7;s8;s5d9;s10;s2;s12;d13;s14;d15;s16;d17;s17;s19;d20;d20;s20;d23;s24;d25;s26;s27;s28;s29;s30;d31;s32;d33;s34;s31d35;s26;s37;d38;s38;s23d37;s16;s13d42;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL3859719,PMID:27712939,2016.0,PMID:27712939,2016,0,0,0,1,,,=,6.22,6.22,0.0,0.0,1.0,6.22,0.0
367234,WCYCOLUXSJFTKA_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.455234,CCCCN=C1C(C#N)=C(O)c2c3c1ccc(Sc1ccc(Br)cc1)c3ccc2,WCYCOLUXSJFTKA,WCYCOLUXSJFTKA-UHFFFAOYSA-N,"InChI=1S/C24H19BrN2OS/c1-2-3-13-27-23-18-11-12-21(29-16-9-7-15(25)8-10-16)17-5-4-6-19(22(17)18)24(28)20(23)14-26/h4-12,28H,2-3,13H2,1H3","""AuxInfo=1/0/N:1,2,3,28,27,29,21,24,20,25,15,16,4,8,22,19,26,14,12,7,17,13,6,10,23,9,5,11,18/E:(7,8)(9,10)/rA:29CCCCNCCCNCOCCCCCCSCCCCBrCCCCCC/rB:s1;s2;s3;s4;w?5;s6;s7;t8;w?7;s10;s10;d12;s6s13;d14;s15;d16;s17;s18;d19;s20;d21;s22;s22;s19d24;s13s17;d26;s27;s12d28;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL4705649,PMID:33197310,2020.0,PMID:33197310,2020,0,0,0,1,,,=,6.68,6.68,0.0,0.0,1.0,6.68,0.0
367705,WDSIRVXGKDXLAU_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.237749,O=C(O)CSc1cc(NS(=O)(=O)c2ccc(-c3ccccc3)cc2)c2ccccc2c1O,WDSIRVXGKDXLAU,WDSIRVXGKDXLAU-UHFFFAOYSA-N,"InChI=1S/C24H19NO5S2/c26-23(27)15-31-22-14-21(19-8-4-5-9-20(19)24(22)28)25-32(29,30)18-12-10-17(11-13-18)16-6-2-1-3-7-16/h1-14,25,28H,15H2,(H,26,27)","""AuxInfo=1/1/N:20,19,21,27,28,18,22,26,29,15,23,14,24,7,4,17,16,13,25,30,8,6,2,31,9,1,3,32,11,12,5,10/E:(2,3)(6,7)(10,11)(12,13)(26,27)(29,30)/CRV:32.6/rA:32OCOCSCCCNSOOCCCCCCCCCCCCCCCCCCCO/rB:d1;s2;s2;s4;s5;d6;s7;s8;s9;d10;d10;s10;d13;s14;d15;s16;d17;s18;d19;s20;s17d21;s16;s13d23;d8;s25;d26;s27;d28;s25s29;s6d30;s31;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860;EntrezID:596,P10415,WT,CHEMBL3266888,PMID:24749893,2014.0,PMID:24749893,2014,0,0,0,1,,,=,5.05,5.05,0.0,0.0,1.0,5.05,0.0
368056,WEKMYYBVUYSISQ_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.202765,O=C(O)c1c(CCCOc2cccc3c2cccc3)c2c(cccc2)s1,WEKMYYBVUYSISQ,WEKMYYBVUYSISQ-UHFFFAOYSA-N,"InChI=1S/C22H18O3S/c23-22(24)21-18(17-10-3-4-13-20(17)26-21)11-6-14-25-19-12-5-8-15-7-1-2-9-16(15)19/h1-5,7-10,12-13H,6,11,14H2,(H,23,24)","""AuxInfo=1/1/N:18,17,24,23,12,7,19,13,16,25,6,11,22,8,14,15,20,5,10,21,4,2,1,3,9,26/E:(23,24)/rA:26OCOCCCCCOCCCCCCCCCCCCCCCCS/rB:d1;s2;s2;d4;s5;s6;s7;s8;s9;d10;s11;d12;s13;s10d14;s15;d16;s17;s14d18;s5;d20;s21;d22;s23;s20d24;s4s21;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,EntrezID:596;ChEMBL:CHEMBL4860,P10415,WT,CHEMBL2320309,PMID:23244564,2013.0,PMID:23244564,2013,0,0,0,1,,,=,5.01,5.01,0.0,0.0,1.0,5.01,0.0
370461,WIAHPNNINQUXBH_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.201410,CCCCCCN=C1C(=O)NC2=C1c1c3c2cccc3c(N2CCSCC2)cc1,WIAHPNNINQUXBH,WIAHPNNINQUXBH-UHFFFAOYSA-N,"InChI=1S/C24H27N3OS/c1-2-3-4-5-11-25-23-21-17-9-10-19(27-12-14-29-15-13-27)16-7-6-8-18(20(16)17)22(21)26-24(23)28/h6-10H,2-5,11-15H2,1H3,(H,25,26,28)","""AuxInfo=1/1/N:1,2,3,4,5,18,19,17,29,28,6,23,27,24,26,20,14,16,21,15,13,12,8,9,7,11,22,10,25/E:(12,13)(14,15)/rA:29CCCCCCNCCONCCCCCCCCCCNCCSCCCC/rB:s1;s2;s3;s4;s5;s6;w?7;s8;d9;s9;s11;s8w?12;s13;d14;s12s15;d16;s17;d18;s15s19;d20;s21;s22;s23;s24;s25;s22s26;s21;s14d28;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860;ChEMBL:CHEMBL4860;EntrezID:596,P10415,WT,CHEMBL2318340,PMID:23206987,2013.0,PMID:23206987,2013,0,0,1,0,,,=,7.02,7.02,0.0,0.0,1.0,7.02,0.0
372055,WJGYEKOJLFTYIV_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.166219,Cc1ccccc1Oc1ccc2C3=C(C#N)C(=O)N=C3c3cccc1c32,WJGYEKOJLFTYIV,WJGYEKOJLFTYIV-UHFFFAOYSA-N,"InChI=1S/C22H12N2O2/c1-12-5-2-3-8-17(12)26-18-10-9-14-19-13(18)6-4-7-15(19)21-20(14)16(11-23)22(25)24-21/h2-10H,1H3","""AuxInfo=1/0/N:1,4,5,23,3,24,22,6,11,10,15,2,25,12,21,14,7,9,26,13,20,17,16,19,18,8/rA:26CCCCCCCOCCCCCCCNCONCCCCCCC/rB:s1;d2;s3;d4;s5;s2d6;s7;s8;d9;s10;d11;s12;w?13;s14;t15;s14;d17;s17;s13w?19;s20;d21;s22;d23;s9s24;s12s21d25;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860;EntrezID:596,P10415,WT,CHEMBL1827900,PMID:21684048,2011.0,PMID:21684048,2011,0,0,0,1,,,=,5.84,5.84,0.0,0.0,1.0,5.84,0.0
373837,WLXWGKQBHKCGOD_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.261742,O=C(O)c1c(CCCOc2cccc3ccccc23)c2cccc3c2n1CCCS3,WLXWGKQBHKCGOD,WLXWGKQBHKCGOD-UHFFFAOYSA-N,"InChI=1S/C25H23NO3S/c27-25(28)24-20(19-10-4-13-22-23(19)26(24)14-6-16-30-22)11-5-15-29-21-12-3-8-17-7-1-2-9-18(17)21/h1-4,7-10,12-13H,5-6,11,14-16H2,(H,27,28)","""AuxInfo=1/1/N:16,17,12,22,7,28,15,13,18,21,6,11,23,27,8,29,14,19,20,5,10,24,25,4,2,26,1,3,9,30/E:(27,28)/rA:30OCOCCCCCOCCCCCCCCCCCCCCCCNCCCS/rB:d1;s2;s2;d4;s5;s6;s7;s8;s9;d10;s11;d12;s13;d14;s15;d16;s17;s10s14d18;s5;d20;s21;d22;s23;s20d24;s4s25;s26;s27;s28;s24s29;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL3429296,PMID:25844895,2015.0,PMID:25844895,2015,0,0,0,1,,,=,5.0,5.0,0.0,0.0,1.0,5.0,0.0
373949,WMBWREPUVVBILR_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.9088;ChEMBL31.compound.57763,O=C(OC1Cc2c(cc(O)cc2O)OC1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,WMBWREPUVVBILR,WMBWREPUVVBILR-UHFFFAOYSA-N,"InChI=1S/C22H18O11/c23-10-5-12(24)11-7-18(33-22(31)9-3-15(27)20(30)16(28)4-9)21(32-17(11)6-10)8-1-13(25)19(29)14(26)2-8/h1-6,18,21,23-30H,7H2","""AuxInfo=1/0/N:17,24,26,33,11,8,5,16,25,9,6,12,18,22,27,31,7,4,20,29,15,2,10,13,19,23,28,32,21,30,1,14,3/E:(1,2)(3,4)(13,14)(15,16)(25,26)(27,28)/rA:33OCOCCCCCCOCCOOCCCCOCOCOCCCCOCOCOC/rB:d1;s2;s3;s4;s5;d6;s7;d8;s9;s9;s6d11;s12;s7;s4s14;s15;d16;s17;s18;d18;s20;s20;s22;s16d22;s2;d25;s26;s27;d27;s29;s29;s31;s25d31;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860;ChEMBL:CHEMBL4860;EntrezID:596,P10415,WT,CHEMBL3056015,PMID:18040043,2007.0,DOI:10.1007/s00044-009-9233-5,2010,0;0,0;0,0;0,1;1,,,=,6.47;6.63,6.55,0.1131370849898477,0.08,2.0,6.55,0.08
375275,WOGLKUSZJCJORI_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.261745,O=C(O)c1c(CCCOc2c3CCCCc3ccc2)c2cccc3c2n1CCS3,WOGLKUSZJCJORI,WOGLKUSZJCJORI-UHFFFAOYSA-N,"InChI=1S/C24H25NO3S/c26-24(27)23-19(18-9-4-12-21-22(18)25(23)13-15-29-21)10-5-14-28-20-11-3-7-16-6-1-2-8-17(16)20/h3-4,7,9,11-12H,1-2,5-6,8,10,13-15H2,(H,26,27)","""AuxInfo=1/1/N:14,13,18,22,7,15,17,12,21,6,19,23,27,8,28,16,11,20,5,10,24,25,4,2,26,1,3,9,29/E:(26,27)/rA:29OCOCCCCCOCCCCCCCCCCCCCCCCNCCS/rB:d1;s2;s2;d4;s5;s6;s7;s8;s9;d10;s11;s12;s13;s14;s11s15;d16;s17;s10d18;s5;d20;s21;d22;s23;s20d24;s4s25;s26;s27;s24s28;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL3429296,PMID:25844895,2015.0,PMID:25844895,2015,0,0,0,1,,,=,5.43,5.43,0.0,0.0,1.0,5.43,0.0
