,molregno,pchembl_value,canonical_smiles,standard_inchi_key,accession
49,116949.0,4.75,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,RMMXLENWKUUMAY-UHFFFAOYSA-N,Q96FL8
50,36662.0,4.03,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,OGHNVEJMJSYVRP-UHFFFAOYSA-N,Q96FL8
51,5985.0,5.1,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,UWKQSNNFCGGAFS-XIFFEERXSA-N,Q96FL8
52,7501.0,5.89,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,UCFGDBYHRUNTLO-QHCPKHFHSA-N,Q96FL8
53,21523.0,5.89,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,YEEZWCHGZNKEEK-UHFFFAOYSA-N,Q96FL8
54,31241.0,4.68,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,BFPYWIDHMRZLRN-SLHNCBLASA-N,Q96FL8
55,364745.0,5.64,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,FGXWKSZFVQUSTL-UHFFFAOYSA-N,Q96FL8
56,54547.0,5.3,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,MFWNKCLOYSRHCJ-UHFFFAOYSA-N,Q96FL8
57,3599.0,5.77,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,QWCRAEMEVRGPNT-UHFFFAOYSA-N,Q96FL8
58,558566.0,5.55,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,LUZRJRNZXALNLM-JGRZULCMSA-N,Q96FL8
59,97.0,5.8,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,IENZQIKPVFGBNW-UHFFFAOYSA-N,Q96FL8
60,93858.0,5.14,CC(N)C12CC3CC(CC(C3)C1)C2,UBCHPRBFMUDMNC-UHFFFAOYSA-N,Q96FL8
61,598444.0,5.54,CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1,XASIMHXSUQUHLV-UHFFFAOYSA-N,Q96FL8
62,674580.0,5.72,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1.[Br-],VEPSYABRBFXYIB-PWXDFCLTSA-M,Q96FL8
63,48849.0,6.16,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,Q96FL8
64,46656.0,5.28,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,JFIOVJDNOJYLKP-UHFFFAOYSA-N,Q96FL8
65,203627.0,5.03,COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@@H]3N(C)CC2)CC[N+]1(C)C,JFJZZMVDLULRGK-URLMMPGGSA-O,Q96FL8
66,138792.0,6.3,CCOC(=O)c1ccc(OC(=O)CCCCCNC(=N)N)cc1,YKGYIDJEEQRWQH-UHFFFAOYSA-N,Q96FL8
67,152610.0,5.96,NC1=NCC2c3ccccc3Cc3ccccc3N12,WHWZLSFABNNENI-UHFFFAOYSA-N,Q96FL8
68,1950277.0,5.42,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cn1cc(CCc2ccccc2)nn1)NC(=O)[C@H](CO)NC(=O)CN)C(N)=O,HCIUBYMUNUSUNO-LJWNLINESA-N,Q96T53
69,1950274.0,5.22,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cn1cc(Cc2ccccc2)nn1)NC(=O)[C@H](CO)NC(=O)CN)C(N)=O,DLHLAUJNPITBMI-FWEHEUNISA-N,Q96T53
70,2087504.0,5.04,N[C@@H](Cc1ccc(O)c(Cc2ccccc2)c1)C(=O)O,FULCCCZBEUTMED-AWEZNQCLSA-N,Q01650
71,2305588.0,4.02,COC(=O)c1cc(C)cc(C[C@H](N)C(=O)O)c1,NFNNFFRHXLDFNV-JTQLQIEISA-N,Q01650
72,2087497.0,5.14,N[C@@H](Cc1cccc(Cc2ccccc2)c1)C(=O)O,WDAJRFDYHJVFMA-HNNXBMFYSA-N,Q01650
73,92589.0,5.18,N[C@@H](Cc1cccc(-c2ccccc2)c1)C(=O)O,XXPHIHDDXCFWMS-AWEZNQCLSA-N,Q01650
74,19883.0,4.7,N[C@@H](Cc1c[nH]cn1)C(=O)O,HNDVDQJCIGZPNO-YFKPBYRVSA-N,Q01650
75,84482.0,4.17,N[C@@H](Cc1ccc(O)cc1)C(=O)O,OUYCCCASQSFEME-QMMMGPOBSA-N,Q01650
76,353820.0,4.34,N[C@H](Cc1ccccc1)C(=O)O,COLNVLDHVKWLRT-MRVPVSSYSA-N,Q01650
77,2316049.0,4.08,N[C@@H](Cc1cccc(CO)c1)C(=O)O,OGLFMTLLZNGZPP-VIFPVBQESA-N,Q01650
78,2305022.0,4.02,CNC(=O)c1cccc(C[C@H](N)C(=O)O)c1,MOUPFWHCJUMJAN-VIFPVBQESA-N,Q01650
79,2303906.0,4.04,CC(=O)c1cccc(C[C@H](N)C(=O)O)c1,IBCKYXVMEMSMQM-JTQLQIEISA-N,Q01650
80,2306274.0,4.44,COC(=O)c1cccc(C[C@H](N)C(=O)O)c1,DCMBHDKEVFGGFS-VIFPVBQESA-N,Q01650
81,2307178.0,4.12,COC(=O)Cc1cccc(C[C@H](N)C(=O)O)c1,UUYOJJYHZFAUQI-JTQLQIEISA-N,Q01650
82,2313034.0,4.77,CC(C)(C)OC(=O)c1cccc(C[C@H](N)C(=O)O)c1,ZFAGSQFMGXPASJ-NSHDSACASA-N,Q01650
83,2308786.0,4.54,N[C@@H](Cc1cccc(C(=O)OCCO)c1)C(=O)O,XKUGEYZFKRHITK-JTQLQIEISA-N,Q01650
84,84592.0,4.07,CC(C)C[C@H](N)C(=O)O,ROHFNLRQFUQHCH-YFKPBYRVSA-N,Q01650
85,65900.0,4.17,CC(C)[C@H](N)C(=O)O,KZSNJWFQEVHDMF-BYPYZUCNSA-N,Q01650
86,112655.0,4.0,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,WTDRDQBEARUVNC-LURJTMIESA-N,Q01650
87,2304026.0,4.56,Cl.N[C@@H](Cc1ccc(OC(=O)NCCc2ccc(O)c(O)c2)cc1)C(=O)O,CELSESRXHBYWPV-UQKRIMTDSA-N,Q01650
88,2307115.0,4.49,Cl.NC(Cc1cccc(C(=O)NCCc2ccc(O)c(O)c2)c1)C(=O)O,OILCJGMXMXWNHG-UHFFFAOYSA-N,Q01650
89,2420803.0,5.0,CCS(=O)(=O)c1ccc2oc(-c3ccc4c(c3)C=C[C@H](O)[C@H]4O)nc2c1,NYOSMIIPIQXLMM-WMZOPIPTSA-N,Q96FL8
90,84516.0,4.16,N[C@@H](Cc1ccccc1)C(=O)O,COLNVLDHVKWLRT-QMMMGPOBSA-N,Q01650
91,2306975.0,4.16,N[C@@H](Cc1cccnc1)C(=O)O,DFZVZEMNPGABKO-ZETCQYMHSA-N,Q01650
92,2313741.0,4.0,N[C@@H](Cc1ccncc1)C(=O)O,FQFVANSXYKWQOT-ZETCQYMHSA-N,Q01650
93,2397019.0,6.01,FC(F)(F)Oc1ccc(/N=c2\ssnc2Cl)nc1,VHNMNFSCLSUTHD-AUWJEWJLSA-N,Q01650
94,2409097.0,7.22,Nc1cc(COc2c(Cl)cc(C[C@H](N)C(=O)O)cc2Cl)c2oc(-c3ccccc3)nc2c1,XNRZJPQTMQZBCE-SFHVURJKSA-N,Q01650
95,2409097.0,6.1,Nc1cc(COc2c(Cl)cc(C[C@H](N)C(=O)O)cc2Cl)c2oc(-c3ccccc3)nc2c1,XNRZJPQTMQZBCE-SFHVURJKSA-N,Q01650
96,2394016.0,4.74,CNC(=O)COc1ccc(-c2c(C#N)c(NC(=O)c3cccc(C[C@H](N)C(=O)O)c3)n3c(nc4ccccc43)c2C#N)cc1,MLNOOVGSMCJSCE-DEOSSOPVSA-N,Q01650
97,2400280.0,4.36,CC1(C)CC[C@]2(C(=O)NCC(F)(F)F)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,UBRASLQCAYTTEB-KPOXMGGZSA-N,Q96T53
98,1101586.0,4.42,CC1(C)CC[C@]2(C(=O)n3ccnc3)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,ITFBYYCNYVFPKD-FMIDTUQUSA-N,Q96T53
99,1139916.0,4.64,COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,WPTTVJLTNAWYAO-KPOXMGGZSA-N,Q96T53
100,2478982.0,5.46,CC(C)CCN1CCN([C@@H](CNCc2ccccc2)CC2CCCCC2)C[C@@H]1CC(C)C,GCNDGNXMQOEIIO-WDYNHAJCSA-N,Q01650
101,2501175.0,6.83,COC(=O)N[C@@H](C)C(=O)N1CCC(CCc2c(N)nc(C)nc2Cl)CC1,CTAGBUIPLIEQID-JTQLQIEISA-N,Q96T53
102,2507976.0,7.02,Cc1nc(N)c(CCC2CCN(C(=O)[C@H](C)NC(=O)c3cnc(C)s3)CC2)c(Cl)n1,KLRWUOFULIPURB-NSHDSACASA-N,Q96T53
103,2488855.0,7.26,Cc1nc(Cl)nc(N)c1CCC1CCN(C(=O)[C@H](C)NC(=O)c2cn[nH]c2C)CC1,XMPTZLSWBARYOE-ZDUSSCGKSA-N,Q96T53
104,2503603.0,7.16,Cc1nc(C(F)(F)F)nc(N)c1CCC1CCN(C(=O)[C@H](C)NC(=O)c2ccnn2C)CC1,FJLGBNQKFIHNGX-ZDUSSCGKSA-N,Q96T53
105,2488884.0,7.16,C[C@H](NC(=O)c1ccn(C)n1)C(=O)N1CCC(CCc2c(N)nc(N)nc2Cl)CC1,DDNFORUESGOAET-NSHDSACASA-N,Q96T53
106,2490205.0,6.72,C[C@H](NC(=O)C1CC1)C(=O)N1CCC(CCc2c(N)nc(N)nc2Cl)CC1,OHEQORXVQPCHAQ-JTQLQIEISA-N,Q96T53
107,2489081.0,8.22,C[C@@H](O)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CO)NC(=O)[C@H](Cc1cccc2ccccc12)NC(=O)[C@H](CN)NC(=O)[C@H](CO)NC(=O)CN)C(N)=O,OXOPLJKMWZGJTQ-SIWPFOTRSA-N,Q96T53
108,2524434.0,5.1,CC1(C)C(=O)C(C#N)=C[C@]2(C)[C@H]3CC[C@]4(C)CCC[C@H]4[C@@H]3CC[C@@H]12,XZVXQIBHMFEQPK-KIHPVRBWSA-N,Q96T53
109,1613782.0,5.1,CCNC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,RZRQJICXYQPEQJ-YKEYHJQHSA-N,Q96T53
110,1950275.0,6.16,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cn1cc(CCCc2ccccc2)nn1)NC(=O)[C@H](CO)NC(=O)CN)C(N)=O,VIVIFJSCGWLIIQ-DZUOILHNSA-N,Q96T53
111,2522466.0,8.77,Cc1nc(C(F)(F)F)ccc1COc1cc(Cl)c2cc(CC(=O)O)sc2c1Cl,RWBDAOBCFDZDSF-UHFFFAOYSA-N,Q96T53
112,2527696.0,8.07,O=C(O)c1ccc2oc(SCc3ccc(Cl)cc3Cl)nc2c1,XJWRLMFEUPVROI-UHFFFAOYSA-N,Q96T53
113,2517724.0,9.89,Cc1nc2ncnn2c(N)c1Cc1ccc(Br)c(OC(F)F)n1,AZHBLVQIWNQJLF-UHFFFAOYSA-N,Q96T53
114,2525734.0,9.25,Cc1nc2nonc2c(N)c1CN1CCC(OC(F)(F)F)CC1,WGCQGXYLXMBLPP-UHFFFAOYSA-N,Q96T53
115,2494156.0,10.55,Cc1nc2nonc2c(N)c1Cn1ccc(-c2cccc(C(F)(F)F)n2)n1,PEMOKRBTCSJWJN-UHFFFAOYSA-N,Q96T53
116,2502202.0,10.18,COc1cc(C(F)(F)F)ccc1Cc1c(C)nc2nonc2c1N,QZAGZJOGIKVNCE-UHFFFAOYSA-N,Q96T53
117,2529794.0,10.7,Cc1nc2nonc2c(N)c1Cc1ccc(C#N)c(NC2CC2)n1,FFSUJBAEJTXBRA-UHFFFAOYSA-N,Q96T53
118,84592.0,4.06,CC(C)C[C@H](N)C(=O)O,ROHFNLRQFUQHCH-YFKPBYRVSA-N,Q01650
119,2735991.0,4.08,C[C@@]12CCC[C@H]1[C@@H]1CC[C@H]3CC(=O)C(Br)=C[C@]3(C)[C@H]1CC2,FBRNKWMVKROLNN-VRBUCKFRSA-N,Q96T53
120,2736112.0,5.1,C[C@@]12CCC[C@H]1[C@@H]1CC[C@H]3CC(=O)C(C#N)=C[C@]3(C)[C@H]1CC2,IWDCXOKCJYHVAW-BGZMIMFDSA-N,Q96T53
121,1620.0,5.66,CN/C(=N\CCSCc1nc[nH]c1C)NC#N,AQIXAKUUQRKLND-UHFFFAOYSA-N,Q96FL8
122,2765789.0,5.7,Cc1[nH]cnc1CSCCNc1ncccn1,MNGRAPYYTJTLKV-UHFFFAOYSA-N,Q96FL8
123,2781738.0,4.74,CNC(=O)COc1ccc(C2=C(C#N)C3N=C4C=CC=CC4N3C(NC(=O)c3cccc(C[C@H](N)C(=O)O)c3)=C2C#N)cc1,AUYQRICOEPWGIG-VSRGENKSSA-N,Q01650
124,,Unknown,C[C@](N)(Cc1ccc(O)c(F)c1)C(=O)O,STUMEFJLAPRRME-JTQLQIEISA-N,Q01650
125,,Unknown,CC(C)C[C@H](N)C(=O)O,ROHFNLRQFUQHCH-YFKPBYRVSA-N,Q01650
126,,Unknown,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,GSDSWSVVBLHKDQ-JTQLQIEISA-N,P46721
127,,Unknown,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,SGUAFYQXFOLMHL-UHFFFAOYSA-N,P46721
128,,Unknown,C=C[C@H]1C[N@+]2(C)CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,SJTSZVLGFLZBFK-UIHPHKDJSA-N,P46721
129,,Unknown,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O,LPMXVESGRSUGHW-HBYQJFLCSA-N,P46721
130,,Unknown,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,XUKUURHRXDUEBC-KAYWLYCHSA-N,P46721
131,,Unknown,N[C@@H](Cc1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,HZCBWYNLGPIQRK-LBPRGKRZSA-N,P46721
132,,Unknown,C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O,JKKFKPJIXZFSSB-CBZIJGRNSA-N,P46721
133,,Unknown,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,FBOZXECLQNJBKD-ZDUSSCGKSA-N,P46721
134,,Unknown,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,VWPOSFSPZNDTMJ-UHFFFAOYSA-N,P46721
135,,Unknown,Nc1ccc(C(=O)NCC(=O)O)cc1,HSMNQINEKMPTIC-UHFFFAOYSA-N,P46721
136,,Unknown,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,OGJPXUAPXNRGGI-UHFFFAOYSA-N,P46721
137,,Unknown,NC(=O)NO,VSNHCAURESNICA-UHFFFAOYSA-N,P46721
138,,Unknown,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,LSHVYAFMTMFKBA-TZIWHRDSSA-N,P46721
139,,Unknown,COC(=O)c1ccccc1-c1c2ccc(N)cc2[o+]c2cc(N)ccc12.[Cl-],TUFFYSFVSYUHPA-UHFFFAOYSA-M,P46721
140,,Unknown,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,RFDAIACWWDREDC-FRVQLJSFSA-N,P46721
