molregno,pchembl_value,canonical_smiles,standard_inchi_key,accession
392290,5.91,CC(=O)OC[C@@]12[C@@H](OC(=O)c3ccccc3)CC[C@@](C)(O)[C@]13OC(C)(C)[C@H]([C@@H](OC(=O)c1ccccc1)[C@H]2OC(=O)c1ccccc1)[C@H]3OC(C)=O,NNJSHWQUZCBWFH-OFBMIMMCSA-N,P08183
392289,5.74,CCCCCO[C@@H]1[C@@H]2[C@@H](OC(C)=O)[C@@]3(OC2(C)C)[C@@](COC(C)=O)([C@@H](OC(C)=O)CC[C@@]3(C)O)[C@@H]1OC(=O)c1ccccc1,LYFCNJIUYNHKFP-BKGUSVJPSA-N,P08183
392288,4.95,CC(=O)O[C@H]1[C@@H]2[C@@H](OC(C)=O)[C@@]3(OC2(C)C)[C@](C)([C@H]1OC(=O)c1ccccc1)[C@@H](OC(=O)c1ccccc1)[C@@H](OC(=O)c1ccccc1)C[C@@]3(C)O,PXDXQOQNFDIAAF-BCEZJGSMSA-N,P08183
392287,5.11,CC(=O)O[C@H]1[C@@H]2[C@@H](OC(C)=O)[C@]3(OC2(C)C)[C@H](C)C[C@H](OC(=O)c2cccnc2)[C@H](OC(=O)c2ccccc2)[C@@]3(C)[C@H]1OC(=O)c1ccccc1,BQVGZDYZYXCBOZ-IPGGTLSNSA-N,P08183
392286,5.92,CC(=O)O[C@@H]1[C@H]2[C@H](O)[C@H](OC(=O)c3ccccc3)[C@]3(C)[C@@H](OC(=O)c4ccccc4)[C@@H](OC(=O)c4ccccc4)C[C@@](C)(O)[C@@]13OC2(C)C,GCEVIODPDGBRSE-SXRHJRLGSA-N,P08183
392285,6.04,CC(=O)O[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)[C@H]([C@H](OC(=O)c4ccccc4)[C@H](OC(=O)c4ccccc4)[C@]2(C)[C@H]1OC(=O)c1ccccc1)[C@H]3OC(C)=O,XLYDCSRKHWFINQ-BCEZJGSMSA-N,P08183
317654,5.77,CC(=O)OC[C@]12[C@@H](OC(=O)c3ccccc3)[C@@H](OC(=O)c3ccccc3)[C@@H]3[C@@H](OC(C)=O)[C@]1(OC3(C)C)[C@H](C)C[C@H](OC(C)=O)[C@@H]2OC(C)=O,ZMFWEJXNCWIVOL-FPJSXKKWSA-N,P08183
392284,5.76,CC(=O)OC[C@]12[C@@H](OC(=O)c3ccccc3)[C@@H](OC(=O)c3ccccc3)[C@@H]3[C@@H](OC(C)=O)[C@]1(OC3(C)C)[C@](C)(O)C[C@H](OC(C)=O)[C@@H]2OC(C)=O,HROADJGQUKVYRU-IZLQSXDYSA-N,P08183
392283,5.15,CC(=O)O[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)[C@H]([C@H](OC(=O)c4ccccc4)[C@H](OC(=O)c4ccccc4)[C@]2(CO)[C@H]1OC(C)=O)[C@H]3OC(C)=O,YFFWLVHQZDPHKC-YVZSNWEISA-N,P08183
392282,6.24,CC(=O)OC[C@]12[C@@H](OCc3ccccc3)C[C@@H]3[C@@H](OCc4ccccc4)[C@]1(OC3(C)C)[C@](C)(O)C[C@H](OC(=O)c1cccnc1)[C@@H]2OC(C)=O,FGMVOGJVFMNBBO-RQBJGGMLSA-N,P08183
392281,6.15,CC(=O)OC[C@]12[C@@H](OC(=O)c3ccccc3)C[C@@H]3[C@@H](OC(=O)c4ccccc4)[C@]1(OC3(C)C)[C@H](C)C[C@H](OC(=O)c1cccnc1)[C@@H]2OC(C)=O,FOVSOBBPLQBYPS-RQSHUPDLSA-N,P08183
392280,6.2,CC(=O)OC[C@]12[C@@H](OC(=O)c3ccccc3)C[C@@H]3[C@@H](OC(C)=O)[C@]1(OC3(C)C)[C@H](C)C[C@H](OC(=O)c1ccccc1)[C@@H]2OC(C)=O,NDGSLRUFUIEVLM-HDWLWNEUSA-N,P08183
317333,5.63,CC(=O)OC[C@]12[C@@H](OC(=O)c3ccccc3)C[C@@H]3[C@@H](OC(C)=O)[C@]1(OC3(C)C)[C@H](C)C[C@H](OC(C)=O)[C@@H]2OC(C)=O,PBBYYGCXAHKQFJ-YLMNRMNTSA-N,P08183
392279,5.36,CC(=O)OC[C@]12[C@@H](OC(=O)c3ccccc3)C[C@@H]3[C@@H](OC(C)=O)[C@]1(OC3(C)C)[C@](C)(O)C[C@H](OC(C)=O)[C@@H]2OC(C)=O,SUKGHCPJNGDNSA-FADIBSPTSA-N,P08183
392278,5.35,CC(=O)OC[C@]12[C@@H](OC(=O)c3ccco3)C[C@@H]3[C@@H](OC(C)=O)[C@]1(OC3(C)C)[C@](C)(O)C[C@H](OC(=O)c1ccco1)[C@@H]2OC(=O)c1ccco1,PFXTXDULDOUAAQ-CAQSNDCKSA-N,P08183
392277,5.71,CCCCCO[C@H]1[C@@H](OC(=O)c2ccco2)C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]12COC(C)=O)[C@H]3OC(C)=O,JHVUZRGIXVLEAG-WCIXNYCWSA-N,P08183
392276,5.82,CC(=O)OC[C@]12[C@@H](OC(=O)c3ccccc3)C[C@@H]3[C@@H](OC(=O)c4ccccc4)[C@]1(OC3(C)C)[C@](C)(O)C[C@H](OC(C)=O)[C@@H]2OC(C)=O,PNZVRNRYBVTQAP-FDBQTCDUSA-N,P08183
392275,5.61,CC(=O)OC[C@]12[C@@H](OC(=O)c3ccco3)C[C@@H]3[C@@H](OC(=O)c4ccco4)[C@]1(OC3(C)C)[C@](C)(O)C[C@H](OC(C)=O)[C@@H]2OC(C)=O,UIECACVRTPYSCK-GMMQTXTBSA-N,P08183
392274,5.81,CC(=O)O[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]12C)[C@H]3OC(=O)C(F)(F)F,BVYKEKLQULWZQZ-BKGHEZOZSA-N,P08183
392273,5.98,CC(=O)O[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]12C)[C@H]3OC(=O)C(C)(C)C,WNXMTDUOZWCBKX-WRXBARQZSA-N,P08183
392272,5.34,CC(=O)O[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]12C)[C@H]3OC(=O)c1cccc2ccccc12,VPDYLDIRNIBTIL-XZTRIHAISA-N,P08183
392271,5.29,CCCCCCCCCCCC(=O)O[C@@H]1[C@H]2C[C@H](OC(=O)c3ccco3)[C@]3(C)[C@@H](OC(C)=O)[C@@H](OC(=O)c4ccccc4)C[C@@](C)(O)[C@@]13OC2(C)C,ZAZJLXPLHYBQOW-DLALOPTISA-N,P08183
392270,6,CCCCCO[C@@H]1[C@H]2C[C@H](OC(=O)c3ccco3)[C@]3(C)[C@@H](OC(C)=O)[C@@H](OC(=O)c4ccccc4)C[C@@](C)(O)[C@@]13OC2(C)C,OABBQBQJZZLCQK-UGCDXGKPSA-N,P08183
392268,5.54,CC(=O)O[C@@H]1[C@H]2C[C@H](OC(=O)c3ccco3)[C@]3(C)[C@@H](OC(C)=O)[C@@H](OC(=O)c4ccccc4)C[C@@](C)(O)[C@@]13OC2(C)C,ULHAEQMYHVOPAQ-FTLSXCLFSA-N,P08183
392254,5.6,CC(=O)O[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]12C)[C@H]3O,FOZBWZULAJBTRQ-PVVWQKAKSA-N,P08183
392250,5.05,CC(=O)O[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]2(C)[C@H]1OC(C)=O)[C@H]3OC(=O)c1ccccc1,QGHHUGUJBSYRBI-FTLSXCLFSA-N,P08183
392248,4.92,CC(=O)O[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]2(C)[C@H]1OC(C)=O)[C@H]3OC(=O)C(F)(F)F,CCWVECXEROQWBX-OTJUSODOSA-N,P08183
392246,6.02,CC(=O)O[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]2(C)[C@H]1OC(C)=O)[C@H]3OC(=O)C(C)(C)C,ZCCKTWONJLKNEI-FZPDJCEMSA-N,P08183
392243,5.78,CC(=O)O[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]2(C)[C@H]1OC(C)=O)[C@H]3OC(=O)c1cccc2ccccc12,XGALYOMHIBHTTM-YAFWCZIYSA-N,P08183
392242,6.1,CCCCCCCCCCCC(=O)O[C@@H]1[C@H]2C[C@H](OC(=O)c3ccco3)[C@]3(C)[C@@H](OC(C)=O)[C@@H](OC(C)=O)C[C@@](C)(O)[C@@]13OC2(C)C,ZRMBWKODPINHJF-ZQLVPLGJSA-N,P08183
392241,5.55,CCCCCO[C@@H]1[C@H]2C[C@H](OC(=O)c3ccco3)[C@]3(C)[C@@H](OC(C)=O)[C@@H](OC(C)=O)C[C@@](C)(O)[C@@]13OC2(C)C,SMKXUFBJIYLHHB-OSWBYEMOSA-N,P08183
392234,4,CC(=O)O[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]2(C)[C@H]1OC(C)=O)[C@H]3OC(C)=O,YYWVLZFGYSCNIJ-TUJURTSYSA-N,P08183
392219,4.76,CC(=O)O[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]2(C)[C@H]1OC(C)=O)[C@H]3O,FDLIOTNOCLUUOP-LYHYJRNDSA-N,P08183
392216,5.38,CC(=O)O[C@@H]1[C@H]2C[C@H](OC(=O)c3ccco3)[C@]3(C)[C@@H](OC(C)=O)[C@@H](OC(=O)c4ccco4)C[C@@](C)(O)[C@@]13OC2(C)C,FHEIQFBGQDHGKU-FLNYCKEOSA-N,P08183
392214,5.26,CC(=O)O[C@H]1[C@@H](OC(=O)c2ccco2)C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]12C)[C@H]3O,JXQLGVFTAKWAOV-YSGVRMLJSA-N,P08183
392208,5.18,CC(=O)O[C@H]1CC[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]12C)[C@H]3OC(=O)c1ccco1,JBUYOXQZPWCCTC-NWSGTKMESA-N,P08183
392205,5.46,CC(=O)O[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]2(C)[C@H]1OC(=O)c1ccccc1)[C@H]3OC(=O)c1ccco1,XECYEQPZNKDZBP-QINZXMGZSA-N,P08183
392200,4,CC(=O)O[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]2(C)[C@H]1O)[C@H]3OC(=O)c1ccco1,ZCQXSBNRWUJABD-JCBWYCNPSA-N,P08183
392192,5.13,CC(=O)O[C@H]1[C@@H](OC(=O)c2cccnc2)C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]12C)[C@H]3OC(=O)c1ccco1,GBLOXJJRCWJRJJ-ZGCYDNCESA-N,P08183
392187,6.24,CCCCCO[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]2(C)[C@H]1OC(C)=O)[C@H]3OC(=O)c1ccco1,ISJKTKUYWUHOHW-MWHDTRAWSA-N,P08183
392186,5.95,CCCO[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]2(C)[C@H]1OC(C)=O)[C@H]3OC(=O)c1ccco1,FOPXXSNSOUZYTD-XEUMRDSQSA-N,P08183
392185,6.16,CC(=O)O[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]12C)[C@H]3OC(=O)c1ccco1,LAADBCXDDPNBAA-QINZXMGZSA-N,P08183
392184,5.38,CC(=O)O[C@H]1[C@@H](O)C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]12C)[C@H]3OC(=O)c1ccco1,LZVIADMYMDRIDU-DJZVOGDHSA-N,P08183
392183,5.54,CC(=O)O[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]2(C)[C@H]1OC(C)=O)[C@H]3OC(=O)c1ccco1,ZIJTXZAMPUCYSG-FLNYCKEOSA-N,P08183
392289,5.74,CCCCCO[C@@H]1[C@@H]2[C@@H](OC(C)=O)[C@@]3(OC2(C)C)[C@@](COC(C)=O)([C@@H](OC(C)=O)CC[C@@]3(C)O)[C@@H]1OC(=O)c1ccccc1,LYFCNJIUYNHKFP-BKGUSVJPSA-N,P08183
392288,4.95,CC(=O)O[C@H]1[C@@H]2[C@@H](OC(C)=O)[C@@]3(OC2(C)C)[C@](C)([C@H]1OC(=O)c1ccccc1)[C@@H](OC(=O)c1ccccc1)[C@@H](OC(=O)c1ccccc1)C[C@@]3(C)O,PXDXQOQNFDIAAF-BCEZJGSMSA-N,P08183
392286,5.92,CC(=O)O[C@@H]1[C@H]2[C@H](O)[C@H](OC(=O)c3ccccc3)[C@]3(C)[C@@H](OC(=O)c4ccccc4)[C@@H](OC(=O)c4ccccc4)C[C@@](C)(O)[C@@]13OC2(C)C,GCEVIODPDGBRSE-SXRHJRLGSA-N,P08183
392275,5.61,CC(=O)OC[C@]12[C@@H](OC(=O)c3ccco3)C[C@@H]3[C@@H](OC(=O)c4ccco4)[C@]1(OC3(C)C)[C@](C)(O)C[C@H](OC(C)=O)[C@@H]2OC(C)=O,UIECACVRTPYSCK-GMMQTXTBSA-N,P08183
392274,5.81,CC(=O)O[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]12C)[C@H]3OC(=O)C(F)(F)F,BVYKEKLQULWZQZ-BKGHEZOZSA-N,P08183
392277,5.71,CCCCCO[C@H]1[C@@H](OC(=O)c2ccco2)C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]12COC(C)=O)[C@H]3OC(C)=O,JHVUZRGIXVLEAG-WCIXNYCWSA-N,P08183
392273,5.98,CC(=O)O[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]12C)[C@H]3OC(=O)C(C)(C)C,WNXMTDUOZWCBKX-WRXBARQZSA-N,P08183
392250,5.05,CC(=O)O[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]2(C)[C@H]1OC(C)=O)[C@H]3OC(=O)c1ccccc1,QGHHUGUJBSYRBI-FTLSXCLFSA-N,P08183
392182,5.66,CC(=O)O[C@H]1[C@@H](OC(=O)c2ccco2)C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]12C)[C@H]3OC(=O)c1ccco1,YGJUWPJFQDTWFS-FALCZEPVSA-N,P08183
392183,5.54,CC(=O)O[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]2(C)[C@H]1OC(C)=O)[C@H]3OC(=O)c1ccco1,ZIJTXZAMPUCYSG-FLNYCKEOSA-N,P08183
392184,5.38,CC(=O)O[C@H]1[C@@H](O)C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]12C)[C@H]3OC(=O)c1ccco1,LZVIADMYMDRIDU-DJZVOGDHSA-N,P08183
392185,6.15,CC(=O)O[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]12C)[C@H]3OC(=O)c1ccco1,LAADBCXDDPNBAA-QINZXMGZSA-N,P08183
392186,5.95,CCCO[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]2(C)[C@H]1OC(C)=O)[C@H]3OC(=O)c1ccco1,FOPXXSNSOUZYTD-XEUMRDSQSA-N,P08183
392187,6.24,CCCCCO[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]2(C)[C@H]1OC(C)=O)[C@H]3OC(=O)c1ccco1,ISJKTKUYWUHOHW-MWHDTRAWSA-N,P08183
392192,5.13,CC(=O)O[C@H]1[C@@H](OC(=O)c2cccnc2)C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]12C)[C@H]3OC(=O)c1ccco1,GBLOXJJRCWJRJJ-ZGCYDNCESA-N,P08183
392200,4,CC(=O)O[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]2(C)[C@H]1O)[C@H]3OC(=O)c1ccco1,ZCQXSBNRWUJABD-JCBWYCNPSA-N,P08183
392205,5.46,CC(=O)O[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]2(C)[C@H]1OC(=O)c1ccccc1)[C@H]3OC(=O)c1ccco1,XECYEQPZNKDZBP-QINZXMGZSA-N,P08183
392208,5.18,CC(=O)O[C@H]1CC[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]12C)[C@H]3OC(=O)c1ccco1,JBUYOXQZPWCCTC-NWSGTKMESA-N,P08183
392214,5.26,CC(=O)O[C@H]1[C@@H](OC(=O)c2ccco2)C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]12C)[C@H]3O,JXQLGVFTAKWAOV-YSGVRMLJSA-N,P08183
392216,5.38,CC(=O)O[C@@H]1[C@H]2C[C@H](OC(=O)c3ccco3)[C@]3(C)[C@@H](OC(C)=O)[C@@H](OC(=O)c4ccco4)C[C@@](C)(O)[C@@]13OC2(C)C,FHEIQFBGQDHGKU-FLNYCKEOSA-N,P08183
392219,4.76,CC(=O)O[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]2(C)[C@H]1OC(C)=O)[C@H]3O,FDLIOTNOCLUUOP-LYHYJRNDSA-N,P08183
392234,4,CC(=O)O[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]2(C)[C@H]1OC(C)=O)[C@H]3OC(C)=O,YYWVLZFGYSCNIJ-TUJURTSYSA-N,P08183
392241,5.55,CCCCCO[C@@H]1[C@H]2C[C@H](OC(=O)c3ccco3)[C@]3(C)[C@@H](OC(C)=O)[C@@H](OC(C)=O)C[C@@](C)(O)[C@@]13OC2(C)C,SMKXUFBJIYLHHB-OSWBYEMOSA-N,P08183
392242,6.1,CCCCCCCCCCCC(=O)O[C@@H]1[C@H]2C[C@H](OC(=O)c3ccco3)[C@]3(C)[C@@H](OC(C)=O)[C@@H](OC(C)=O)C[C@@](C)(O)[C@@]13OC2(C)C,ZRMBWKODPINHJF-ZQLVPLGJSA-N,P08183
392243,5.78,CC(=O)O[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]2(C)[C@H]1OC(C)=O)[C@H]3OC(=O)c1cccc2ccccc12,XGALYOMHIBHTTM-YAFWCZIYSA-N,P08183
392246,6.02,CC(=O)O[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]2(C)[C@H]1OC(C)=O)[C@H]3OC(=O)C(C)(C)C,ZCCKTWONJLKNEI-FZPDJCEMSA-N,P08183
392248,4.92,CC(=O)O[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]2(C)[C@H]1OC(C)=O)[C@H]3OC(=O)C(F)(F)F,CCWVECXEROQWBX-OTJUSODOSA-N,P08183
392254,5.6,CC(=O)O[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]12C)[C@H]3O,FOZBWZULAJBTRQ-PVVWQKAKSA-N,P08183
392268,5.53,CC(=O)O[C@@H]1[C@H]2C[C@H](OC(=O)c3ccco3)[C@]3(C)[C@@H](OC(C)=O)[C@@H](OC(=O)c4ccccc4)C[C@@](C)(O)[C@@]13OC2(C)C,ULHAEQMYHVOPAQ-FTLSXCLFSA-N,P08183
392270,6,CCCCCO[C@@H]1[C@H]2C[C@H](OC(=O)c3ccco3)[C@]3(C)[C@@H](OC(C)=O)[C@@H](OC(=O)c4ccccc4)C[C@@](C)(O)[C@@]13OC2(C)C,OABBQBQJZZLCQK-UGCDXGKPSA-N,P08183
392271,5.29,CCCCCCCCCCCC(=O)O[C@@H]1[C@H]2C[C@H](OC(=O)c3ccco3)[C@]3(C)[C@@H](OC(C)=O)[C@@H](OC(=O)c4ccccc4)C[C@@](C)(O)[C@@]13OC2(C)C,ZAZJLXPLHYBQOW-DLALOPTISA-N,P08183
392272,5.34,CC(=O)O[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]12C)[C@H]3OC(=O)c1cccc2ccccc12,VPDYLDIRNIBTIL-XZTRIHAISA-N,P08183
392276,5.82,CC(=O)OC[C@]12[C@@H](OC(=O)c3ccccc3)C[C@@H]3[C@@H](OC(=O)c4ccccc4)[C@]1(OC3(C)C)[C@](C)(O)C[C@H](OC(C)=O)[C@@H]2OC(C)=O,PNZVRNRYBVTQAP-FDBQTCDUSA-N,P08183
392278,5.35,CC(=O)OC[C@]12[C@@H](OC(=O)c3ccco3)C[C@@H]3[C@@H](OC(C)=O)[C@]1(OC3(C)C)[C@](C)(O)C[C@H](OC(=O)c1ccco1)[C@@H]2OC(=O)c1ccco1,PFXTXDULDOUAAQ-CAQSNDCKSA-N,P08183
392279,5.46,CC(=O)OC[C@]12[C@@H](OC(=O)c3ccccc3)C[C@@H]3[C@@H](OC(C)=O)[C@]1(OC3(C)C)[C@](C)(O)C[C@H](OC(C)=O)[C@@H]2OC(C)=O,SUKGHCPJNGDNSA-FADIBSPTSA-N,P08183
317333,5.63,CC(=O)OC[C@]12[C@@H](OC(=O)c3ccccc3)C[C@@H]3[C@@H](OC(C)=O)[C@]1(OC3(C)C)[C@H](C)C[C@H](OC(C)=O)[C@@H]2OC(C)=O,PBBYYGCXAHKQFJ-YLMNRMNTSA-N,P08183
392280,6.2,CC(=O)OC[C@]12[C@@H](OC(=O)c3ccccc3)C[C@@H]3[C@@H](OC(C)=O)[C@]1(OC3(C)C)[C@H](C)C[C@H](OC(=O)c1ccccc1)[C@@H]2OC(C)=O,NDGSLRUFUIEVLM-HDWLWNEUSA-N,P08183
392281,6.15,CC(=O)OC[C@]12[C@@H](OC(=O)c3ccccc3)C[C@@H]3[C@@H](OC(=O)c4ccccc4)[C@]1(OC3(C)C)[C@H](C)C[C@H](OC(=O)c1cccnc1)[C@@H]2OC(C)=O,FOVSOBBPLQBYPS-RQSHUPDLSA-N,P08183
392282,6.24,CC(=O)OC[C@]12[C@@H](OCc3ccccc3)C[C@@H]3[C@@H](OCc4ccccc4)[C@]1(OC3(C)C)[C@](C)(O)C[C@H](OC(=O)c1cccnc1)[C@@H]2OC(C)=O,FGMVOGJVFMNBBO-RQBJGGMLSA-N,P08183
392283,5.15,CC(=O)O[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)[C@H]([C@H](OC(=O)c4ccccc4)[C@H](OC(=O)c4ccccc4)[C@]2(CO)[C@H]1OC(C)=O)[C@H]3OC(C)=O,YFFWLVHQZDPHKC-YVZSNWEISA-N,P08183
392284,5.76,CC(=O)OC[C@]12[C@@H](OC(=O)c3ccccc3)[C@@H](OC(=O)c3ccccc3)[C@@H]3[C@@H](OC(C)=O)[C@]1(OC3(C)C)[C@](C)(O)C[C@H](OC(C)=O)[C@@H]2OC(C)=O,HROADJGQUKVYRU-IZLQSXDYSA-N,P08183
317654,5.77,CC(=O)OC[C@]12[C@@H](OC(=O)c3ccccc3)[C@@H](OC(=O)c3ccccc3)[C@@H]3[C@@H](OC(C)=O)[C@]1(OC3(C)C)[C@H](C)C[C@H](OC(C)=O)[C@@H]2OC(C)=O,ZMFWEJXNCWIVOL-FPJSXKKWSA-N,P08183
392285,6.04,CC(=O)O[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)[C@H]([C@H](OC(=O)c4ccccc4)[C@H](OC(=O)c4ccccc4)[C@]2(C)[C@H]1OC(=O)c1ccccc1)[C@H]3OC(C)=O,XLYDCSRKHWFINQ-BCEZJGSMSA-N,P08183
392287,5.11,CC(=O)O[C@H]1[C@@H]2[C@@H](OC(C)=O)[C@]3(OC2(C)C)[C@H](C)C[C@H](OC(=O)c2cccnc2)[C@H](OC(=O)c2ccccc2)[C@@]3(C)[C@H]1OC(=O)c1ccccc1,BQVGZDYZYXCBOZ-IPGGTLSNSA-N,P08183
392290,5.91,CC(=O)OC[C@@]12[C@@H](OC(=O)c3ccccc3)CC[C@@](C)(O)[C@]13OC(C)(C)[C@H]([C@@H](OC(=O)c1ccccc1)[C@H]2OC(=O)c1ccccc1)[C@H]3OC(C)=O,NNJSHWQUZCBWFH-OFBMIMMCSA-N,P08183
392291,4.47,CC(=O)OC[C@]12[C@H](OC(=O)c3ccccc3)[C@H](OC(=O)c3ccccc3)[C@@H]3[C@@H](OC(C)=O)[C@]1(OC3(C)C)[C@H](C)C[C@H](OC(=O)c1ccccc1)[C@@H]2OC(C)=O,FLSLDMAEEUGUQI-SHPXBDENSA-N,P08183
392292,5.78,CC(=O)O[C@@H]1[C@H]2[C@@H](OC(=O)c3ccccc3)[C@@H](OC(=O)c3ccccc3)[C@]3(CO)[C@@H](OC(=O)c4ccccc4)[C@@H](OC(=O)c4ccccc4)C[C@@H](C)[C@@]13OC2(C)C,PEMSGZQCEDDEGL-UHPPAMLESA-N,P08183
392293,5.7,CC(=O)OC[C@]12[C@H](OC(=O)c3ccccc3)[C@H](OC(=O)c3ccccc3)[C@@H]3[C@@H](OC(C)=O)[C@]1(OC3(C)C)[C@H](C)C[C@H](OC(=O)c1ccccc1)[C@@H]2OC(=O)c1ccccc1,DKUCORZJNCHLSI-BQLPCOOZSA-N,P08183
317600,5.79,CC(=O)OC[C@]12[C@H](OC(=O)c3ccccc3)C(=O)[C@@H]3[C@@H](OC(C)=O)[C@]1(OC3(C)C)[C@H](C)C[C@H](OC(C)=O)[C@@H]2OC(=O)c1ccccc1,UPKPCBUBBFEYEF-OVJAYBENSA-N,P08183
1547805,5.6,CC(=O)OC[C@]12[C@H](OC(=O)c3ccccc3)C(=O)[C@H]3[C@@H](OC(C)=O)[C@]1(OC3(C)C)[C@H](C)C[C@H](OC(C)=O)[C@@H]2OC(C)=O,IGLHPAWCWLWQAK-RWHORTGKSA-N,P08183
