,SMILES_raw,status_efflux,papyrus_SMILES,papyrus_inchi_key,inchi_connectivity
1167,COc1cc2c(cc1OC)C(=O)/C(=C/C=C/c1ccc(N(C)C)cc1)C2,Substrate,COc1cc2c(cc1OC)C(=O)/C(=C/C=C/c1ccc(N(C)C)cc1)C2,JFBGCZWCKLYHEB-OWRQJNCQSA-N,JFBGCZWCKLYHEB
1168,COc1ccc2c(c1)CC/C(=C\c1ccc3ccccc3c1)C2=O,Substrate,COc1ccc2c(c1)CC/C(=C\c1ccc3ccccc3c1)C2=O,LKPWFNAURUXANK-CPNJWEJPSA-N,LKPWFNAURUXANK
1169,COc1cc2c(cc1OC)C(=O)/C(=C/C=C/c1cc(OC)c(OC)c(OC)c1)CC2,Substrate,COc1cc2c(cc1OC)C(=O)/C(=C/C=C/c1cc(OC)c(OC)c(OC)c1)CC2,DKITYKCTFCKRPH-QICXOPSUSA-N,DKITYKCTFCKRPH
1170,COc1ccc2c(c1)CC/C(=C\C=C\c1cc(OC)c(OC)c(OC)c1)C2=O,Substrate,COc1ccc2c(c1)CC/C(=C\C=C\c1cc(OC)c(OC)c(OC)c1)C2=O,YHDGYMHUEVQMBD-OWRQJNCQSA-N,YHDGYMHUEVQMBD
1171,COc1ccc2c(c1)C(=O)/C(=C/C=C/c1cc(OC)c(OC)c(OC)c1)C2,Substrate,COc1ccc2c(c1)C(=O)/C(=C/C=C/c1cc(OC)c(OC)c(OC)c1)C2,WPQGJVJQDBUWSD-OWRQJNCQSA-N,WPQGJVJQDBUWSD
1172,COc1cc(/C=C/C=C2\Cc3ccc(OC)c(OC)c3C2=O)cc(OC)c1OC,Substrate,COc1cc(/C=C/C=C2\Cc3ccc(OC)c(OC)c3C2=O)cc(OC)c1OC,ARBYXYDVSVWCQD-QICXOPSUSA-N,ARBYXYDVSVWCQD
1173,COc1cc(/C=C/C=C2\Cc3ccc(OC)c(OC)c3C2=O)ccc1O,Substrate,COc1cc(C=CC=C2Cc3ccc(OC)c(OC)c3C2=O)ccc1O,YJOUZPVOEJJPEN-UHFFFAOYSA-N,YJOUZPVOEJJPEN
1174,COc1ccc2c(c1)C/C(=C\C=C\c1ccccc1OC)C2=O,Substrate,COc1ccc2c(c1)C/C(=C\C=C\c1ccccc1OC)C2=O,IKVGNOHVTJJKPX-TWPHAGSYSA-N,IKVGNOHVTJJKPX
1175,COc1ccc(C(=O)/C=C/c2cccc(/C=C/C(=O)c3ccc(OC)c(OC)c3)c2)cc1OC,Substrate,COc1ccc(C(=O)/C=C/c2cccc(/C=C/C(=O)c3ccc(OC)c(OC)c3)c2)cc1OC,PENJNWUNTMPZMH-QHKWOANTSA-N,PENJNWUNTMPZMH
1176,COc1cc(C(=O)/C=C/c2cccc(/C=C/C(=O)c3cc(OC)c(OC)c(OC)c3)c2)cc(OC)c1OC,Substrate,COc1cc(C(=O)/C=C/c2cccc(/C=C/C(=O)c3cc(OC)c(OC)c(OC)c3)c2)cc(OC)c1OC,ZYCFOAUYRLKUOP-DCIPZJNNSA-N,ZYCFOAUYRLKUOP
1177,COc1cc(/C=C/C(=O)c2cccc(C(=O)/C=C/c3cc(OC)c(OC)c(OC)c3)c2)cc(OC)c1OC,Substrate,COc1cc(/C=C/C(=O)c2cccc(C(=O)/C=C/c3cc(OC)c(OC)c(OC)c3)c2)cc(OC)c1OC,KPXHIHRSEPTTMN-DCIPZJNNSA-N,KPXHIHRSEPTTMN
1178,COc1cc(/C=C/C=C/C(=O)c2cccc(C(=O)/C=C/C=C/c3cc(OC)c(OC)c(OC)c3)c2)cc(OC)c1OC,Substrate,COc1cc(/C=C/C=C/C(=O)c2cccc(C(=O)/C=C/C=C/c3cc(OC)c(OC)c(OC)c3)c2)cc(OC)c1OC,FVLSZVAZLRLHIP-XUPLYHMQSA-N,FVLSZVAZLRLHIP
1179,COC(=O)C1=C(O)/C(=C/C=C/c2ccccc2OC)CCC1,Non-substrate,COC(=O)C1CCC/C(=C\C=C\c2ccccc2OC)C1=O,GRYHRAAWTRNLOY-KBEUXKDCSA-N,GRYHRAAWTRNLOY
1180,COc1cccc(CCc2ccccc2OCc2cc(OC)c(OC)c(OC)c2)c1,Substrate,COc1cccc(CCc2ccccc2OCc2cc(OC)c(OC)c(OC)c2)c1,DXZWAEMAAQEIJC-UHFFFAOYSA-N,DXZWAEMAAQEIJC
1181,COc1ccc(CCc2ccccc2OCc2ccc(OC)c(OC)c2)cc1OC,Substrate,COc1ccc(CCc2ccccc2OCc2ccc(OC)c(OC)c2)cc1OC,LEJVEIYGKMOKQX-UHFFFAOYSA-N,LEJVEIYGKMOKQX
1182,COc1cccc(CCc2ccccc2OCc2cc(OC)c(OC)c(OC)c2)c1OC,Substrate,COc1cccc(CCc2ccccc2OCc2cc(OC)c(OC)c(OC)c2)c1OC,NLKNVKAYYSPJEF-UHFFFAOYSA-N,NLKNVKAYYSPJEF
1183,COc1cccc(COc2ccccc2CCc2cc(OC)c(OC)c(OC)c2)c1OC,Substrate,COc1cccc(COc2ccccc2CCc2cc(OC)c(OC)c(OC)c2)c1OC,YIHIYRIHCHQTIX-UHFFFAOYSA-N,YIHIYRIHCHQTIX
1184,COc1ccc(COc2ccccc2CCc2cc(OC)c(OC)c(OC)c2)cc1OC,Substrate,COc1ccc(COc2ccccc2CCc2cc(OC)c(OC)c(OC)c2)cc1OC,OMGOCOMUVOSOEK-UHFFFAOYSA-N,OMGOCOMUVOSOEK
1185,COc1cc(CCc2ccccc2OCc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,Substrate,COc1cc(CCc2ccccc2OCc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,XWUDAFOLLUCZET-UHFFFAOYSA-N,XWUDAFOLLUCZET
1186,COc1cc(COc2ccccc2CCc2cc(OC)c(OC)c(OC)c2)cc(OC)c1,Substrate,COc1cc(COc2ccccc2CCc2cc(OC)c(OC)c(OC)c2)cc(OC)c1,BXWVOKVFZQJALI-UHFFFAOYSA-N,BXWVOKVFZQJALI
1187,COc1cccc(CCc2ccccc2OCc2ncccn2)c1,Non-substrate,COc1cccc(CCc2ccccc2OCc2ncccn2)c1,DPFBQXKYZZZMDA-UHFFFAOYSA-N,DPFBQXKYZZZMDA
1188,COc1cccc(CCc2ccccc2NCc2ccncc2)c1,Non-substrate,COc1cccc(CCc2ccccc2NCc2ccncc2)c1,GKEGKQPBJVDUIS-UHFFFAOYSA-N,GKEGKQPBJVDUIS
1189,COc1cccc(CCc2ccccc2NC(=O)c2cccc(OC)c2)c1,Non-substrate,COc1cccc(CCc2ccccc2NC(=O)c2cccc(OC)c2)c1,ZOGZXXJSBZFYQR-UHFFFAOYSA-N,ZOGZXXJSBZFYQR
1190,COc1cccc(CCc2ccccc2NC(=O)c2cccnc2)c1,Non-substrate,COc1cccc(CCc2ccccc2NC(=O)c2cccnc2)c1,ZPGAAIQKBCLAPC-UHFFFAOYSA-N,ZPGAAIQKBCLAPC
1191,COc1ccc(/C=C/C(=O)c2ccc(C(=O)/C=C/c3ccc(OC)c(OC)c3)cc2)cc1OC,Substrate,COc1ccc(/C=C/C(=O)c2ccc(C(=O)/C=C/c3ccc(OC)c(OC)c3)cc2)cc1OC,YKIRPCCPQBQNCY-ACFHMISVSA-N,YKIRPCCPQBQNCY
1192,COc1ccc(OC)c(/C=C/C(=O)c2ccc(C(=O)/C=C/c3cc(OC)ccc3OC)cc2)c1,Substrate,COc1ccc(OC)c(/C=C/C(=O)c2ccc(C(=O)/C=C/c3cc(OC)ccc3OC)cc2)c1,GYTRWQPUSUVLGJ-UTLPMFLDSA-N,GYTRWQPUSUVLGJ
1193,COc1cc(OC)c(OC)cc1/C=C/C(=O)c1ccc(C(=O)/C=C/c2cc(OC)c(OC)cc2OC)cc1,Substrate,COc1cc(OC)c(OC)cc1/C=C/C(=O)c1ccc(C(=O)/C=C/c2cc(OC)c(OC)cc2OC)cc1,UJADDPRKJTWNJT-PHEQNACWSA-N,UJADDPRKJTWNJT
1194,COc1cc(OC)c(/C=C/C(=O)c2ccc(C(=O)/C=C/c3c(OC)cc(OC)cc3OC)cc2)c(OC)c1,Substrate,COc1cc(OC)c(/C=C/C(=O)c2ccc(C(=O)/C=C/c3c(OC)cc(OC)cc3OC)cc2)c(OC)c1,LFMHIDSOWHRMCC-PHEQNACWSA-N,LFMHIDSOWHRMCC
1195,COc1cccc(OC)c1/C=C/C(=O)c1ccc(C(=O)/C=C/c2c(OC)cccc2OC)cc1,Substrate,COc1cccc(OC)c1/C=C/C(=O)c1ccc(C(=O)/C=C/c2c(OC)cccc2OC)cc1,KPYBKWDWWZIWNE-YTEMWHBBSA-N,KPYBKWDWWZIWNE
1196,COc1ccc(/C=C/C(=O)c2ccc(C(=O)/C=C/c3ccc(OC)c(OC)c3OC)cc2)c(OC)c1OC,Substrate,COc1ccc(/C=C/C(=O)c2ccc(C(=O)/C=C/c3ccc(OC)c(OC)c3OC)cc2)c(OC)c1OC,IHVXZZVAIUONOU-JOBJLJCHSA-N,IHVXZZVAIUONOU
1197,COc1cc(C(=O)/C=C/c2ccc(/C=C/C(=O)c3cc(OC)c(OC)c(OC)c3)cc2)cc(OC)c1OC,Substrate,COc1cc(C(=O)/C=C/c2ccc(/C=C/C(=O)c3cc(OC)c(OC)c(OC)c3)cc2)cc(OC)c1OC,CGPZKBGXLSYETP-PHEQNACWSA-N,CGPZKBGXLSYETP
1198,COc1cccc(C(=O)/C=C/c2ccc(/C=C/C(=O)c3cccc(OC)c3)cc2)c1,Substrate,COc1cccc(C(=O)/C=C/c2ccc(/C=C/C(=O)c3cccc(OC)c3)cc2)c1,CBSARZPLOQEWTN-WXUKJITCSA-N,CBSARZPLOQEWTN
1199,COc1ccc(C(=O)/C=C/c2ccc(/C=C/C(=O)c3ccc(OC)c(OC)c3)cc2)cc1OC,Substrate,COc1ccc(C(=O)/C=C/c2ccc(/C=C/C(=O)c3ccc(OC)c(OC)c3)cc2)cc1OC,HJKGROWCHWZNNX-UTLPMFLDSA-N,HJKGROWCHWZNNX
1200,COc1ccc(C(=O)/C=C/c2ccc(/C=C/C(=O)c3ccc(OC)cc3OC)cc2)c(OC)c1,Substrate,COc1ccc(C(=O)/C=C/c2ccc(/C=C/C(=O)c3ccc(OC)cc3OC)cc2)c(OC)c1,AVHJXIQRXJQLGH-KAVGSWPWSA-N,AVHJXIQRXJQLGH
1201,COc1ccc(OC)c(C(=O)/C=C/c2ccc(/C=C/C(=O)c3cc(OC)ccc3OC)cc2)c1,Substrate,COc1ccc(OC)c(C(=O)/C=C/c2ccc(/C=C/C(=O)c3cc(OC)ccc3OC)cc2)c1,NBWAXADCFREQMT-UTLPMFLDSA-N,NBWAXADCFREQMT
1202,COc1cc(OC)cc(C(=O)/C=C/c2ccc(/C=C/C(=O)c3cc(OC)cc(OC)c3)cc2)c1,Substrate,COc1cc(OC)cc(C(=O)/C=C/c2ccc(/C=C/C(=O)c3cc(OC)cc(OC)c3)cc2)c1,SPXDXQMUVSMXCX-WGDLNXRISA-N,SPXDXQMUVSMXCX
1203,COc1ccccc1C(=O)/C=C/c1ccc(/C=C/C(=O)c2ccccc2OC)cc1,Substrate,COc1ccccc1C(=O)/C=C/c1ccc(/C=C/C(=O)c2ccccc2OC)cc1,YAZYYHXMMDFZBM-YTEMWHBBSA-N,YAZYYHXMMDFZBM
1204,COc1cc(OC)c(C(=O)/C=C/c2ccc(/C=C/C(=O)c3c(OC)cc(OC)cc3OC)cc2)c(OC)c1,Substrate,COc1cc(OC)c(C(=O)/C=C/c2ccc(/C=C/C(=O)c3c(OC)cc(OC)cc3OC)cc2)c(OC)c1,XUCKPCJLVOPMCD-PHEQNACWSA-N,XUCKPCJLVOPMCD
1205,CCOC(=O)c1csc([C@@H](NC(=O)c2csc([C@@H](NC(=O)c3csc([C@@H](NC(=O)OC(C)(C)C)C(C)C)n3)C(C)C)n2)C(C)C)n1,Substrate,CCOC(=O)c1csc([C@@H](NC(=O)c2csc([C@@H](NC(=O)c3csc([C@@H](NC(=O)OC(C)(C)C)C(C)C)n3)C(C)C)n2)C(C)C)n1,CHRNOULDYAIFGT-VABKMULXSA-N,CHRNOULDYAIFGT
1206,COc1ccc(C(C)NC(=O)c2csc([C@@H](NC(=O)c3csc([C@@H](NC(=O)OC(C)(C)C)C(C)C)n3)C(C)C)n2)cc1,Substrate,COc1ccc(C(C)NC(=O)c2csc([C@@H](NC(=O)c3csc([C@@H](NC(=O)OC(C)(C)C)C(C)C)n3)C(C)C)n2)cc1,VYMGRTVYMLFJRF-JUQRWGLSSA-N,VYMGRTVYMLFJRF
1207,COc1ccc(CNC(=O)c2csc([C@@H](NC(=O)c3csc([C@@H](NC(=O)OC(C)(C)C)C(C)C)n3)C(C)C)n2)c(OC)c1,Substrate,COc1ccc(CNC(=O)c2csc([C@@H](NC(=O)c3csc([C@@H](NC(=O)OC(C)(C)C)C(C)C)n3)C(C)C)n2)c(OC)c1,VRRVKYGPIOCODO-ZEQRLZLVSA-N,VRRVKYGPIOCODO
1208,COc1ccc(NC(=O)c2csc([C@@H](NC(=O)c3csc([C@@H](NC(=O)OC(C)(C)C)C(C)C)n3)C(C)C)n2)c(OC)c1,Substrate,COc1ccc(NC(=O)c2csc([C@@H](NC(=O)c3csc([C@@H](NC(=O)OC(C)(C)C)C(C)C)n3)C(C)C)n2)c(OC)c1,CAYVPUSHFHKNMI-GOTSBHOMSA-N,CAYVPUSHFHKNMI
1209,COc1cc(NC(=O)c2csc([C@@H](NC(=O)c3csc([C@@H](NC(=O)OC(C)(C)C)C(C)C)n3)C(C)C)n2)cc(OC)c1OC,Substrate,COc1cc(NC(=O)c2csc([C@@H](NC(=O)c3csc([C@@H](NC(=O)OC(C)(C)C)C(C)C)n3)C(C)C)n2)cc(OC)c1OC,SQGNMHONRVFIIQ-GOTSBHOMSA-N,SQGNMHONRVFIIQ
1210,CCOC(=O)c1csc([C@@H](NC(=O)c2csc([C@@H](NC(=O)c3ccc(OC)c(OC)c3)C(C)C)n2)C(C)C)n1,Non-substrate,CCOC(=O)c1csc([C@@H](NC(=O)c2csc([C@@H](NC(=O)c3ccc(OC)c(OC)c3)C(C)C)n2)C(C)C)n1,NFJKXBNPYJGZJL-VXKWHMMOSA-N,NFJKXBNPYJGZJL
1211,COc1cc(C(=O)N[C@H](c2nc(C(=O)Nc3ccccc3C(=O)c3ccccc3)cs2)C(C)C)cc(OC)c1OC,Substrate,COc1cc(C(=O)N[C@H](c2nc(C(=O)Nc3ccccc3C(=O)c3ccccc3)cs2)C(C)C)cc(OC)c1OC,VUSXKXGCZNKQFS-SANMLTNESA-N,VUSXKXGCZNKQFS
1212,CC(C)[C@@H]1NC(=O)c2csc(n2)[C@H](C(C)C)NC(=O)c2csc(n2)[C@H](C(C)C)NC(=O)c2csc1n2,Substrate,CC(C)[C@@H]1NC(=O)c2csc(n2)[C@H](C(C)C)NC(=O)c2csc(n2)[C@H](C(C)C)NC(=O)c2csc1n2,MCTYQNKZLHHNCP-BZSNNMDCSA-N,MCTYQNKZLHHNCP
1213,CCN(CC)c1ccc(Cc2c(Cc3ccc(OC)c(OC)c3)nc(NC(=O)c3cc(OC)c(OC)c(OC)c3)n2C)cc1,Substrate,CCN(CC)c1ccc(Cc2c(Cc3ccc(OC)c(OC)c3)nc(NC(=O)c3cc(OC)c(OC)c(OC)c3)n2C)cc1,BOQHMDZKZCCXDM-UHFFFAOYSA-N,BOQHMDZKZCCXDM
1214,O=C(NCCCN1CCOCC1)c1cnn2c(-c3ccccc3)cc(-c3ccccc3)nc12,Substrate,O=C(NCCCN1CCOCC1)c1cnn2c(-c3ccccc3)cc(-c3ccccc3)nc12,JTRXWCLQFAZHGP-UHFFFAOYSA-N,JTRXWCLQFAZHGP
1215,COc1ccc(C(=O)c2sc3nc(C)c(C(C)=O)c(-c4cc(OC)c(OC)c(OC)c4)c3c2N)cc1,Substrate,COc1ccc(C(=O)c2sc3nc(C)c(C(C)=O)c(-c4cc(OC)c(OC)c(OC)c4)c3c2N)cc1,ILTHGBCIUFBFBA-UHFFFAOYSA-N,ILTHGBCIUFBFBA
1216,CCOC(=O)c1c(C)nc2sc(C(=O)c3ccccc3)c(N)c2c1-c1cc(OC)c(OC)c(OC)c1,Substrate,CCOC(=O)c1c(C)nc2sc(C(=O)c3ccccc3)c(N)c2c1-c1cc(OC)c(OC)c(OC)c1,YVAONDGDDPOVIC-UHFFFAOYSA-N,YVAONDGDDPOVIC
1217,CCOC(=O)c1c(C)nc2sc(C(=O)c3ccc(OC)cc3)c(N)c2c1-c1cc(OC)c(OC)c(OC)c1,Substrate,CCOC(=O)c1c(C)nc2sc(C(=O)c3ccc(OC)cc3)c(N)c2c1-c1cc(OC)c(OC)c(OC)c1,VPXXXBZUSDDOAU-UHFFFAOYSA-N,VPXXXBZUSDDOAU
1218,COCCOC(=O)c1c(C)nc2sc(C(=O)c3ccccc3)c(N)c2c1-c1cc(OC)c(OC)c(OC)c1,Substrate,COCCOC(=O)c1c(C)nc2sc(C(=O)c3ccccc3)c(N)c2c1-c1cc(OC)c(OC)c(OC)c1,WATFYAPVVCBCPT-UHFFFAOYSA-N,WATFYAPVVCBCPT
1219,COCCOC(=O)c1c(C)nc2sc(C(=O)c3ccc(OC)cc3)c(N)c2c1-c1cc(OC)c(OC)c(OC)c1,Substrate,COCCOC(=O)c1c(C)nc2sc(C(=O)c3ccc(OC)cc3)c(N)c2c1-c1cc(OC)c(OC)c(OC)c1,FZGHBCFGCSMRTK-UHFFFAOYSA-N,FZGHBCFGCSMRTK
1220,COCCOC(=O)c1c(C)nc2sc(C(=O)c3ccc(OC)cc3OC)c(N)c2c1-c1cc(OC)c(OC)c(OC)c1,Substrate,COCCOC(=O)c1c(C)nc2sc(C(=O)c3ccc(OC)cc3OC)c(N)c2c1-c1cc(OC)c(OC)c(OC)c1,UCPNLDLMFJGVCT-UHFFFAOYSA-N,UCPNLDLMFJGVCT
1221,COC(=O)c1c(C)nc2sc(C(=O)c3ccc(OC)cc3)c(N)c2c1-c1ccc(OC)cc1,Substrate,COC(=O)c1c(C)nc2sc(C(=O)c3ccc(OC)cc3)c(N)c2c1-c1ccc(OC)cc1,QOBBZSOOCFHSJJ-UHFFFAOYSA-N,QOBBZSOOCFHSJJ
1222,CCOC(=O)c1c(C)nc2sc(C(=O)c3ccc(OC)cc3)c(N)c2c1-c1ccc(OC)cc1,Substrate,CCOC(=O)c1c(C)nc2sc(C(=O)c3ccc(OC)cc3)c(N)c2c1-c1ccc(OC)cc1,TZAONRZVXURGHF-UHFFFAOYSA-N,TZAONRZVXURGHF
1223,CCOC(=O)c1c(C)nc2sc(C(=O)c3ccc(OC)cc3)c(N)c2c1-c1ccc(OCC)cc1,Substrate,CCOC(=O)c1c(C)nc2sc(C(=O)c3ccc(OC)cc3)c(N)c2c1-c1ccc(OCC)cc1,NWPZTCXVHLNSNX-UHFFFAOYSA-N,NWPZTCXVHLNSNX
1224,CCCCOC(=O)c1c(C)nc2sc(C(=O)c3ccc(OC)cc3)c(N)c2c1-c1cc(OC)c(OC)c(OC)c1,Substrate,CCCCOC(=O)c1c(C)nc2sc(C(=O)c3ccc(OC)cc3)c(N)c2c1-c1cc(OC)c(OC)c(OC)c1,KTJUBPNJCYQJKF-UHFFFAOYSA-N,KTJUBPNJCYQJKF
1225,COCCOC(=O)c1c(C)nc2sc(C(=O)c3ccc(OC)cc3)c(N)c2c1-c1ccc(OC)cc1,Substrate,COCCOC(=O)c1c(C)nc2sc(C(=O)c3ccc(OC)cc3)c(N)c2c1-c1ccc(OC)cc1,SOSSYGGWFZTDLJ-UHFFFAOYSA-N,SOSSYGGWFZTDLJ
1226,CCCOCCOC(=O)c1c(C)nc2sc(C(=O)c3ccc(OC)cc3)c(N)c2c1-c1cc(OC)c(OC)c(OC)c1,Substrate,CCCOCCOC(=O)c1c(C)nc2sc(C(=O)c3ccc(OC)cc3)c(N)c2c1-c1cc(OC)c(OC)c(OC)c1,AITMMBKSZSRCAB-UHFFFAOYSA-N,AITMMBKSZSRCAB
1227,CCOC(=O)c1c(-c2cc(OC)c(OC)c(OC)c2)nc2sc(C(=O)c3ccc(OC)cc3)c(N)c2c1-c1cc(OC)c(OC)c(OC)c1,Substrate,CCOC(=O)c1c(-c2cc(OC)c(OC)c(OC)c2)nc2sc(C(=O)c3ccc(OC)cc3)c(N)c2c1-c1cc(OC)c(OC)c(OC)c1,GFJIQTQRZYCZMQ-UHFFFAOYSA-N,GFJIQTQRZYCZMQ
1228,CCOC(=O)c1c(C)nc2oc(C(=O)c3ccc(OC)cc3)c(N)c2c1-c1cc(OC)c(OC)c(OC)c1,Substrate,CCOC(=O)c1c(C)nc2oc(C(=O)c3ccc(OC)cc3)c(N)c2c1-c1cc(OC)c(OC)c(OC)c1,HEIFSVSFDAUGGV-UHFFFAOYSA-N,HEIFSVSFDAUGGV
1229,CC(C)n1c2c(c3c1-c1ccccc1C3=O)C(=O)CCC2,Non-substrate,CC(C)n1c2c(c3c1-c1ccccc1C3=O)C(=O)CCC2,DGOKKNPUISUUGY-UHFFFAOYSA-N,DGOKKNPUISUUGY
1230,O=C1CCCc2c1c1c(n2Cc2ccccc2)-c2ccccc2C1=O,Non-substrate,O=C1CCCc2c1c1c(n2Cc2ccccc2)-c2ccccc2C1=O,GCBBQAMPVJFUPC-UHFFFAOYSA-N,GCBBQAMPVJFUPC
1231,O=C1CCCc2c1c1c(n2CCc2ccccc2)-c2ccccc2C1=O,Substrate,O=C1CCCc2c1c1c(n2CCc2ccccc2)-c2ccccc2C1=O,SOUZORJPTHGIJA-UHFFFAOYSA-N,SOUZORJPTHGIJA
1232,O=C1CCCc2c1c1c(n2CCCc2ccccc2)-c2ccccc2C1=O,Substrate,O=C1CCCc2c1c1c(n2CCCc2ccccc2)-c2ccccc2C1=O,JCCWMVJVFGZDBV-UHFFFAOYSA-N,JCCWMVJVFGZDBV
1233,CC1CC(=O)c2c3c(n(C(C)C)c2C1)-c1ccccc1C3=O,Substrate,CC1CC(=O)c2c3c(n(C(C)C)c2C1)-c1ccccc1C3=O,KLZHCUVZHUIBOR-UHFFFAOYSA-N,KLZHCUVZHUIBOR
1234,CC1CC(=O)c2c3c(n(Cc4ccccc4)c2C1)-c1ccccc1C3=O,Non-substrate,CC1CC(=O)c2c3c(n(Cc4ccccc4)c2C1)-c1ccccc1C3=O,WYINNZZVYRVTCS-UHFFFAOYSA-N,WYINNZZVYRVTCS
1235,O=C1CC(c2ccccc2)Cc2c1c1c(n2Cc2ccccc2)-c2ccccc2C1=O,Substrate,O=C1CC(c2ccccc2)Cc2c1c1c(n2Cc2ccccc2)-c2ccccc2C1=O,IYBGEDYTGXXMMX-UHFFFAOYSA-N,IYBGEDYTGXXMMX
1236,CC1CC(=O)c2c3c(n(CCc4ccccc4)c2C1)-c1ccccc1C3=O,Substrate,CC1CC(=O)c2c3c(n(CCc4ccccc4)c2C1)-c1ccccc1C3=O,ZVASCVRKMXOAJR-UHFFFAOYSA-N,ZVASCVRKMXOAJR
1237,O=C1CC(c2ccccc2)Cc2c1c1c(n2CCc2ccccc2)-c2ccccc2C1=O,Substrate,O=C1CC(c2ccccc2)Cc2c1c1c(n2CCc2ccccc2)-c2ccccc2C1=O,TVWQJFUJHKJNOV-UHFFFAOYSA-N,TVWQJFUJHKJNOV
1238,COc1ccccc1CCn1c2c(c3c1-c1ccccc1C3=O)C(=O)CCC2,Substrate,COc1ccccc1CCn1c2c(c3c1-c1ccccc1C3=O)C(=O)CCC2,VCKRZQLIEJEEEL-UHFFFAOYSA-N,VCKRZQLIEJEEEL
1239,COc1cccc(CCn2c3c(c4c2-c2ccccc2C4=O)C(=O)CCC3)c1,Substrate,COc1cccc(CCn2c3c(c4c2-c2ccccc2C4=O)C(=O)CCC3)c1,LOIVDCFVCNLNCO-UHFFFAOYSA-N,LOIVDCFVCNLNCO
1240,COc1ccc(CCn2c3c(c4c2-c2ccccc2C4=O)C(=O)CCC3)cc1,Substrate,COc1ccc(CCn2c3c(c4c2-c2ccccc2C4=O)C(=O)CCC3)cc1,ZMCHMERXHIDCMD-UHFFFAOYSA-N,ZMCHMERXHIDCMD
1241,CC(C)=CCOc1cccc2c1C(=O)c1c3c(n(C(C)C)c1-2)CCCC3=O,Substrate,CC(C)=CCOc1cccc2c1C(=O)c1c3c(n(C(C)C)c1-2)CCCC3=O,ASEWRAJBWVJKHM-UHFFFAOYSA-N,ASEWRAJBWVJKHM
1242,CC(C)=CCOc1cccc2c1-c1c(c3c(n1C(C)C)CCCC3=O)C2=O,Substrate,CC(C)=CCOc1cccc2c1-c1c(c3c(n1C(C)C)CCCC3=O)C2=O,IGWUYWFNHIJBBD-UHFFFAOYSA-N,IGWUYWFNHIJBBD
1243,CC1CCc2c(c3c(n2C(C)C)-c2ccccc2C3=O)C1=O,Non-substrate,CC1CCc2c(c3c(n2C(C)C)-c2ccccc2C3=O)C1=O,AJIRSMPRRGVXEY-UHFFFAOYSA-N,AJIRSMPRRGVXEY
1244,CC(C)n1c2c(c3c1-c1ccccc1C3=O)C(=O)C(Cc1ccccc1)(Cc1ccccc1)CC2,Substrate,CC(C)n1c2c(c3c1-c1ccccc1C3=O)C(=O)C(Cc1ccccc1)(Cc1ccccc1)CC2,MOHQOWFTKJLPON-UHFFFAOYSA-N,MOHQOWFTKJLPON
1245,COc1cc2c(cc1OC)CN(CCCC1CCCc3c(OC)cccc31)CC2,Substrate,COc1cc2c(cc1OC)CN(CCCC1CCCc3c(OC)cccc31)CC2,HHPVCRYYLOFYGE-UHFFFAOYSA-N,HHPVCRYYLOFYGE
1246,COc1cc2c(cc1OC)CN(CCc1ccccc1-c1cccc(O)c1)CC2,Substrate,COc1cc2c(cc1OC)CN(CCc1ccccc1-c1cccc(O)c1)CC2,KTXGMPCLOCJNQG-UHFFFAOYSA-N,KTXGMPCLOCJNQG
1247,COc1ccc(-c2ccc3c(c2)C=C(CC(=O)N2CCc4cc(OC)c(OC)cc4C2)CO3)cc1,Substrate,COc1ccc(-c2ccc3c(c2)C=C(CC(=O)N2CCc4cc(OC)c(OC)cc4C2)CO3)cc1,GQPZYXWVDBTRKO-UHFFFAOYSA-N,GQPZYXWVDBTRKO
1248,COc1ccc(-c2ccc3c(c2)C=C(CCN2CCc4cc(OC)c(OC)cc4C2)CO3)cc1,Substrate,COc1ccc(-c2ccc3c(c2)C=C(CCN2CCc4cc(OC)c(OC)cc4C2)CO3)cc1,OEPQYKYEXGZHCE-UHFFFAOYSA-N,OEPQYKYEXGZHCE
1249,COc1ccc(-c2ccc(OCCCCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1,Substrate,COc1ccc(-c2ccc(OCCCCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1,XBNULHYELFGYPS-UHFFFAOYSA-N,XBNULHYELFGYPS
1250,COc1ccc(-c2ccc(NCCCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1,Substrate,COc1ccc(-c2ccc(NCCCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1,UJKJUHUUFKTEDM-UHFFFAOYSA-N,UJKJUHUUFKTEDM
1251,COc1ccc(-c2ccc(OCCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1,Substrate,COc1ccc(-c2ccc(OCCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1,HARWXJGHRDGQCU-UHFFFAOYSA-N,HARWXJGHRDGQCU
1252,COc1ccc(-c2ccc(OCCCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1,Substrate,COc1ccc(-c2ccc(OCCCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1,TVEJWPKOIQUYKT-UHFFFAOYSA-N,TVEJWPKOIQUYKT
