,ID,ParentSmiles,status_influx,status_efflux,status_pampa,status_bbb,Status_CNS,LogP,TPSA,LogS,LogD,HBA,HBD,MW,RotatableBonds,TrainTestVal_influx,TrainTestVal_efflux,TrainTestVal_pampa,TrainTestVal_bbb,TestValTrain_CNS,MACCS,Properties_PredictionScore_Influx,Properties_Prediction_Influx,MACCS_PredictionScore_Influx,MACCS_Prediction_Influx,Combined_PredictionScore_Influx,Combined_Prediction_Influx,Properties_PredictionScore_Efflux,Properties_Prediction_Efflux,MACCS_PredictionScore_Efflux,MACCS_Prediction_Efflux,Combined_PredictionScore_Efflux,Combined_Prediction_Efflux,Properties_PredictionScore_PAMPA,Properties_Prediction_PAMPA,MACCS_PredictionScore_PAMPA,MACCS_Prediction_PAMPA,Combined_PredictionScore_PAMPA,Combined_Prediction_PAMPA,Properties_PredictionScore_BBB,Properties_Prediction_BBB,MACCS_PredictionScore_BBB,MACCS_Prediction_BBB,Combined_PredictionScore_BBB,Combined_Prediction_BBB,papyrus_SMILES,papyrus_inchi_key,inchi_connectivity
56,69,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,1.0,1.0,,1.0,,-1.37,114.76,-2.17,-1.46,7,3,225.086189212,4,Test,Train,,Val,,0000000000000000000000001001000000000100001000000000000000000000100000010010101101111100001100111101000111001100100010011100011010111010111001100111001011111110111110,0.41763961315155,0.0,0.768524825572968,1.0,0.768524825572968,1.0,0.571928799152374,1.0,0.441409647464752,0.0,0.549834012985229,1.0,,,,,,,0.527844250202179,1.0,0.487807333469391,0.0,0.339243620634079,0.0,Nc1nc(=O)c2ncn(COCCO)c2[nH]1,MKUXAQIIEYXACX-UHFFFAOYSA-N,MKUXAQIIEYXACX
57,72,CN=C(NC#N)NCCSCc1c(C)[nH]cn1,1.0,1.0,,,,0.91,114.19,-1.62,0.37,4,3,252.115715512,5,Train,Train,,,,0000000000000000000000001000000000000000101000000000000000000000100000000000111101100101011010010001000101010010000100111000000010100000110001010010111010110101110010,0.601427316665649,1.0,0.425557494163513,0.0,0.529964029788971,1.0,0.337064832448959,0.0,0.483339488506317,0.0,0.433377265930176,0.0,,,,,,,,,,,,,CN=C(NC#N)NCCSCc1[nH]cnc1C,AQIXAKUUQRKLND-UHFFFAOYSA-N,AQIXAKUUQRKLND
64,84,Nc1nc(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)cc1,1.0,0.0,,,0.0,-2.25,130.83,-1.12,-2.18,8,4,243.085520516,2,Val,Train,,,Train,0000000000000000000000000000000000001100000000000000110010000100100000010010100101111000111100111100000001001100100010011100001000111010101101110101011111111110111110,0.463828325271606,0.0,0.289050489664078,0.0,0.179461523890495,0.0,0.772972047328949,1.0,0.441409647464752,0.0,0.465057045221329,0.0,,,,,,,,,,,,,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,UHDGCWIWMRVCDJ-CCXZUQQUSA-N,UHDGCWIWMRVCDJ
66,86,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,1.0,0.0,,,0.0,1.52,65.2,-0.4,-0.56,3,2,295.135447912,6,Train,Train,,,Train,0000000000000000000000000000000110000000000000000010001001011000101010001100000000101101011011010001010111000011001110001101000001110001110011000011101010110111111110,0.211083754897118,0.0,0.362706512212753,0.0,0.443574696779251,0.0,0.450313448905945,0.0,0.570578217506409,1.0,0.523666501045227,1.0,,,,,,,,,,,,,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,KQKPFRSPSRPDEB-UHFFFAOYSA-N,KQKPFRSPSRPDEB
68,88,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,1.0,1.0,,,0.0,-0.01,83.33,-1.15,-0.05,8,2,331.113666912,10,Train,Train,,,Train,0000000000000000000010010000000000010100001010101000000100000010100001100101101011101101011011011011010100010010001000111101000111100000110011000011101010110111110110,0.301927119493484,0.0,0.410959541797638,0.0,0.5,0.0,0.498789757490158,0.0,0.574442505836487,1.0,0.465057045221329,0.0,,,,,,,,,,,,,CN=C(C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,XPZQPVYGEOEOKS-UHFFFAOYSA-N,XPZQPVYGEOEOKS
69,89,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,1.0,0.0,,,0.0,0.55,72.72,0.65,-1.61,4,4,225.136493468,3,Train,Train,,,Val,0000000000000000000000000000000000000000000000000000110000000000010000000100000001000000100000100001000100000001100100000000001000110000001010100100101110111111111110,0.554016351699829,1.0,0.54081803560257,1.0,0.567762315273285,1.0,0.648203432559967,1.0,0.52141547203064,1.0,0.488463580608368,0.0,,,,,,,,,,,,,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,XWTYSIMOBUGWOL-UHFFFAOYSA-N,XWTYSIMOBUGWOL
147,176,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,0.0,1.0,,,0.0,2.78,106.51,-2.4,2.18,9,3,487.155721752,7,Train,Train,,,Test,0000000000000000000000000000000000010100000000100000000000000100100000000010101111101111001100111101001101101110000011011100100110111110111001011011111011111111111110,0.254936814308167,0.0,0.383744597434998,0.0,0.357493579387665,0.0,0.587465524673462,1.0,0.602378308773041,1.0,0.607392251491547,1.0,,,,,,,,,,,,,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,ZBNZXTGUTAYRHI
150,179,COc1ccc(C[C@H](N)C(=O)N[C@@H]2[C@@H](CO)O[C@@H](n3cnc4c(N(C)C)ncnc43)[C@@H]2O)cc1,0.0,1.0,,,,-0.15,160.88,-1.55,-0.29,11,4,471.223017028,8,Train,Train,,,,0000000000000000000000000000000000000100000000000000110010000100100000010110101101111100111110111100000110001110100010011100111000111010101111101101111111111111111110,0.509834051132202,1.0,0.594311594963074,1.0,0.389360755681992,0.0,0.761176824569702,1.0,0.600059807300568,1.0,0.574442505836487,1.0,,,,,,,,,,,,,COc1ccc(CC(N)C(=O)N[C@H]2[C@@H](O)[C@H](n3cnc4c(N(C)C)ncnc43)O[C@@H]2CO)cc1,RXWNCPJZOCPEPQ-ZRKVXJNMSA-N,RXWNCPJZOCPEPQ
151,180,CN1[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,0.0,0.0,,,1.0,1.18,62.3,-0.01,0.31,5,1,303.147058152,4,Val,Train,,,Train,0000000000000001001001000000000000000000000000000000000010000000000000000010000001101000100010111100100010001010000100011110011000010000101100101101000111111111111110,0.0817599073052406,0.0,0.289050489664078,0.0,0.344327598810196,0.0,0.606394827365875,1.0,0.419457674026489,0.0,0.607892394065857,1.0,,,,,,,,,,,,,CN1[C@@H]2C[C@@H](OC(=O)C(CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,STECJAGHUSJQJN-SDODBCEQSA-N,STECJAGHUSJQJN
154,183,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,0.0,1.0,,,,6.01,67.45,-3.81,4.19,5,1,495.289720296,11,Train,Train,,,,0000000000000000000000000000000000000100010000000000000000000000110000010100101000101110011010011001000110111011001101011110111110010100110011111111111111111111111110,0.21987210214138,0.0,0.3606316447258,0.0,0.358530253171921,0.0,0.781744599342346,1.0,0.502727210521698,1.0,0.609295427799225,1.0,,,,,,,,,,,,,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,HBNPJJILLOYFJU-VMPREFPWSA-N,HBNPJJILLOYFJU
219,251,O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,0.0,1.0,,,0.0,2.27,63.68,-1.22,-0.22,3,0,404.1194635,6,Train,Train,,,Train,0000000000000000000000000000000000000001000000001011000000101101001000000010000110100001100101111000010000000100000010011101101001011011100001101111010011110110111110,0.257842600345612,0.0,0.410959541797638,0.0,0.368545532226562,0.0,0.75605309009552,1.0,0.405162513256073,0.0,0.553245663642883,1.0,,,,,,,,,,,,,O=c1c(CC[S+](O)c2ccccc2)c(O)n(-c2ccccc2)n1-c1ccccc1,VESRCPPWLJEJIB-UHFFFAOYSA-O,VESRCPPWLJEJIB
655,691,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H]1C[C@@H](O)CC(=O)O1,0.0,1.0,,,,4.49,80.56,-6.06,4.43,5,2,540.242435756,8,Val,Train,,,,0000000000000000000000000000000000000000010000000000000010000100100000000110000100101010101100011101000100110110000010011110101110111111101101111111111111111111111110,0.0297024846076965,0.0,0.159497484564781,0.0,0.125615060329437,0.0,0.558643519878387,1.0,0.625940144062042,1.0,0.609295427799225,1.0,,,,,,,,,,,,,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H]1C[C@@H](O)CC(=O)O1,OUCSEDFVYPBLLF-KAYWLYCHSA-N,OUCSEDFVYPBLLF
667,715,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,0.0,1.0,,,,3.77,104.06,-1.83,0.67,5,3,422.266838936,10,Test,Train,,,,0000000000000000000000000100000000000000000000000100100000000000000000000001000000000000111000000010000110010000011100000010011110110001001110101110110101101011001110,0.819977641105652,1.0,0.295344769954681,0.0,0.698193430900574,1.0,0.725651204586029,1.0,0.617882192134857,1.0,0.60292786359787,1.0,,,,,,,,,,,,,CCC(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,QLJODMDSTUBWDW-SGFUJYLFSA-N,QLJODMDSTUBWDW
668,718,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,0.0,1.0,,,,4.35,104.06,-1.97,1.21,5,3,436.282489,10,Train,Train,,,,0000000000000000000000000100000000000000000000000100100000000000010000000101000000000000111000000010000110010001011100000010011110110001001110101110110101101011001110,0.269890040159225,0.0,0.412964373826981,0.0,0.358530253171921,0.0,0.702570378780365,1.0,0.579197704792023,1.0,0.601105153560638,1.0,,,,,,,,,,,,,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,XWLXKKNPFMNSFA-HGQWONQESA-N,XWLXKKNPFMNSFA
685,739,Nc1nc(=O)n([C@H]2CC[C@@H](CO)O2)cc1,1.0,0.0,,,0.0,-1.06,90.37,-0.56,-1.12,6,2,211.095691276,2,Train,Train,,,Train,0000000000000000000000000000000000001100000000000000000010000100100000010010100101111000111100011100000001001110100010011100001110111010101001110111011111111110111110,0.28217402100563,0.0,0.630680024623871,1.0,0.395672470331192,0.0,0.320185244083405,0.0,0.502727210521698,1.0,0.366368889808655,0.0,,,,,,,,,,,,,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,WREGKURFCTUGRC-POYBYMJQSA-N,WREGKURFCTUGRC
