,ID,ParentSmiles,status_influx,status_efflux,status_pampa,status_bbb,Status_CNS,LogP,TPSA,LogS,LogD,HBA,HBD,MW,RotatableBonds,TrainTestVal_influx,TrainTestVal_efflux,TrainTestVal_pampa,TrainTestVal_bbb,TestValTrain_CNS,MACCS,Properties_PredictionScore_Influx,Properties_Prediction_Influx,MACCS_PredictionScore_Influx,MACCS_Prediction_Influx,Combined_PredictionScore_Influx,Combined_Prediction_Influx,Properties_PredictionScore_Efflux,Properties_Prediction_Efflux,MACCS_PredictionScore_Efflux,MACCS_Prediction_Efflux,Combined_PredictionScore_Efflux,Combined_Prediction_Efflux,Properties_PredictionScore_PAMPA,Properties_Prediction_PAMPA,MACCS_PredictionScore_PAMPA,MACCS_Prediction_PAMPA,Combined_PredictionScore_PAMPA,Combined_Prediction_PAMPA,Properties_PredictionScore_BBB,Properties_Prediction_BBB,MACCS_PredictionScore_BBB,MACCS_Prediction_BBB,Combined_PredictionScore_BBB,Combined_Prediction_BBB,papyrus_SMILES,papyrus_inchi_key,inchi_connectivity
4661,5299,O=C(Cc1cccs1)NC1C(=O)N2C(C(=O)O)=C(CSc3ncn[nH]3)CS[C@@H]12,,,,0.0,,0.5,207.12,0.36,-2.85,8,3,437.02861696,7,,,,Test,,0000000100100000000000000000000000010000000010100101000000100001100010000001101110101001011101111110100111000110000010011111001000111001111101100101011011111110111110,,,,,,,,,,,,,,,,,,,0.067903995513916,0.0,0.142097160220146,0.0,0.143598973751068,0.0,O=C(Cc1cccs1)NC1C(=O)N2C(C(=O)O)=C(CSc3nc[nH]n3)CS[C@@H]12,UQWYUAURRDNBKR-IAXJKZSUSA-N,UQWYUAURRDNBKR
4662,5300,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)CS/C=C\C#N)[C@@H]2SC1,,,,0.0,,-0.4,230.0,0.34,-3.4,11,2,453.03476496,8,,,,Test,,0000000100100000000000000000000000010000100010100101000000100001100001000011101110101001001111111110100111010110000010011111001001111001111101110101011011111111111110,,,,,,,,,,,,,,,,,,,0.226174160838127,0.0,0.142097160220146,0.0,0.143598973751068,0.0,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)CS/C=C\C#N)[C@@H]2SC1,JXHWKLWIYBATLL-WCUMKXIZSA-N,JXHWKLWIYBATLL
4663,5301,C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@@H]2SC1,,,,0.0,,-0.31,238.05,0.34,-4.59,10,4,453.04128982,8,,,,Val,,0000000100100000000000010000000001010000000010100100000000000000100000110001111110111001101101111110110111001110000010111111011000111011111101100101011011111110111110,,,,,,,,,,,,,,,,,,,0.0940459296107292,0.0,0.142097160220146,0.0,0.143598973751068,0.0,C=CC1=C(C(=O)O)N2C(=O)C(=NC(=O)C(NOCC(=O)O)c3csc(N)n3)[C@@H]2SC1,FACRSCOHUPSUMI-RJSPSEDBSA-N,FACRSCOHUPSUMI
4664,5302,CO/N=C(\C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]12)c1csc(N)n1,,,,0.0,,-0.44,269.65,0.29,-3.63,14,3,511.051477644,8,,,,Val,,0000000100100000000000010000000000010000000010100101000000100001100001100011111110111001101111111110110011010100000010111111011001101011111101110101111011111111111110,,,,,,,,,,,,,,,,,,,0.0974622443318367,0.0,0.142097160220146,0.0,0.143598973751068,0.0,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]12)c1csc(N)n1,HJJDBAOLQAWBMH-NCWAPJAISA-N,HJJDBAOLQAWBMH
4665,5303,O=C(O)C1=C(CSc2nnnn2CS(=O)(=O)O)CS[C@H]2C(NC(=O)[C@@H](O)c3ccccc3)C(=O)N12,,,,0.0,,-3.59,263.89,0.27,-6.45,12,4,542.034824536,9,,,,Test,,0000000100100000000000000001000000010011000010110111011001111001101011011011101110101001001101111111110111000111000010011111001101111001111101111101011111111110111110,,,,,,,,,,,,,,,,,,,0.0340804122388363,0.0,0.142097160220146,0.0,0.143598973751068,0.0,O=C(O)C1=C(CSc2nnnn2CS(=O)(=O)O)CS[C@H]2C(NC(=O)C(O)c3ccccc3)C(=O)N12,DYAIAHUQIPBDIP-TZDAIYRESA-N,DYAIAHUQIPBDIP
4666,5304,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)c3c(C)onc3-c3ccccc3Cl)[C@@H]2SC1,,,,0.0,,1.43,164.34,-0.21,-2.39,8,2,491.055398596,6,,,,Val,,0000000100100000000000000000000000010000000010100100000010000100100000100001001110101011101101111110111010101100000110011111011000101101111101111101111111111111111110,,,,,,,,,,,,,,,,,,,0.067903995513916,0.0,0.142097160220146,0.0,0.143598973751068,0.0,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)c3c(-c4ccccc4Cl)noc3C)[C@@H]2SC1,OCLRGULJISNUQS-FZCLLLDFSA-N,OCLRGULJISNUQS
4668,5306,COCC1=C(C(=O)O)N2C(=O)C(NC(=O)/C(=N\OC)c3csc(N)n3)[C@@H]2SC1,,,,0.0,,0.12,209.98,0.37,-3.32,10,3,427.062025264,7,,,,Val,,0000000100100000000000010000000000010000000010100100000000000000100000100001111110111101101111111110110011011100001010111111011000101011111101100101111011111111111110,,,,,,,,,,,,,,,,,,,0.067903995513916,0.0,0.142097160220146,0.0,0.143598973751068,0.0,COCC1=C(C(=O)O)N2C(=O)C(=NC(=O)C(NOC)c3csc(N)n3)[C@@H]2SC1,FABCMJIZWLKMHL-RLROJCQXSA-N,FABCMJIZWLKMHL
4669,5307,CC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3ccc(C4=NCCCN4)cc3)[C@@H]2SC1,,,,0.0,,1.06,136.4,-2.51,-1.7,6,3,414.136176184,5,,,,Val,,0000000100100000000000000000000000010100000010100100000000000100000000000001111111001001011100101111100110000110001011111110001000111001111101101111011011111111111110,,,,,,,,,,,,,,,,,,,0.142194241285324,0.0,0.142097160220146,0.0,0.208608537912369,0.0,CC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3ccc(C4=NCCCN4)cc3)[C@@H]2SC1,QFTZCQVZVRVDTD-FUBQLUNQSA-N,QFTZCQVZVRVDTD
4672,5310,O=C(Cn1cnnn1)NC1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CS[C@@H]12,,,,0.0,,-0.84,234.93,0.36,-4.13,12,2,440.014363864,7,,,,Test,,0000000100100000000000000000000000010000000010100101000000100001100001000011101110101001001101111111100111000110000010011111001001111001111101100101011011111110111110,,,,,,,,,,,,,,,,,,,0.0340804122388363,0.0,0.142097160220146,0.0,0.143598973751068,0.0,O=C(Cn1cnnn1)NC1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CS[C@@H]12,DZMVCVMFETWNIU-LYNSQETBSA-N,DZMVCVMFETWNIU
4673,5311,Nc1nc(/C(=C/CC(=O)O)C(=O)NC2C(=O)N3C(C(=O)O)=CCS[C@@H]23)cs1,,,,0.0,,-1.11,216.46,0.39,-5.79,8,4,410.035476168,6,,,,Test,,0000000100100000000000000000000000010000000010100100000000000000100000000001101110111001001100111110100111000100000010011110001000111011101101100101011011111110111110,,,,,,,,,,,,,,,,,,,0.032805047929287,0.0,0.142097160220146,0.0,0.143598973751068,0.0,Nc1nc(C(CCC(=O)O)C(=O)N=C2C(=O)N3C(C(=O)O)=CCS[C@@H]23)cs1,LLLXKOHOTQDYHM-ZSCNLULWSA-N,LLLXKOHOTQDYHM
