,ID,ParentSmiles,status_influx,status_efflux,status_pampa,status_bbb,Status_CNS,LogP,TPSA,LogS,LogD,HBA,HBD,MW,RotatableBonds,TrainTestVal_influx,TrainTestVal_efflux,TrainTestVal_pampa,TrainTestVal_bbb,TestValTrain_CNS,MACCS,Properties_PredictionScore_Influx,Properties_Prediction_Influx,MACCS_PredictionScore_Influx,MACCS_Prediction_Influx,Combined_PredictionScore_Influx,Combined_Prediction_Influx,Properties_PredictionScore_Efflux,Properties_Prediction_Efflux,MACCS_PredictionScore_Efflux,MACCS_Prediction_Efflux,Combined_PredictionScore_Efflux,Combined_Prediction_Efflux,Properties_PredictionScore_PAMPA,Properties_Prediction_PAMPA,MACCS_PredictionScore_PAMPA,MACCS_Prediction_PAMPA,Combined_PredictionScore_PAMPA,Combined_Prediction_PAMPA,Properties_PredictionScore_BBB,Properties_Prediction_BBB,MACCS_PredictionScore_BBB,MACCS_Prediction_BBB,Combined_PredictionScore_BBB,Combined_Prediction_BBB,papyrus_SMILES,papyrus_inchi_key,inchi_connectivity
3,6,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,1.0,1.0,0.0,,0.0,-0.81,72.88,-2.64,-3.04,5,2,319.133219656,3,Train,Train,Train,,Train,0000000000000000000000000000000000000000010000000000000000000100100000000010001101001110101000001101000110100010110001011110101010101111111001111111011111111111111110,0.631353735923767,1.0,0.383744597434998,0.0,0.443574696779251,0.0,0.426108747720718,0.0,0.544388294219971,1.0,0.420078992843628,0.0,0.258905440568924,0.0,0.433725595474243,0.0,0.371683835983276,0.0,,,,,,,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,OGJPXUAPXNRGGI-UHFFFAOYSA-N,OGJPXUAPXNRGGI
13,17,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,0.0,,0.0,,0.0,1.72,94.83,-3.36,1.66,5,3,362.20932406,2,Test,,Train,,Train,0000000000000000000000000100000000000000000000000100100000000000010000010001000001000000111000010010000110011001001101000000001110110001001100101110110111101011001110,0.0506510548293591,0.0,0.289050489664078,0.0,0.125615060329437,0.0,,,,,,,0.34177765250206,0.0,0.470035970211029,0.0,0.630459010601044,1.0,,,,,,,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,JYGXADMDTFJGBT-VWUMJDOOSA-N,JYGXADMDTFJGBT
696,753,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0.0,1.0,0.0,,1.0,1.92,94.83,-3.77,1.92,5,3,392.199902248,2,Train,Test,Train,,Train,0000000000000000000000000100000000000000010000000100100000000000010000010001000001000010111000010010000110111001001100000000001110110101001110101110110111101011001110,0.273708909749985,0.0,0.412964373826981,0.0,0.357493579387665,0.0,0.838985025882721,1.0,0.766826212406158,1.0,0.792567431926727,1.0,0.746926426887512,1.0,0.539391875267029,1.0,0.636133372783661,1.0,,,,,,,C[C@@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,GJFCONYVAUNLKB-CXSFZGCWSA-N,GJFCONYVAUNLKB
928,1035,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,,0.0,0.0,,,3.26,54.37,-0.39,0.05,2,1,254.094294308,4,,Train,Train,,,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010100000000001001000001100000101001011011110,,,,,,,0.344330132007599,0.0,0.432237684726715,0.0,0.370654106140137,0.0,0.258905440568924,0.0,0.440286308526993,0.0,0.410959541797638,0.0,,,,,,,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,DKYWVDODHFEZIM-UHFFFAOYSA-N,DKYWVDODHFEZIM
1002,1127,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,,0.0,0.0,,0.0,-0.55,72.88,-2.81,-2.89,5,2,351.139447908,3,,Train,Train,,Train,0000000000000000000000000000000000000000010000000000000000000100100000000010001101001110101000001101000110110010111100011110101010101111111001111111111111111111111110,,,,,,,0.688799917697906,1.0,0.603909611701965,1.0,0.601105153560638,1.0,0.258905440568924,0.0,0.5,0.0,0.410959541797638,0.0,,,,,,,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,ZEKZLJVOYLTDKK-UHFFFAOYSA-N,ZEKZLJVOYLTDKK
1059,1190,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,,0.0,0.0,,,2.99,63.6,-1.53,0.31,4,1,308.104858992,4,,Train,Train,,,0000000000000000000000000000000000000000000000000000000010000000000000000000000000000000101000000100000010000000101000000010101000010001101100111100010101101011011110,,,,,,,0.606394827365875,1.0,0.405971318483353,0.0,0.370654106140137,0.0,0.333293229341507,0.0,0.418476104736328,0.0,0.486367046833038,0.0,,,,,,,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,PJVWKTKQMONHTI-UHFFFAOYSA-N,PJVWKTKQMONHTI
1174,1324,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,,0.0,1.0,,,2.74,84.08,-4.33,2.72,4,2,295.095691276,3,,Train,Train,,,0000000000000000000000101000000000000000001000000000000000000000100000000000101000100000000010011000000011000100000010011010110000101011100001001100001101011111111110,,,,,,,0.344330132007599,0.0,0.417988926172256,0.0,0.40812087059021,0.0,0.568020582199097,1.0,0.574442505836487,1.0,0.633277535438538,1.0,,,,,,,COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,OPXLLQIJSORQAM-UHFFFAOYSA-N,OPXLLQIJSORQAM
1258,1427,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,,1.0,1.0,,,1.46,91.67,-3.38,1.46,5,2,360.193673996,2,,Train,Train,,,0000000000000000000000000100000000000000000000000100100000000000010000010001000001000000111000010010000110011001001101000000001110110001001100101110110111101011001110,,,,,,,0.70213794708252,1.0,0.555389702320099,1.0,0.607392251491547,1.0,0.72621762752533,1.0,0.539391875267029,1.0,0.580542325973511,1.0,,,,,,,C[C@]12CCC(=O)C=C1CC[C@@H]1C2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,MFYSYFVPBJMHGN-VLNSYWPESA-N,MFYSYFVPBJMHGN
1439,1649,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,,0.0,1.0,1.0,1.0,3.61,40.54,-3.96,2.65,3,1,375.140134876,6,,Train,Train,Val,Train,0000000000000000000000000000000000000000010000000000000000000100010000000010000000001110010000001101001100100011000001001100101110010100111000101011000111101110111110,,,,,,,0.525654792785645,1.0,0.477288335561752,0.0,0.452996343374252,0.0,0.799392580986023,1.0,0.607830584049225,1.0,0.630459010601044,1.0,0.978488028049469,1.0,0.813616693019867,1.0,0.822761237621307,1.0,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,LNEPOXFFQSENCJ-UHFFFAOYSA-N,LNEPOXFFQSENCJ
1508,1735,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C=O)[C@@H](C(=O)CO)CC[C@@H]12,,1.0,0.0,,,1.25,91.67,-3.31,1.07,5,2,360.193673996,3,,Train,Train,,,0000000000000000000000000100000000000000000000000100000000000000010000010001000001000000001000010010000110011001001101000000001110110001001100101110010111101011001110,,,,,,,0.727113664150238,1.0,0.52141547203064,1.0,0.617056488990784,1.0,0.636320471763611,1.0,0.470035970211029,0.0,0.580542325973511,1.0,,,,,,,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C=O)C(C(=O)CO)CC[C@@H]12,PQSUYGKTWSAVDQ-LNXQYSHSSA-N,PQSUYGKTWSAVDQ
1514,1741,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,,1.0,1.0,,0.0,3.58,34.14,-4.51,3.73,2,0,314.2245802,1,,Train,Train,,Train,0000000000000000000000000100000000000000000000000100000000000000010000000001000000000000000000010010000010010001001101000000001110010001000010101010110101000011001110,,,,,,,0.407953530550003,0.0,0.617882192134857,1.0,0.40812087059021,0.0,0.801892876625061,1.0,0.629745662212372,1.0,0.636133372783661,1.0,,,,,,,CC(=O)C1CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,MNRHZPCIEGLWGK-MWXAKFKLSA-N,MNRHZPCIEGLWGK
1757,2031,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,,1.0,1.0,,,2.2,74.6,-3.47,2.1,4,2,346.21440944,2,,Train,Train,,,0000000000000000000000000100000000000000000000000100000000000000010000010001000001000000001000010010000110011001001101000000001110110001001100101110110111101011001110,,,,,,,0.388022392988205,0.0,0.617882192134857,1.0,0.488751888275146,0.0,0.801892876625061,1.0,0.539391875267029,1.0,0.633277535438538,1.0,,,,,,,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C)C(C(=O)CO)CC[C@@H]12,OMFXVFTZEKFJBZ-ORVDRNQDSA-N,OMFXVFTZEKFJBZ
1769,2049,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,,1.0,1.0,,0.0,1.33,203.06,-4.06,1.26,14,6,780.429606728,7,,Val,Train,,Train,0000000000000000000000000000000000000000000000000100110010000100010000010001000000100000111000010110000110011001001101010010011110110000101110101110110111001011001110,,,,,,,0.867745101451874,1.0,0.839184641838074,1.0,0.792567431926727,1.0,0.24844616651535,0.0,0.5,0.0,0.513633012771606,1.0,,,,,,,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,LTMHDMANZUZIPE-PUGKRICDSA-N,LTMHDMANZUZIPE
1984,2303,CN1C(=O)C(c2ccccc2)(c2ccccc2)N=C1N,,0.0,1.0,,,1.79,58.69,-4.19,1.66,3,1,265.1215121,2,,Train,Train,,,0000000000000000000000001000000000000000000000000000000000000100010000000010111000111000000110111000000001000101000010111100101000001000100001101001011001010101111110,,,,,,,0.344135135412216,0.0,0.473554134368896,0.0,0.488751888275146,0.0,0.732233583927155,1.0,0.618146896362305,1.0,0.630459010601044,1.0,,,,,,,CN1C(=O)C(c2ccccc2)(c2ccccc2)N=C1N,RNWLAFWLSSMCLN-UHFFFAOYSA-N,RNWLAFWLSSMCLN
2925,3297,CSc1nc(NCCc2ccc(C)cc2)c2cnn(CC(Cl)c3ccccc3)c2n1,,,0.0,,,5.35,80.93,-6.5,5.72,6,1,437.144094448,8,,,Train,,,0000000000000000000000000000000000000100000000100001000000100001100000000010101111100001000011010101001111100010000000011101100000001110110001001011101010110101111010,,,,,,,,,,,,,0.370108634233475,0.0,0.419926077127457,0.0,0.389360755681992,0.0,,,,,,,CSc1nc(NCCc2ccc(C)cc2)c2cnn(CC(Cl)c3ccccc3)c2n1,SNWKJSWMWRHVNL-UHFFFAOYSA-N,SNWKJSWMWRHVNL
2926,3298,Cc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccccc3)cc12,,,1.0,,,2.33,108.75,0.45,-1.52,5,3,352.105921612,5,,,Train,,,0000000000000000000000000000000000000000000000000000110000000000100000000000001001000000100100101101000110000100100010001010111000110001101101111100011111111111111110,,,,,,,,,,,,,0.237895280122757,0.0,0.440286308526993,0.0,0.410959541797638,0.0,,,,,,,Cc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccccc3)cc12,YOZBGTLTNGAVFU-UHFFFAOYSA-N,YOZBGTLTNGAVFU
2927,3299,COc1cccc(CNc2ccc(S(=O)(=O)Nc3nc4ccccc4o3)cc2)c1O,,,1.0,,,3.48,122.07,-5.36,3.09,7,3,425.104541708,7,,,Train,,,0000000000000000000000000000000110001000000000000010101011111001101010011000100011100001110011111001010011000101100010011001111001101011101101111101011110111111111110,,,,,,,,,,,,,0.725718080997467,1.0,0.625568747520447,1.0,0.636133372783661,1.0,,,,,,,COc1cccc(CNc2ccc(S(=O)(=O)Nc3nc4ccccc4o3)cc2)c1O,PLLGXMASDDMGST-UHFFFAOYSA-N,PLLGXMASDDMGST
2928,3300,Cc1cc(NC(=O)Nc2cccc(OC(F)(F)F)c2)c2ccccc2n1,,,1.0,,,4.22,63.25,-5.52,4.58,3,2,361.103811348,3,,,Train,,,0000000000000000000000000000000000001000011000000000000000000000100000000000100100000000000000001100000011100101100010001000111000101110100001101000001101011111111110,,,,,,,,,,,,,0.798005938529968,1.0,0.574442505836487,1.0,0.617747902870178,1.0,,,,,,,Cc1cc(NC(=O)Nc2cccc(OC(F)(F)F)c2)c2ccccc2n1,HKBWOXBDEAYKGA-UHFFFAOYSA-N,HKBWOXBDEAYKGA
2929,3301,Nc1nccn2c1c(-c1ccc3ccc(-c4ccccc4)nc3c1F)nc2[C@H]1CC[C@H](CO)CC1,,,1.0,,,3.85,89.32,-5.52,3.96,6,2,467.212138672,4,,,Train,,,0000000000000000000000000000000000000100010000000000000000000100100000000000101101111010011000010100000010101000000001011100100010101110101001011011011010111100111110,,,,,,,,,,,,,0.785119295120239,1.0,0.607830584049225,1.0,0.636133372783661,1.0,,,,,,,Nc1nccn2c1c(-c1ccc3ccc(-c4ccccc4)nc3c1F)nc2[C@H]1CC[C@H](CO)CC1,DBVAFYOHTCCGQW-IRJFHVNHSA-N,DBVAFYOHTCCGQW
2930,3302,COCCNC(=O)NS(=O)(=O)c1ccc(Oc2c(F)cc(/C=C(\C)C(=O)N=C(N)N)cc2F)cc1,,,0.0,,,1.21,183.58,-4.36,-0.2,6,4,511.133710896,9,,,Train,,,0000000000000000000000001000000110001000011000000110001001111001001010001001110011010111111111101011010101101111101110100001111001110101010101111111111111111111111110,,,,,,,,,,,,,0.239879086613655,0.0,0.393056392669678,0.0,0.369739770889282,0.0,,,,,,,COCCNC(=O)NS(=O)(=O)c1ccc(Oc2c(F)cc(/C=C(\C)C(=O)N=C(N)N)cc2F)cc1,IVEWCDNILFGHAV-FMIVXFBMSA-N,IVEWCDNILFGHAV
2931,3303,CCCCN(CCCC)C[C@@H]1[C@H]2COC3(CC=C(C)C)C(=O)[C@@H]1C=C1C(=O)c4c(O)cc(O)c(CC=C(C)C)c4O[C@]123,,,1.0,,,6.46,96.3,-6.66,5.55,7,2,577.340338224,12,,,Train,,,0000000000000000001000000100000000000000000000000100100010000000010000010101000000101100110000010111000010001011111101010100001110110001111110111111110111101111111110,,,,,,,,,,,,,0.770084202289581,1.0,0.625568747520447,1.0,0.55565083026886,1.0,,,,,,,CCCCN(CCCC)C[C@H]1C2=CC3C(=O)c4c(O)cc(O)c(CC=C(C)C)c4O[C@@]34[C@@H]1COC4(CC=C(C)C)C2=O,AMDJHBDMFRJFPE-WCFYFDPBSA-N,AMDJHBDMFRJFPE
2933,3305,O=C1N=C(N2CCOCC2)S/C1=C\c1ccc(-c2ccc(C(=O)O)c(O)c2)o1,,,0.0,,,3.21,137.87,-1.69,-0.15,7,2,400.072907232,3,,,Train,,,0000000000000000000000000000000000010000000000100000100010000100000000000011110010101101100100111111000001001110100011111110001010111001111101111111010111011110111110,,,,,,,,,,,,,0.331233859062195,0.0,0.404142200946808,0.0,0.369320005178452,0.0,,,,,,,O=C1N=C(N2CCOCC2)S/C1=C\c1ccc(-c2ccc(C(=O)O)c(O)c2)o1,GFVODCJPYDHGDZ-YBEGLDIGSA-N,GFVODCJPYDHGDZ
2934,3306,O=C(CCc1ccc2nc(-c3ccccc3)c3c(OCCC3)c2c1)NCCCCNc1c2CCCCc2nc2cc(Cl)ccc12,,,1.0,,,7.98,76.14,-9.11,7.62,5,2,618.276154168,10,,,Train,,,0000000000000000000000000000000000000000000000000000000010000100100000000000000101000010011100001101001110101110100011011000100110111110110001011010001111111110111110,,,,,,,,,,,,,0.786012172698975,1.0,0.627626359462738,1.0,0.624265372753143,1.0,,,,,,,O=C(CCc1ccc2nc(-c3ccccc3)c3c(c2c1)OCCC3)NCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,ISVMYZOITFYUKN-UHFFFAOYSA-N,ISVMYZOITFYUKN
2935,3307,CS(=O)(=O)c1ccc(C(=O)OCC(=O)NC23CC4CC(CC(C4)C2)C3)cc1[N+](=O)[O-],,,1.0,,,2.83,143.74,-4.33,2.63,7,1,436.130422108,6,,,Train,,,0000000000000000000000010000000000000000000000001010001101111011011001111000000010000001001111101000110110001111000010100111010101011011000101011101011011111111111110,,,,,,,,,,,,,0.785119295120239,1.0,0.627626359462738,1.0,0.630459010601044,1.0,,,,,,,CS(=O)(=O)c1ccc(C(=O)OCC(=O)NC23CC4CC(CC(C4)C2)C3)cc1[N+](=O)[O-],BTXTVUJWNPMQBT-UHFFFAOYSA-N,BTXTVUJWNPMQBT
2936,3308,O=C1CCCc2cc(OCc3ccc(F)cc3)ccc12,,,1.0,,,4.04,26.3,-4.41,4.14,2,0,270.10560794,3,,,Train,,,0000000000000000000000000000000000000000010000000000000000000000000000000000000000000010000000000000000010101000100001000000111000010100000000111010000111101010011110,,,,,,,,,,,,,0.799272358417511,1.0,0.63533478975296,1.0,0.630459010601044,1.0,,,,,,,O=C1CCCc2cc(OCc3ccc(F)cc3)ccc21,OJOVCIYZZGJNJH-UHFFFAOYSA-N,OJOVCIYZZGJNJH
2937,3309,COc1cc(O)c2c(=O)cc(C(=O)NCCCCCCCCCCNc3c4CCCCc4nc4ccccc34)oc2c1,,,1.0,,,6.16,109.78,-8.08,4.54,7,3,571.304621412,14,,,Train,,,0000000000000000000000000000000000000000000000000000000010000000100000010000000101000000111110100101000110000110100011011000111110101011111101111110001111111111111110,,,,,,,,,,,,,0.709849238395691,1.0,0.625568747520447,1.0,0.636133372783661,1.0,,,,,,,COc1cc(O)c2c(=O)cc(C(=O)NCCCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)oc2c1,RRTQIJJHXQOLEO-UHFFFAOYSA-N,RRTQIJJHXQOLEO
2939,3311,O=C1CN(S(=O)(=O)c2ccc(Cl)cc2)C(=O)CN1S(=O)(=O)c1ccc(Cl)cc1,,,1.0,,,1.72,125.66,-4.72,2.38,6,0,461.951383464,4,,,Train,,,0000000000000000000000000000000110000000000000000010001001111001001000001010001010000011100101100101011001100111000010011101101011010101110101101101010011010110111110,,,,,,,,,,,,,0.788539588451385,1.0,0.630260229110718,1.0,0.63709282875061,1.0,,,,,,,O=C1CN(S(=O)(=O)c2ccc(Cl)cc2)C(=O)CN1S(=O)(=O)c1ccc(Cl)cc1,NKHCRCPMJAYOND-UHFFFAOYSA-N,NKHCRCPMJAYOND
2940,3312,O=C1/C(=C/c2ccc(OCCN3CCCCC3)cc2)Oc2cc(O)ccc12,,,1.0,,,3.56,59.0,-3.11,2.25,5,1,365.162708216,5,,,Train,,,0000000000000000000000000000000000000000000000000000000010000000000000010011000000101100100000110111000010001010100001011100111110010000111100111111010111101110111110,,,,,,,,,,,,,0.799272358417511,1.0,0.625568747520447,1.0,0.630459010601044,1.0,,,,,,,O=C1/C(=C/c2ccc(OCCN3CCCCC3)cc2)Oc2cc(O)ccc21,JFLDOESXEQQPLB-STZFKDTASA-N,JFLDOESXEQQPLB
2941,3313,CN1Cc2c(Cl)cc(Cl)cc2C(c2ccc(S(=O)(=O)Nc3ccc(CP(=O)(O)O)cc3)cc2)C1,,,0.0,,,2.6,125.13,-3.56,-0.82,4,3,540.044234826,6,,,Train,,,0000000000000000000000000000100110000000001000010010001001111101001010001010000010001111000011000101011111100001001010001101100001111111111101011101001010110111111110,,,,,,,,,,,,,0.215002104640007,0.0,0.377540677785873,0.0,0.369320005178452,0.0,,,,,,,CN1Cc2c(Cl)cc(Cl)cc2C(c2ccc(S(=O)(=O)Nc3ccc(CP(=O)(O)O)cc3)cc2)C1,HYYPUOCVUWYCCT-UHFFFAOYSA-N,HYYPUOCVUWYCCT
2942,3314,CCCCCCOc1ccc(C(=O)CCN2CCOCC2)cc1,,,1.0,,,4.1,38.77,-3.74,4.05,4,0,319.214743788,10,,,Train,,,0000000000000000000000000000000000000000000000000000000010000000000000000010000000001100000000101101000000011010111101011100011110010000110000101111000111101111111110,,,,,,,,,,,,,0.799272358417511,1.0,0.629745662212372,1.0,0.63709282875061,1.0,,,,,,,CCCCCCOc1ccc(C(=O)CCN2CCOCC2)cc1,VJZCZCUEZMGVCL-UHFFFAOYSA-N,VJZCZCUEZMGVCL
2944,3316,CN(Cc1cccc(F)c1)C(=O)c1c(C(F)(F)F)nc(-c2ccc(S(C)(=O)=O)c([N+](=O)[O-])c2)s1,,,1.0,,,2.48,149.78,-5.7,2.68,7,0,517.03892546,6,,,Train,,,0000000000000000000000010000000000010000010000101010001101111111101001101000000110101111000111011001010001100101001010111101100001001111100101011101110011110111111110,,,,,,,,,,,,,0.79349285364151,1.0,0.614594519138336,1.0,0.633277535438538,1.0,,,,,,,CN(Cc1cccc(F)c1)C(=O)c1sc(-c2ccc(S(C)(=O)=O)c([N+](=O)[O-])c2)nc1C(F)(F)F,VDRPYFBBLBGDEM-UHFFFAOYSA-N,VDRPYFBBLBGDEM
2946,3318,CC(C)CCc1ccc2c(NCCCNCc3ccc4OCOc4c3)ccnc2c1,,,1.0,,,4.61,55.41,-1.86,2.81,5,2,405.241627232,10,,,Train,,,0000000000000000000000000001000000000000000000000000100010000000100000010100000101100100010000010101000110001010101101011010100110101010110001011010101110111111111110,,,,,,,,,,,,,0.745514512062073,1.0,0.63533478975296,1.0,0.633277535438538,1.0,,,,,,,CC(C)CCc1ccc2c(NCCCNCc3ccc4c(c3)OCO4)ccnc2c1,JXINTQAYKMZSFW-UHFFFAOYSA-N,JXINTQAYKMZSFW
2947,3319,CSc1nc(NCCc2ccccc2)c2cnn(CC(Cl)c3ccc(Cl)cc3)c2n1,,,0.0,,,4.88,80.93,-6.83,5.45,6,1,457.089472032,8,,,Train,,,0000000000000000000000000000000000000100000000100001000000100001100000000010101111100011000011010101001111100010000000011101100000001110110001001011001010110101111010,,,,,,,,,,,,,0.246601969003677,0.0,0.394467502832413,0.0,0.452996343374252,0.0,,,,,,,CSc1nc(NCCc2ccccc2)c2cnn(CC(Cl)c3ccc(Cl)cc3)c2n1,YSEKYKKBMBRIKI-UHFFFAOYSA-N,YSEKYKKBMBRIKI
2949,3321,O=C(c1ccc(-c2cnc3ccc(NCC4CC4)nn23)cc1)N(Cc1cccc(Cl)c1)C[C@@H]1C[C@@H](F)CN1,,,1.0,,,4.14,74.55,-4.74,2.95,6,2,532.21536548,9,,,Train,,,0000000000000000000001000000000000000100010000000001000000000100100000000000101101101110011101010101001110100110000010011101100110101110110001001001001011110100111110,,,,,,,,,,,,,0.801892876625061,1.0,0.629745662212372,1.0,0.636133372783661,1.0,,,,,,,O=C(c1ccc(-c2cnc3ccc(NCC4CC4)nn23)cc1)N(Cc1cccc(Cl)c1)C[C@@H]1C[C@@H](F)CN1,WCHNWHKOIZEEBZ-RPBOFIJWSA-N,WCHNWHKOIZEEBZ
2951,3323,COc1cc2c(cc1Cl)c(=O)c1c(CCCC1)[nH]2,,,1.0,,,4.39,38.33,-5.62,4.81,2,1,263.071306368,1,,,Train,,,0000000000000000000000000000000000000000000000000000000000000000100000000000000000000010011010001100001110100010100001001000111010000100100000111010011101011011111110,,,,,,,,,,,,,0.798005938529968,1.0,0.629745662212372,1.0,0.633277535438538,1.0,,,,,,,COc1cc2[nH]c3c(c(=O)c2cc1Cl)CCCC3,MNPHHVMJOJQUJG-UHFFFAOYSA-N,MNPHHVMJOJQUJG
2952,3324,O=C(NCCCCCCCCCCNc1c2CCCCc2nc2ccccc12)c1cc(=O)c2ccccc2o1,,,1.0,,,5.82,80.32,-7.34,5.44,5,2,525.299142108,13,,,Train,,,0000000000000000000000000000000000000000000000000000000010000000100000010000000101000000111100100101000110000110100011011000101110101011110001111110001111110110111110,,,,,,,,,,,,,0.776822805404663,1.0,0.625654399394989,1.0,0.629345893859863,1.0,,,,,,,O=C(NCCCCCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc(=O)c2ccccc2o1,RDTFFLFEGIKFDL-UHFFFAOYSA-N,RDTFFLFEGIKFDL
2953,3325,CCCCC/C=C/c1c(C)[nH]c2cc(OC)c(Cl)cc2c1=O,,,1.0,,,6.23,38.33,-6.09,6.54,2,1,319.133906624,6,,,Train,,,0000000000000000000000000000000000000000000000000000000000000000100000000000000000000010000010001110001010110000111101001000111010000100100010111010111101111011111110,,,,,,,,,,,,,0.52004337310791,1.0,0.629745662212372,1.0,0.590731501579285,1.0,,,,,,,CCCCCC=Cc1c(C)[nH]c2cc(OC)c(Cl)cc2c1=O,RYVJVYUTUSJURA-UHFFFAOYSA-N,RYVJVYUTUSJURA
2955,3328,Cc1cc(O)c([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(CCNC(=O)NC(CO)(CO)CO)cc1,,,0.0,,,-0.13,212.2,-2.25,0.42,10,10,550.252645416,11,,,Train,,,0000000000000000000000000000000000001000001000000000110010000100010000010000100001000000111000100101000101001111100110000000101000110000111101111110011111111111111110,,,,,,,,,,,,,0.239879086613655,0.0,0.393056392669678,0.0,0.368545532226562,0.0,,,,,,,Cc1cc(O)c([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(CCNC(=O)NC(CO)(CO)CO)cc1,CSTNPWDBBVIJSR-RXFVIIJJSA-N,CSTNPWDBBVIJSR
2958,3331,CCc1c(C(=O)N2CCCCC2)sc(-c2ccc(S(C)(=O)=O)c([N+](=O)[O-])c2)n1,,,1.0,,,2.26,149.78,-4.66,2.27,7,0,423.092262772,5,,,Train,,,0000000000000000000000010000000000010000000000101010001101111111101001101010000110101101000111011101010000000111010011111101000011001011110101011111110011110111111110,,,,,,,,,,,,,0.785119295120239,1.0,0.609488189220428,1.0,0.636133372783661,1.0,,,,,,,CCc1nc(-c2ccc(S(C)(=O)=O)c([N+](=O)[O-])c2)sc1C(=O)N1CCCCC1,RSFGEIMRRNTSHK-UHFFFAOYSA-N,RSFGEIMRRNTSHK
2959,3332,COc1ccc(F)cc1CNCCCNc1ccnc2cc(CCC(C)C)ccc12,,,1.0,,,5.06,46.18,-2.65,3.22,4,2,409.252940864,11,,,Train,,,0000000000000000000000000000000000000000010000000000100000000000100000000100000101000110010010001101000110110010101101001000111110101110110011111010111110111101111110,,,,,,,,,,,,,0.799272358417511,1.0,0.629745662212372,1.0,0.630459010601044,1.0,,,,,,,COc1ccc(F)cc1CNCCCNc1ccnc2cc(CCC(C)C)ccc12,HRGLEAFLRXALAK-UHFFFAOYSA-N,HRGLEAFLRXALAK
