"ID"	"ParentSmiles"	"Status_Influx"	"Status_Efflux"	"Status_PAMPA"	"Status_BBB"	"Status_CNS"	"LogP"	"TPSA"	"LogS"	"LogD"	"HBA"	"HBD"	"MW"	"RotatableBonds"	"TestValTrain_Influx"	"TestValTrain_Efflux"	"TestValTrain_PAMPA"	"TestValTrain_BBB"	"TestValTrain_CNS"	"MACCS"	"Properties_PredictionScore_Influx"	"Properties_Prediction_Influx"	"MACCS_PredictionScore_Influx"	"MACCS_Prediction_Influx"	"Combined_PredictionScore_Influx"	"Combined_Prediction_Influx"	"Properties_PredictionScore_Efflux"	"Properties_Prediction_Efflux"	"MACCS_PredictionScore_Efflux"	"MACCS_Prediction_Efflux"	"Combined_PredictionScore_Efflux"	"Combined_Prediction_Efflux"	"Properties_PredictionScore_PAMPA"	"Properties_Prediction_PAMPA"	"MACCS_PredictionScore_PAMPA"	"MACCS_Prediction_PAMPA"	"Combined_PredictionScore_PAMPA"	"Combined_Prediction_PAMPA"	"Properties_PredictionScore_BBB"	"Properties_Prediction_BBB"	"MACCS_PredictionScore_BBB"	"MACCS_Prediction_BBB"	"Combined_PredictionScore_BBB"	"Combined_Prediction_BBB"
606	"N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccc(F)c(C(F)(F)F)c1"	0	NA	NA	NA	NA	3.71	100.46	-4.6	2.58	5	1	455.03630328	5	"Test"	NA	NA	NA	NA	"0000000000000000000000000000000110000100110000000010001001111001101010001000100010000011000001001100010001100001100010001001111001001111100001111101011100011110111110"	0.0176668260246515	0	0.122747369110584	0	0.125615060329437	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
607	"N#Cc1cc(F)c(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1F"	0	NA	NA	NA	NA	2.6	124.25	-3.65	1.62	6	1	430.034745808	5	"Train"	NA	NA	NA	NA	"0000000000000000000000000000000110000100110000000010001001111001101010001000100010000011000001001100010001100001100010001001111001001111100001111101011100011110111110"	0.191867128014565	0	0.362706512212753	0	0.358530253171921	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
608	"N#Cc1ccc(Oc2cc(F)c(S(=O)(=O)Nc3ccc(F)cn3)cc2F)cc1F"	0	NA	NA	NA	NA	2.92	100.46	-4.03	2.06	5	1	423.030075028	5	"Test"	NA	NA	NA	NA	"0000000000000000000000000000000110000100110000000010001001111001101010001000100010000011000001001100010001100001100010001001111001001111100001111101011100011110111110"	0.0176668260246515	0	0.122747369110584	0	0.125615060329437	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
609	"O=C(O)C1(Oc2ncnc3ccccc23)CCC1"	0	NA	NA	NA	NA	2.31	72.31	0.61	-1.7	4	1	244.084792244	3	"Train"	NA	NA	NA	NA	"0000000000100000000000000000000000000000000000000000000000000000110000010000100100000000011100001100000010000101100010011010111000010000101001101110000101011010111110"	0.211083754897118	0	0.3606316447258	0	0.459842771291733	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
610	"O=S(=O)(Nc1ccccc1OC(F)F)c1ccccc1C(F)(F)F"	0	NA	NA	NA	NA	3.21	63.78	-3.95	3.21	3	1	367.03015528	5	"Test"	NA	NA	NA	NA	"0000000000000000000000000000000110000000010000000010001001111001001010001000000010000001000001100000010001100001100010000001111001001111000000111101011100011110111110"	0.0176668260246515	0	0.122747369110584	0	0.125615060329437	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
611	"N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2Cl)cc1F"	0	NA	NA	NA	NA	3.61	100.46	-4.93	2.91	5	1	421.0099463	5	"Train"	NA	NA	NA	NA	"0000000000000000000000000000000110000100110000000010001001111001101010001000100010000011000001001100011001100001100010001001111001001111100001111101011100011110111110"	0.191681727766991	0	0.363455802202225	0	0.358530253171921	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
612	"N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3cscn3)cc2C#N)cc1Cl"	0	NA	NA	NA	NA	3.12	152.49	-3.27	2.48	7	1	415.980459828	5	"Val"	NA	NA	NA	NA	"0000000000000000000000000000000110010100100000100010001001111001101010001000100010100011000001011000011001100001100010011001111001001111100001111101011100011110111110"	0.0802316889166832	0	0.122747369110584	0	0.125615060329437	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
613	"N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccncn3)cc2C#N)cc1Cl"	0	NA	NA	NA	NA	2.81	137.14	-2.65	0.8	7	1	411.01928786	5	"Train"	NA	NA	NA	NA	"0000000000000000000000000000000110000100100000000010001001111001101010001000100110000011000001001100011001100001100010011001111001001111100001111101011100011110111110"	0.19888573884964	0	0.3606316447258	0	0.358514338731766	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
614	"Cc1nn(Cc2c(Cl)cccc2Cl)c2cc(C(O)C(=O)O)ccc12"	0	NA	NA	NA	NA	4.26	75.35	-1.11	0.44	4	2	364.038147668	4	"Val"	NA	NA	NA	NA	"0000000000000000000000000000000000000000000000000001010000000000100000010010000100100010000001010001001010110010000000011111100000100100101001011101010111111111111110"	0.318615615367889	0	0.122747369110584	0	0.344327598810196	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
615	"Cc1cccc(C)c1Cn1nc(Cl)c2ccc(C(=O)O)cc21"	0	NA	NA	NA	NA	5.17	55.12	-2.6	2.13	3	1	314.0822054	3	"Val"	NA	NA	NA	NA	"0000000000000000000000000000000000000000000000000001000000000000100000000010000100100010000001010001001010100010000100011111100000000100101001011001110011111111111110"	0.0176668260246515	0	0.122747369110584	0	0.125615060329437	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
616	"Cc1cccc(Cl)c1Cn1nc(Cl)c2ncc(-c3nnn[nH]3)cc21"	0	NA	NA	NA	NA	3.17	85.17	-2.1	1.34	6	1	359.045298712	3	"Test"	NA	NA	NA	NA	"0000000000000000000000000000000000000100000000000001000000000100100011000010101100100010000001010101001010100010000100011101100001000100100001011001011010110101111010"	0.0176668260246515	0	0.122747369110584	0	0.125615060329437	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
617	"Cc1cccc(C)c1Cn1c(=O)n(C(C)C)c2ccc(C(=O)O)cc21"	0	NA	NA	NA	NA	4.37	60.85	-1.75	1.85	4	1	338.163042564	4	"Train"	NA	NA	NA	NA	"0000000000000000000000000000000000001000000000000000000000000000100000000110101000101000000000010001000011000100100110011110101000000001101011111101110011111111111110"	0.192193806171417	0	0.3606316447258	0	0.358530253171921	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
618	"Cc1cn(Cc2ccccc2Cl)c2cc(CC(=O)O)ccc12"	0	NA	NA	NA	NA	5.25	42.23	-2.12	2.06	2	1	313.086956432	4	"Train"	NA	NA	NA	NA	"0000000000000000000000000000000000000000000000000000000000000000100000000010000000101010000000010001001110110000000000001110100000010100101000011001010011111111111110"	0.191681727766991	0	0.363455802202225	0	0.358530253171921	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
619	"CCc1cn(Cc2c(C)cccc2C)c2cc(C(=O)O)ccc12"	0	NA	NA	NA	NA	5.86	42.23	-3.42	3.16	2	1	307.157228912	4	"Train"	NA	NA	NA	NA	"0000000000000000000000000000000000000000000000000000000000000000100000000010000000101000000000010001000010000000010100001110100100000000101010011001110011111111111110"	0.191681727766991	0	0.360804289579391	0	0.358514338731766	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
620	"CCc1nn(Cc2c(Cl)cccc2Cl)c2cc(-c3nnn[nH]3)cnc12"	0	NA	NA	NA	NA	4.35	85.17	-2.49	2.35	6	1	373.060948776	4	"Train"	NA	NA	NA	NA	"0000000000000000000000000000000000000100000000000001000000000100100011000010101100100010000001010101001010100010010000011101100101000100100001011001011010110101111010"	0.191867128014565	0	0.360804289579391	0	0.357493579387665	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
621	"Cc1nn(Cc2c(Cl)cccc2C#N)c2cc(CC(=O)O)ccc12"	0	NA	NA	NA	NA	4.33	78.91	-1.56	0.88	4	1	339.077454368	4	"Train"	NA	NA	NA	NA	"0000000000000000000000000000000000000000100000000001000000000000100000000010000100100010000001010001001110110010000000011111100000010100101001011001010011111111111110"	0.194119900465012	0	0.363866657018661	0	0.357493579387665	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
622	"Cc1nn(Cc2c(Cl)cccc2Cl)c2cc(CCC(=O)O)ccc12"	0	NA	NA	NA	NA	5.2	55.12	-3.79	2.26	3	1	362.058883112	5	"Val"	NA	NA	NA	NA	"0000000000000000000000000000000000000000000000000001000000000000100000000010000100100010010001010001001110110010000000011111100000010100101001011011010011111111111110"	0.0176668260246515	0	0.122747369110584	0	0.125615060329437	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
623	"Cc1nn(Cc2c(Cl)cccc2Cl)c2cc(CCCC(=O)O)ccc12"	0	NA	NA	NA	NA	5.47	55.12	-4.15	2.86	3	1	376.074533176	6	"Train"	NA	NA	NA	NA	"0000000000000000000000000000000000000000000000000001000000000000100000000010000100100010011001010001001110110010000001011111100000010100101001011011010011111111111110"	0.191867128014565	0	0.3606316447258	0	0.357493579387665	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
624	"N#Cc1ccc(-c2cnccc2NS(=O)(=O)c2ccc(F)cc2)c2ccccc12"	0	NA	NA	NA	NA	4.36	91.23	-3.99	2.78	4	1	403.079075908	4	"Train"	NA	NA	NA	NA	"0000000000000000000000000000000110000000110000000010001001111101101010001000000110000011000001000100010011100001000010001001100001001111100001011001011000010110111110"	0.193086355924606	0	0.362706512212753	0	0.357388705015182	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
625	"N#Cc1ccc(NS(=O)(=O)c2ccccc2C#N)cc1Cl"	0	NA	NA	NA	NA	2.69	102.13	-2.69	1.06	4	1	317.002575176	3	"Train"	NA	NA	NA	NA	"0000000000000000000000000000000110000000100000000010001001111001001010001000000010000011000001000000011001100001000010000001100001001111000001011001011000010110111110"	0.192193806171417	0	0.363866657018661	0	0.359279036521912	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
626	"N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2)cc1F"	0	NA	NA	NA	NA	2.97	100.46	-4.53	2.5	5	1	387.048918652	5	"Train"	NA	NA	NA	NA	"0000000000000000000000000000000110000100110000000010001001111001101010001000100010000011000001001100010001100001100010001001111001001111100001111101011100011110111110"	0.194119900465012	0	0.360804289579391	0	0.357388705015182	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
627	"N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3cccnn3)cc2C#N)cc1Cl"	0	NA	NA	NA	NA	2.69	137.14	-3.13	1.18	7	1	411.01928786	5	"Val"	NA	NA	NA	NA	"0000000000000000000000000000000110000100100000000011001001111001101010001000101010000011000001001100011001100001100010011001111001001111100001111101011100011110111110"	0.0176668260246515	0	0.122747369110584	0	0.125615060329437	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
628	"N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1"	0	NA	NA	NA	NA	2.11	124.25	-3.71	1.51	6	1	394.053589432	5	"Val"	NA	NA	NA	NA	"0000000000000000000000000000000110000100110000000010001001111001101010001000100010000011000001001100010001100001100010001001111001001111100001111101011100011110111110"	0.0176668260246515	0	0.122747369110584	0	0.125615060329437	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
629	"N#Cc1ccc(Cl)cc1NS(=O)(=O)c1ccccc1C(F)(F)F"	0	NA	NA	NA	NA	4.1	78.34	-3.92	2.79	3	1	359.994710836	3	"Train"	NA	NA	NA	NA	"0000000000000000000000000000000110000000110000000010001001111001001010001000000110000011000001000000011001100001000010000001100001001111000001011001011000010110111110"	0.191867128014565	0	0.362706512212753	0	0.357493579387665	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
630	"COc1cncc(NS(=O)(=O)c2ccccc2C(F)(F)F)c1"	0	NA	NA	NA	NA	2.48	76.67	-2.88	2.41	4	1	332.044247872	4	"Test"	NA	NA	NA	NA	"0000000000000000000000000000000110000000010000000010001001111001101010001000001010000001000011101100010001100001100010001001111001001111100001111101011100011111111110"	0.0176668260246515	0	0.122747369110584	0	0.125615060329437	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
631	"O=C(O)C1(Sc2ccnc3ccc(O)cc23)CCC1"	0	NA	NA	NA	NA	2.38	95.72	0.56	-1.36	4	2	275.061614276	3	"Train"	NA	NA	NA	NA	"0000000000100000000000000000000000000000000000000000000000100001110000000000000010000001011000000100000010000001100000001010101000100000101000101110000101011010111110"	0.2437354773283	0	0.362706512212753	0	0.370654106140137	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
632	"O=C(O)C1(Sc2ccnc3ccc(C4CC4)cc23)CCC1"	0	NA	NA	NA	NA	3.34	75.49	-1.37	-0.24	3	1	299.097999784	4	"Train"	NA	NA	NA	NA	"0000000000100000000001000000000000000000000000000000000000100101110000000000000010000001011000000100000010000001000000001010100000000000101000001010000001011010111110"	0.202391594648361	0	0.363455802202225	0	0.367523193359375	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
633	"O=C(Nc1ccc2nccc(SC3(C(=O)O)CCC3)c2c1)C1CC1"	0	NA	NA	NA	NA	2.7	104.59	-0.72	-1.16	4	2	342.103813436	5	"Train"	NA	NA	NA	NA	"0000000000100000000001000000000000000000000000000000000000100001110000000000000010000001011100000100000010000101000010001010100000101011101001001110001001011110111110"	0.213509023189545	0	0.443986117839813	0	0.368187606334686	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
634	"COCc1ccc2nccc(SC3(C(=O)O)CCC3)c2c1"	0	NA	NA	NA	NA	3.09	84.72	-0.35	-0.94	4	1	303.092914404	5	"Train"	NA	NA	NA	NA	"0000000000100000000000000000000000000000000000000000000000100001110000000000000010000101011010000100000010001001001000001010110000000000101000001110000011111011111110"	0.211083754897118	0	0.363866657018661	0	0.5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
635	"O=C(O)C1(Sc2ccnc3ccc(-c4ccccc4C(F)(F)F)cc23)CCC1"	0	NA	NA	NA	NA	4.75	75.49	-2.77	1.32	3	1	403.085384412	4	"Train"	NA	NA	NA	NA	"0000000000100000000000000000000000000000010000000000000000100101110000000000000010000001011000000100000011100001000000001010100000000100101000011010010001011010111110"	0.194119900465012	0	0.363866657018661	0	0.359279036521912	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
636	"O=C(O)C1(Sc2ccnc3ccccc23)CCC1"	0	NA	NA	NA	NA	2.89	75.49	-0.2	-0.93	3	1	259.066699656	3	"Train"	NA	NA	NA	NA	"0000000000100000000000000000000000000000000000000000000000100001110000000000000010000001011000000100000010000001000000001010100000000000101000001010000001011010111110"	0.19888573884964	0	0.3606316447258	0	0.368545532226562	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
637	"N#Cc1ccc(NS(=O)(=O)c2ccccc2C(F)(F)F)cc1"	0	NA	NA	NA	NA	2.99	78.34	-2.96	2.15	3	1	326.033683188	3	"Train"	NA	NA	NA	NA	"0000000000000000000000000000000110000000110000000010001001111001001010001000000010000001000001000000010001100001000010000001100001001111000001011001011000010110111110"	0.192193806171417	0	0.360804289579391	0	0.358514338731766	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
638	"COc1ccncc1NS(=O)(=O)c1ccccc1C(F)(F)F"	0	NA	NA	NA	NA	2.57	76.67	-3.08	2.6	4	1	332.044247872	4	"Train"	NA	NA	NA	NA	"0000000000000000000000000000000110000000010000000010001001111001101010001000001010000001000011101100010001100001100010001001111001001111100001111101011100011111111110"	0.191681727766991	0	0.363866657018661	0	0.358530253171921	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
639	"Cc1nn(Cc2c(Cl)cccc2Cl)c2cc(C(=O)CCC(=O)O)ccc12"	0	NA	NA	NA	NA	4.96	72.19	-3.45	1.89	4	1	390.053797732	6	"Train"	NA	NA	NA	NA	"0000000000000000000000000000000000000000000000000001000000000000100000000010000100100010010001010001001110110010000000011111100000010101101001011111010111111111111110"	0.192193806171417	0	0.363866657018661	0	0.357493579387665	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
640	"Cc1cn(Cc2c(Cl)cccc2Cl)c2cc(CC(=O)O)ccc12"	0	NA	NA	NA	NA	6.09	42.23	-3.44	2.81	2	1	347.04798408	4	"Train"	NA	NA	NA	NA	"0000000000000000000000000000000000000000000000000000000000000000100000000010000000101010000000010001001110110000000000001110100000010100101000011001010011111111111110"	0.191681727766991	0	0.3606316447258	0	0.358514338731766	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
641	"Cc1cn(Cc2cccc(Cl)c2Cl)c2cc(CC(=O)O)ccc12"	0	NA	NA	NA	NA	5.64	42.23	-3.26	2.49	2	1	347.04798408	4	"Test"	NA	NA	NA	NA	"0000000000000000000000000000000000000000000000000000000000000000100000000010000000101010000000010001001110110000000000001110100000010100101000011001010011111111111110"	0.0176668260246515	0	0.159497484564781	0	0.125615060329437	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
642	"Cc1nn(Cc2csc3ccc(Cl)cc23)c2cc(CC(=O)O)ccc12"	0	NA	NA	NA	NA	4.6	83.36	-2.56	2.24	4	1	370.0542764	4	"Train"	NA	NA	NA	NA	"0000000000000000000000000000000000010000000000000001000000000000100000000010000110100011000001010001001110110010000000011111100000010100101001001001000011111111111110"	0.192193806171417	0	0.360804289579391	0	0.357388705015182	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
643	"Cc1nn(Cc2c(Cl)cccc2Cl)c2cc(C(C)C(=O)O)ccc12"	0	NA	NA	NA	NA	5.87	55.12	-3.29	2.77	3	1	362.058883112	4	"Train"	NA	NA	NA	NA	"0000000000000000000000000000000000000000000000000001000000000000100000000010000100100010000001010001001010110010000000011111100000000100101001011001110011111111111110"	0.192193806171417	0	0.363866657018661	0	0.358514338731766	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
644	"CSc1ccccc1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N"	0	NA	NA	NA	NA	3.85	125.76	-3.73	2.69	6	1	415.046061528	6	"Test"	NA	NA	NA	NA	"0000000000000000000000000000000110000100110000000010001001111001101010001000100010000011000011001100010001100001100010001001111001001111100001111101011100011111111110"	0.0176668260246515	0	0.122747369110584	0	0.125615060329437	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
645	"Cc1cccc(C)c1CN1CC(C)c2ccc(CC(=O)O)cc21"	0	NA	NA	NA	NA	4.94	40.54	-1.98	1.92	2	1	309.172878976	4	"Train"	NA	NA	NA	NA	"0000000000000000000000000000000000000000000000000000000000000000000000000010000000101100000000010001000110010000001100001110100000010010111010011001110011111111111110"	0.191681727766991	0	0.360804289579391	0	0.358514338731766	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
646	"O=C(O)C1(Sc2ccnc3cc(Br)ccc23)CCC1"	0	NA	NA	NA	NA	3.22	75.49	-1.12	-0.44	3	1	336.977211724	3	"Train"	NA	NA	NA	NA	"0000000000100000000000000000000000000000000001000000000000100001110000000000000010000011011000000100000010100001000000001010100000000100101000001010000001011010111110"	0.203571528196335	0	0.363866657018661	0	0.367523193359375	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
647	"Nc1ccc2nccc(SC3(C(=O)O)CCC3)c2c1"	0	NA	NA	NA	NA	2.16	101.51	-0.23	-1.7	4	2	274.077598688	3	"Train"	NA	NA	NA	NA	"0000000000100000000000000000000000000000000000000000000000100001110000000000000010010001011000000100000010000001000000001010100000101010101001001010001001011110111110"	0.203571528196335	0	0.443986117839813	0	0.370654106140137	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
648	"CN(C)c1ncc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1Cl"	0	NA	NA	NA	NA	2.85	116.59	-3.94	1.87	7	1	447.05681624	6	"Train"	NA	NA	NA	NA	"0000000000000000000000000000000110000100110000000010001001111001101010001100100010001111000011101100011001100001100010011101111001001111100001111101111100011111111110"	0.191867128014565	0	0.3606316447258	0	0.358530253171921	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
649	"N#Cc1ccc(Oc2c(F)cc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1Cl"	0	NA	NA	NA	NA	3.37	124.25	-4.37	2.27	6	1	446.005195268	5	"Train"	NA	NA	NA	NA	"0000000000000000000000000000000110000100110000000010001001111001101010001000100010000011000001001100011001100001100010001001111001001111100001111101011100011110111110"	0.191867128014565	0	0.360804289579391	0	0.358530253171921	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
650	"N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccc(C(F)(F)F)cc1"	0	NA	NA	NA	NA	3.97	100.46	-4.37	2.7	5	1	437.045725092	5	"Train"	NA	NA	NA	NA	"0000000000000000000000000000000110000100110000000010001001111001101010001000100010000011000001001100010001100001100010001001111001001111100001111101011100011110111110"	0.194119900465012	0	0.363866657018661	0	0.358530253171921	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
651	"N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccc(Cl)c(F)c1"	0	NA	NA	NA	NA	3.73	100.46	-4.47	2.89	5	1	421.0099463	5	"Train"	NA	NA	NA	NA	"0000000000000000000000000000000110000100110000000010001001111001101010001000100010000011000001001100011001100001100010001001111001001111100001111101011100011110111110"	0.194119900465012	0	0.363866657018661	0	0.359279036521912	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
652	"Cc1cc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)ccc1C#N"	0	NA	NA	NA	NA	2.91	124.25	-3.89	2.22	6	1	408.069239496	5	"Train"	NA	NA	NA	NA	"0000000000000000000000000000000110000100110000000010001001111001101010001000100010000011000001001100010001100001100010001001111001001111100001111101011100011111111110"	0.192193806171417	0	0.363455802202225	0	0.357493579387665	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
653	"COc1cc(Cl)ccc1Oc1ccc(S(=O)(=O)Nc2cccnc2)cc1C#N"	0	NA	NA	NA	NA	3.11	109.69	-4.57	3.22	6	1	415.039354608	6	"Val"	NA	NA	NA	NA	"0000000000000000000000000000000110000000100000000010001001111001101010011000001010000011000011001100011001100001100010001001111001001111100101111101011100011111111110"	0.0176668260246515	0	0.122747369110584	0	0.125615060329437	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
654	"CC(C)CS(=O)(=O)Nc1ccncc1-c1ccc(C#N)c2ccccc12"	0	NA	NA	NA	NA	3.26	91.23	-3.58	1.94	4	1	365.119797848	5	"Test"	NA	NA	NA	NA	"0000000000000000000000000000000110000000100000000010001001011100101010001100000100000001000001000100010111000011001010001001100001011011100001011001111010110111111110"	0.0176668260246515	0	0.122747369110584	0	0.125615060329437	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
655	"CC(C)(Sc1ccncc1-c1ccc(C#N)cc1)C(=O)O"	0	NA	NA	NA	NA	3.05	99.28	0.24	-0.75	4	1	298.077598688	4	"Test"	NA	NA	NA	NA	"0000000000000000000000000000000000000000100000000000000000100101110000000100000010000001000000000100000000000001000000001010100000000000101001011000110001001011111110"	0.0227016545832157	0	0.159497484564781	0	0.137841656804085	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
656	"Cc1cccc(C)c1COc1cccc(-c2nnn[nH]2)c1"	0	NA	NA	NA	NA	2.73	63.69	-2.1	1.46	4	1	280.132411132	4	"Train"	NA	NA	NA	NA	"0000000000000000000000000000000000000100000000000001000000000100100011000000101100100000000001010000000000001000100100011001111001000000100001111000111110111001111110"	0.193086355924606	0	0.363455802202225	0	0.358514338731766	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
657	"Cc1ccc(C)c(Cn2cc(C)c3ccc(CC(=O)O)cc32)c1"	0	NA	NA	NA	NA	5.46	42.23	-2.05	2.4	2	1	307.157228912	4	"Val"	NA	NA	NA	NA	"0000000000000000000000000000000000000000000000000000000000000000100000000010000000101000000000010001000110010000000100001110100000010000101010011001110011111111111110"	0.0176668260246515	0	0.159497484564781	0	0.125615060329437	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
658	"Cc1cn(Cc2cc3c(cc2Cl)OCO3)c2cc(CC(=O)O)ccc12"	0	NA	NA	NA	NA	4.17	60.69	-2.34	1.48	4	1	357.076785672	4	"Val"	NA	NA	NA	NA	"0000000000000000000000000001000000000000000000000000000010000000100000010010000000101010000000010001001110111000100000011110100000010100111100011101010111111111111110"	0.0176668260246515	0	0.159497484564781	0	0.125615060329437	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
