"ID"	"ParentSmiles"	"Status_Influx"	"Status_Efflux"	"Status_PAMPA"	"Status_BBB"	"Status_CNS"	"LogP"	"TPSA"	"LogS"	"LogD"	"HBA"	"HBD"	"MW"	"RotatableBonds"	"TestValTrain_Influx"	"TestValTrain_Efflux"	"TestValTrain_PAMPA"	"TestValTrain_BBB"	"TestValTrain_CNS"	"MACCS"	"Properties_PredictionScore_Influx"	"Properties_Prediction_Influx"	"MACCS_PredictionScore_Influx"	"MACCS_Prediction_Influx"	"Combined_PredictionScore_Influx"	"Combined_Prediction_Influx"	"Properties_PredictionScore_Efflux"	"Properties_Prediction_Efflux"	"MACCS_PredictionScore_Efflux"	"MACCS_Prediction_Efflux"	"Combined_PredictionScore_Efflux"	"Combined_Prediction_Efflux"	"Properties_PredictionScore_PAMPA"	"Properties_Prediction_PAMPA"	"MACCS_PredictionScore_PAMPA"	"MACCS_Prediction_PAMPA"	"Combined_PredictionScore_PAMPA"	"Combined_Prediction_PAMPA"	"Properties_PredictionScore_BBB"	"Properties_Prediction_BBB"	"MACCS_PredictionScore_BBB"	"MACCS_Prediction_BBB"	"Combined_PredictionScore_BBB"	"Combined_Prediction_BBB"
4680	"CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1c[nH]c2ccccc12"	NA	NA	1	NA	NA	5.67	103.53	-5.39	4.3	5	3	574.351905952	16	NA	NA	"Test"	NA	NA	"0000000000000000000000000000000000000000000000000000100000000000100000000010000101101100011100111101000110011110011111011110110110110001110101001111001011111111111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.96977961063385	1	0.860689580440521	1	0.863333821296692	1	NA	NA	NA	NA	NA	NA
4681	"O=C(NCCN1CCCC1)c1ccc(-c2cnc3ccc(NCC4CC4)nn23)cc1F"	NA	NA	1	NA	NA	2.27	74.55	-2.56	-0.03	6	2	422.223037704	8	NA	NA	"Val"	NA	NA	"0000000000000000000001000000000000000100010000000001000000000100100000000010101101101110011101010101000110100110000011011101100110101110110001011011011011110100111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.977003216743469	1	0.860689580440521	1	0.817574441432953	1	NA	NA	NA	NA	NA	NA
4682	"CN(C)C(=O)c1cccc(-n2sc3ccccc3c2=O)c1"	NA	NA	1	NA	NA	2.35	65.92	-3.83	2.14	4	0	298.077598688	2	NA	NA	"Train"	NA	NA	"0000000000000000000000000000000110010000000000000000000000000100101000000110000010101101000111010000000010000100100010011101101000001011100001111001110001010111111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.799272358417511	1	0.630260229110718	1	0.63709282875061	1	NA	NA	NA	NA	NA	NA
4683	"CC(=O)N(C)CCc1cc(Br)c(OCCCNc2c3ncnc-3n(C)cn2)c(Br)c1"	NA	NA	1	NA	NA	3.43	81.89	-6.52	2.41	7	1	538.032748208	9	NA	NA	"Train"	NA	NA	"0000000000000000000000000000000000000100000001000000000000000000100000000010101101101110010110011101000110111110101111011100011000011110110011111011111111111111111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.785119295120239	1	0.625654399394989	1	0.633277535438538	1	NA	NA	NA	NA	NA	NA
4684	"CCCCCCS(=O)(=O)c1cc(C)c(C(=O)CCN2CC2C)c(C)c1"	NA	NA	1	NA	NA	3.7	62.6	-4.11	3.81	4	0	365.202464852	10	NA	NA	"Train"	NA	NA	"0000000000000001000001000000000000000000000000000010001001111001001000001010000010001101000000001001010000010011011101001101000111010001110010010111110111110111111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.795881271362305	1	0.629745662212372	1	0.630459010601044	1	NA	NA	NA	NA	NA	NA
4685	"O=C(CCc1ccccc1)NO"	NA	NA	1	NA	NA	1.06	49.33	-1.94	0.89	2	2	165.078978592	3	NA	NA	"Test"	NA	NA	"0000000000000000000000010000000000000000000000000000000000000000000110110000000000000000011101000000010100000110000010000001000000110000001000000010001001110110111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.533401012420654	1	0.545329749584198	1	0.725404143333435	1	NA	NA	NA	NA	NA	NA
4686	"CCSc1nc(NCCc2ccccc2)c2cnn(CC(Cl)c3ccccc3)c2n1"	NA	NA	0	NA	NA	5.45	80.93	-6.49	5.7	6	1	437.144094448	9	NA	NA	"Train"	NA	NA	"0000000000000000000000000000000000000100000000100001000000100001100000000010101111100001000001010101001111100010010000011101100000001110110001001011001010110101111010"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.447533071041107	0	0.419926077127457	0	0.389360755681992	0	NA	NA	NA	NA	NA	NA
4687	"CCCCCCS(=O)(=O)c1ccc(C(=O)CCN2CCN(C(C)=O)CC2)c(Cl)c1"	NA	NA	1	NA	NA	3.25	83.14	-4.59	3.31	5	0	442.169306152	10	NA	NA	"Test"	NA	NA	"0000000000000000000000000000000000000000000000000010001001111001001000001010001010001111000100001101011000110111011111011101000111010101110101011111110111110111111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.979113399982452	1	0.860689580440521	1	0.863333821296692	1	NA	NA	NA	NA	NA	NA
4688	"O=c1c2c(CCCC2)[nH]c2cc(F)c(F)cc12"	NA	NA	1	NA	NA	3.79	29.1	-5.42	4.4	1	1	235.080870412	0	NA	NA	"Train"	NA	NA	"0000000000000000000000000000000000000000010000000000000000000000100000000000000000000010011000001100000110100010100001001000101010000100100000111010011101010000111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.779703140258789	1	0.629745662212372	1	0.630459010601044	1	NA	NA	NA	NA	NA	NA
4689	"O=C1CN(S(=O)(=O)c2cccc(Cl)c2)C(=O)CN1S(=O)(=O)c1cccc(Cl)c1"	NA	NA	1	NA	NA	2.03	125.66	-4.92	2.71	6	0	461.951383464	4	NA	NA	"Train"	NA	NA	"0000000000000000000000000000000110000000000000000010001001111001001000001010001010000011100101100101011001100111000010011101101011010101110101101101010011010110111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.788057863712311	1	0.629745662212372	1	0.63709282875061	1	NA	NA	NA	NA	NA	NA
4690	"COc1ccc(F)cc1CNCCCNc1ccnc2cc(CCc3ccccc3)ccc12"	NA	NA	1	NA	NA	4.73	46.18	-3.54	3.23	4	2	443.2372908	11	NA	NA	"Train"	NA	NA	"0000000000000000000000000000000000000000010000000000100000000000100000000000000101000110010010001101000110110010100001001000111110101110110001111010011110111101111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.795881271362305	1	0.63533478975296	1	0.63838130235672	1	NA	NA	NA	NA	NA	NA
4691	"O=c1c2c(CCCC2)[nH]c2cc([N+](=O)[O-])ccc12"	NA	NA	1	NA	NA	3.36	74.92	-4.78	3.72	3	1	244.084792244	1	NA	NA	"Val"	NA	NA	"0000000000000000000000010000000000000000000000001000000100000010100001100000000100000000011001001100010110000010100001101101101011001011100001111111001101010110111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.976836860179901	1	0.8179771900177	1	0.863333821296692	1	NA	NA	NA	NA	NA	NA
4692	"CN(C)CCNC(=O)c1ccc(-c2cnc3ccc(NCC4CC4)nn23)nc1"	NA	NA	1	NA	NA	1.61	87.44	-2.73	0.65	7	2	379.21205842	8	NA	NA	"Train"	NA	NA	"0000000000000000000001000000000000000100000000000001000000000100100000000100101101101100010111011101000110000110001110011101100000101010110001001011101011110101111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.72621762752533	1	0.629745662212372	1	0.610639274120331	1	NA	NA	NA	NA	NA	NA
4693	"Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc2ccccc2Cl)c2cc(C(=O)O)ccc21"	NA	NA	0	NA	NA	2.84	104.69	-4.05	0.28	7	2	465.156767308	4	NA	NA	"Val"	NA	NA	"0000000000000000000000001000000000000000000000000000000000000100100000000010101100111110011110111101001111100110100011011110101110101111111001111111011011111111111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0554016418755054	0	0.250344783067703	0	0.13965217769146	0	NA	NA	NA	NA	NA	NA
4694	"O=C(c1ccccc1)N1CCc2c(C1)nc(-c1ccc(F)cn1)o2"	NA	NA	1	NA	NA	2.31	59.23	-3.36	2.42	4	0	323.107004908	2	NA	NA	"Train"	NA	NA	"0000000000000000000000000000000000000000010000000000000010000100100000000010001000101110000100111101000010100110000010011100100010010100110001011011000111010110111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.798005938529968	1	0.629745662212372	1	0.63838130235672	1	NA	NA	NA	NA	NA	NA
4695	"Cc1cccc2c1[nH]c(=S)n(-c1ccccc1Br)c2=O"	NA	NA	1	NA	NA	3.69	64.43	-4.99	3.74	3	1	345.977546072	1	NA	NA	"Test"	NA	NA	"0000000000000000000000000000000000000000000001100000000000100101100000001010100110001011000100001100000011100100100010011100101000001110100001111001011001010101111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.976836860179901	1	0.178079754114151	0	0.863333821296692	1	NA	NA	NA	NA	NA	NA
4696	"Cc1cc2c(cc1C)-c1c(C(=O)C2=O)c(C)c(CNc2ccc(CN3CCOCC3)cc2)o1"	NA	NA	1	NA	NA	3.95	71.78	-5.1	3.66	6	1	444.204907376	5	NA	NA	"Train"	NA	NA	"0000000000000000000000000000000000000000000000000000000010000000000000010010000001101100100000110101000010001010000101011100101010011011110111111111111111111111111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.798005938529968	1	0.63533478975296	1	0.630459010601044	1	NA	NA	NA	NA	NA	NA
4697	"Cc1c(Cl)cccc1CCCCOc1ccc(/C=C/c2cccc3c2n(CC(=O)O)cc3CCCC(=O)O)cc1"	NA	NA	0	NA	NA	6.82	88.76	-3.35	2.87	4	2	559.212550868	14	NA	NA	"Train"	NA	NA	"0000000000000000000000000000000000000000000000000000000000000000100000000010000000101010011000110011001110111000100101001110111110110101111100111111010111111111111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.746797919273376	1	0.440286308526993	0	0.621142446994781	1	NA	NA	NA	NA	NA	NA
4698	"C/C(=C/C[C@@]12OC(C)(C)[C@@H]3C[C@@H](C=C4C(=O)c5c(O)cccc5O[C@]431)C2=O)COC(=O)CN1CCOCC1"	NA	NA	1	NA	NA	4.38	111.6	-4.81	3.83	9	1	523.220617016	6	NA	NA	"Train"	NA	NA	"0000000000000000001000000100000000000000000000000100000010000000010000010111000000101100100000110111000010011011101101011110011110010001111110111111110111101111111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.781094908714294	1	0.587330639362335	1	0.63709282875061	1	NA	NA	NA	NA	NA	NA
4699	"O=C(Nc1ccc(F)c(-c2nc3ccccc3s2)c1)c1cc([N+](=O)[O-])ccc1Cl"	NA	NA	1	NA	NA	4.11	116.05	-6.79	4.59	5	1	427.019368112	4	NA	NA	"Train"	NA	NA	"0000000000000000000000010000000000010000010000101000000100000110100001100000000010100011000101010000011010100100000010111101100001001111100001011101011001010110111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.717367053031921	1	0.614594519138336	1	0.63709282875061	1	NA	NA	NA	NA	NA	NA
4700	"COc1cccc2c1c(=O)c(-c1ccccc1)c(C)[nH]2"	NA	NA	1	NA	NA	3.86	38.33	-4.77	4.32	2	1	265.11027872	2	NA	NA	"Val"	NA	NA	"0000000000000000000000000000000000000000000000000000000000000100100000000000000000000000100010001100000010000000100000001000111000000000100000111000111101011011111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.976836860179901	1	0.8179771900177	1	0.863333821296692	1	NA	NA	NA	NA	NA	NA
4701	"Fc1ccc(Cc2ccc3c(NCCCNCc4ccc5OCOc5c4)ccnc3c2)c(Cl)c1"	NA	NA	1	NA	NA	5.21	55.41	-3.82	3.28	5	2	477.16193294	9	NA	NA	"Test"	NA	NA	"0000000000000000000000000001000000000000010000000000100010000000100000010000000101100110010000010101001110101010100001011010100110101110110001011010011110111110111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.978403210639954	1	0.860689580440521	1	0.863333821296692	1	NA	NA	NA	NA	NA	NA
4702	"Cc1cc(NC(=O)c2cc([N+](=O)[O-])ccc2Cl)cc(-c2nc3ccccc3s2)c1O"	NA	NA	1	NA	NA	4.03	136.28	-6.18	4.71	6	2	439.039354608	4	NA	NA	"Train"	NA	NA	"0000000000000000000000010000000000010000000000101000000100000110100001100000000010100011000101011000011010100100100010111101101001101111101101111101011101011111111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.781094908714294	1	0.625568747520447	1	0.621142446994781	1	NA	NA	NA	NA	NA	NA
4703	"Cc1cc(NC(=O)Nc2ccccc2OC(F)(F)F)c2ccccc2n1"	NA	NA	1	NA	NA	4.1	63.25	-5.37	4.42	3	2	361.103811348	3	NA	NA	"Train"	NA	NA	"0000000000000000000000000000000000001000011000000000000000000000100000000000100100000000000000100100000011100101100010001000111000101110100001111000011101011111111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.799272358417511	1	0.616255402565002	1	0.567762315273285	1	NA	NA	NA	NA	NA	NA
4704	"Cc1c(C(=O)N2CCCCC2)sc(-c2ccc(S(C)(=O)=O)c([N+](=O)[O-])c2)n1"	NA	NA	1	NA	NA	2	149.78	-4.39	1.93	7	0	409.076612708	4	NA	NA	"Train"	NA	NA	"0000000000000000000000010000000000010000000000101010001101111111101001101010000110101101000111011101010000000111000011111101000011001011110101011111110011010111111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.772852063179016	1	0.618661522865295	1	0.621142446994781	1	NA	NA	NA	NA	NA	NA
4705	"CN1C(C(=O)NC2CC2)=C(Cl)c2ccccc2S1(=O)=O"	NA	NA	1	NA	NA	1.58	74.86	-4.32	1.83	3	1	312.033540956	2	NA	NA	"Train"	NA	NA	"0000000000000000000001000000000110010000000010000010001001111000001000001011001010000011000111100110011111100111000010011101001001001101100001111101011001010111111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.799392580986023	1	0.618146896362305	1	0.63838130235672	1	NA	NA	NA	NA	NA	NA
4706	"Cc1c(/C=C/C(=O)OC(C)(C)C)c(=O)c2ccccc2[nH]1"	NA	NA	1	NA	NA	3.52	55.4	-3.83	3.78	3	1	285.136493468	2	NA	NA	"Train"	NA	NA	"0000000000000000000000000000000000000000000000000000000000000000110000000100000000000000000000001110000010000001100000001010111000000001100010111100111101011011111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.799272358417511	1	0.625654399394989	1	0.63709282875061	1	NA	NA	NA	NA	NA	NA
4707	"CC(C)=CCc1c(O)cc2O[C@@]34C(=C[C@H]5C(=O)C3(CC=C(C)C)OC[C@@H]4[C@H]5CN(CCO)CCO)C(=O)c2c1O"	NA	NA	1	NA	NA	4.45	136.76	-5.18	3.77	9	4	553.267567208	10	NA	NA	"Train"	NA	NA	"0000000000000000001000000100000000000000000000000100100010000000010000010101000001101100111000110111000110001011100101010100001110110001111110111111110111101111111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.700144350528717	1	0.607830584049225	1	0.63709282875061	1	NA	NA	NA	NA	NA	NA
4708	"CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCNc4c5CCCCc5nc5cc(Cl)ccc45)c3C(C1)C2"	NA	NA	1	NA	NA	9.05	49.84	-9.5	9.44	4	2	598.26300264	9	NA	NA	"Train"	NA	NA	"0000000000000000000000000000000000000000000000000100000000000000100000000001000101000010011000000111101110110010001001011000100110101110110001011010001010110101111010"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.760178506374359	1	0.630260229110718	1	0.629345893859863	1	NA	NA	NA	NA	NA	NA
4709	"Cc1c(Cl)cccc1CCCCOc1ccc(C#Cc2cccc3c2n(CCCCC(=O)O)c(C)c3CC(=O)O)cc1"	NA	NA	0	NA	NA	7.46	88.76	-2.91	3.64	4	2	585.228200932	13	NA	NA	"Train"	NA	NA	"0000000000000000100000000000000000000000000000000000000000000000100000000010000000101010011000010001001110111010100101001110111110110101111100111111110111111111111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.660499274730682	1	0.5	0	0.630459010601044	1	NA	NA	NA	NA	NA	NA
4710	"CCCCCCS(=O)(=O)c1cc(Cl)c(C(=O)CCN2CCN(S(=O)(=O)CC)CC2)cc1Cl"	NA	NA	1	NA	NA	4.17	108.59	-5.94	4.44	6	0	526.112969484	12	NA	NA	"Val"	NA	NA	"0000000000000000000000000000000110000000000000000010001001111001001000001010001010001111000001001101011001110011011111011101000111010101110101011111110111110111111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.956100821495056	1	0.860689580440521	1	0.863333821296692	1	NA	NA	NA	NA	NA	NA
4711	"COc1ccc2c(=O)c(C(C)=O)c(-c3ccc4OCOc4c3)[nH]c2c1"	NA	NA	1	NA	NA	2.58	73.86	-4.24	2.91	5	1	337.09502258	3	NA	NA	"Train"	NA	NA	"0000000000000000000000000001000000000000000000000000000010000100100000010000000000100000100010011100000010001000100000011010111000000001100100111100111111011011111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.795881271362305	1	0.630260229110718	1	0.63709282875061	1	NA	NA	NA	NA	NA	NA
4712	"COc1ccc(F)cc1CNCCCNc1ccnc2cc(Oc3cccc(N(C)C)c3)ccc12"	NA	NA	1	NA	NA	4.67	58.65	-3.36	3.28	6	2	474.243104452	11	NA	NA	"Train"	NA	NA	"0000000000000000000000000000000000000000010000000000100000000000100000000100000101001110010010001101000110110010100001001100111110101110110011111011111110111111111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.798005938529968	1	0.63533478975296	1	0.630459010601044	1	NA	NA	NA	NA	NA	NA
4713	"CN1Cc2c(Cl)cc(Cl)cc2C(c2cccc(NS(=O)(=O)NCCP(=O)(O)O)c2)C1"	NA	NA	0	NA	NA	1.38	137.16	-2.18	-2.18	4	4	493.039483794	7	NA	NA	"Test"	NA	NA	"0000000000000000000000000000100010000000001000010000101001011100001010001010100001001111011011001101011111100011001010001101100001111111111101011111001010110111111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0430967845022678	0	0.158869102597237	0	0.13965217769146	0	NA	NA	NA	NA	NA	NA
4714	"Cc1c(CCCC(=O)O)c2cccc(/C=C/c3ccc(OCCCCc4ccccc4)cc3)c2n1CC(=O)O"	NA	NA	0	NA	NA	5.82	88.76	-3.18	2.41	4	2	525.25152322	14	NA	NA	"Val"	NA	NA	"0000000000000000000000000000000000000000000000000000000000000000100000000010000000101000011000110011000110011000100101001110111110110001111100111111010111111111111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.164479449391365	0	0.250344783067703	0	0.863333821296692	1	NA	NA	NA	NA	NA	NA
4715	"Cc1c(Cc2ccccc2)c(=O)c2ccc(Cl)cc2[nH]1"	NA	NA	1	NA	NA	4.4	29.1	-6.15	5.37	1	1	283.076391748	2	NA	NA	"Test"	NA	NA	"0000000000000000000000000000000000000000000000000000000000000000100000000000000000000010010000001100001010100000100100001000101000000100100000111000011101110001111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.604229211807251	1	0.8179771900177	1	0.584545969963074	1	NA	NA	NA	NA	NA	NA
4716	"NCCc1ccc(O)c(O)c1"	NA	NA	0	0	NA	0.07	66.48	0.81	-2.18	3	3	153.078978592	2	NA	NA	"Train"	"Train"	NA	"0000000000000000000000000000000000000000000000000000010000000000000000010000000001010000001000000001000100000010100000000000001000100000001000110010011110101110111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.480798244476318	0	0.5	0	0.537429809570312	1	0.244655415415764	0	0.617557644844055	1	0.432237684726715	0
4717	"Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc2ccccc2Cl)c2cc(C(=O)OCOC(=O)C(C)(C)C)ccc21"	NA	NA	1	NA	NA	3.53	119.99	-3.21	1.42	10	1	579.224846868	6	NA	NA	"Test"	NA	NA	"0000000000000000000000001001000000000000000000000000000000000100110000000110101100111110111110111101001111111111100011011110111110001111110111111111111011111111111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.912697672843933	1	0.860689580440521	1	0.725404143333435	1	NA	NA	NA	NA	NA	NA
4718	"CCOC(=O)c1c(-c2cccc(F)c2)[nH]c2cc(OC)ccc2c1=O"	NA	NA	1	NA	NA	3.4	64.63	-4.95	3.95	4	1	341.106336212	4	NA	NA	"Train"	NA	NA	"0000000000000000000000000000000000000000010000000000000000000100100000000000000000000010100010001100000010101000110000001010111000000101100100111100111111111011111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.801892876625061	1	0.63533478975296	1	0.63709282875061	1	NA	NA	NA	NA	NA	NA
4719	"O=[N+]([O-])OCCOc1ccc(/C=[N+](\[O-])Cc2ccccc2)cc1"	NA	NA	1	NA	NA	3.64	93.03	-5.68	2.8	5	0	316.105921612	8	NA	NA	"Train"	NA	NA	"0000000000001000000000010000000000000000000000011000000000000010000001110000010000000000000001001001010001001010100000100101111001010000010101101111000110101110111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.785119295120239	1	0.629745662212372	1	0.633277535438538	1	NA	NA	NA	NA	NA	NA
4720	"Cc1ccc(-c2nc3ccccc3s2)cc1NC(=O)c1cc([N+](=O)[O-])c(N2CCCCC2)cc1Cl"	NA	NA	0	NA	NA	4.75	119.29	-7.19	6.22	6	1	506.117939276	5	NA	NA	"Val"	NA	NA	"0000000000000000000000010000000000010000000000101000000100000110100001100010001010101111000101011101011010100110000011111101100011001111110001011111011011010111111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.369339197874069	0	0.825714707374573	1	0.187449783086777	0	NA	NA	NA	NA	NA	NA
4721	"CCN(CC)C(=O)Oc1ccc2C(=O)/C(=C/c3ccc(OCCN4CCCCC4)cc3)Oc2c1"	NA	NA	1	NA	NA	4.32	68.31	-4.42	3.24	6	0	464.231122124	8	NA	NA	"Train"	NA	NA	"0000000000000000000000100000000000000000000000000000000010000000000000010011000000101100100000110111000011001110110111011110111110010001110101111111110111111111111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.799392580986023	1	0.630260229110718	1	0.630459010601044	1	NA	NA	NA	NA	NA	NA
4722	"CCOC(=O)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)N(Cc1ccccc1)C(=O)CC3"	NA	NA	1	NA	NA	5.81	59.5	-6.97	5.9	4	0	470.139720276	5	NA	NA	"Test"	NA	NA	"0000000000000000000000000000000000000000000000000000000000000100100000000010000100001010000100000101001010101110010010011110111110010111110001111111010011111111111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.964626133441925	1	0.860689580440521	1	0.813146770000458	1	NA	NA	NA	NA	NA	NA
4723	"Fc1ccc(Cc2ccc3c(NCCCNCc4ccco4)ccnc3c2)cc1"	NA	NA	1	NA	NA	3.92	50.09	-3.19	2.41	4	2	389.190340608	9	NA	NA	"Train"	NA	NA	"0000000000000000000000000000000000000000010000000000100010000000100000000000000101100110010000110101000110100010000001011000100110111110110001001010001110110100111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.801892876625061	1	0.63533478975296	1	0.636133372783661	1	NA	NA	NA	NA	NA	NA
4724	"CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1"	NA	NA	1	NA	NA	3.27	58.56	-0.89	1.45	4	2	341.199093724	11	NA	NA	"Train"	NA	NA	"0000000000000000000000000000000000000000000000000000010000000000000000010000000001000100111000101001000100011010111001000000111110110000011000111110011111101111111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.697635769844055	1	0.625568747520447	1	0.580542325973511	1	NA	NA	NA	NA	NA	NA
4725	"O=C(O)CCCc1cn(CC(=O)O)c2c(/C=C/c3ccc(OCCCCc4c(F)ccc(F)c4F)cc3)cccc12"	NA	NA	0	NA	NA	6.1	88.76	-3.23	2.3	4	2	565.20760772	14	NA	NA	"Test"	NA	NA	"0000000000000000000000000000000000000000010000000000000000000000100000000010000000101010011000110011000110101000100001001110111110110101111100111111010111111110111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.164479449391365	0	0.250344783067703	0	0.863333821296692	1	NA	NA	NA	NA	NA	NA
4726	"C/C(=C/C[C@@]12OC(C)(C)[C@@H]3C[C@@H](C=C4C(=O)c5c(O)cccc5O[C@]431)C2=O)COC(=O)CN(C)C"	NA	NA	1	NA	NA	4.69	102.37	-4.99	3.81	8	1	481.210052332	6	NA	NA	"Train"	NA	NA	"0000000000000000001000000100000000000000000000000100000010000000010000010101000000101100100010110111000010011001101100010110011110010001111110111101110111101111111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.788057863712311	1	0.60553252696991	1	0.633277535438538	1	NA	NA	NA	NA	NA	NA
4727	"Cc1cc(NC(=O)Nc2ccc(F)c(F)c2)c2ccccc2n1"	NA	NA	1	NA	NA	3.32	54.02	-5.54	3.62	2	2	313.102668476	2	NA	NA	"Train"	NA	NA	"0000000000000000000000000000000000001000011000000000000000000000100000000000100100000010000000000100000011100100000010001000100000101110100001011000011001010101111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.779703140258789	1	0.580073952674866	1	0.567762315273285	1	NA	NA	NA	NA	NA	NA
4728	"O=c1c2c(CCCC2)[nH]c2ccc(-c3ccc(C(F)(F)F)cc3)cc12"	NA	NA	1	NA	NA	5.25	29.1	-6.65	6.3	1	1	343.118398792	1	NA	NA	"Train"	NA	NA	"0000000000000000000000000000000000000000010000000000000000000100100000000000000000000000011000001100000111100011100001001000101010000100100000111010001101010000111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.382959932088852	0	0.625654399394989	1	0.55565083026886	1	NA	NA	NA	NA	NA	NA
4729	"CCOC(=O)c1c(-c2cccc(Oc3ccccc3)c2)[nH]c2cc(OC)c(F)cc2c1=O"	NA	NA	1	NA	NA	5.04	73.86	-5.97	5.55	5	1	433.13255096	6	NA	NA	"Train"	NA	NA	"0000000000000000000000000000000000000000010000000000000000000100100000000000000000000010100010001100000010101000110000001010111000000101100100111100111111111011111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.294785141944885	0	0.625654399394989	1	0.452996343374252	0	NA	NA	NA	NA	NA	NA
4730	"COc1ccccc1-c1ccc([C@H](C)Nc2cncc(N3C(=O)OC[C@@H]3C(C)C)n2)cc1"	NA	NA	1	NA	NA	4.64	76.58	-4.96	4.43	6	1	432.216140756	7	NA	NA	"Train"	NA	NA	"0000000000000000000000100000000000000100000000000000000010000100100000000110101100101000000010111100000001001110100110011110111000001010100011111101111111011111111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.798005938529968	1	0.627626359462738	1	0.636133372783661	1	NA	NA	NA	NA	NA	NA
