,ID,ParentSmiles,status_influx,status_efflux,status_pampa,status_bbb,Status_CNS,LogP,TPSA,LogS,LogD,HBA,HBD,MW,RotatableBonds,TrainTestVal_influx,TrainTestVal_efflux,TrainTestVal_pampa,TrainTestVal_bbb,TestValTrain_CNS,MACCS,Properties_PredictionScore_Influx,Properties_Prediction_Influx,MACCS_PredictionScore_Influx,MACCS_Prediction_Influx,Combined_PredictionScore_Influx,Combined_Prediction_Influx,Properties_PredictionScore_Efflux,Properties_Prediction_Efflux,MACCS_PredictionScore_Efflux,MACCS_Prediction_Efflux,Combined_PredictionScore_Efflux,Combined_Prediction_Efflux,Properties_PredictionScore_PAMPA,Properties_Prediction_PAMPA,MACCS_PredictionScore_PAMPA,MACCS_Prediction_PAMPA,Combined_PredictionScore_PAMPA,Combined_Prediction_PAMPA,Properties_PredictionScore_BBB,Properties_Prediction_BBB,MACCS_PredictionScore_BBB,MACCS_Prediction_BBB,Combined_PredictionScore_BBB,Combined_Prediction_BBB,papyrus_SMILES,papyrus_inchi_key,inchi_connectivity
3219,3600,CCCCCCOc1cccc(C(=O)CCN(C)C)c1,,,1.0,,,3.63,29.54,-2.37,2.67,3,0,277.204179104,10,,,Test,,,0000000000000000000000000000000000000000000000000000000000000000000000000100000000001100000010001001000000011010111101000100011110010000010010100011100111101111111110,,,,,,,,,,,,,0.982873380184174,1.0,0.860689580440521,1.0,0.863333821296692,1.0,,,,,,,CCCCCCOc1cccc(C(=O)CCN(C)C)c1,GDFOLQHXPXRCJU-UHFFFAOYSA-N,GDFOLQHXPXRCJU
3225,3606,NS(=O)(=O)c1ccc(Cc2c(CC3CC3)n(-c3nc(C(=O)O)cs3)nc2-c2cccc(-c3ccccc3)c2)cc1,,,1.0,,,4.57,164.79,-3.15,2.44,7,2,570.139547312,9,,,Test,,,0000000000000000000001000000000110010000000000100011001001111101101010001010101110110001000001110000010001000011000010011111100011101011101101011101011001111110111110,,,,,,,,,,,,,0.967150986194611,1.0,0.250344783067703,0.0,0.863333821296692,1.0,,,,,,,NS(=O)(=O)c1ccc(Cc2c(-c3cccc(-c4ccccc4)c3)nn(-c3nc(C(=O)O)cs3)c2CC2CC2)cc1,ALJORCZKMBZYCR-UHFFFAOYSA-N,ALJORCZKMBZYCR
3232,3613,COc1ccc2c(NCc3ccco3)nc(NC(C)C)nc2c1,,,1.0,,,3.62,72.21,-3.43,2.64,6,2,312.15862588,6,,,Test,,,0000000000000000000000001000000000000100000000000000100010000000100000000100100101100000000010111101000011000000100000011000111000111010100011101000101110111111111110,,,,,,,,,,,,,0.982873380184174,1.0,0.860689580440521,1.0,0.863333821296692,1.0,,,,,,,COc1ccc2c(NCc3ccco3)nc(NC(C)C)nc2c1,ANNRITATBQOXGA-UHFFFAOYSA-N,ANNRITATBQOXGA
3233,3614,C[C@@H](NC(=O)[C@@H](CC(=O)N1CCC(N2CCCCC2)CC1)N1C(=O)[C@@H](N2C(=O)OC[C@@H]2c2ccccc2)[C@H]1/C=C/c1cccc(F)c1)c1ccccc1,,,1.0,,,4.72,102.5,-4.19,4.14,6,1,721.363947856,11,,,Val,,,0000000100100000000000100000000000000000010000000000000010000100000000000010001100101110010100111111000001101110000011011110101110011101110101101111011011111111111110,,,,,,,,,,,,,0.951305508613586,1.0,0.860689580440521,1.0,0.863333821296692,1.0,,,,,,,C[C@@H](NC(=O)C(CC(=O)N1CCC(N2CCCCC2)CC1)N1C(=O)C(N2C(=O)OC[C@@H]2c2ccccc2)[C@H]1/C=C/c1cccc(F)c1)c1ccccc1,OLXUIYYQOXRLQS-YFRRHFTQSA-N,OLXUIYYQOXRLQS
3239,3621,CCCCCCOc1cc(C)c(C(=O)CCN2CC2C)c(C)c1,,,1.0,,,4.49,29.31,-4.17,4.76,3,0,317.235479232,10,,,Test,,,0000000000000001000001000000000000000000000000000000000000000000000000000010000000001100000000001001000000011010111101001100011110010000110010110011110111111111111110,,,,,,,,,,,,,0.982873380184174,1.0,0.860689580440521,1.0,0.863333821296692,1.0,,,,,,,CCCCCCOc1cc(C)c(C(=O)CCN2CC2C)c(C)c1,WGCCZKHMIDCARA-UHFFFAOYSA-N,WGCCZKHMIDCARA
3240,3622,CCNCc1ccc2nc(-c3ccc(Cl)cc3)c3c(NCCC3)c2c1,,,1.0,,,4.84,36.95,-2.7,2.71,3,2,351.150225384,4,,,Val,,,0000000000000000000000000000000000000000000000000000000000000100100000000000000101000110011000000101001110100010010101011000100000100110110001011010001010110101111010,,,,,,,,,,,,,0.977198123931885,1.0,0.860689580440521,1.0,0.863333821296692,1.0,,,,,,,CCNCc1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)NCCC3,SHQNSNOQZLYJOO-UHFFFAOYSA-N,SHQNSNOQZLYJOO
3243,3625,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2nc(-c3ccc(C(=O)O)cc3)ccc12,,,1.0,,,6.03,79.29,-2.27,2.83,3,2,440.209992756,5,,,Val,,,0000000000000000000000000000000000000000000000000000000000000100110000000000000100000000001100000100100110000111000010001010100100111011101001001100001001111110111110,,,,,,,,,,,,,0.499352097511292,0.0,0.817574441432953,1.0,0.863333821296692,1.0,,,,,,,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2nc(-c3ccc(C(=O)O)cc3)ccc12,CBTIQAPTVVZFDU-UHFFFAOYSA-N,CBTIQAPTVVZFDU
3251,3633,COc1cc2c(cc1Cl)c(=O)c(-c1ccc(Cl)cc1C)c(C)[nH]2,,,1.0,,,5.8,38.33,-6.49,6.2,2,1,347.04798408,2,,,Test,,,0000000000000000000000000000000000000000000000000000000000000100100000000000000000000010000010001100001010100000100000001000111000000100100010111000111101011011111110,,,,,,,,,,,,,0.560182511806488,1.0,0.8179771900177,1.0,0.584545969963074,1.0,,,,,,,COc1cc2[nH]c(C)c(-c3ccc(Cl)cc3C)c(=O)c2cc1Cl,RVFXNHKTJITXMU-UHFFFAOYSA-N,RVFXNHKTJITXMU
3252,3634,COC(=O)c1cccc(NC(=O)Nc2cc(C)nc3ccccc23)c1,,,1.0,,,3.19,80.32,-4.76,3.51,4,2,335.126991404,3,,,Val,,,0000000000000000000000000000000000001000001000000000000000000000100000000000100100000000000010000100000011000100000010001010110000101011100001001100101001011111111110,,,,,,,,,,,,,0.919505000114441,1.0,0.686242043972015,1.0,0.723714590072632,1.0,,,,,,,COC(=O)c1cccc(NC(=O)Nc2cc(C)nc3ccccc23)c1,ZWXPFCGZOBIWTG-UHFFFAOYSA-N,ZWXPFCGZOBIWTG
3253,3635,O=c1c2c(CCCC2)[nH]c2c(Cl)cccc12,,,1.0,,,3.98,29.1,-4.71,4.25,1,1,233.060741684,0,,,Val,,,0000000000000000000000000000000000000000000000000000000000000000100000000000000000000010011000001100001110100010100001001000101010000100100000111010001101010000111110,,,,,,,,,,,,,0.982873380184174,1.0,0.8179771900177,1.0,0.863333821296692,1.0,,,,,,,O=c1c2c([nH]c3c(Cl)cccc13)CCCC2,ZRAIXTUKQRXQBM-UHFFFAOYSA-N,ZRAIXTUKQRXQBM
3255,3637,c1cc(NCCCNCc2ccc3OCOc3c2)c2ccc(CC3CCCCC3)cc2n1,,,1.0,,,4.17,55.41,-2.33,3.2,5,2,431.257277296,9,,,Test,,,0000000000000000000000000001000000000000000000000000100010000000100000010000000101100100010000010101000110001010100001011010100110101010110001011010001110111110111110,,,,,,,,,,,,,0.982873380184174,1.0,0.860689580440521,1.0,0.863333821296692,1.0,,,,,,,c1cc(NCCCNCc2ccc3c(c2)OCO3)c2ccc(CC3CCCCC3)cc2n1,FPTXOUVLHZGWNR-UHFFFAOYSA-N,FPTXOUVLHZGWNR
3261,3643,COc1ccc(Oc2ccc3c(NCCCNCc4cc(F)ccc4OC)ccnc3c2)cc1,,,1.0,,,4.72,64.64,-3.32,2.88,6,2,461.211469976,11,,,Val,,,0000000000000000000000000000000000000000010000000000100000000000100000000000000101000110010010001101000110110010100001001000111110101110110001111110111110111111111110,,,,,,,,,,,,,0.982873380184174,1.0,0.860689580440521,1.0,0.863333821296692,1.0,,,,,,,COc1ccc(Oc2ccc3c(NCCCNCc4cc(F)ccc4OC)ccnc3c2)cc1,ZXMXSYGRUYATLC-UHFFFAOYSA-N,ZXMXSYGRUYATLC
3262,3644,Fc1ccc(Oc2ccc3c(NCCCNCc4ccc5OCOc5c4)ccnc3c2)cc1,,,1.0,,,4.48,64.64,-2.47,2.88,6,2,445.180169848,9,,,Val,,,0000000000000000000000000001000000000000010000000000100010000000100000010000000101100110010000011101000110101010100001011010111110101110110001111110001110111110111110,,,,,,,,,,,,,0.982873380184174,1.0,0.860689580440521,1.0,0.863333821296692,1.0,,,,,,,Fc1ccc(Oc2ccc3c(NCCCNCc4ccc5c(c4)OCO5)ccnc3c2)cc1,UEWQAJBUMUNJRZ-UHFFFAOYSA-N,UEWQAJBUMUNJRZ
3264,3646,CS(=O)(=O)c1ccc(-c2nc(C(F)(F)F)c(C(=O)N3CCc4ccccc4C3)s2)cc1[N+](=O)[O-],,,1.0,,,2.98,149.78,-5.72,3.03,7,0,511.048347272,4,,,Val,,,0000000000000000000000010000000000010000010000101010001101111111101001101010000110101101000111011101010011100111000010111101100011001111110101011111010011010111111110,,,,,,,,,,,,,0.97783499956131,1.0,0.825714707374573,1.0,0.863333821296692,1.0,,,,,,,CS(=O)(=O)c1ccc(-c2nc(C(F)(F)F)c(C(=O)N3CCc4ccccc4C3)s2)cc1[N+](=O)[O-],SWTPJUPXZUBXRV-UHFFFAOYSA-N,SWTPJUPXZUBXRV
3265,3647,CCCCCCSc1cc(C)c(C(=O)CCN2CCN(S(=O)(=O)CC)CC2)c(C)c1,,,1.0,,,5.07,91.37,-5.09,5.55,5,0,454.232385076,12,,,Test,,,0000000000000000000000000000000110000000000000000010001001111001001000001010001010001101000001001101010001010011011111011101000111010001110011011111110111110111111110,,,,,,,,,,,,,0.958400547504425,1.0,0.860689580440521,1.0,0.813146770000458,1.0,,,,,,,CCCCCCSc1cc(C)c(C(=O)CCN2CCN(S(=O)(=O)CC)CC2)c(C)c1,JCPLAMNBZJOBSS-UHFFFAOYSA-N,JCPLAMNBZJOBSS
3267,3649,COc1ccc(C(=O)CCC2C=CN(Cc3cccc(Cl)c3)C=C2C(N)=O)cc1OC,,,1.0,,,3.71,81.86,-5.55,3.35,5,1,440.15028496,9,,,Val,,,0000000000000000000000000000000000000000000010000100000000000000000000010011000100011010001110001111001000100100100010001100111000010101100101111111111111111111111110,,,,,,,,,,,,,0.979113399982452,1.0,0.860689580440521,1.0,0.863333821296692,1.0,,,,,,,COc1ccc(C(=O)CCC2C=CN(Cc3cccc(Cl)c3)C=C2C(N)=O)cc1OC,JVHQPCGYNVTJER-UHFFFAOYSA-N,JVHQPCGYNVTJER
3273,3657,COc1cccc(CNCCCNc2ccnc3cc(-c4ccc(C(C)(C)C)cc4)ccc23)c1O,,,1.0,,,5.53,66.41,-4.03,3.79,5,3,469.27292736,9,,,Val,,,0000000000000000000000000000000000000000000000000000100000000100110000010100000101000100010010001101000110000011100001001000111110101010111011111010111110111111111110,,,,,,,,,,,,,0.978403210639954,1.0,0.852277636528015,1.0,0.863333821296692,1.0,,,,,,,COc1cccc(CNCCCNc2ccnc3cc(-c4ccc(C(C)(C)C)cc4)ccc23)c1O,XTLNFYXDQBPBLK-UHFFFAOYSA-N,XTLNFYXDQBPBLK
3276,3660,CSc1nc(Nc2cccc(Br)c2)c2cnn(CC(Cl)c3ccccc3)c2n1,,,0.0,,,5.35,80.93,-6.47,5.58,6,1,473.007656324,6,,,Val,,,0000000000000000000000000000000000000100000001100001000000100001100000000010101110100011000011010101001011100010000000011101100000001110100001001001001010110101111010,,,,,,,,,,,,,0.0343699306249619,0.0,0.178079754114151,0.0,0.187449783086777,0.0,,,,,,,CSc1nc(Nc2cccc(Br)c2)c2cnn(CC(Cl)c3ccccc3)c2n1,MFKUOFHJCWUBET-UHFFFAOYSA-N,MFKUOFHJCWUBET
3284,3668,COc1ccc2C(=O)/C(=C/c3ccc(OCCN4CCCC4)cc3)Oc2c1,,,1.0,,,3.2,48.0,-2.75,1.3,5,0,365.162708216,6,,,Test,,,0000000000000000000000000000000000000000000000000000000010000000000000010011000000101100100010110011000010001010100001011100111110010000110100111111010111101111111110,,,,,,,,,,,,,0.879199624061584,1.0,0.860689580440521,1.0,0.725404143333435,1.0,,,,,,,COc1ccc2c(c1)O/C(=C\c1ccc(OCCN3CCCC3)cc1)C2=O,FLVZBUFTVBOTPA-STZFKDTASA-N,FLVZBUFTVBOTPA
3288,3672,O=c1[nH]c2cc(Br)ccc2c2c1nc(-c1ccccc1Cl)[nH]2,,,1.0,,,3.75,57.78,-5.54,3.79,2,2,372.961751688,1,,,Test,,,0000000000000000000000000000000000000100000001000000100000000100100000000000101100100010000100111100001010100100100010011000101000100100100001111000011001010000111110,,,,,,,,,,,,,0.869015395641327,1.0,0.8179771900177,1.0,0.863333821296692,1.0,,,,,,,O=c1[nH]c2cc(Br)ccc2c2[nH]c(-c3ccccc3Cl)nc12,WTAIERVWPQNXDM-UHFFFAOYSA-N,WTAIERVWPQNXDM
3294,3678,Oc1c(F)cc(Cc2ccccc2)cc1F,,,1.0,,,3.72,20.23,-3.77,3.77,1,1,220.06997138,2,,,Test,,,0000000000000000000000000000000000000000010000000000000000000000000000000000000000000010000000000000000000100000100000000000101000000100001000111000010100101000011110,,,,,,,,,,,,,0.976836860179901,1.0,0.852277636528015,1.0,0.863333821296692,1.0,,,,,,,Oc1c(F)cc(Cc2ccccc2)cc1F,FUOGXHCHIUAEDI-UHFFFAOYSA-N,FUOGXHCHIUAEDI
3301,3685,CCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,,,0.0,,,2.06,104.74,-4.51,0.97,8,2,413.217537724,5,,,Test,,,0000000000000000000000001000000000001100001000000000000010000100100000000010100101001100010000100101000001001110010011011100100010111010110001001111001011111111111110,,,,,,,,,,,,,0.244201704859734,0.0,0.241796150803566,0.0,0.25408872961998,0.0,,,,,,,CCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,AGNQWSRFQIXLBD-UHFFFAOYSA-N,AGNQWSRFQIXLBD
3303,3687,Cc1c(Br)c(=O)c2cc(F)ccc2[nH]1,,,1.0,,,2.88,29.1,-4.06,3.26,1,1,254.969504164,0,,,Test,,,0000000000000000000000000000000000000000010001000000000000000000100000000000000000000010000000001100000010100000100000001000101000000100100000111000011101010001111110,,,,,,,,,,,,,0.982873380184174,1.0,0.8179771900177,1.0,0.863333821296692,1.0,,,,,,,Cc1[nH]c2ccc(F)cc2c(=O)c1Br,CGKKPDRHYHFSEX-UHFFFAOYSA-N,CGKKPDRHYHFSEX
3305,3689,COc1cccc(CNCCCNc2ccnc3cc(Cl)ccc23)c1O,,,1.0,,,3.29,66.41,-2.52,1.67,5,3,371.140054624,8,,,Val,,,0000000000000000000000000000000000000000000000000000100000000000100000010000000101000110010010001101001110100010100001001000111110101110111001111010011110111111111110,,,,,,,,,,,,,0.950030207633972,1.0,0.852277636528015,1.0,0.725404143333435,1.0,,,,,,,COc1cccc(CNCCCNc2ccnc3cc(Cl)ccc23)c1O,WCHSIPDJZJHXIL-UHFFFAOYSA-N,WCHSIPDJZJHXIL
3306,3690,Cc1cc(-n2cc3CN(C(=O)c4cc(C#N)ccc4O[C@@H](C)C(F)(F)F)Cc3n2)ccn1,,,1.0,,,3.3,84.04,-3.95,2.98,6,0,441.141259476,4,,,Val,,,0000000000000000000000000000000000000000110000000001000000000100100000000010001100101100100101011101100011100111100010011101111000001110110001111001110111011111111110,,,,,,,,,,,,,0.972227573394775,1.0,0.860689580440521,1.0,0.863333821296692,1.0,,,,,,,Cc1cc(-n2cc3c(n2)CN(C(=O)c2cc(C#N)ccc2O[C@@H](C)C(F)(F)F)C3)ccn1,FEFVMUCXYVUBPN-AWEZNQCLSA-N,FEFVMUCXYVUBPN
3309,3693,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCNc4c5CCCCc5nc5ccccc45)c3C(C1)C2,,,1.0,,,9.75,49.84,-9.62,9.97,4,2,606.348925184,12,,,Test,,,0000000000000000000000000000000000000000000000000100000000000000100000000001000101000010011000000111101110110010001001011000100110101110110001011010001010110101111010,,,,,,,,,,,,,0.957537949085236,1.0,0.860689580440521,1.0,0.813146770000458,1.0,,,,,,,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3C(C1)C2,PHMROSHDKYSTRK-UHFFFAOYSA-N,PHMROSHDKYSTRK
3312,3696,CCCCCCOc1ccc(C(=O)CCN(C)C)cc1OC,,,1.0,,,3.63,38.77,-2.09,2.58,4,0,307.214743788,11,,,Test,,,0000000000000000000000000000000000000000000000000000000000000000000000010100000000001100000010001001000000011010111101000100011110010000010010110111110111101111111110,,,,,,,,,,,,,0.982873380184174,1.0,0.860689580440521,1.0,0.863333821296692,1.0,,,,,,,CCCCCCOc1ccc(C(=O)CCN(C)C)cc1OC,HMTHCZRAGBOZBV-UHFFFAOYSA-N,HMTHCZRAGBOZBV
3314,3698,COc1ccc2c(=O)c3c(CCCCCC3)[nH]c2c1,,,1.0,,,3.96,38.33,-4.33,4.36,2,1,257.141578848,1,,,Test,,,0000000000000000000000000000000000000000000000000000000000000000100000000000000000000000011010001100100110000010100001001000111110000000100000111010001101011011111110,,,,,,,,,,,,,0.976836860179901,1.0,0.8179771900177,1.0,0.863333821296692,1.0,,,,,,,COc1ccc2c(=O)c3c([nH]c2c1)CCCCCC3,YXOCXGPUHWAIKT-UHFFFAOYSA-N,YXOCXGPUHWAIKT
3316,3700,Cc1ccc(NC(=O)Nc2cc(C)nc3ccccc23)cc1,,,1.0,,,4.05,54.02,-4.3,4.17,2,2,291.137162164,2,,,Val,,,0000000000000000000000000000000000001000001000000000000000000000100000000000100100000000000000000100000011000100000010001000100000101010100001001000101001010101111110,,,,,,,,,,,,,0.838453829288483,1.0,0.686242043972015,1.0,0.723714590072632,1.0,,,,,,,Cc1ccc(NC(=O)Nc2cc(C)nc3ccccc23)cc1,HPZZLUMHLOCFLV-UHFFFAOYSA-N,HPZZLUMHLOCFLV
3318,3702,Cc1c(Cc2c(Cl)cccc2Cl)nc(N(C)Cc2ccc(N3CCOCC3)cc2)[nH]c1=O,,,1.0,,,4.43,57.17,-7.32,4.33,5,1,472.143281432,6,,,Test,,,0000000000000000000000001000000000000000000000000000000010000100100000000010100100001110011110101101001001101110101111011100101010011110110001111011111011111111111110,,,,,,,,,,,,,0.944424271583557,1.0,0.860689580440521,1.0,0.863333821296692,1.0,,,,,,,Cc1c(Cc2c(Cl)cccc2Cl)[nH]c(N(C)Cc2ccc(N3CCOCC3)cc2)nc1=O,UBCUBPKNCZZRLM-UHFFFAOYSA-N,UBCUBPKNCZZRLM
3319,3703,COc1cc2c(cc1Cl)c(=O)c(/C=C/C(=O)OC(C)(C)C)c(C)[nH]2,,,1.0,,,4.22,64.63,-5.73,4.58,4,1,349.1080858,3,,,Val,,,0000000000000000000000000000000000000000000000000000000000000000110000000100000000000010000010001110001010100001100000001010111000000101100110111100111101011011111110,,,,,,,,,,,,,0.77295458316803,1.0,0.8179771900177,1.0,0.863333821296692,1.0,,,,,,,COc1cc2[nH]c(C)c(C=CC(=O)OC(C)(C)C)c(=O)c2cc1Cl,RKGYVWAKNRSOJG-UHFFFAOYSA-N,RKGYVWAKNRSOJG
3320,3704,CN1CCN(c2ccc(/C=C/c3n[nH]c4cc(/C=C5/C(=O)Nc6ccccc56)ccc34)cn2)CC1,,,1.0,,,3.3,77.15,-4.22,3.93,5,2,462.216809452,4,,,Val,,,0000000000000000000000000000000000000100000000000101000000000100100010000011101100101100000111010111000010000110001111011101101010101010110001111011011011010101111110,,,,,,,,,,,,,0.909032464027405,1.0,0.806678652763367,1.0,0.863333821296692,1.0,,,,,,,CN1CCN(c2ccc(C=Cc3[nH]nc4cc(C=C5C(=O)Nc6ccccc65)ccc34)cn2)CC1,FQWPBCFJZAKNEQ-UHFFFAOYSA-N,FQWPBCFJZAKNEQ
3325,3709,O=C(CC1CCN(Cc2ccccc2)CC1)NCCc1c[nH]c2ccccc12,,,1.0,,,4.19,48.13,-2.66,2.72,2,2,375.231062548,7,,,Test,,,0000000000000000000000000000000000000000000000000000000000000000100000000010000001101100011100010101000110000110000011011100100110110000110001001011001011110100111110,,,,,,,,,,,,,0.982873380184174,1.0,0.860689580440521,1.0,0.863333821296692,1.0,,,,,,,O=C(CC1CCN(Cc2ccccc2)CC1)NCCc1c[nH]c2ccccc12,PDZMHDSORBHDFP-UHFFFAOYSA-N,PDZMHDSORBHDFP
3329,3713,O=C(O)CNC(=O)c1ncc(-c2cn(CCCc3ccc(Cl)cc3)nn2)cc1O,,,1.0,,,1.59,130.23,0.38,-2.67,7,3,415.104731736,8,,,Test,,,0000000000000000000000000000000000000000000000000001110000000100100001000010101101100010100101111101001100100110100011011111101001110101111101111111011111111110111110,,,,,,,,,,,,,0.0430967845022678,0.0,0.250344783067703,0.0,0.5,0.0,,,,,,,O=C(O)CNC(=O)c1ncc(-c2cn(CCCc3ccc(Cl)cc3)nn2)cc1O,RODNKCMKPZCZKG-UHFFFAOYSA-N,RODNKCMKPZCZKG
3334,3718,CC(C)=CCC12OC[C@@H]3[C@@H](CN4CCOCC4)[C@@H](C=C4C(=O)c5c(cc6OC(C)(C)C=Cc6c5O)O[C@]431)C2=O,,,1.0,,,5.02,94.53,-4.25,4.57,8,1,533.24135246,4,,,Val,,,0000000000000000001000000100000000000000000000000100000010000000010000010111000000101100100000110111000010001011100101011100001110010001111110111111110111101111111110,,,,,,,,,,,,,0.961307525634766,1.0,0.852277636528015,1.0,0.863333821296692,1.0,,,,,,,CC(C)=CCC12OC[C@@H]3[C@@H](CN4CCOCC4)C(=CC4C(=O)c5c(cc6c(c5O)C=CC(C)(C)O6)O[C@]431)C2=O,DATRTEHIJXSBMA-KUCRADCFSA-N,DATRTEHIJXSBMA
3342,3726,CC1(C)CCc2c(C1)c(=O)c1cccc(Cl)c1[nH]2,,,1.0,,,4.8,29.1,-4.84,5.11,1,1,261.092041812,0,,,Val,,,0000000000000000000000000000000000000000000000000000000000000000110000000100000000000010010000001100001110100011101100001000101010000100100000111010101101010001111110,,,,,,,,,,,,,0.982873380184174,1.0,0.8179771900177,1.0,0.863333821296692,1.0,,,,,,,CC1(C)CCc2[nH]c3c(Cl)cccc3c(=O)c2C1,LPAGZSFYGICCFC-UHFFFAOYSA-N,LPAGZSFYGICCFC
3344,3728,CCOC(=O)c1c(-c2cccc(Cl)c2)[nH]c2cc(OC)ccc2c1=O,,,1.0,,,4.19,64.63,-5.39,4.77,4,1,357.076785672,4,,,Test,,,0000000000000000000000000000000000000000000000000000000000000100100000000000000000000010100010001100001010101000110000001010111000000101100100111100111111111011111110,,,,,,,,,,,,,0.977198123931885,1.0,0.860689580440521,1.0,0.863333821296692,1.0,,,,,,,CCOC(=O)c1c(-c2cccc(Cl)c2)[nH]c2cc(OC)ccc2c1=O,LWEMFPJHVREVBZ-UHFFFAOYSA-N,LWEMFPJHVREVBZ
3345,3729,CC(=O)c1ccc(OCc2ccc(F)cc2)cc1O,,,1.0,,,4.26,46.53,-3.58,4.14,3,1,260.084872496,4,,,Test,,,0000000000000000000000000000000000000000010000000000000000000000000000000000000000000010100000000000000000101000100000000000111000000100001000111100010111101011011110,,,,,,,,,,,,,0.977198123931885,1.0,0.852277636528015,1.0,0.863333821296692,1.0,,,,,,,CC(=O)c1ccc(OCc2ccc(F)cc2)cc1O,RFHGZHJAFVVQFU-UHFFFAOYSA-N,RFHGZHJAFVVQFU
3352,3736,CCCCCCSc1cc(Cl)c(C(=O)CCN2CCN(S(=O)(=O)CC)CC2)cc1Cl,,,1.0,,,5.82,91.37,-6.16,6.22,5,0,494.123140244,12,,,Val,,,0000000000000000000000000000000110000000000000000010001001111001001000001010001010001111000001001101011001110011011111011101000111010101110001011111110111110111111110,,,,,,,,,,,,,0.903165817260742,1.0,0.860689580440521,1.0,0.813146770000458,1.0,,,,,,,CCCCCCSc1cc(Cl)c(C(=O)CCN2CCN(S(=O)(=O)CC)CC2)cc1Cl,OJASFOKEQJZOBK-UHFFFAOYSA-N,OJASFOKEQJZOBK
3358,3742,O=C(CCCCCNc1c2CCCCc2nc2cccc(Cl)c12)NCCc1c[nH]c2ccccc12,,,1.0,,,6.75,69.81,-7.26,5.59,3,3,488.234289356,10,,,Val,,,0000000000000000000000000000000000000000000000000000000000000000100000000000000101100010011100010101001110100110000011011000100110111110110001011010001011110100111110,,,,,,,,,,,,,0.966549217700958,1.0,0.860689580440521,1.0,0.813146770000458,1.0,,,,,,,O=C(CCCCCNc1c2c(nc3cccc(Cl)c13)CCCC2)NCCc1c[nH]c2ccccc12,SZRNKXYBFFECAE-UHFFFAOYSA-N,SZRNKXYBFFECAE
3359,3744,COc1ccc(/C=C2\Oc3cc(OCCN4CCCCC4)ccc3C2=O)cc1,,,1.0,,,3.41,48.0,-3.57,2.53,5,0,379.17835828,6,,,Test,,,0000000000000000000000000000000000000000000000000000000010000000000000010011000000101100100010110111000010001010100001011100111110010000110100111111010111101111111110,,,,,,,,,,,,,0.982873380184174,1.0,0.860689580440521,1.0,0.863333821296692,1.0,,,,,,,COc1ccc(/C=C2\Oc3cc(OCCN4CCCCC4)ccc3C2=O)cc1,YWHGWLVJNDHIIG-JCMHNJIXSA-N,YWHGWLVJNDHIIG
3362,3748,O=C(Nc1cccc(-c2nc3ccccc3s2)c1)c1cc([N+](=O)[O-])c(N2CCNCC2)cc1Cl,,,1.0,,,4.23,131.32,-4.84,3.73,7,2,493.09753818,5,,,Test,,,0000000000000000000000010000000000010000000000101000000100000110100001100010001011101111001101011101011110100110000011111101100011101111110001011111011011010110111110,,,,,,,,,,,,,0.975990951061249,1.0,0.825714707374573,1.0,0.863333821296692,1.0,,,,,,,O=C(Nc1cccc(-c2nc3ccccc3s2)c1)c1cc([N+](=O)[O-])c(N2CCNCC2)cc1Cl,NDUWRXUTSVKPNT-UHFFFAOYSA-N,NDUWRXUTSVKPNT
3363,3749,C=CC(=O)Nc1ccc(CCCCCC)cc1,,,1.0,,,4.29,29.1,-4.51,4.46,1,1,231.162314292,7,,,Val,,,0000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000100000010000000010100011111000000000110001010000000000010001001110101111110,,,,,,,,,,,,,0.982873380184174,1.0,0.8179771900177,1.0,0.863333821296692,1.0,,,,,,,C=CC(=O)Nc1ccc(CCCCCC)cc1,PLZCRSIPFQILMX-UHFFFAOYSA-N,PLZCRSIPFQILMX
3366,3753,Cc1c(-c2ccccc2)c(=O)c2cc(Cl)ccc2[nH]1,,,1.0,,,4.41,29.1,-5.66,5.0,1,1,269.060741684,1,,,Val,,,0000000000000000000000000000000000000000000000000000000000000100100000000000000000000010000000001100001010100000100000001000101000000100100000111000011101010001111110,,,,,,,,,,,,,0.929168939590454,1.0,0.8179771900177,1.0,0.863333821296692,1.0,,,,,,,Cc1[nH]c2ccc(Cl)cc2c(=O)c1-c1ccccc1,NESKZTXVHZBGFS-UHFFFAOYSA-N,NESKZTXVHZBGFS
3374,3761,CC(=O)Nc1ccc(C(F)(F)F)cc1,,,1.0,,,1.91,29.1,-2.45,2.14,1,1,203.055798536,1,,,Test,,,0000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000100000000000001100101000010000000000000001110000000000000001001010101111110,,,,,,,,,,,,,0.976836860179901,1.0,0.8179771900177,1.0,0.863333821296692,1.0,,,,,,,CC(=O)Nc1ccc(C(F)(F)F)cc1,DFDHFECLWHHELH-UHFFFAOYSA-N,DFDHFECLWHHELH
